	Country or Area	Year	Value
3173	Slovenia	2002	1987971.0
3174	Slovenia	2002	1964036.0
3175	Slovenia	2002	1995718.0
3176	Slovenia	2001	1992035.0
3177	Slovenia	2000	1990272.0
3178	Slovenia	1999	1985557.0
3179	Slovenia	1998	1982603.0
3180	Slovenia	1997	1986848.0
3181	Slovenia	1996	1991169.0
3182	Slovenia	1995	1987505.0
3183	Slovenia	1994	1988850.0
3184	Slovenia	1993	1990623.0
3185	Slovenia	1992	1995832.0
3186	Slovenia	1991	1965986.0
3187	Slovenia	1991	2001768.0
3188	Slovenia	1990	1998090.0
3189	Slovenia	1989	1999404.0
3190	Slovenia	1988	1999988.0
3191	Slovenia	1987	1989462.0
3192	Slovenia	1986	1980718.0
3193	Slovenia	1985	1941640.0
3194	Slovenia	1984	1932154.0
3195	Slovenia	1983	1922322.0
3196	Slovenia	1982	1910335.0
3197	Slovenia	1981	1896133.0
3198	Slovenia	1980	1884477.0
3199	Slovenia	1979	1824001.0
3200	Slovenia	1978	1810997.0
3201	Slovenia	1977	1799384.0
3202	Slovenia	1976	1786977.0
3203	Slovenia	1975	1778454.0
3204	Slovenia	1974	1766040.0
3205	Slovenia	1973	1753296.0
3206	Slovenia	1972	1741343.0
3207	Slovenia	1971	1729941.0
3208	Slovenia	1970	1738101.0
3209	Slovenia	1969	1714022.0
3210	Slovenia	1968	1703708.0
3211	Slovenia	1967	1690939.0
3212	Slovenia	1966	1669606.0
3213	Slovenia	1965	1650413.0
3214	Slovenia	1964	1630553.0
3215	Slovenia	1963	1614414.0
3216	Slovenia	1962	1604980.0
3217	Slovenia	1961	1595450.0
3218	Slovenia	1960	1580145.0
3219	Spain	2017	46549044.639388
3220	Spain	2016	46445828.0
3221	Spain	2016	46450439.298377
3222	Spain	2015	46449565.0
3223	Spain	2015	46447696.5
3224	Spain	2014	46512199.0
3225	Spain	2014	46480882.0
3226	Spain	2013	46727890.0
3227	Spain	2013	46593236.0
3228	Spain	2012	46818219.0
3229	Spain	2012	46766399.0
3230	Spain	2011	46815915.0
3231	Spain	2011	46667174.0
3232	Spain	2011	46736255.0
3233	Spain	2010	46486619.0
3234	Spain	2010	46562486.0
3235	Spain	2009	46239273.0
3236	Spain	2009	46367545.0
3237	Spain	2008	45668939.0
3238	Spain	2008	45983167.0
3239	Spain	2007	44784666.0
3240	Spain	2007	45236002.0
3241	Spain	2006	44009971.0
3242	Spain	2006	44360525.0
3243	Spain	2005	43296338.0
3244	Spain	2005	43662617.0
3245	Spain	2004	42547451.0
3246	Spain	2004	42859173.0
3247	Spain	2003	41827838.0
3248	Spain	2003	42196233.0
3249	Spain	2002	41035278.0
3250	Spain	2002	41423525.0
3251	Spain	2001	40847371.0
3252	Spain	2001	40721447.0
3253	Spain	2000	40264162.0
3254	Spain	1999	39927224.0
3255	Spain	1998	39722075.0
3256	Spain	1997	39583381.0
3257	Spain	1996	39479159.0
3258	Spain	1995	39387976.0
3259	Spain	1994	39295902.0
3260	Spain	1993	39190358.0
3261	Spain	1992	39068718.0
3262	Spain	1991	39433942.0
3263	Spain	1991	38872268.0
3264	Spain	1991	38940002.0
3265	Spain	1990	38851322.0
3266	Spain	1989	38792361.0
3267	Spain	1988	38716779.0
3268	Spain	1987	38631722.0
3269	Spain	1986	38536531.0
3270	Spain	1985	38419709.0
3271	Spain	1984	38279494.0
3272	Spain	1983	38123298.0
3273	Spain	1982	37943702.0
3274	Spain	1981	37746260.0
3275	Spain	1981	37682355.0
3276	Spain	1981	37741460.0
3277	Spain	1980	37526911.0
3278	Spain	1979	37289006.0
3279	Spain	1978	36971471.0
3280	Spain	1977	36563834.0
3281	Spain	1976	36118035.0
3282	Spain	1975	35687714.0
3283	Spain	1974	35287558.0
3284	Spain	1973	34921497.0
3285	Spain	1972	34571714.0
3286	Spain	1971	34216274.0
3287	Spain	1970	33956376.0
3288	Spain	1970	34040641.0
3289	Spain	1970	33752415.0
3290	Spain	1969	33426727.0
3291	Spain	1968	33078581.0
3292	Spain	1968	32927193.0
3293	Spain	1967	32734075.0
3294	Spain	1966	32393281.0
3295	Spain	1965	32056125.0
3296	Spain	1964	31722567.0
3297	Spain	1963	31392573.0
3298	Spain	1962	31066105.0
3299	Spain	1961	30743127.0
3300	Spain	1960	30528539.0
3301	Spain	1960	30455156.0
3302	Spain	1959	30194710.0
3303	Spain	1958	29942611.0
3304	Spain	1957	29692573.0
3305	Spain	1956	29444721.0
3306	Spain	1955	29198892.0
3307	Spain	1954	28955122.0
3308	Spain	1953	28713395.0
3309	Spain	1952	28473683.0
3310	Spain	1951	28235976.0
3311	Spain	1950	27976755.0
3312	Spain	1950	28008755.0
3313	Spain	1949	27651000.0
3314	Spain	1948	27437000.0
3315	Sweden	2017	9995153.0
3316	Sweden	2017	10057698.0
3317	Sweden	2016	9851017.0
3318	Sweden	2016	9923085.0
3319	Sweden	2015	9747355.0
3320	Sweden	2015	9799186.0
3321	Sweden	2014	9644864.0
3322	Sweden	2014	9696109.5
3323	Sweden	2013	9555893.0
3324	Sweden	2013	9600378.5
3325	Sweden	2012	9482855.0
3326	Sweden	2012	9519375.0
3327	Sweden	2011	9482855.0
3328	Sweden	2011	9449213.0
3329	Sweden	2010	9378126.0
3330	Sweden	2009	9298514.5
3331	Sweden	2008	9182927.0
3332	Sweden	2008	9219637.0
3333	Sweden	2007	9148092.0
3334	Sweden	2007	9113257.0
3335	Sweden	2006	9080505.0
3336	Sweden	2005	9029572.0
3337	Sweden	2004	8993531.0
3338	Sweden	2003	8975670.0
3339	Sweden	2003	8958229.0
3340	Sweden	2002	8924958.0
3341	Sweden	2001	8895960.0
3342	Sweden	2000	8872110.0
3343	Sweden	1999	8857874.0
3344	Sweden	1998	8850974.0
3345	Sweden	1997	8846062.0
3346	Sweden	1996	8840998.0
3347	Sweden	1996	8844499.0
3348	Sweden	1995	8826939.0
3349	Sweden	1995	8837496.0
3350	Sweden	1994	8780745.0
3351	Sweden	1994	8816381.0
3352	Sweden	1993	8718561.0
3353	Sweden	1992	8668066.0
3354	Sweden	1992	8692013.0
3355	Sweden	1991	8617375.0
3356	Sweden	1991	8644119.0
3357	Sweden	1990	8587353.0
3358	Sweden	1990	8558833.0
3359	Sweden	1989	8492962.0
3360	Sweden	1988	8436491.0
3361	Sweden	1988	8436485.5
3362	Sweden	1987	8397799.0
3363	Sweden	1986	8368991.0
3364	Sweden	1986	8369827.0
3365	Sweden	1985	8360178.0
3366	Sweden	1985	8350380.0
3367	Sweden	1984	8336597.0
3368	Sweden	1984	8342621.0
3369	Sweden	1983	8329028.5
3370	Sweden	1982	8325258.5
3371	Sweden	1981	8320485.0
3372	Sweden	1980	8320438.0
3373	Sweden	1980	8310473.5
3374	Sweden	1979	8293723.5
3375	Sweden	1978	8275776.5
3376	Sweden	1977	8251647.5
3377	Sweden	1976	8222310.5
3378	Sweden	1975	8208544.0
3379	Sweden	1975	8192566.5
3380	Sweden	1974	8160559.5
3381	Sweden	1973	8136778.5
3382	Sweden	1972	8122147.0
3383	Sweden	1971	8098154.0
3384	Sweden	1970	8076903.0
3385	Sweden	1970	8042706.0
3386	Sweden	1969	7967731.5
3387	Sweden	1968	7911983.5
3388	Sweden	1968	7934996.0
3389	Sweden	1967	7867931.0
3390	Sweden	1966	7807797.0
3391	Sweden	1965	7766424.0
3392	Sweden	1965	7733853.0
3393	Sweden	1964	7661353.5
3394	Sweden	1963	7604327.5
3395	Sweden	1962	7561588.0
3396	Sweden	1961	7519997.5
3397	Sweden	1960	7495316.0
3398	Sweden	1960	7480395.0
3399	Sweden	1959	7453706.0
3400	Sweden	1958	7415138.0
3401	Sweden	1957	7366997.0
3402	Sweden	1956	7315617.0
3403	Sweden	1955	7262388.0
3404	Sweden	1954	7234664.0
3405	Sweden	1953	7192316.0
3406	Sweden	1952	7150606.0
3407	Sweden	1951	7098740.0
3408	Sweden	1950	7041829.0
3409	Sweden	1950	7046920.0
3410	Sweden	1949	6986181.0
3411	Sweden	1948	6924888.0
3412	Switzerland	2017	8419550.0
3413	Switzerland	2016	8327126.0
3414	Switzerland	2016	8373338.0
3415	Switzerland	2015	8282396.0
3416	Switzerland	2015	8237666.0
3417	Switzerland	2014	8188648.5
3418	Switzerland	2014	8139631.0
3419	Switzerland	2013	8089345.5
3420	Switzerland	2013	8039060.0
3421	Switzerland	2012	7996861.0
3422	Switzerland	2012	7954662.0
3423	Switzerland	2011	8035391.0
3424	Switzerland	2011	7954662.0
3425	Switzerland	2011	7912398.0
3426	Switzerland	2011	7870134.0
3427	Switzerland	2010	7785806.0
3428	Switzerland	2010	7824909.0
3429	Switzerland	2009	7743832.0
3430	Switzerland	2008	7593494.0
3431	Switzerland	2008	7647675.0
3432	Switzerland	2007	7508739.0
3433	Switzerland	2007	7551117.0
3434	Switzerland	2006	7483935.0
3435	Switzerland	2005	7437116.0
3436	Switzerland	2004	7389626.0
3437	Switzerland	2003	7339002.0
3438	Switzerland	2002	7284754.0
3439	Switzerland	2001	7226647.0
3440	Switzerland	2000	7288010.0
3441	Switzerland	2000	7287357.0
3442	Switzerland	2000	7184250.0
3443	Switzerland	1999	7143991.0
3444	Switzerland	1998	7110002.0
3445	Switzerland	1997	7088906.0
3446	Switzerland	1996	7071851.0
3447	Switzerland	1995	7040687.0
3448	Switzerland	1994	6993795.0
3449	Switzerland	1993	6938265.0
3450	Switzerland	1992	6875364.0
3451	Switzerland	1991	6799979.0
3452	Switzerland	1990	6873687.0
3453	Switzerland	1990	6712273.0
3454	Switzerland	1989	6646912.0
3455	Switzerland	1988	6593387.0
3456	Switzerland	1987	6545107.0
3457	Switzerland	1986	6504125.0
3458	Switzerland	1985	6470366.0
3459	Switzerland	1984	6441865.0
3460	Switzerland	1983	6418774.0
3461	Switzerland	1982	6384300.0
3462	Switzerland	1982	6391309.0
3463	Switzerland	1981	6341726.0
3464	Switzerland	1981	6354073.0
3465	Switzerland	1980	6365960.0
3466	Switzerland	1980	6335243.0
3467	Switzerland	1980	6314200.0
3468	Switzerland	1979	6303573.0
3469	Switzerland	1979	6297600.0
3470	Switzerland	1978	6285156.0
3471	Switzerland	1978	6292000.0
3472	Switzerland	1977	6278319.0
3473	Switzerland	1977	6297600.0
3474	Switzerland	1976	6284029.0
3475	Switzerland	1976	6333200.0
3476	Switzerland	1975	6320978.0
3477	Switzerland	1975	6375500.0
3478	Switzerland	1974	6356285.0
3479	Switzerland	1974	6350000.0
3480	Switzerland	1973	6326525.0
3481	Switzerland	1973	6310200.0
3482	Switzerland	1972	6288168.0
3483	Switzerland	1972	6253300.0
3484	Switzerland	1971	6233744.0
3485	Switzerland	1970	6269783.0
3486	Switzerland	1970	6193064.0
3487	Switzerland	1969	6136389.0
3488	Switzerland	1968	6067712.0
3489	Switzerland	1967	5991783.0
3490	Switzerland	1966	5917996.0
3491	Switzerland	1965	5856472.0
3492	Switzerland	1964	5789225.0
3493	Switzerland	1963	5694241.0
3494	Switzerland	1962	5573810.0
3495	Switzerland	1961	5434300.0
3496	Switzerland	1960	5429061.0
3497	Switzerland	1960	5327822.0
3498	Switzerland	1959	5259000.0
3499	Switzerland	1958	5199000.0
3500	Switzerland	1957	5126000.0
3501	Switzerland	1956	5045000.0
3502	Switzerland	1955	4980000.0
3503	Switzerland	1954	4929000.0
3504	Switzerland	1953	4878000.0
3505	Switzerland	1952	4815000.0
3506	Switzerland	1951	4749000.0
3507	Switzerland	1950	4714992.0
3508	Switzerland	1950	4694000.0
3509	Switzerland	1949	4639000.0
3510	Switzerland	1948	4608000.0
