	Country or Area	Year	Value
0	Albania	2017	2876591.0
1	Albania	2017	2873458.0
2	Albania	2016	2886026.0
3	Albania	2016	2876101.0
4	Albania	2015	2892303.0
5	Albania	2015	2880703.0
6	Albania	2014	2895947.0
7	Albania	2014	2889104.0
8	Albania	2013	2895092.0
9	Albania	2012	2900401.0
10	Albania	2011	2800138.0
11	Albania	2011	2904780.0
12	Albania	2010	2913021.0
13	Albania	2009	2927519.0
14	Albania	2008	2947314.0
15	Albania	2007	2970017.0
16	Albania	2006	2992547.0
17	Albania	2005	3011487.0
18	Albania	2004	3026939.0
19	Albania	2003	3039616.0
20	Albania	2002	3051010.0
21	Albania	2001	3069275.0
22	Albania	2001	3060173.0
23	Albania	2000	3060907.5
24	Albania	1999	3053830.752
25	Albania	1998	3055331.182
26	Albania	1997	3074831.916
27	Albania	1996	3075545.172
28	Albania	1995	3050011.687
29	Albania	1994	3035180.5
30	Albania	1993	3064201.5
31	Albania	1992	3102736.0
32	Albania	1991	3125522.0
33	Albania	1990	3255891.0
34	Albania	1989	3182400.0
35	Albania	1989	3199233.0
36	Albania	1988	3138100.0
37	Albania	1987	3076100.0
38	Albania	1986	3016200.0
39	Albania	1985	2957400.0
40	Albania	1984	2896700.0
41	Albania	1983	2838100.0
42	Albania	1982	2780300.0
43	Albania	1981	2723700.0
44	Albania	1980	2670500.0
45	Albania	1979	2590600.0
46	Albania	1979	2617200.0
47	Albania	1978	2563000.0
48	Albania	1977	2508000.0
49	Albania	1976	2453800.0
50	Albania	1975	2400800.0
51	Albania	1974	2346900.0
52	Albania	1973	2294400.0
53	Albania	1972	2241500.0
54	Albania	1971	2187200.0
55	Albania	1970	2135600.0
56	Albania	1969	2068100.0
57	Albania	1969	2079800.0
58	Albania	1968	2018800.0
59	Albania	1967	1964730.0
60	Albania	1966	1923000.0
61	Albania	1965	1870000.0
62	Albania	1964	1817000.0
63	Albania	1963	1764000.0
64	Albania	1962	1712000.0
65	Albania	1961	1660000.0
66	Albania	1960	1626315.0
67	Albania	1960	1611000.0
68	Albania	1959	1556020.0
69	Albania	1958	1506594.0
70	Albania	1957	1462120.0
71	Albania	1956	1420500.0
72	Albania	1955	1391499.0
73	Albania	1955	1379000.0
74	Albania	1954	1340000.0
75	Albania	1953	1302000.0
76	Albania	1952	1270000.0
77	Albania	1951	1242000.0
78	Albania	1950	1218943.0
79	Albania	1950	1215000.0
80	Albania	1949	1183000.0
81	Albania	1948	1164000.0
82	Austria	2017	8772865.0
83	Austria	2016	8690076.0
84	Austria	2016	8739806.0
85	Austria	2015	8576261.0
86	Austria	2015	8629496.375
87	Austria	2014	8507786.0
88	Austria	2014	8543974.75
89	Austria	2013	8451860.0
90	Austria	2013	8477230.0
91	Austria	2012	8408121.0
92	Austria	2012	8426311.0
93	Austria	2011	8401940.0
94	Austria	2011	8404252.0
95	Austria	2011	8388534.0
96	Austria	2010	8375290.0
97	Austria	2010	8361069.0
98	Austria	2009	8355260.0
99	Austria	2009	8341483.0
100	Austria	2008	8331930.0
101	Austria	2008	8321541.0
102	Austria	2007	8298923.0
103	Austria	2007	8295189.0
104	Austria	2006	8267948.0
105	Austria	2005	8225278.0
106	Austria	2004	8169441.0
107	Austria	2003	8118245.0
108	Austria	2002	8082121.0
109	Austria	2001	8032926.0
110	Austria	2001	8042293.0
111	Austria	2000	8011566.0
112	Austria	1999	7992323.0
113	Austria	1998	7976789.0
114	Austria	1997	7968041.0
115	Austria	1996	7959016.0
116	Austria	1995	7948278.0
117	Austria	1994	7936118.0
118	Austria	1993	7905632.0
119	Austria	1992	7840709.0
120	Austria	1991	7795786.0
121	Austria	1991	7754891.0
122	Austria	1990	7677850.0
123	Austria	1989	7619566.0
124	Austria	1988	7585317.0
125	Austria	1987	7574586.0
126	Austria	1986	7569794.0
127	Austria	1985	7564984.0
128	Austria	1984	7561434.0
129	Austria	1983	7561910.0
130	Austria	1982	7574140.0
131	Austria	1981	7555338.0
132	Austria	1981	7568710.0
133	Austria	1980	7505151.0
134	Austria	1980	7549433.0
135	Austria	1979	7549425.0
136	Austria	1978	7562305.0
137	Austria	1977	7568430.0
138	Austria	1976	7565525.0
139	Austria	1975	7578903.0
140	Austria	1974	7599038.0
141	Austria	1973	7586115.0
142	Austria	1972	7544201.0
143	Austria	1971	7456403.0
144	Austria	1971	7500482.0
145	Austria	1970	7467086.0
146	Austria	1969	7441055.0
147	Austria	1968	7415403.0
148	Austria	1967	7376998.0
149	Austria	1966	7322066.0
150	Austria	1965	7270889.0
151	Austria	1964	7223801.0
152	Austria	1963	7175811.0
153	Austria	1962	7129864.0
154	Austria	1961	7073807.0
155	Austria	1961	7086299.0
156	Austria	1960	7047437.0
157	Austria	1959	7014331.0
158	Austria	1958	6987358.0
159	Austria	1957	6965860.0
160	Austria	1956	6952359.0
161	Austria	1955	6946885.0
162	Austria	1954	6940209.0
163	Austria	1953	6932483.0
164	Austria	1952	6927772.0
165	Austria	1951	6933905.0
166	Austria	1951	6935451.0
167	Austria	1950	6935100.0
168	Austria	1950	6931500.0
169	Austria	1949	6942470.0
170	Austria	1948	6953000.0
171	Belgium	2017	11351727.0
172	Belgium	2017	11382393.0
173	Belgium	2016	11311117.0
174	Belgium	2016	11331422.0
175	Belgium	2015	11258434.0
176	Belgium	2015	11284775.5
177	Belgium	2014	11203992.0
178	Belgium	2014	11231213.0
179	Belgium	2013	11161642.0
180	Belgium	2013	11182817.0
181	Belgium	2012	11094850.0
182	Belgium	2012	11128246.0
183	Belgium	2011	11000638.0
184	Belgium	2011	11043788.0
185	Belgium	2010	10895638.0
186	Belgium	2009	10796493.0
187	Belgium	2008	10666866.0
188	Belgium	2008	10709973.0
189	Belgium	2007	10622604.0
190	Belgium	2006	10511382.0
191	Belgium	2006	10541893.0
192	Belgium	2005	10472842.0
193	Belgium	2004	10396421.0
194	Belgium	2004	10417122.0
195	Belgium	2003	10372469.0
196	Belgium	2002	10332785.0
197	Belgium	2001	10296350.0
198	Belgium	2001	10286570.0
199	Belgium	2000	10251249.5
200	Belgium	1999	10226418.5
201	Belgium	1998	10203008.0
202	Belgium	1997	10181245.0
203	Belgium	1996	10156637.0
204	Belgium	1995	10136811.0
205	Belgium	1995	10143047.0
206	Belgium	1994	10115603.0
207	Belgium	1994	10130574.0
208	Belgium	1993	10084475.0
209	Belgium	1993	10100631.0
210	Belgium	1992	10045158.0
211	Belgium	1992	10068319.0
212	Belgium	1991	9978681.0
213	Belgium	1991	10021997.0
214	Belgium	1991	10004486.0
215	Belgium	1990	9967379.0
216	Belgium	1990	9986975.0
217	Belgium	1989	9937697.0
218	Belgium	1989	9947782.0
219	Belgium	1988	9901664.0
220	Belgium	1988	9927612.0
221	Belgium	1987	9870234.0
222	Belgium	1987	9875716.0
223	Belgium	1986	9861823.0
224	Belgium	1986	9864751.0
225	Belgium	1985	9858308.0
226	Belgium	1985	9858895.0
227	Belgium	1984	9855372.0
228	Belgium	1983	9855520.0
229	Belgium	1982	9856303.0
230	Belgium	1981	9848647.0
231	Belgium	1981	9858982.0
232	Belgium	1980	9859242.0
233	Belgium	1980	9855110.0
234	Belgium	1979	9848382.0
235	Belgium	1979	9855110.0
236	Belgium	1978	9839534.0
237	Belgium	1977	9830358.0
238	Belgium	1977	9823302.0
239	Belgium	1976	9818227.0
240	Belgium	1975	9800700.0
241	Belgium	1974	9772419.0
242	Belgium	1973	9741720.0
243	Belgium	1973	9756590.0
244	Belgium	1972	9711115.0
245	Belgium	1972	9726850.0
246	Belgium	1971	9673162.0
247	Belgium	1971	9695379.0
248	Belgium	1970	9650944.0
249	Belgium	1970	9655549.0
250	Belgium	1969	9646032.0
251	Belgium	1968	9618756.0
252	Belgium	1967	9580991.0
253	Belgium	1967	9605601.0
254	Belgium	1966	9527807.0
255	Belgium	1966	9556380.0
256	Belgium	1965	9463667.0
257	Belgium	1964	9378113.0
258	Belgium	1963	9289770.0
259	Belgium	1962	9220578.0
260	Belgium	1961	9189741.0
261	Belgium	1961	9183948.0
262	Belgium	1960	9153489.0
263	Belgium	1959	9104000.0
264	Belgium	1958	9053000.0
265	Belgium	1957	8989000.0
266	Belgium	1956	8924000.0
267	Belgium	1955	8868000.0
268	Belgium	1954	8819000.0
269	Belgium	1953	8778000.0
270	Belgium	1952	8730000.0
271	Belgium	1951	8678000.0
272	Belgium	1950	8639000.0
273	Belgium	1949	8614000.0
274	Belgium	1948	8557000.0
275	Bosnia and Herzegovina	2017	3509728.0
276	Bosnia and Herzegovina	2016	3511000.0
277	Bosnia and Herzegovina	2015	3518000.0
278	Bosnia and Herzegovina	2014	3526000.0
279	Bosnia and Herzegovina	2013	3531159.0
280	Bosnia and Herzegovina	2013	3531000.0
281	Bosnia and Herzegovina	2012	3837455.0
282	Bosnia and Herzegovina	2011	3841224.0
283	Bosnia and Herzegovina	2010	3843126.0
284	Bosnia and Herzegovina	2009	3842566.0
285	Bosnia and Herzegovina	2008	3842265.0
286	Bosnia and Herzegovina	2007	3842562.0
287	Bosnia and Herzegovina	2006	3842762.0
288	Bosnia and Herzegovina	2005	3842537.0
289	Bosnia and Herzegovina	2004	3842527.0
290	Bosnia and Herzegovina	2003	3832301.0
291	Bosnia and Herzegovina	2002	3828397.0
292	Bosnia and Herzegovina	2001	3797937.0
293	Bosnia and Herzegovina	2000	3781497.0
294	Bosnia and Herzegovina	1999	3724672.0
295	Bosnia and Herzegovina	1998	3653364.0
296	Bosnia and Herzegovina	1997	3737865.0
297	Bosnia and Herzegovina	1996	3645328.0
298	Bosnia and Herzegovina	1995	4180000.0
299	Bosnia and Herzegovina	1994	4459187.0
300	Bosnia and Herzegovina	1993	4433909.0
301	Bosnia and Herzegovina	1992	4408631.0
302	Bosnia and Herzegovina	1991	4377033.0
303	Bosnia and Herzegovina	1991	4385373.0
304	Bosnia and Herzegovina	1990	4474045.0
305	Bosnia and Herzegovina	1981	4124256.0
306	Bosnia and Herzegovina	1971	3746111.0
307	Bulgaria	2017	7101859.0
308	Bulgaria	2017	7075947.0
309	Bulgaria	2016	7153784.0
310	Bulgaria	2016	7127822.0
311	Bulgaria	2015	7202198.0
312	Bulgaria	2015	7177991.0
313	Bulgaria	2014	7245677.0
314	Bulgaria	2014	7223937.0
315	Bulgaria	2013	7282041.0
316	Bulgaria	2013	7263859.0
317	Bulgaria	2012	7327224.0
318	Bulgaria	2012	7305888.0
319	Bulgaria	2011	7364570.0
320	Bulgaria	2011	7348328.0
321	Bulgaria	2010	7534289.0
322	Bulgaria	2009	7585131.0
323	Bulgaria	2008	7623395.0
324	Bulgaria	2007	7659764.0
325	Bulgaria	2006	7699020.0
326	Bulgaria	2005	7739900.0
327	Bulgaria	2004	7781161.0
328	Bulgaria	2003	7823557.0
329	Bulgaria	2002	7868900.0
330	Bulgaria	2001	7928901.0
331	Bulgaria	2001	7913301.0
332	Bulgaria	2000	8170172.0
333	Bulgaria	1999	8210624.0
334	Bulgaria	1998	8256786.0
335	Bulgaria	1997	8312068.0
336	Bulgaria	1996	8362826.0
337	Bulgaria	1996	8340936.0
338	Bulgaria	1995	8406067.0
339	Bulgaria	1995	8384715.0
340	Bulgaria	1994	8443591.0
341	Bulgaria	1994	8427418.0
342	Bulgaria	1993	8472313.0
343	Bulgaria	1993	8459763.0
344	Bulgaria	1992	8472724.0
345	Bulgaria	1992	8540185.0
346	Bulgaria	1991	8656915.0
347	Bulgaria	1990	8718312.0
348	Bulgaria	1989	8989476.0
349	Bulgaria	1989	8992316.0
350	Bulgaria	1988	8981446.0
351	Bulgaria	1987	8971359.0
352	Bulgaria	1986	8958171.0
353	Bulgaria	1985	8948388.0
354	Bulgaria	1985	8960547.0
355	Bulgaria	1984	8960679.0
356	Bulgaria	1983	8939738.0
357	Bulgaria	1982	8917457.0
358	Bulgaria	1981	8891117.0
359	Bulgaria	1980	8861535.0
360	Bulgaria	1979	8825940.0
361	Bulgaria	1979	8846417.0
362	Bulgaria	1978	8814032.0
363	Bulgaria	1977	8804183.0
364	Bulgaria	1976	8758599.0
365	Bulgaria	1975	8729666.0
366	Bulgaria	1975	8727771.0
367	Bulgaria	1975	8720742.0
368	Bulgaria	1974	8678745.0
369	Bulgaria	1973	8620967.0
370	Bulgaria	1972	8576200.0
371	Bulgaria	1971	8536395.0
372	Bulgaria	1970	8489574.0
373	Bulgaria	1969	8434172.0
374	Bulgaria	1968	8369603.0
375	Bulgaria	1967	8310226.0
376	Bulgaria	1966	8258057.0
377	Bulgaria	1965	8227866.0
378	Bulgaria	1965	8204168.0
379	Bulgaria	1964	8144300.0
380	Bulgaria	1963	8078150.0
381	Bulgaria	1962	8012950.0
382	Bulgaria	1961	7943100.0
383	Bulgaria	1960	7867350.0
384	Bulgaria	1959	7797800.0
385	Bulgaria	1958	7727600.0
386	Bulgaria	1957	7651300.0
387	Bulgaria	1956	7613709.0
388	Bulgaria	1956	7575800.0
389	Bulgaria	1955	7499400.0
390	Bulgaria	1954	7423300.0
391	Bulgaria	1953	7346100.0
392	Bulgaria	1953	7426540.0
393	Bulgaria	1952	7274900.0
394	Bulgaria	1951	7258200.0
395	Bulgaria	1950	7250500.0
396	Bulgaria	1949	7195000.0
397	Bulgaria	1948	7130000.0
398	Croatia	2017	4154213.0
399	Croatia	2017	4129853.0
400	Croatia	2016	4190669.0
401	Croatia	2016	4174349.0
402	Croatia	2015	4225316.0
403	Croatia	2015	4203604.0
404	Croatia	2014	4246809.0
405	Croatia	2014	4238389.0
406	Croatia	2013	4262140.0
407	Croatia	2013	4255689.0
408	Croatia	2012	4267558.0
409	Croatia	2011	4284889.0
410	Croatia	2011	4280622.0
411	Croatia	2010	4295427.0
412	Croatia	2009	4305181.0
413	Croatia	2008	4309705.0
414	Croatia	2007	4310217.0
415	Croatia	2006	4311159.0
416	Croatia	2005	4310145.0
417	Croatia	2004	4304600.0
418	Croatia	2003	4303399.0
419	Croatia	2002	4302174.0
420	Croatia	2001	4437460.0
421	Croatia	2001	4299642.0
422	Croatia	2000	4426233.0
423	Croatia	1999	4553769.0
424	Croatia	1998	4501149.0
425	Croatia	1997	4572474.0
426	Croatia	1996	4493581.0
427	Croatia	1995	4668752.0
428	Croatia	1994	4649034.0
429	Croatia	1993	4641275.0
430	Croatia	1992	4470266.0
431	Croatia	1991	4784265.0
432	Croatia	1991	4499049.0
433	Croatia	1991	4513468.0
434	Croatia	1990	4777823.0
435	Croatia	1989	4766857.0
436	Croatia	1988	4757000.0
437	Croatia	1987	4740000.0
438	Croatia	1986	4722000.0
439	Croatia	1985	4702000.0
440	Croatia	1984	4680000.0
441	Croatia	1983	4659000.0
442	Croatia	1982	4635000.0
443	Croatia	1981	4601469.0
444	Croatia	1981	4608000.0
445	Croatia	1980	4588000.0
446	Croatia	1979	4570000.0
447	Croatia	1978	4553000.0
448	Croatia	1977	4535000.0
449	Croatia	1976	4517000.0
450	Croatia	1975	4500000.0
451	Croatia	1974	4482000.0
452	Croatia	1973	4465000.0
453	Croatia	1972	4447000.0
454	Croatia	1971	4426221.0
455	Croatia	1971	4430000.0
456	Croatia	1970	4406000.0
457	Croatia	1969	4379000.0
458	Croatia	1968	4353000.0
459	Croatia	1967	4326000.0
460	Croatia	1966	4300000.0
461	Croatia	1965	4273000.0
462	Croatia	1964	4246000.0
463	Croatia	1963	4232000.0
464	Croatia	1962	4200000.0
465	Croatia	1961	4159696.0
466	Croatia	1961	4169000.0
467	Croatia	1960	4140000.0
468	Croatia	1959	4115000.0
469	Croatia	1953	3936022.0
470	Croatia	1948	3779858.0
471	Cyprus	2017	854802.0
472	Cyprus	2016	848319.0
473	Cyprus	2016	851600.0
474	Cyprus	2015	847008.0
475	Cyprus	2015	847700.0
476	Cyprus	2014	852504.0
477	Cyprus	2013	861930.0
478	Cyprus	2012	863945.0
479	Cyprus	2011	840407.0
480	Cyprus	2011	850881.0
481	Cyprus	2010	829446.0
482	Cyprus	2009	808035.0
483	Cyprus	2008	786632.0
484	Cyprus	2007	767125.0
485	Cyprus	2007	873900.0
486	Cyprus	2006	750965.0
487	Cyprus	2006	859300.0
488	Cyprus	2005	738540.0
489	Cyprus	2005	846000.0
490	Cyprus	2004	727980.0
491	Cyprus	2004	825100.0
492	Cyprus	2003	718307.0
493	Cyprus	2003	808200.0
494	Cyprus	2002	709630.0
495	Cyprus	2002	797100.0
496	Cyprus	2001	689565.0
497	Cyprus	2001	701544.0
498	Cyprus	2001	789000.0
499	Cyprus	2000	759100.0
500	Cyprus	2000	694000.0
501	Cyprus	2000	781500.0
502	Cyprus	1999	686700.0
503	Cyprus	1999	774500.0
504	Cyprus	1998	679050.0
505	Cyprus	1998	767100.0
506	Cyprus	1997	746100.0
507	Cyprus	1997	670750.0
508	Cyprus	1997	759100.0
509	Cyprus	1996	661300.0
510	Cyprus	1996	750800.0
511	Cyprus	1995	650850.0
512	Cyprus	1995	741700.0
513	Cyprus	1994	639150.0
514	Cyprus	1994	731300.0
515	Cyprus	1993	626050.0
516	Cyprus	1993	719600.0
517	Cyprus	1992	602025.0
518	Cyprus	1992	611150.0
519	Cyprus	1992	706200.0
520	Cyprus	1991	595100.0
521	Cyprus	1991	693300.0
522	Cyprus	1990	579900.0
523	Cyprus	1990	680600.0
524	Cyprus	1989	567700.0
525	Cyprus	1989	670800.0
526	Cyprus	1988	559650.0
527	Cyprus	1988	664200.0
528	Cyprus	1987	553750.0
529	Cyprus	1987	659400.0
530	Cyprus	1986	547750.0
531	Cyprus	1986	654000.0
532	Cyprus	1985	541500.0
533	Cyprus	1985	647300.0
534	Cyprus	1984	534950.0
535	Cyprus	1984	639900.0
536	Cyprus	1983	528050.0
537	Cyprus	1983	631800.0
538	Cyprus	1982	512098.0
539	Cyprus	1982	521400.0
540	Cyprus	1982	624300.0
541	Cyprus	1981	515250.0
542	Cyprus	1981	617900.0
543	Cyprus	1980	509050.0
544	Cyprus	1980	611000.0
545	Cyprus	1979	503550.0
546	Cyprus	1979	605100.0
547	Cyprus	1978	618300.0
548	Cyprus	1978	499650.0
549	Cyprus	1978	601000.0
550	Cyprus	1977	613800.0
551	Cyprus	1977	497800.0
552	Cyprus	1977	598400.0
553	Cyprus	1976	612851.0
554	Cyprus	1976	497950.0
555	Cyprus	1976	598600.0
556	Cyprus	1975	502000.0
557	Cyprus	1975	610500.0
558	Cyprus	1974	520500.0
559	Cyprus	1974	640700.0
560	Cyprus	1973	631778.0
561	Cyprus	1973	633900.0
562	Cyprus	1972	626300.0
563	Cyprus	1971	619800.0
564	Cyprus	1970	614600.0
565	Cyprus	1969	609400.0
566	Cyprus	1968	604300.0
567	Cyprus	1967	599400.0
568	Cyprus	1966	595000.0
569	Cyprus	1965	590800.0
570	Cyprus	1964	586500.0
571	Cyprus	1963	582300.0
572	Cyprus	1962	576000.0
573	Cyprus	1961	578700.0
574	Cyprus	1960	577615.0
575	Cyprus	1960	573180.0
576	Cyprus	1959	567000.0
577	Cyprus	1958	558000.0
578	Cyprus	1957	546000.0
579	Cyprus	1956	536000.0
580	Cyprus	1955	530000.0
581	Cyprus	1954	523000.0
582	Cyprus	1953	515000.0
583	Cyprus	1952	508000.0
584	Cyprus	1951	502000.0
585	Cyprus	1950	494000.0
586	Cyprus	1949	485000.0
587	Cyprus	1948	477000.0
685	Denmark	2017	5760694.0
686	Denmark	2016	5724456.0
687	Denmark	2015	5678348.0
688	Denmark	2014	5639719.0
689	Denmark	2013	5608784.0
690	Denmark	2013	5602628.0
691	Denmark	2012	5580516.0
692	Denmark	2012	5587085.0
693	Denmark	2011	5560628.0
694	Denmark	2011	5566856.0
695	Denmark	2010	5545039.0
696	Denmark	2009	5519441.0
697	Denmark	2008	5489022.0
698	Denmark	2008	5475791.0
699	Denmark	2007	5457415.0
700	Denmark	2007	5447084.0
701	Denmark	2006	5434567.0
702	Denmark	2005	5415978.0
703	Denmark	2004	5401177.0
704	Denmark	2003	5387174.0
705	Denmark	2002	5374255.0
706	Denmark	2001	5349212.0
707	Denmark	2001	5358783.0
708	Denmark	2000	5337344.0
709	Denmark	1999	5327358.0
710	Denmark	1998	5301304.0
711	Denmark	1997	5284220.0
712	Denmark	1996	5261503.0
713	Denmark	1995	5227862.0
714	Denmark	1994	5204994.0
715	Denmark	1993	5189378.0
716	Denmark	1992	5170270.0
717	Denmark	1991	5146469.0
718	Denmark	1991	5154046.0
719	Denmark	1990	5139943.0
720	Denmark	1989	5132594.0
721	Denmark	1988	5129516.0
722	Denmark	1987	5127024.0
723	Denmark	1986	5120534.0
724	Denmark	1985	5113691.0
725	Denmark	1984	5111619.0
726	Denmark	1983	5114297.0
727	Denmark	1982	5117810.0
728	Denmark	1981	5123989.0
729	Denmark	1981	5121572.0
730	Denmark	1980	5123027.0
731	Denmark	1979	5116800.0
732	Denmark	1978	5104247.0
733	Denmark	1977	5088419.0
734	Denmark	1977	5079879.0
735	Denmark	1976	5072516.0
736	Denmark	1975	5059861.0
737	Denmark	1974	5045297.0
738	Denmark	1973	5021861.0
739	Denmark	1972	4991596.0
740	Denmark	1971	4963126.0
741	Denmark	1971	4950598.0
742	Denmark	1970	4937579.0
743	Denmark	1970	4928757.0
744	Denmark	1969	4890687.0
745	Denmark	1968	4864885.0
746	Denmark	1967	4836388.0
747	Denmark	1967	4820130.0
748	Denmark	1966	4795084.0
749	Denmark	1965	4767597.0
750	Denmark	1965	4758125.0
751	Denmark	1964	4720171.0
752	Denmark	1963	4683579.0
753	Denmark	1962	4646899.0
754	Denmark	1961	4609817.0
755	Denmark	1960	4585256.0
756	Denmark	1960	4580971.0
757	Denmark	1959	4546636.0
758	Denmark	1958	4515132.0
759	Denmark	1957	4487831.0
760	Denmark	1956	4466471.0
761	Denmark	1955	4448400.0
762	Denmark	1955	4439000.0
763	Denmark	1954	4406560.0
764	Denmark	1953	4369280.0
765	Denmark	1952	4335590.0
766	Denmark	1951	4303620.0
767	Denmark	1950	4281275.0
768	Denmark	1950	4270080.0
769	Denmark	1949	4230000.0
770	Denmark	1948	4190000.0
771	Estonia	2017	1315635.0
772	Estonia	2017	1317384.0
773	Estonia	2016	1315944.0
774	Estonia	2016	1315789.5
775	Estonia	2015	1313271.0
776	Estonia	2015	1314607.5
777	Estonia	2014	1315819.0
778	Estonia	2014	1314545.0
779	Estonia	2013	1320174.0
780	Estonia	2013	1317997.0
781	Estonia	2012	1322696.0
782	Estonia	2011	1294455.0
783	Estonia	2011	1327439.0
784	Estonia	2010	1331475.0
785	Estonia	2009	1334515.0
786	Estonia	2008	1337090.0
787	Estonia	2007	1340680.0
788	Estonia	2006	1346810.0
789	Estonia	2005	1354775.0
790	Estonia	2004	1362550.0
791	Estonia	2003	1370720.0
792	Estonia	2002	1379350.0
793	Estonia	2001	1388115.0
794	Estonia	2000	1370052.0
795	Estonia	2000	1396985.0
796	Estonia	1999	1375654.0
797	Estonia	1998	1386156.0
798	Estonia	1997	1399535.0
799	Estonia	1996	1415594.0
800	Estonia	1995	1436634.0
801	Estonia	1994	1462514.0
802	Estonia	1993	1494128.0
803	Estonia	1992	1533091.0
804	Estonia	1991	1561314.0
805	Estonia	1991	1570432.0
806	Estonia	1990	1569174.0
807	Estonia	1989	1565662.0
808	Estonia	1989	1568131.0
809	Estonia	1988	1561900.0
810	Estonia	1987	1552221.0
811	Estonia	1986	1540190.0
812	Estonia	1985	1528781.0
813	Estonia	1984	1518617.0
814	Estonia	1983	1508745.0
815	Estonia	1982	1498414.0
816	Estonia	1981	1487666.0
817	Estonia	1980	1477219.0
818	Estonia	1979	1464476.0
819	Estonia	1979	1468333.0
820	Estonia	1978	1460188.0
821	Estonia	1977	1450211.0
822	Estonia	1976	1439576.0
823	Estonia	1975	1429352.0
824	Estonia	1974	1418169.0
825	Estonia	1973	1405951.0
826	Estonia	1972	1392518.0
827	Estonia	1971	1376955.0
828	Estonia	1970	1356079.0
829	Estonia	1970	1360076.0
830	Estonia	1969	1342970.0
831	Estonia	1968	1326850.0
832	Estonia	1967	1314050.0
833	Estonia	1966	1303000.0
834	Estonia	1965	1291050.0
835	Estonia	1964	1275950.0
836	Estonia	1963	1258450.0
837	Estonia	1962	1243050.0
838	Estonia	1961	1229250.0
839	Estonia	1960	1215650.0
840	Estonia	1959	1196791.0
926	Finland	2017	5503297.0
927	Finland	2017	5508214.0
928	Finland	2016	5487308.0
929	Finland	2016	5466204.0
930	Finland	2015	5471753.0
931	Finland	2015	5450581.0
932	Finland	2014	5451270.0
933	Finland	2014	5432721.0
934	Finland	2013	5426674.0
935	Finland	2013	5410389.0
936	Finland	2012	5401267.0
937	Finland	2012	5385543.0
938	Finland	2011	5360091.0
939	Finland	2010	5375276.0
940	Finland	2010	5335481.0
941	Finland	2009	5311276.0
942	Finland	2008	5286095.0
943	Finland	2007	5261682.0
944	Finland	2006	5239423.0
945	Finland	2005	5219448.0
946	Finland	2004	5201733.0
947	Finland	2003	5186712.0
948	Finland	2002	5174466.0
949	Finland	2001	5162116.0
950	Finland	2000	5181115.0
951	Finland	2000	5150468.0
952	Finland	1999	5139809.0
953	Finland	1998	5127989.0
954	Finland	1997	5114510.0
955	Finland	1996	5099344.0
956	Finland	1995	5082610.0
957	Finland	1994	5063203.0
958	Finland	1993	5041400.0
959	Finland	1992	5017072.0
960	Finland	1991	4989015.0
961	Finland	1990	4998478.0
962	Finland	1990	4962013.0
963	Finland	1989	4940233.0
964	Finland	1988	4922578.0
965	Finland	1987	4908423.0
966	Finland	1986	4894539.0
967	Finland	1985	4910619.0
968	Finland	1985	4910664.0
969	Finland	1985	4878613.0
970	Finland	1984	4858288.0
971	Finland	1983	4832444.0
972	Finland	1982	4803815.0
973	Finland	1981	4777081.0
974	Finland	1980	4784710.0
975	Finland	1980	4787778.0
976	Finland	1980	4756840.0
977	Finland	1979	4742115.0
978	Finland	1978	4730031.0
979	Finland	1977	4716470.0
980	Finland	1976	4703314.0
981	Finland	1975	4717724.0
982	Finland	1975	4689225.0
983	Finland	1974	4668570.0
984	Finland	1973	4644461.0
985	Finland	1972	4639657.0
986	Finland	1971	4612124.0
987	Finland	1971	4614200.0
988	Finland	1970	4598336.0
989	Finland	1970	4606307.0
990	Finland	1969	4623784.5
991	Finland	1968	4626468.5
992	Finland	1967	4605743.5
993	Finland	1966	4580869.0
994	Finland	1965	4563731.5
995	Finland	1964	4548543.0
996	Finland	1963	4523308.5
997	Finland	1962	4491442.5
998	Finland	1961	4461004.5
999	Finland	1960	4446222.0
1000	Finland	1960	4429634.0
1001	Finland	1959	4394680.0
1002	Finland	1958	4359752.0
1003	Finland	1957	4324011.0
1004	Finland	1956	4281701.5
1005	Finland	1955	4234881.0
1006	Finland	1954	4186900.0
1007	Finland	1953	4139418.5
1008	Finland	1952	4090477.5
1009	Finland	1951	4047265.0
1010	Finland	1950	4029803.0
1011	Finland	1950	4008899.5
1012	Finland	1949	3963000.0
1013	Finland	1948	3912000.0
1014	France	2017	64856669.0
1015	France	2017	64909596.0
1016	France	2016	64604599.0
1017	France	2016	64679784.0
1018	France	2015	64343948.0
1019	France	2015	64429646.5
1020	France	2014	64027784.0
1021	France	2014	64164389.5
1022	France	2013	63697865.0
1023	France	2013	63862911.5
1024	France	2012	63536918.0
1025	France	2012	63375971.0
1026	France	2011	63223158.0
1027	France	2011	63070344.0
1028	France	2010	62765235.0
1029	France	2010	62765235.0
1030	France	2010	62917790.0
1031	France	2009	62615472.0
1032	France	2009	62465709.0
1033	France	2008	62300288.0
1034	France	2008	62134866.0
1035	France	2007	61965052.0
1036	France	2007	61795238.0
1037	France	2006	61399541.0
1038	France	2006	61597486.0
1039	France	2005	61181499.0
1040	France	2004	60734343.0
1041	France	2003	60303631.0
1042	France	2002	59893870.0
1043	France	2001	59476236.0
1044	France	2000	59225683.0
1045	France	2000	59062385.0
1046	France	1999	60187205.0
1047	France	1999	58677406.0
