"","ID89","oblast_center","CityStatus","RaionCenter","year","mp","pop","smp","spop","Soviet","pop_log_lag","pop_log","log_mp","soviet_true"
"16164",4156,0,1,0,"2010",125375.2003,95835,137.8056734,131.5696917,FALSE,11.5218257397569,11.4703832417046,11.7390661228701,0
"16165",4157,0,1,0,"1897",12039.34531,NA,88.28360093,0,TRUE,NA,NA,9.39593534113852,9.39593534113852
"16166",4157,0,1,0,"1926",20921.74542,2469,98.97353464,61.02060226,TRUE,NA,7.81156848934518,9.94854434777691,9.94854434777691
"16167",4157,0,1,0,"1939",46087.92813,22168,115.3112229,100.1281428,TRUE,7.81156848934518,10.0064050865428,10.7383063320029,10.7383063320029
"16168",4157,0,1,0,"1959",74951.9796,29987,125.9917106,106.2655688,TRUE,10.0064050865428,10.3085192333949,11.2246029154568,11.2246029154568
"16169",4157,0,1,0,"1970",99402.28366,38900,132.4094465,111.6984666,TRUE,10.3085192333949,10.5687495296065,11.5069303668274,11.5069303668274
"16170",4157,0,1,0,"1979",121978.8744,40300,137.1616483,112.4470799,TRUE,10.5687495296065,10.6041067479348,11.7116031480656,11.7116031480656
"16171",4157,0,1,0,"1989",161919.8011,46049,143.8765809,115.2930757,TRUE,10.6041067479348,10.7374613259211,11.9948564366961,11.9948564366961
"16172",4157,0,1,0,"2002",161179.7056,47119,143.7666995,115.7868881,FALSE,10.7374613259211,10.7604315956894,11.9902752053475,0
"16173",4157,0,1,0,"2010",148748.9753,47959,141.8484677,116.1674775,FALSE,10.7604315956894,10.7781017582151,11.9100154346447,0
"16174",4159,0,1,0,"1897",11440.54031,21398,87.32750165,99.42189272,TRUE,NA,9.97105273869855,9.3449184937136,9.3449184937136
"16175",4159,0,1,0,"1926",20085.49816,25335,98.16357642,102.8184262,TRUE,9.97105273869855,10.13994211791,9.9077533490748,9.9077533490748
"16176",4159,0,1,0,"1939",45469.29499,42248,115.0211751,113.4504536,TRUE,10.13994211791,10.6513122943868,10.7247925417505,10.7247925417505
"16177",4159,0,1,0,"1959",74922.78095,68741,125.9829636,124.0572961,TRUE,10.6513122943868,11.1381010978686,11.224213274796,11.224213274796
"16178",4159,0,1,0,"1970",99767.67626,97000,132.4939014,131.8470314,TRUE,11.1381010978686,11.4824662574855,11.5105995246671,11.5105995246671
"16179",4159,0,1,0,"1979",121147.2204,106600,137.0014484,134.0231964,TRUE,11.4824662574855,11.5768387907139,11.7047617825229,11.7047617825229
"16180",4159,0,1,0,"1989",159941.5327,110381,143.5818306,134.8314212,TRUE,11.5768387907139,11.6116932965647,11.9825636068086,11.9825636068086
"16181",4159,0,1,0,"2002",158713.8094,103141,143.3972222,133.2605251,FALSE,11.6116932965647,11.5438522631174,11.9748579184818,0
"16182",4159,0,1,0,"2010",146765.7015,101390,141.5289185,132.8654986,FALSE,11.5438522631174,11.5267297459466,11.8965927268561,0
"16183",4162,0,0,1,"1897",12032.45502,NA,88.27284333,0,TRUE,NA,NA,9.39536286296126,9.39536286296126
