,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,mp1926,mp1939,mp1959,mp1970,spop1926,spop1939,spop1959,spop1970,smp1926,smp1939,smp1959,smp1970,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
89,241,Maloshuika,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,63.71,43.76,4058.9641,1914.9376,2787.9496,0,0,NA,NA,14625.99869,32167.889389999997,47763.85787,61822.57818,0.0,0.0,NA,NA,91.97876355,107.7179121,116.0796044,121.7055518,0,0,0,0,1,0,0,0,0
90,244,Pinega,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,64.7,44.4,4186.09,1971.36,2872.68,1371,0,NA,NA,13390.99843,29599.19992,44169.33089,57207.120429999995,52.17600047,0.0,NA,NA,90.29442749,105.997374,114.3998372,119.9996166,0,0,0,0,1,0,0,0,0
91,245,Karpogory,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,1.0,64.0,44.45,4096.0,1975.8025,2844.8,0,0,NA,NA,14125.917980000002,31076.31227,46372.15421,60029.28642999999,0.0,0.0,NA,NA,91.31267423,107.0024973,115.4433011,121.05693889999999,0,0,0,0,1,0,0,0,0
92,248,Plesetsk,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,1.0,62.71,40.3,3932.5441,1624.09,2527.2129999999997,1513,0,NA,NA,16760.45266,36466.2259,52913.72268,68194.3459,53.60948323,0.0,NA,NA,94.61019824,110.33699479999999,118.2964683,123.879503,0,0,0,0,1,0,0,0,0
93,249,Emtsa,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,63.07,40.34,3977.8249,1627.3156,2544.2438,710,0,NA,NA,16272.853130000001,35541.41237,51608.61381,66624.18964,43.10270413,0.0,NA,NA,94.03672634,109.7979949,117.7538341,123.36151709999999,0,0,0,0,1,0,0,0,0
94,250,Obozerskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,63.46,40.32,4027.1716,1625.7024,2558.7072,517,0,NA,NA,15828.12924,34916.96646,50679.0228,65598.17745,39.03803976,0.0,NA,NA,93.50008054,109.4268331,117.3596815,123.0170065,0,0,0,0,1,0,0,0,0
95,251,Oksovskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,62.6,39.93,3918.76,1594.4049,2499.618,0,0,NA,NA,17078.41235,36953.39708,53481.08095,68868.86615,0.0,0.0,NA,NA,94.97614455,110.61597330000001,118.5285815,124.0986973,0,0,0,0,1,0,0,0,0
96,252,Puksoozero,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,62.58,40.61,3916.2564,1649.1721,2541.3738,0,0,NA,NA,16952.540080000002,36706.23778,53355.47449,68751.51631,0.0,0.0,NA,NA,94.83201257,110.47485619999999,118.4773878,124.0607037,0,0,0,0,1,0,0,0,0
97,253,Savinskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,62.39,40.15,3892.5121,1612.0225,2504.9585,0,0,NA,NA,17348.04155,37543.73059,54384.595120000005,69995.30853,0.0,0.0,NA,NA,95.28170677,110.9496017,118.8936442,124.46043020000002,0,0,0,0,1,0,0,0,0
98,254,Samoded,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,63.62,40.52,4047.5044,1641.8704,2577.8824,0,0,NA,NA,15686.925330000002,34766.09201,50469.74085,65441.578120000006,0.0,0.0,NA,NA,93.32686126,109.3362554,117.2700402,122.9639934,0,0,0,0,1,0,0,0,0
99,255,Severoonezhsk,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,62.57,39.86,3915.0049,1588.8196,2494.0402,0,0,NA,NA,17130.28014,37077.1282,53631.61344,69049.60955,0.0,0.0,NA,NA,95.03525938,110.6862977,118.5897908,124.1571003,0,0,0,0,1,0,0,0,0
100,257,Uemskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,64.48,40.86,4157.6704,1669.5396,2634.6528,0,0,NA,NA,18386.3159,46356.02912,64242.09447999999,86134.24175,0.0,0.0,NA,NA,96.41986941,115.43582749999999,122.55406509999999,129.1328211,0,0,0,0,1,0,0,0,0
101,262,Oktiabr'skii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7.0,61.08,43.17,3730.7664,1863.6489,2636.8236,0,0,NA,NA,18697.37587,40373.75871,59682.02665,76915.05991,0.0,0.0,NA,NA,96.7496199,112.4858639,120.92930659999999,126.5727821,0,0,0,0,1,0,0,0,0
102,263,Ileza,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.04,43.88,3725.8816,1925.4544,2678.4352,0,0,NA,NA,18465.61721,39937.66338,59325.404420000006,76506.40503,0.0,0.0,NA,NA,96.50440882,112.25561640000001,120.7975285,126.4529429,0,0,0,0,1,0,0,0,0
103,264,Kizema,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.12,44.82,3735.6544,2008.8324,2739.3984,0,0,NA,NA,18004.644080000002,39031.228839999996,58422.03102,75410.90103,0.0,0.0,NA,NA,96.00834877,111.76966509999998,120.4604663,126.1287824,0,0,0,0,1,0,0,0,0
104,265,Loiga,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7.0,61.08,44.61,3730.7664,1990.0521,2724.7788,0,0,NA,NA,18135.08858,39291.75707,58705.33695,75758.47891,0.0,0.0,NA,NA,96.14986856,111.91037539999999,120.56667890000001,126.23209299999999,0,0,0,0,1,0,0,0,0
105,267,Lukovetskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1.0,64.3,41.92,4134.49,1757.2864,2695.4559999999997,0,0,NA,NA,14895.043940000001,33561.9985,48851.85894,63633.69481,0.0,0.0,NA,NA,92.32872640000001,108.60036129999999,116.5654425,122.34347350000002,0,0,0,0,1,0,0,0,0
106,268,Kholmogory,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,1.0,64.22,41.65,4124.2084,1734.7225,2674.763,965,0,NA,NA,15091.949340000001,34287.062560000006,49750.28348,64882.40597000001,47.22614464,0.0,NA,NA,92.58128145,109.0462945,116.95928130000001,122.77375220000002,0,0,0,0,1,0,0,0,0
108,274,Nar'ian-Mar,Nenetskii avtonomnyi okrug,Severno-Zapadny,1,1,1,1.0,67.67,53.08,4579.2289,2817.4864,3591.9236,14000,13700,13200,16900,9785.732003000001,21681.64921,33773.22786,43657.26209,91.14163098,90.7285037,90.02161473,94.77156651,84.43185274,99.68467942,108.7311649,114.1505253,0,0,0,0,1,0,0,1,0
109,276,Amderma,Nenetskii avtonomnyi okrug,Severno-Zapadny,0,0,0,1.0,69.76,61.68,4866.4576,3804.4224,4302.7968,0,0,NA,NA,8090.8260230000005,18011.003119999998,28554.405189999998,36884.02707,0.0,0.0,NA,NA,80.97275226,96.01526903,105.25870479999999,110.57645249999999,0,0,0,0,1,0,0,1,0
111,284,Velikii Ustiug,Vologodskaia oblast',Severno-Zapadny,0,1,0,7.0,60.76,46.18,3691.7776,2132.5924,2805.8968,19092,32141,37026,36700,17928.34528,39289.63645,59648.28057,77137.98809,97.16093551,107.70055420000001,110.65726399999998,110.47128359999999,95.92514454,111.9092335,120.91686750000001,126.63791210000001,0,0,0,0,1,0,0,0,0
113,287,Sokol,Vologodskaia oblast',Severno-Zapadny,0,1,0,7.0,59.46,40.14,3535.4916,1611.2196,2386.7244,5926,29039,41709,48300,26223.36915,55143.88982999999,79143.04742999999,101604.7734,75.46578856,105.6042949,113.17709099999999,116.32025520000002,103.51854240000002,119.1962001,127.21611670000001,132.9142854,0,0,0,0,1,0,0,0,0
114,288,Cherepovets,Vologodskaia oblast',Severno-Zapadny,0,1,0,26.0,59.12,38.0,3495.1744,1444.0,2246.56,21189,32353,92356,188000,26686.18375,56747.0967,79761.85268,101480.9357,99.2262517,107.8370517,130.72277169999998,147.4815266,103.874851,119.82279229999999,127.3918685,132.8861666,0,0,0,0,1,0,0,0,0
116,292,s. im. Babushkina,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,59.76,43.15,3571.2576,1861.9225,2578.644,0,0,NA,NA,21711.6256,46643.6007,68585.0919,88250.58297,0.0,0.0,NA,NA,99.71227003,115.568757,124.0067203,129.6850768,0,0,0,0,1,0,0,0,0
118,297,Lipin Bor,Vologodskaia oblast',Severno-Zapadny,0,0,1,26.0,60.26,37.98,3631.2676,1442.4804,2288.6748,0,0,NA,NA,23069.41314,48913.45818,69137.70987,88590.92709,0.0,0.0,NA,NA,100.9273985,116.5926545,124.18551740000001,129.7727593,0,0,0,0,1,0,0,0,0
119,301,Verkhovazh'e,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,60.74,42.06,3689.3476,1769.0436,2554.7244,918,0,NA,NA,19922.75336,42886.48016,62864.150610000004,80893.50115,46.54237724,0.0,NA,NA,98.00243144,113.77020970000001,122.0744642,127.7100869,0,0,0,0,1,0,0,0,0
120,304,Vozhega,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,60.47,40.22,3656.6209,1617.6484,2432.1034,831,0,NA,NA,21442.54936,45990.09046,66303.69145,85145.88965,45.19375136,0.0,NA,NA,99.46337216,115.26558729999999,123.25442290000001,128.87066059999998,0,0,0,0,1,0,0,0,0
123,310,Vokhtoga,Vologodskaia oblast',Severno-Zapadny,0,0,0,7.0,58.82,41.06,3459.7924,1685.9236,2415.1492,0,0,NA,NA,27300.93011,58353.49454,83855.87306,107368.6208,0.0,0.0,NA,NA,104.3396068,120.4347014,128.52427690000002,134.1895946,0,0,0,0,1,0,0,0,0
124,312,Kadui,Vologodskaia oblast',Severno-Zapadny,0,0,1,26.0,59.2,37.17,3504.64,1381.6089,2200.464,0,0,NA,NA,26753.289569999997,56489.372039999995,79888.07088,102992.3426,0.0,0.0,NA,NA,103.9260507,119.7231578,127.42756409999998,133.22722679999998,0,0,0,0,1,0,0,0,0
125,313,Khokhlovo,Vologodskaia oblast',Severno-Zapadny,0,0,0,26.0,59.14,37.4,3497.5396,1398.76,2211.8360000000002,0,0,NA,NA,27161.832860000002,57289.892060000006,81546.57939,105728.01,0.0,0.0,NA,NA,104.23528,120.0312953,127.89189009999998,133.8330875,0,0,0,0,1,0,0,0,0
127,317,Kichmengskii Gorodok,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,59.99,45.82,3598.8001,2099.4724,2748.7418,0,0,NA,NA,19470.21557,42226.19708,63668.06243,82194.30648,0.0,0.0,NA,NA,97.5480408,113.43945740000001,122.3554182,128.0708973,0,0,0,0,1,0,0,0,0
128,319,Shuiskoe,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,59.38,41.04,3525.9844,1684.2816,2436.9552,0,0,NA,NA,24934.27781,53364.97342,77018.27256,98784.52494,0.0,0.0,NA,NA,102.4953508,118.4812631,126.6029578,132.26601399999998,0,0,0,0,1,0,0,0,0
130,324,Niuksenitsa,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,60.42,44.26,3650.5764,1958.9476,2674.1892,0,0,NA,NA,19469.929790000002,42067.41137,62588.38846,80695.74763,0.0,0.0,NA,NA,97.54775087,113.3592189,121.97733670000001,127.6547726,0,0,0,0,1,0,0,0,0
132,329,Siamzha,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,60.02,41.06,3602.4004,1685.9236,2464.4212,0,0,NA,NA,22425.81146,48116.597969999995,69688.35377999999,89504.69947,0.0,0.0,NA,NA,100.3596803,116.23820790000002,124.3623866,130.0066624,0,0,0,0,1,0,0,0,0
133,332,Tarnogskii Gorodok,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,60.5,43.58,3660.25,1899.2164,2636.59,0,0,NA,NA,19657.72037,42397.634739999994,62742.95684,80846.08123,0.0,0.0,NA,NA,97.73745334,113.5257828,122.0318258,127.6968342,0,0,0,0,1,0,0,0,0
135,337,Ust'e,Vologodskaia oblast',Severno-Zapadny,0,0,1,7.0,59.63,39.74,3555.7369,1579.2676,2369.6962,0,0,NA,NA,25253.539080000002,53971.94747000001,77393.45057999999,99263.41893,0.0,0.0,NA,NA,102.7531245,118.7276037,126.71233670000001,132.37727560000002,0,0,0,0,1,0,0,0,0
138,344,Chagoda,Vologodskaia oblast',Severno-Zapadny,0,0,1,26.0,59.15,35.33,3498.7225,1248.2089,2089.7695,0,0,NA,NA,26846.205410000002,56537.5688,77897.78129,99129.28085,0.0,0.0,NA,NA,103.9967517,119.74182169999999,126.85860990000002,132.3461608,0,0,0,0,1,0,0,0,0
139,345,Sazonovo,Vologodskaia oblast',Severno-Zapadny,0,0,0,26.0,59.08,35.24,3490.4464,1241.8576,2081.9792,0,0,NA,NA,27044.6815,56916.295710000006,78356.80764,99699.97303,0.0,0.0,NA,NA,104.1470387,119.8879801,126.990995,132.47827420000002,0,0,0,0,1,0,0,0,0
140,347,Suda,Vologodskaia oblast',Severno-Zapadny,0,0,0,26.0,59.15,37.55,3498.7225,1410.0025,2221.0825,0,0,NA,NA,27330.606480000002,57555.88748,82453.57269,107573.7797,0.0,0.0,NA,NA,104.36180279999999,120.13281699999999,128.1421885,134.2338253,0,0,0,0,1,0,0,0,0
141,349,Sheksna,Vologodskaia oblast',Severno-Zapadny,0,0,1,26.0,59.21,38.21,3505.8241,1460.0041,2262.4141,0,0,NA,NA,27721.97262,58137.27681,84851.01665,112507.6665,0.0,0.0,NA,NA,104.65250329999999,120.3532379,128.7919079,135.2749654,0,0,0,0,1,0,0,0,0
142,350,Chebsara,Vologodskaia oblast',Severno-Zapadny,0,0,0,26.0,59.2,38.84,3504.64,1508.5456,2299.328,676,0,NA,NA,27073.36124,57363.52428,82091.29525,105990.7482,42.4607722,0.0,NA,NA,104.1686728,120.05944109999999,128.04251509999997,133.8905193,0,0,0,0,1,0,0,0,0
145,362,Kandalaksha,Murmanskaia oblast',Severno-Zapadny,0,1,0,1.0,67.16,32.42,4510.4656,1051.0564,2177.3272,4185,22172,37045,42700,11093.60799,25111.53148,37054.513439999995,47946.330310000005,69.54329042,100.1317536,110.66805759999998,113.6772673,86.75291268,102.6388314,110.6734602,116.16178219999999,0,0,0,0,1,0,0,0,0
146,368,Kirovsk,Murmanskaia oblast',Severno-Zapadny,0,1,0,1.0,67.63,33.72,4573.8169,1137.0384,2280.4836,0,31492,39047,38500,10850.3363,25118.24348,38374.8053,50731.07721,0.0,107.2775747,111.7782072,111.48009609999998,86.34035996,102.64424659999999,111.4113269,117.3819257,0,0,0,0,1,0,0,0,0
147,370,Monchegorsk,Murmanskaia oblast',Severno-Zapadny,0,1,0,1.0,67.92,32.95,4613.1264,1085.7025,2237.964,0,28450,45523,46000,10576.50968,24586.38995,37198.38625,48575.9251,0.0,105.1835554,115.0464962,115.27021359999999,85.86599759,102.21105490000001,110.7550108,116.4431628,0,0,0,0,1,0,0,0,0
148,372,Olenegorsk,Murmanskaia oblast',Severno-Zapadny,0,1,0,1.0,68.15,33.23,4644.4225,1104.2329,2264.6245,0,0,12100,21500,10428.06443,25320.2548,38159.03305,49141.6761,0.0,0.0,88.37806268,99.51674952,85.60424024,102.80662,111.29232549999999,116.69320159999998,0,0,0,0,1,0,0,0,0
150,376,Severomorsk,Murmanskaia oblast',Severno-Zapadny,0,1,0,1.0,69.07,33.43,4770.6649,1117.5649,2309.0101,0,0,32234,45700,10180.02567,28307.11185,44586.15365,58730.84875,0.0,0.0,107.7605327,115.1297578,85.15935801,105.080302,114.6008496,120.5762205,0,0,0,0,1,0,0,0,0
151,381,Kovdor,Murmanskaia oblast',Severno-Zapadny,0,1,1,1.0,67.57,30.49,4565.7049,929.6401,2060.2093,0,0,5400,12400,10612.196259999999,23925.27589,35277.19,45503.740860000005,0.0,0.0,73.85948697,88.83914072,85.9284358,101.6606527,109.6416705,115.0374189,0,0,0,0,1,0,0,0,0
153,384,Verkhnetulomskii,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.61,31.83,4707.3321,1013.1489,2183.8563,0,0,NA,NA,10035.22526,23898.539409999998,36439.35165,47440.816210000005,0.0,0.0,NA,NA,84.89515544,101.6381066,110.32150729999998,115.9334193,0,0,0,0,1,0,0,0,0
154,385,Kil'dinstroi,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.8,33.12,4733.44,1096.9344,2278.656,0,0,NA,NA,10438.97909,29817.56865,48208.015210000005,63302.71122999999,0.0,0.0,NA,NA,85.62359918,106.148781,116.27913999999998,122.22813629999999,0,0,0,0,1,0,0,0,0
155,386,Molochnyi,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.86,33.01,4741.6996,1089.6601,2273.0686,0,0,NA,NA,10818.06142,35095.72746,58251.25996,76291.72701,0.0,0.0,NA,NA,86.28500769,109.53369550000001,120.39621709999999,126.38975409999999,0,0,0,0,1,0,0,0,0
156,387,Murmashi,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.84,32.96,4738.9456,1086.3616,2268.9664,0,0,NA,NA,10557.12007,31731.03964,51830.9749,68149.79942000001,0.0,0.0,NA,NA,85.83199417,107.434275,117.84716090000002,123.8649577,0,0,0,0,1,0,0,0,0
157,388,Tumannyi,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.87,35.69,4743.0769,1273.7761,2457.9703,0,0,NA,NA,9975.972520000001,23007.27365,34895.59571,45286.890510000005,0.0,0.0,NA,NA,84.78606204,100.8732118,109.4140247,114.93497109999998,0,0,0,0,1,0,0,0,0
158,389,Shongui,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,68.74,33.2,4725.1876,1102.24,2282.1679999999997,0,0,NA,NA,10292.3805,27442.19573,43593.56505,57146.357789999995,0.0,0.0,NA,NA,85.36206168,104.4450703,114.1193278,119.97633490000001,0,0,0,0,1,0,0,0,0
159,391,Revda,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,67.95,34.56,4617.2025,1194.3936,2348.3520000000003,0,0,NA,NA,10621.68451,24927.82589,37456.92654,48466.11212,0.0,0.0,NA,NA,85.94500518,102.4901109,110.9008432,116.394324,0,0,0,0,1,0,0,0,0
160,392,Lovozero,Murmanskaia oblast',Severno-Zapadny,0,0,1,1.0,67.96,35.14,4618.5616,1234.8196,2388.1144,0,0,NA,NA,10627.89939,24564.22159,36825.26294,47657.678060000006,0.0,0.0,NA,NA,85.95585108,102.1928162,110.5429213,116.0316544,0,0,0,0,1,0,0,0,0
161,395,Zapoliarnyi,Murmanskaia oblast',Severno-Zapadny,0,1,0,1.0,69.43,30.83,4820.5249,950.4889,2140.5269,0,0,3800,22100,9371.205655,21498.73307,32430.9989,41995.5308,0.0,0.0,67.94303217,100.0666689,83.638287,99.5155738,107.88706840000002,113.32280559999998,0,0,0,0,1,0,0,0,0
162,396,Nikel',Murmanskaia oblast',Severno-Zapadny,0,0,1,1.0,69.4,30.23,4816.36,913.8529,2097.962,0,0,NA,NA,9333.367466,21223.62254,32027.91012,42161.47312,0.0,0.0,NA,NA,83.56430099,99.25878085,107.62740749999999,113.4067838,0,0,0,0,1,0,0,0,0
163,397,Pechenga,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,69.61,31.37,4845.5521,984.0769,2183.6657,0,0,NA,NA,9301.182565000001,21395.8657,32504.34247,42702.76013,0.0,0.0,NA,NA,83.50115845,99.41990354,107.93400079999999,113.67864569999999,0,0,0,0,1,0,0,0,0
164,398,Prirechnyi,Murmanskaia oblast',Severno-Zapadny,0,0,0,1.0,69.02,30.31,4763.7604,918.6961,2091.9962,0,0,NA,NA,9582.464679,21908.880869999997,32971.07727,43004.573130000004,0.0,0.0,NA,NA,84.04654198,99.89297571,108.2304405,113.8288784,0,0,0,0,1,0,0,0,0
165,400,Umba,Murmanskaia oblast',Severno-Zapadny,0,0,1,1.0,66.7,34.34,4448.89,1179.2356,2290.478,0,0,NA,NA,11711.7939,26253.75894,38535.49209,49712.06359,0.0,0.0,NA,NA,87.76601242,103.542112,111.499555,116.942659,0,0,0,0,1,0,0,0,0
167,420,Zelenogorsk (Sestroretskii raisovet),Leningradskii gorsovet,Severno-Zapadny,0,1,0,37.0,60.21,29.71,3625.2441,882.6841,1788.8391,0,0,NA,NA,54005.47986,112676.5073,125887.5059,148671.027,0.0,0.0,NA,NA,118.74113940000001,135.3098502,137.9014305,141.8359824,0,0,0,0,1,0,0,0,0
168,423,Lomonosov (Petrodvortsovyi raisovet),Leningradskii gorsovet,Severno-Zapadny,0,1,0,37.0,59.91,29.71,3589.2081,882.6841,1779.9261,7061,20650,NA,NA,66924.81977,139625.042,153233.0384,179094.0139,78.54110508,98.71357601,NA,NA,123.46154720000001,140.3446761,142.5567983,146.30514,0,0,0,0,1,0,0,0,0
169,443,Ushkovo (Sestroretskii raisovet),Leningradskii gorsovet,Severno-Zapadny,0,0,0,37.0,60.2,29.64,3624.04,878.5296,1784.328,0,0,NA,NA,52135.21264,108741.1435,121964.2949,144348.4688,0.0,0.0,NA,NA,117.9742648,134.48404250000002,137.1588485,141.1340573,0,0,0,0,1,0,0,0,0
171,447,Volkhov,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,59.92,32.33,3590.4064,1045.2289,1937.2136,6921,29413,36630,47000,32735.993739999998,68040.30614,84896.77237,105021.5798,78.18654423,105.8674727,110.4311543,115.7324744,108.0816081,123.82916909999999,128.8041444,133.6780202,0,0,0,0,1,0,0,0,1
174,454,Kirishi,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,59.45,32.03,3534.3025,1025.9209,1904.1835,0,0,600,27300,33842.371530000004,70395.24306000001,87644.15151,108067.741,0.0,0.0,40.92070901,104.33891080000001,108.77382140000002,124.5875868,129.52807520000002,134.3400041,0,0,0,0,1,0,0,0,1
175,455,Kirovsk,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,59.87,31.0,3584.4169,961.0,1855.97,0,0,11100,12000,61574.7047,127098.3124,141389.4525,166679.1401,0.0,0.0,86.76364331,88.22209811,121.61692579999999,138.1263376,140.64236640000001,144.5723899,0,0,0,0,1,0,0,0,1
176,456,Lodeinoe Pole,Leningradskaia oblast',Severno-Zapadny,0,1,0,27.0,60.73,33.56,3688.1329,1126.2736,2038.0988,7243,16715,17485,19600,24851.135009999998,52655.115639999996,69764.57479,87833.64004,78.99282467,94.55737787,95.43528842,97.67931933,102.42773259999998,118.1899183,124.38676880000001,129.5772388,0,0,0,0,1,0,0,0,1
177,457,Luga,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,58.73,29.84,3449.2129,890.4256,1752.5032,12279,28010,25540,31900,29762.6252,61141.346560000005,77139.7659,96150.31905,88.65438517,104.8640896,102.9819269,107.5443933,106.11078020000001,121.4611983,126.6384308,131.645059,0,0,0,0,1,0,0,0,1
178,459,Podporozh'e,Leningradskaia oblast',Severno-Zapadny,0,1,0,27.0,60.91,34.17,3710.0281,1167.5889,2081.2947,0,13335,17638,21500,23559.683419999998,49774.66276,67033.03316,84790.37561,0.0,90.21480473,95.60558687,99.51674952,101.3503723,116.9698781,123.4974534,128.7756814,0,0,0,0,1,0,0,0,1
179,460,Priozersk,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,61.04,30-Nov,3725.8816,906.6121,1837.9144,0,0,13900,16700,28450.10172,59292.260460000005,73504.58647000001,90421.25063,0.0,0.0,91.00480992,94.53991814,105.1836287,120.78524469999999,125.5543351,130.23909840000002,0,0,0,0,1,0,0,0,1
181,463,Sosnovyi Bor,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,59.89,29-Jan,3586.8121,846.81,1742.799,0,0,1700,14000,40854.78561,85060.34755,98654.90346,118385.7794,0.0,0.0,55.32954954,91.14163098,112.7372361,128.8478402,132.2358143,136.46220569999997,0,0,0,0,1,0,0,0,1
182,464,Tikhvin,Leningradskaia oblast',Severno-Zapadny,0,1,0,26.0,59.64,33.51,3556.9296,1122.9201,1998.5364,10212,16199,18412,34000,27839.99552,58680.94908,77631.1769,97507.19953,85.21724639,93.94852616,96.44728583,108.87077260000001,104.7394423,120.55755409999999,126.78139329999999,131.9668261,0,0,0,0,1,0,0,0,1
184,467,Pikalevo,Leningradskaia oblast',Severno-Zapadny,0,1,0,26.0,59.51,34.17,3541.4401,1167.5889,2033.4567,0,0,16883,21800,27078.03344,57173.49539,76762.14905,97103.26476,0.0,0.0,94.75197232,99.79341178,104.1721953,119.98673570000001,126.5280087,131.8714676,0,0,0,0,1,0,0,0,1
185,468,Efimovskii,Leningradskaia oblast',Severno-Zapadny,0,0,0,26.0,59.5,34.66,3540.25,1201.3156,2062.27,0,0,NA,NA,26456.18319,55727.3049,76039.43277,96460.74418,0.0,0.0,NA,NA,103.6984824,119.42611299999999,126.31528590000002,131.7190364,0,0,0,0,1,0,0,0,1
186,470,Volosovo,Leningradskaia oblast',Severno-Zapadny,0,0,1,26.0,59.45,29.47,3534.3025,868.4809,1751.9915,0,0,NA,NA,40051.255619999996,83200.12358,97756.38646000001,118185.5276,0.0,0.0,NA,NA,112.3158088,128.3463342,132.025473,136.4226555,0,0,0,0,1,0,0,0,1
187,471,Kikerino,Leningradskaia oblast',Severno-Zapadny,0,0,0,26.0,59.47,29.61,3536.6809,876.7521,1760.9067,0,0,NA,NA,42619.62524,88574.40276,103054.9208,124067.8901,0.0,0.0,NA,NA,113.63709479999999,129.76850929999998,133.2412492,137.55968719999998,0,0,0,0,1,0,0,0,1
189,475,Sias'stroi,Leningradskaia oblast',Severno-Zapadny,0,0,0,37.0,60.14,32.55,3616.8196,1059.5025,1957.557,573,0,NA,NA,31036.195,65203.25592,82324.97369,102140.9071,40.33374939,0.0,NA,NA,106.97577450000001,122.88309309999998,128.1068529,133.0356608,0,0,0,0,1,0,0,0,1
190,477,Dubrovka,Leningradskaia oblast',Severno-Zapadny,0,0,0,37.0,59.83,30.94,3579.6289,957.2836,1851.1402,2071,0,NA,NA,63531.893039999995,132262.2026,148358.4186,174327.2363,58.30524099,0.0,NA,NA,122.308057,139.0640377,141.7858502,145.6532658,0,0,0,0,1,0,0,0,1
191,479,rp im. Morozova,Leningradskaia oblast',Severno-Zapadny,0,0,0,37.0,59.97,31.04,3596.4009,963.4816,1861.4688,4612,0,NA,NA,59139.60061,123331.8912,138693.9633,163586.3392,71.1731298,0.0,NA,NA,120.72858529999999,137.420155,140.1861939,144.12233469999998,0,0,0,0,1,0,0,0,1
192,485,Vysotsk,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,60.62,28.56,3674.7844,815.6736,1731.3072,0,0,1300,1300,31229.90898,62547.86885,74922.41005,92189.09711,0.0,0.0,51.41061427,51.41061427,107.10452350000001,121.9630324,125.98285249999999,130.6814134,0,0,0,0,1,0,0,0,1
193,486,Kamennogorsk,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,60.93,29.15,3712.4649,849.7225,1776.1095,0,0,3000,3700,28565.165119999998,58696.120729999995,72378.40956,89001.47336,0.0,0.0,64.10192163,67.50410364,105.2664355,120.563231,125.20856529999999,129.8781199,0,0,0,0,1,0,0,0,1
194,487,Primorsk,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,60.39,28.59,3646.9521,817.3881,1726.5501,0,0,3900,5500,31207.70982,64199.42005,77412.49241,94719.29699,0.0,0.0,68.37192611,74.17521432,107.08980590000002,122.539353,126.71787520000001,131.3011876,0,0,0,0,1,0,0,0,1
195,488,Svetogorsk,Leningradskaia oblast',Severno-Zapadny,0,1,0,37.0,61.12,28.86,3735.6544,832.8996,1763.9232,0,0,10400,9600,25358.7936,52395.67342,65748.14606,81459.35956,0.0,0.0,85.55438027,84.08006727,102.83746409999999,118.0825457,123.06766699999999,127.8676869,0,0,0,0,1,0,0,0,1
