,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,mp1926,mp1939,mp1959,mp1970,mp1979,spop1926,spop1939,spop1959,spop1970,spop1979,smp1926,smp1939,smp1959,smp1970,smp1979,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
1674,3837,Taganrog,Rostovskaia oblast',Yuzhny,0,1,0,12.0,47.22,38.89,2229.7284,1512.4321,1836.3858,86465,188781,202062,254000,276400,24519.154580000002,46490.99296,66887.97432000001,88077.86889,103998.7275,129.21994229999999,147.582235,149.23871519999997,154.88025380000002,156.99098569999998,102.1556922,115.4983072,123.4493094,129.6404626,133.4517986,0,1,0,0,0,0,0,0,0
1675,3842,Shakhty,Rostovskaia oblast',Yuzhny,0,1,0,12.0,47.71,40.22,2276.2441,1617.6484,1918.8962,32691,134522,196190,205000,209400,27021.181060000003,54745.09842,77485.46387,100558.7957,117780.258,108.05301229999999,139.4638895,148.51904130000003,149.59161880000002,150.1115427,104.12929609999999,119.037769,126.73908829999999,132.6757931,136.3424258,0,1,0,0,0,0,0,0,0
1676,3851,Aksai,Rostovskaia oblast',Yuzhny,0,1,1,12.0,47.27,39.86,2234.4529,1588.8196,1884.1822,8700,9800,15518,22000,30000,48165.05955,87757.09409,117002.085,153896.1495,180367.7435,82.28446161,84.4586303,93.11778931,99.97595609,106.274505,116.25991540000001,129.55739029999998,136.1876638,142.6599315,146.4766318,0,1,0,0,0,0,0,0,0
1677,3853,Bagaevskii,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.23,40.4,2230.6729,1632.16,1908.092,0,0,0,NA,NA,28121.29563,54185.149000000005,77500.7656,101475.8792,119172.43800000001,0.0,0.0,0.0,NA,NA,104.9453223,118.8135348,126.7435343,132.8850178,136.616983,0,1,0,0,0,0,0,0,0
1678,3856,Bokovskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,49.23,41.84,2423.5929,1750.5856,2059.7832,0,0,0,NA,NA,22472.07395,44625.80278,65999.93778,87120.64194,102990.6674,0.0,0.0,0.0,NA,NA,100.4009743,114.61988149999999,123.15248829999999,129.3917426,133.2268513,0,1,0,0,0,0,0,0,0
1679,3859,Kazanskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,49.8,41.14,2480.04,1692.4996,2048.772,0,0,0,NA,NA,23531.67253,46048.04066,67724.1362,89407.67706,105743.4153,0.0,0.0,0.0,NA,NA,101.3264207,115.2926283,123.7255318,129.9819307,133.8364585,0,1,0,0,0,0,0,0,0
1680,3862,Veselyi,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.33,39.31,2240.1289,1545.2761,1860.5423,0,0,0,NA,NA,33053.85805,62648.6605,86287.01427999999,113144.22300000001,132699.6183,0.0,0.0,0.0,NA,NA,108.28262099999999,121.99859860000001,129.173099,135.4062377,139.1419202,0,1,0,0,0,0,0,0,0
1681,3864,Romanovskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.54,42.03,2260.0516,1766.5209,1998.1062,0,0,0,NA,NA,21190.4704,42447.58428,64494.030510000004,85988.73517999999,108059.9751,0.0,0.0,0.0,NA,NA,99.22763416,113.55087479999999,122.6407395,129.0943982,134.3383383,0,1,0,0,0,0,0,0,0
1682,3867,Dubovskoe,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.41,42.78,2247.7081,1830.1284,2028.1998,0,0,0,NA,NA,20162.21651,40569.45505,60201.22812000001,79922.79832999999,95409.12598,0.0,0.0,0.0,NA,NA,98.23913387,112.5884554,121.11988640000001,127.4373763,131.4675396,0,1,0,0,0,0,0,0,0
1683,3870,Egorlykskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,46.57,40.67,2168.7649,1654.0489,1894.0019,0,0,0,NA,NA,22710.38158,43749.93339,63604.37937,84163.21265,99466.3371,0.0,0.0,0.0,NA,NA,100.61248370000001,114.19584009999998,122.33328,128.60723959999999,132.4242719,0,1,0,0,0,0,0,0,0
1684,3873,Zavetnoe,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.11,43.9,2219.3521,1927.21,2068.129,0,0,0,NA,NA,18927.90795,38101.35153,56683.30337,75644.61905,89826.87444,0.0,0.0,0.0,NA,NA,96.99083922,111.2604102,119.7981686,126.19829809999999,130.0886119,0,1,0,0,0,0,0,0,0
1685,3876,Zernograd,Rostovskaia oblast',Yuzhny,0,1,1,12.0,46.85,40.31,2194.9225,1624.8961,1888.5235,0,8774,15634,20300,25300,25610.49714,48854.873830000004,69861.10879,92142.39031,108569.0053,0.0,82.43819337,93.26157575,98.37418575,102.7903923,103.0378797,116.56677509999999,124.41761409999998,130.6698273,134.44730049999998,0,1,0,0,0,0,0,0,0
1686,3878,Zimovniki,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.16,42.48,2224.0656,1804.5504,2003.3568,0,0,0,NA,NA,20213.59262,40238.0868,59648.75982000001,79234.9133,94683.02741,0.0,0.0,0.0,NA,NA,98.28958818,112.4144749,120.9170442,127.24228719999999,131.29241059999998,0,1,0,0,0,0,0,0,0
1687,3880,Kagal'nitskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,46.88,40.16,2197.7344,1612.8256,1882.7008,0,0,0,NA,NA,26950.306310000004,51891.50106,73931.70593,97488.8919,114895.4017,0.0,0.0,0.0,NA,NA,104.07570190000001,117.87250130000001,125.6842127,131.962512,135.76391759999998,0,1,0,0,0,0,0,0,0
1688,3883,Glubokii,Rostovskaia oblast',Yuzhny,0,0,0,12.0,48.52,40.32,2354.1904,1625.7024,1956.3264,7291,14613,0,NA,NA,23588.78052,47443.34502,70792.8296,91924.71025,107884.2554,79.11028002,91.96170977,0.0,NA,NA,101.3752254,115.93456709999998,124.71334660000001,130.6157586,134.3006151,0,1,0,0,0,0,0,0,0
1689,3885,Kashary,Rostovskaia oblast',Yuzhny,0,0,1,12.0,49.04,41.0,2404.9216,1681.0,2010.64,0,0,0,NA,NA,22733.10554,45085.30173,66353.73948999999,87231.78197000001,102996.3483,0.0,0.0,0.0,NA,NA,100.6325478,114.83933359999999,123.2711774,129.4207481,133.2281246,0,1,0,0,0,0,0,0,0
1690,3888,Konstantinovsk,Rostovskaia oblast',Yuzhny,0,1,1,12.0,47.58,41.11,2263.8564,1690.0321,1956.0138,9745,10222,10700,13400,16100,23100.14091,46264.529480000005,67900.71409,89014.33146,105159.9618,84.35521681,85.23531785,86.08126582,90.30719879,93.82972653,100.95414509999999,115.3933751,123.78346640000001,129.8814126,133.7084711,0,1,0,0,0,0,0,0,0
1691,3891,Kuibyshevo,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.82,38.92,2286.7524,1514.7664,1861.1544,0,0,0,NA,NA,24243.718999999997,47545.81104,68396.16345,89395.53323,105047.851,0.0,0.0,0.0,NA,NA,101.9274563,115.9810311,123.94529240000001,129.9788334,133.683804,0,1,0,0,0,0,0,0,0
1692,3894,Bol'shaia Martynovka,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.29,41.66,2236.3441,1735.5556,1970.1014,0,0,0,NA,NA,21657.303630000002,42797.79257,63070.04385,83364.94816,99435.01926,0.0,0.0,0.0,NA,NA,99.66224621,113.7260533,122.1467304,128.39118059999998,132.4170244,0,1,0,0,0,0,0,0,0
1693,3898,Matveev Kurgan,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.47,38.86,2253.4009,1510.0996,1844.6842,0,0,0,NA,NA,26962.339760000003,52533.300639999994,73451.22308,96070.51323,112521.8396,0.0,0.0,0.0,NA,NA,104.0848103,118.139564,125.53806019999999,131.6260052,135.2778956,0,1,0,0,0,0,0,0,0
1694,3901,Miliutinskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,48.63,31.68,2364.8769,1003.6224,1540.5984,0,0,0,NA,NA,15150.85457,30287.40715,43885.92961,57601.9249,68306.78914,0.0,0.0,0.0,NA,NA,92.65626083,106.47118020000002,114.2621828,120.1503446,123.91617959999999,0,1,0,0,0,0,0,0,0
1695,3904,Morozovsk,Rostovskaia oblast',Yuzhny,0,1,1,12.0,48.35,41.82,2337.7225,1748.9124,2021.997,12418,21662,26952,27000,27200,21730.78661,43466.79733,64382.99717,84965.53711,100652.2907,88.8664872,99.66657544,104.07698409999999,104.1132927,104.2639543,99.72988809,114.0571166,122.6025783,128.8225229,132.69720279999999,0,1,0,0,0,0,0,0,0
1696,3906,Chaltyr',Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.29,39.5,2236.3441,1560.25,1867.955,0,0,0,NA,NA,42216.0846,77634.48091,104459.9267,137355.9263,161400.3464,0.0,0.0,0.0,NA,NA,113.4343554,126.78235169999999,133.5540513,139.9567277,143.7995062,0,1,0,0,0,0,0,0,0
1697,3909,Pokrovskoe,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.42,38.91,2248.6564,1513.9881,1845.1122,0,0,0,NA,NA,28240.4887,55044.165810000006,76268.89729,99698.98217999999,116588.5729,0.0,0.0,0.0,NA,NA,105.0319981,119.1566797,126.38302490000001,132.4780454,136.1050417,0,1,0,0,0,0,0,0,0
1698,3912,Oblivskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,48.53,42.51,2355.1609,1807.1001,2063.0103,0,0,0,NA,NA,21812.64389,43624.68545,64911.93574,85891.54641,101630.513,0.0,0.0,0.0,NA,NA,99.80499667,114.13457509999999,122.78383600000001,129.06870120000002,132.92012590000002,0,1,0,0,0,0,0,0,0
1699,3915,Kamenolomni,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.67,40.22,2272.4289,1617.6484,1917.2874,0,9498,0,NA,NA,34786.61145,83222.52895,121865.6294,147233.0342,165633.2378,0.0,83.88428657,0.0,NA,NA,109.3485952,128.3524351,137.139893,141.60457069999998,144.4210564,0,1,0,0,0,0,0,0,0
1700,3917,Orlovskii,Rostovskaia oblast',Yuzhny,0,0,1,12.0,46.88,42.06,2197.7344,1769.0436,1971.7728,0,0,0,NA,NA,20607.28229,40538.21746,59720.1457,79320.61822,94378.31656,0.0,0.0,0.0,NA,NA,98.67243162,112.5721095,120.9433498,127.2666777,131.2185515,0,1,0,0,0,0,0,0,0
1701,3919,Peschanokopskoe,Rostovskaia oblast',Yuzhny,0,0,1,12.0,46.2,41.09,2134.44,1688.3881,1898.358,0,0,0,NA,NA,21297.383159999998,40830.41627,59928.50229,79685.06509,94342.04598,0.0,0.0,0.0,NA,NA,99.32792278,112.7245659,121.0199659,127.37012709999999,131.2097453,0,1,0,0,0,0,0,0,0
1702,3922,Proletarsk,Rostovskaia oblast',Yuzhny,0,1,1,12.0,46.7,41.72,2180.89,1740.5584,1948.3239999999998,8442,11300,10700,16300,19200,20674.28041,40541.39186,59715.329679999995,79227.21081,94048.18546000001,81.73922039,87.09663891,86.08126582,94.06905667,97.27217191,98.73692806,112.57377109999999,120.941576,127.240094,131.1382846,0,1,0,0,0,0,0,0,0
1703,3924,Remontnoe,Rostovskaia oblast',Yuzhny,0,0,1,12.0,46.57,43.67,2168.7649,1907.0689,2033.7119,0,0,0,NA,NA,18521.01938,37114.42641,55117.9952,73800.25575,87768.80429,0.0,0.0,0.0,NA,NA,96.5632772,110.7074551,119.18594440000001,125.6443146,129.56042779999999,0,1,0,0,0,0,0,0,0
1704,3927,Rodionovo-Nesvetaiskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.61,39.71,2266.7121,1576.8841,1890.5931,0,0,0,NA,NA,30444.85788,60071.9418,86094.16614,111016.1916,129424.9501,0.0,0.0,0.0,NA,NA,106.57821159999999,121.0725702,129.1222445,134.96471090000003,138.55306169999997,0,1,0,0,0,0,0,0,0
1705,3930,Gigant,Rostovskaia oblast',Yuzhny,0,0,0,12.0,46.51,41.34,2163.1801,1708.9956,1922.7234,0,0,0,NA,NA,21325.25785,41303.56291,60496.39452,80323.65777,95176.85705,0.0,0.0,0.0,NA,NA,99.35399596,112.9693497,121.2275659,127.55035829999998,131.411651,0,1,0,0,0,0,0,0,0
1706,3932,Semikarakorsk,Rostovskaia oblast',Yuzhny,0,1,1,12.0,47.51,40.81,2257.2001,1665.4561,1938.8831,0,5900,10700,15900,20200,24919.8408,49232.57208,71533.85256,93253.46045,109636.616,0.0,75.38941179,86.08126582,93.58771527,98.27625067,102.48362409999999,116.7331301,124.9460314,130.94399860000001,134.67432340000002,0,1,0,0,0,0,0,0,0
1707,3934,Tarasovskii,Rostovskaia oblast',Yuzhny,0,0,1,12.0,48.73,40.36,2374.6129,1628.9296,1966.7428,0,0,0,NA,NA,23567.28015,46952.066439999995,68591.6613,89511.05597999999,105301.4541,0.0,0.0,0.0,NA,NA,101.3568636,115.7105211,124.00885349999999,130.0082818,133.7395686,0,1,0,0,0,0,0,0,0
1708,3936,Tatsinskii,Rostovskaia oblast',Yuzhny,0,0,1,12.0,48.2,41.26,2323.24,1702.3876,1988.7320000000002,0,0,0,NA,NA,22704.968090000002,45487.455369999996,67149.18071,87957.59774,103834.71699999999,0.0,0.0,0.0,NA,NA,100.6077012,115.0297405,123.5359337,129.60934790000002,133.41533590000003,0,1,0,0,0,0,0,0,0
1709,3938,Zhirnov,Rostovskaia oblast',Yuzhny,0,0,0,12.0,48.16,41.12,2319.3856,1690.8544,1980.3392,0,0,0,NA,NA,22933.24469,46102.291730000004,68138.86339,89125.0359,105125.9778,0.0,0.0,0.0,NA,NA,100.80848490000001,115.3179153,123.8613855,129.90974359999998,133.70099629999999,0,1,0,0,0,0,0,0,0
1710,3940,Uglegorskii,Rostovskaia oblast',Yuzhny,0,0,0,12.0,48.24,41.24,2327.0976,1700.7376,1989.4176,0,0,0,NA,NA,22716.31895,45519.1599,67205.37325,88022.3592,103889.86,0.0,0.0,0.0,NA,NA,100.6177279,115.0446865,123.5545288,129.6261068,133.4276012,0,1,0,0,0,0,0,0,0
1711,3942,Ust'-Donetskii,Rostovskaia oblast',Yuzhny,0,0,1,12.0,47.65,40.87,2270.5225,1670.3569,1947.4555,0,0,0,NA,NA,24570.26367,49166.421819999996,71809.46911,93626.96859,110179.9174,0.0,0.0,0.0,NA,NA,102.1977887,116.7040784,125.03201670000001,131.03549740000003,134.78907959999998,0,1,0,0,0,0,0,0,0
1712,3944,Tselina,Rostovskaia oblast',Yuzhny,0,0,1,12.0,46.53,41.03,2165.0409,1683.4609,1909.1259,0,0,0,NA,NA,21854.74487,42219.221939999996,61679.142779999995,81756.70409,96754.43612,0.0,0.0,0.0,NA,NA,99.84352793,113.43593840000001,121.65430659999998,127.95010220000002,131.7888264,0,1,0,0,0,0,0,0,0
1714,3948,Chertkovo,Rostovskaia oblast',Yuzhny,0,0,1,12.0,49.39,40.13,2439.3721,1610.4169,1982.0207,0,0,0,NA,NA,23010.826419999998,45251.60627,66369.49789,87375.92762999999,103315.8853,0.0,0.0,0.0,NA,NA,100.8763134,114.91825949999999,123.2764505,129.4583173,133.2996422,0,1,0,0,0,0,0,0,0
1715,3950,Veshenskaia,Rostovskaia oblast',Yuzhny,0,0,1,12.0,49.63,41.73,2463.1369,1741.3929,2071.0599,0,0,0,NA,NA,22995.349,45405.13426,67076.52119,88579.42497000001,104726.7379,0.0,0.0,0.0,NA,NA,100.86279820000001,114.99088859999999,123.51186829999999,129.769801,133.61301799999998,0,1,0,0,0,0,0,0,0
1716,3954,Ufa,Bashkirskaia ASSR,Privolzhskii,1,1,0,45.0,54.73,55.99,2995.3729,3134.8801,3064.3327,98537,257915,546878,771000,969200,17820.9023,38898.0489,66611.65039,86409.87047000001,102355.7326,132.2083133,155.2612031,174.5564425,183.75005259999998,190.00489380000002,95.80743670000001,111.6974064,123.357336,129.2054424,133.08413190000002,0,0,0,1,0,0,0,0,0
1717,3963,Belebei,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,54.1,54.12,2926.81,2928.9744,2927.8920000000003,11320,15535,26172,32500,43200,19249.83059,41574.20894,70084.13065,92424.85562,110540.1374,87.12964844,93.13892159,103.4786457,107.9312248,113.92564679999998,97.32330631,113.1082294,124.4887277,130.7398142,134.8648806,0,0,0,1,0,0,0,0,0
1718,3968,Beloretsk,Bashkirskaia ASSR,Privolzhskii,0,1,0,28.0,53.97,58.41,2912.7609,3411.7281,3152.3877,28516,40566,59315,67100,71200,16573.92597,37282.38278,64142.999379999994,82900.68277999999,97610.44056,105.23109009999999,112.586648,120.79367309999999,123.5196473,124.841473,94.39261161,110.80249029999999,122.51988829999999,128.26465290000002,131.9911408,0,0,0,1,0,0,0,0,0
1719,3972,Birsk,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,55.42,55.54,3071.3764,3084.6916,3078.0268,12044,18825,24837,29600,30200,19120.03573,42762.08032,73036.55326,95845.38237,114753.8139,88.29086505,96.88348857,102.4162167,105.99793059999999,106.41154569999999,97.18986559999999,113.70824920000001,125.41122490000001,131.57217690000002,135.735184,0,0,0,1,0,0,0,0,0
1720,3973,Ishimbai,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,53.45,56.04,2856.9025,3140.4816,2995.3379999999997,0,21836,46568,54200,57000,18720.4805,39585.870969999996,73580.31998,100728.8337,120115.4172,0.0,99.82638068,115.53388290000001,118.8195091,119.92016399999999,96.77391575,112.0682135,125.57741409999998,132.71471699999998,136.80129019999998,0,0,0,1,0,0,0,0,0
1721,3975,Kumertau,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,52.77,55.79,2784.6729,3112.5241,2944.0383,0,0,30937,44400,51900,17492.72756,37249.56274,62908.884229999996,82971.81358,99037.11188,0.0,0.0,106.9095648,114.5112886,117.87605729999999,95.44392169,110.7839501,122.0901835,128.2840803,132.3247589,0,0,0,1,0,0,0,0,0
1722,3977,Meleuz,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,52.96,55.93,2804.7616,3128.1649,2962.0528,5724,9057,17772,24800,38400,17297.82388,37248.68713,64983.259079999996,86085.8603,102234.3584,74.86442621,83.01566411,95.75365126,102.3860443,111.42518259999999,95.2251212,110.78345530000001,122.8081743,129.12005190000002,133.0567577,0,0,0,1,0,0,0,0,0
1723,3979,Neftekamsk,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,56.09,54.26,3146.0881,2944.1476,3043.4434,0,0,2900,46500,69600,19845.656880000002,44483.418289999994,73489.69924,96430.32642,116072.6967,0.0,0.0,63.56021438,115.502471,124.33409280000001,97.92567935,114.55146429999999,125.5497959,131.7117972,136.00159019999998,0,0,0,1,0,0,0,0,0
1724,3981,Oktiabr'skii,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,54.76,55.49,2998.6576,3079.1401,3038.6324,0,0,64717,77000,88000,21072.873209999998,47202.90495,81860.45876000001,108610.1364,130779.8451,0.0,0.0,122.7171919,126.5976182,129.620322,99.11679603,115.82517949999999,127.97879569999999,134.4560845,138.79833730000001,0,0,0,1,0,0,0,0,0
1725,3982,Salavat,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,53.36,55.93,2847.2896,3128.1649,2984.4248,0,0,60667,114000,137200,18297.79756,40607.67563,70393.57072999999,92661.46666,109822.2979,0.0,0.0,121.2895868,135.5816584,139.9298542,96.32511650000001,112.6084397,124.5870564,130.7982896,134.71360149999998,0,0,0,1,0,0,0,0,0
1726,3984,Sibai,Bashkirskaia ASSR,Privolzhskii,0,1,0,28.0,52.71,58.67,2778.3441,3442.1689,3092.4957,0,2396,28822,37700,40300,15144.88124,33551.45987,56422.697439999996,73395.42867000001,86529.10968,0.0,60.55261315,105.45018940000001,111.03712279999999,112.4470799,92.6486694,108.59381570000001,119.6973146,125.5210324,129.2367935,0,0,0,1,0,0,0,0,0
1727,3985,Sterlitamak,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,53.62,55.95,2875.1044,3130.4025,3000.039,25337,38786,111575,184000,220100,17709.53042,39370.28931,68668.56348,90460.51914,107418.2814,102.820027,111.6364389,135.08139719999997,146.95963799999998,151.33520019999997,95.68475015,111.95262460000001,124.03381100000001,130.24900870000002,134.2003081,0,0,0,1,0,0,0,0,0
1728,3987,Tuimazy,Bashkirskaia ASSR,Privolzhskii,0,1,0,45.0,54.6,53.72,2981.16,2885.8384,2933.112,0,9220,23408,37000,43700,19781.78719,42647.22662,71889.79123999999,94931.89155,114310.28300000001,0.0,83.34102034,101.2203631,110.64248570000001,114.17143429999999,97.86189169,113.65089809999999,125.05701859999999,131.3525722,135.64496430000003,0,0,0,1,0,0,0,0,0
1729,3993,Uchaly,Bashkirskaia ASSR,Privolzhskii,0,1,0,28.0,54.3,59.44,2948.49,3533.1136,3227.592,0,0,11300,21800,27600,16950.88074,38593.251280000004,66773.47431,85241.50231,99586.05389,0.0,0.0,87.09663891,99.79341178,104.5623033,94.83010612,111.53118740000001,123.4112405,128.8961428,132.4519575,0,0,0,1,0,0,0,0,0
1730,3996,Askarovo,Bashkirskaia ASSR,Privolzhskii,0,0,1,28.0,53.47,57.34,2859.0409,3287.8756,3065.9698,0,0,0,NA,NA,16950.80486,37159.8071,63758.31329,83342.09395,98606.07149,0.0,0.0,0.0,NA,NA,94.83001893,110.7331713,122.38675759999998,128.38496709999998,132.22442790000002,0,0,0,1,0,0,0,0,0
1731,3999,Raevskii,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.04,55.24,2920.3216,3051.4576,2985.1696,0,0,0,NA,NA,19252.45209,41755.77559,71742.7291,94724.56221,113052.0951,0.0,0.0,0.0,NA,NA,97.32599312,113.20094040000001,125.0112232,131.3024615,135.3872807,0,0,0,1,0,0,0,0,0
1732,4000,Aksenovo,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,53.91,54.63,2906.2881,2984.4369,2945.1033,0,0,0,NA,NA,19217.42136,41291.22006,69988.43303,92275.42908999999,110254.7127,0.0,0.0,0.0,NA,NA,97.29006264,112.96299640000001,124.45823840000001,130.7028149,134.8048374,0,0,0,1,0,0,0,0,0
1733,4001,Shafranovo,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,53.98,54.78,2913.8404,3000.8484,2957.0244,0,0,0,NA,NA,19261.30071,41502.84378,70558.48314,93046.36474,111150.4703,0.0,0.0,0.0,NA,NA,97.33505971,113.07168870000001,124.639299,130.8931218,134.992799,0,0,0,1,0,0,0,0,0
1734,4003,Arkhangel'skoe,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.07,56.42,2923.5649,3183.2164,3050.6294,0,0,0,NA,NA,18797.959469999998,40902.837719999996,71153.78272999999,93708.9257,111517.0929,0.0,0.0,0.0,NA,NA,96.85519319,112.7621994,124.8269632,131.0555299,135.06933030000002,0,0,0,1,0,0,0,0,0
1735,4006,Askino,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,56.09,56.59,3146.0881,3202.4281,3174.1331,0,0,0,NA,NA,18441.35091,41759.14874,70845.61852,91809.3454,108801.662,0.0,0.0,0.0,NA,NA,96.47857434,113.2026594,124.72999569999999,130.5870563,134.4969472,0,0,0,1,0,0,0,0,0
1736,4009,Tolbazy,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.01,55.89,2917.0801,3123.6921,3018.6189,0,0,0,NA,NA,19020.3202,41422.041410000005,72240.97645,95631.25015,114002.9311,0.0,0.0,0.0,NA,NA,97.08679511,113.0302471,125.16603429999999,131.5208711,135.5822572,0,0,0,1,0,0,0,0,0
1738,4013,Tubinskii,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,52.88,58.23,2796.2944,3390.7329,3079.2024,2130,0,0,NA,NA,15569.82856,34498.15472,58856.164710000005,76636.40629,90336.21562,58.73501464,0.0,0.0,NA,NA,93.18215145,109.17451909999998,120.62303500000002,126.49112930000001,130.2176243,0,0,0,1,0,0,0,0,0
1739,4015,Bakaly,Bashkirskaia ASSR,Privolzhskii,0,0,1,28.0,55.82,55.73,3115.8724,3105.8329,3110.8486,0,0,0,NA,NA,18972.96086,42483.81876,71678.22494,93697.48483,111752.7559,0.0,0.0,0.0,NA,NA,97.03767219,113.56906040000001,124.9911095,131.0527344,135.118403,0,0,0,1,0,0,0,0,0
1740,4018,Starobaltachevo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,56.01,55.93,3137.1201,3128.1649,3132.6393,0,0,0,NA,NA,18737.04642,42172.491669999996,71153.34384,92799.9726,110493.1535,0.0,0.0,0.0,NA,NA,96.79131919,113.4123493,124.82682539999999,130.8324564,134.8550066,0,0,0,1,0,0,0,0,0
1741,4022,Novobelokatai,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.71,58.95,3103.6041,3475.1025,3284.1045,0,0,0,NA,NA,18634.39126,42988.98898,74209.95538,94247.82117000001,109923.0983,0.0,0.0,0.0,NA,NA,96.68325073,113.8211446,125.7684551,131.186854,134.73489880000002,0,0,0,1,0,0,0,0,0
1742,4025,Verkhnii Avzian,Bashkirskaia ASSR,Privolzhskii,0,0,0,28.0,53.55,57.51,2867.6025,3307.4001,3079.6605,0,0,0,NA,NA,16975.81064,37308.70451,63951.832689999996,83389.2732,98566.11426,0.0,0.0,0.0,NA,NA,94.85873108,110.81734879999999,122.45382109999998,128.3977923,132.21510700000002,0,0,0,1,0,0,0,0,0
1743,4026,Inzer,Bashkirskaia ASSR,Privolzhskii,0,0,0,28.0,54.22,57.56,2939.8084,3313.1536,3120.9032,0,0,0,NA,NA,17905.43186,39653.08565,68218.79342,88472.47632,104475.5221,0.0,0.0,0.0,NA,NA,95.90009526,112.10413559999999,123.88748190000001,129.7422779,133.55750179999998,0,0,0,1,0,0,0,0,0
1744,4028,Bizhbuliak,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,53.7,54.28,2883.69,2946.3184,2914.836,0,0,0,NA,NA,19205.14028,40994.009289999995,68884.57842,90691.52713,108276.3618,0.0,0.0,0.0,NA,NA,97.27745219,112.80949050000001,124.1037799,130.3072297,134.3847148,0,0,0,1,0,0,0,0,0
1745,4032,Iazykovo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.69,55.03,2990.9961,3028.3009,3009.5907,0,0,0,NA,NA,19804.92499,43653.53424,76239.2121,100452.6909,120435.5423,0.0,0.0,0.0,NA,NA,97.88502114,114.14870060000001,126.37427209999998,132.6514739,136.86355859999998,0,0,0,1,0,0,0,0,0
1746,4035,Blagoveshchensk,Bashkirskaia ASSR,Privolzhskii,0,1,1,45.0,55.03,55.99,3028.3009,3134.8801,3081.1297,6899,11700,12900,14800,21100,20708.8405,46766.42013,82736.57268,109149.6405,130887.2776,78.13025014,87.74713588,89.58589544,92.2057489,99.14241295,98.77012423,115.6253037,128.2197729,134.5710218,138.8176861,0,0,0,1,0,0,0,0,0
1747,4037,Buzdiak,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.56,54.54,2976.7936,2974.6116,2975.7024,0,0,0,NA,NA,19550.84957,42660.722,72781.39482,96002.65675,115159.9257,0.0,0.0,0.0,NA,NA,97.62969525,113.65764420000001,125.3328531,131.609793,135.817513,0,0,0,1,0,0,0,0,0
1748,4040,Buraevo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.83,55.4,3116.9889,3069.16,3092.982,0,0,0,NA,NA,19110.41262,42708.67402,71768.4678,94114.67744,112527.2612,0.0,0.0,0.0,NA,NA,97.17993981,113.6815987,125.01924440000002,131.1544719,135.27901640000002,0,0,0,1,0,0,0,0,0
