,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,mp1926,mp1939,mp1959,mp1970,mp1979,spop1926,spop1939,spop1959,spop1970,spop1979,smp1926,smp1939,smp1959,smp1970,smp1979,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
315,730,Suzemka,Brianskaia oblast',Tcentralny,0,0,1,29.0,52.32,34.08,2737.3824,1161.4464,1783.0656,0,0,0,NA,NA,25192.00729,49667.69187,70334.66667,92646.521,110266.5267,0.0,0.0,0.0,NA,NA,102.70367270000001,116.92334650000001,124.5683692,130.7946,134.8073254,0,0,0,0,0,0,1,0,1
316,731,Kokorevka,Brianskaia oblast',Tcentralny,0,0,0,29.0,52.59,34.26,2765.7081,1173.7476,1801.7334,0,0,0,NA,NA,26295.02715,52448.04656,74032.50135,97633.20821,116203.0492,0.0,0.0,0.0,NA,NA,103.5740792,118.10425959999999,125.71476270000001,131.9964997,136.0277701,0,0,0,0,0,0,1,0,1
319,736,Belaia Berezka,Brianskaia oblast',Tcentralny,0,0,0,48.0,52.39,33.49,2744.7121,1121.5801,1754.5411,0,0,0,NA,NA,24580.93399,48385.90166,68171.69043999999,89556.93021,106360.4612,0.0,0.0,0.0,NA,NA,102.2065675,116.3585872,123.87210659999998,130.0199662,133.97111470000002,0,0,0,0,0,0,1,0,1
320,738,Unecha,Brianskaia oblast',Tcentralny,0,1,1,48.0,52.85,32.67,2793.1225,1067.3289,1726.6095,4619,13955,16485,21700,26400,24806.7595,49312.48863,68375.12367,89527.01847000001,105922.924,71.19872193,91.08017014,94.28810358,99.70157377,103.65519,102.3915595,116.7681804,123.938442,130.01234820000002,133.8757061,0,0,0,0,0,0,1,0,1
321,741,Vladimir,Vladimirskaia oblast',Tcentralny,1,1,0,6.0,56.13,40.41,3150.5769,1632.9681,2268.2133,36864,66797,153865,234000,296000,40852.99563,87985.43483,125379.2867,159842.8596,186384.5638,110.5650303,123.4190672,142.6550959,152.84565790000002,158.7124948,112.7363057,129.61655290000002,137.8064386,143.56704150000002,147.27199530000001,0,0,0,0,0,0,1,0,0
322,747,Aleksandrov,Vladimirskaia oblast',Tcentralny,0,1,0,6.0,56.4,38.73,3180.96,1500.0129,2184.3720000000003,31384,49287,73839,89000,98800,50323.770339999995,111305.8699,157638.4149,199860.5237,233526.9824,107.20642360000001,116.757007,125.6560811,129.8777426,132.26961709999998,117.20731699999999,135.02526630000003,143.2344404,148.9711794,152.7956289,0,0,0,0,0,0,1,0,0
323,750,Viazniki,Vladimirskaia oblast',Tcentralny,0,1,0,6.0,56.24,42.13,3162.9376,1774.9369,2369.3912,16979,33502,39392,42700,45900,35586.27415,76663.7494,111968.4482,144049.3821,168282.3968,94.86239044,108.5630715,111.9642912,113.6772673,115.2234875,109.8244325,126.49915349999999,135.1632342,141.0847804,144.80268619999998,0,0,0,0,0,0,1,0,0
324,752,Gus'-Khrustal'nyi,Vladimirskaia oblast',Tcentralny,0,1,0,6.0,55.62,40.67,3093.5844,1654.0489,2262.0654,17922,40225,54158,64500,71600,39113.41587,83338.34619,120971.5213,155789.8435,182660.3252,95.91821067,112.4075772,118.8026095,122.6427895,124.9666952,111.8141456,128.3839481,136.9674752,142.9522302,146.78251880000002,0,0,0,0,0,0,1,0,0
325,754,Kovrov,Vladimirskaia oblast',Tcentralny,0,1,0,6.0,56.39,41.31,3179.8321,1706.5161,2329.4709,25887,67105,98563,123000,144800,38014.70744,81281.92966000001,117179.1281,150107.6144,175044.2999,103.2560048,123.52130349999999,132.2143804,137.356985,141.2082738,111.2123875,127.8183777,136.22295640000002,142.0651294,145.7523637,0,0,0,0,0,0,1,0,0
326,755,Kol'chugino,Vladimirskaia oblast',Tcentralny,0,1,0,6.0,56.31,39.37,3170.8161,1549.9969,2216.9247,11306,29626,37865,41600,43700,47005.01053,102081.2781,145300.4667,184939.1102,216038.1922,87.10654724,106.0160101,111.12917790000002,113.12142109999999,114.17143429999999,115.73476799999999,133.0221901,141.29028630000002,147.08309419999998,150.8772599,0,0,0,0,0,0,1,0,0
327,757,Murom,Vladimirskaia oblast',Tcentralny,0,1,0,6.0,55.57,42.05,3088.0249,1768.2025,2336.7185,22621,40079,71567,98000,114200,34797.75013,73978.09362,109616.7093,141275.5317,165302.8281,100.5333885,112.330487,124.9563885,132.0826764,135.62248169999998,109.3552909,125.698277,134.6701088,140.6232488,144.37306669999998,0,0,0,0,0,0,1,0,0
328,760,Sobinka,Vladimirskaia oblast',Tcentralny,0,1,0,6.0,55.98,39.99,3133.7604,1599.2001,2238.6402,12932,25362,30311,38000,41100,44109.92724,95124.6828,137599.4728,176372.6187,206649.924,89.63280148,102.84002840000001,106.48725,111.2042261,112.86434879999999,114.37105,131.39907970000002,139.9986466,145.9349573,149.78777140000003,0,0,0,0,0,0,1,0,0
330,764,Balakirevo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.51,38.84,3193.3801,1508.5456,2194.8484,0,0,0,NA,NA,49827.82366,108119.7882,153275.4218,194275.2336,226660.3069,0.0,0.0,0.0,NA,NA,116.99296899999999,134.35116599999998,142.5634024,148.28008789999998,152.0586841,0,0,0,0,0,0,1,0,0
331,766,Luknovo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.18,42.05,3156.1924,1768.2025,2362.369,0,0,0,NA,NA,37773.73597,80795.46492,116884.3884,149464.4729,174206.1997,0.0,0.0,0.0,NA,NA,111.0783058,127.6826803,136.1641745,141.96279280000002,145.6365017,0,0,0,0,0,0,1,0,0
332,767,Mstera,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.27,41.88,3166.3129,1753.9344,2356.5876,4043,0,0,NA,NA,37247.091,80362.24758,116283.9581,148888.7641,173655.5058,68.96874417,0.0,0.0,NA,NA,110.78255320000001,127.56120770000001,136.0440063,141.87084319999997,145.5600931,0,0,0,0,0,0,1,0,0
333,768,Nikologory,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.14,41.99,3151.6996,1763.1601,2357.3186,0,0,0,NA,NA,37012.503280000004,79245.96237000001,115106.9104,147601.7347,172276.7726,0.0,0.0,0.0,NA,NA,110.6495937,127.245433,135.8067806,141.66410119999998,145.36781530000002,0,0,0,0,0,0,1,0,0
334,769,Novoviazniki,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.2,42.16,3158.44,1777.4656,2369.3920000000003,0,0,0,NA,NA,38939.32765,83343.8019,119901.6456,152686.9227,177590.9603,0.0,0.0,0.0,NA,NA,111.7198267,128.38543149999998,136.7596244,142.4715538,146.1013275,0,0,0,0,0,0,1,0,0
335,770,Oktiabr'skii,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.23,42.03,3161.8129,1766.5209,2363.3469,0,0,0,NA,NA,38686.599519999996,82424.51728,118725.8777,151427.0363,176285.1691,0.0,0.0,0.0,NA,NA,111.58221999999999,128.1342092,136.5292361,142.2738246,145.9229751,0,0,0,0,0,0,1,0,0
336,771,Stepantsevo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.12,41.72,3149.4544,1740.5584,2341.3264,0,0,0,NA,NA,37166.283189999995,79562.72766,115628.7739,148466.6962,173480.6715,0.0,0.0,0.0,NA,NA,110.7368388,127.3354494,135.91223090000003,141.8032253,145.5357884,0,0,0,0,0,0,1,0,0
337,773,Gorokhovets,Vladimirskaia oblast',Tcentralny,0,1,1,6.0,56.19,42.7,3157.3161,1823.29,2399.313,3927,5800,9900,14000,15000,34905.54963,76983.4033,113297.1306,146007.3314,170445.8709,68.48606935,75.09285207,84.64533675,91.14163098,92.46371503,109.41999140000001,126.59276740000001,135.4376701,141.4056821,145.1102852,0,0,0,0,0,0,1,0,0
338,776,Anopino,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.7,40.65,3102.49,1652.4225,2264.205,0,0,0,NA,NA,41508.11161,88733.57846,128328.2532,164649.5075,192581.7747,0.0,0.0,0.0,NA,NA,113.07438789999999,129.80941909999999,138.3528008,144.2779171,148.0669444,0,0,0,0,0,0,1,0,0
339,777,Velikodvorskii,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.24,40.68,3051.4576,1654.8624,2247.1632,0,0,0,NA,NA,38244.83122,80988.00673,117764.5001,151996.8956,178362.8671,0.0,0.0,0.0,NA,NA,111.3397172,127.73647790000001,136.3393012,142.3634455,146.20619399999998,0,0,0,0,0,0,1,0,0
340,778,Dobriatino,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.5,41.32,3080.25,1707.3424,2293.26,0,0,0,NA,NA,37040.51793,78311.47182,114269.8435,147315.3228,172602.7456,0.0,0.0,0.0,NA,NA,110.6655119,126.97795149999999,135.63672250000002,141.6178689,145.4134025,0,0,0,0,0,0,1,0,0
341,779,Zolotkovo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.52,41.11,3082.4704,1690.0321,2282.4272,0,0,0,NA,NA,37731.56921,80027.27482,116500.067,150094.9615,175866.6014,0.0,0.0,0.0,NA,NA,111.05476370000001,127.4668726,136.0873229,142.06312,145.8655483,0,0,0,0,0,0,1,0,0
342,780,Ivanishchi,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.77,40.43,3110.2929,1634.5849,2254.7811,0,0,0,NA,NA,41871.08571,89496.0781,129528.0635,166395.3504,194861.8502,0.0,0.0,0.0,NA,NA,113.25963030000001,130.00446570000003,138.5718107,144.53141409999998,148.35352360000002,0,0,0,0,0,0,1,0,0
343,781,Krasnoe Ekho,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.79,40.69,3112.5241,1655.6761,2270.0951,0,0,0,NA,NA,40641.47826,86779.32096,125856.7681,161832.3665,189524.4073,0.0,0.0,0.0,NA,NA,112.62609979999999,129.3024527,137.89569519999998,143.8636236,147.6777413,0,0,0,0,0,0,1,0,0
344,782,Kurlovskii,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.44,40.61,3073.5936,1649.1721,2251.4184,0,0,0,NA,NA,39651.82043,84451.35306000001,122398.0631,157492.4265,184546.5077,0.0,0.0,0.0,NA,NA,112.10345990000002,128.6847693,137.2420175,143.2122639,147.0315525,0,0,0,0,0,0,1,0,0
345,783,Mezinovskii,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.48,40.42,3078.0304,1633.7764,2242.5016,0,0,0,NA,NA,40710.41153,86945.09555,125755.9044,161639.4572,189363.6022,0.0,0.0,0.0,NA,NA,112.6620727,129.3458594,137.8768664,143.8350127,147.65711169999997,0,0,0,0,0,0,1,0,0
346,784,Urshel'skii,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.68,40.22,3100.2624,1617.6484,2239.4496,3233,0,0,NA,NA,42451.83965,91518.5998,131970.2347,169247.5165,198101.9623,65.30524033,0.0,0.0,NA,NA,113.5530113,130.5145735,139.0119212,144.94035060000002,148.75551819999998,0,0,0,0,0,0,1,0,0
348,788,Orgtrud,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.19,40.61,3157.3161,1649.1721,2281.8759,0,0,0,NA,NA,42631.92128,90829.80993999999,133805.47199999998,173331.9869,203715.3512,0.0,0.0,0.0,NA,NA,113.643245,130.3420165,139.337776,145.5151013,149.43788590000003,0,0,0,0,0,0,1,0,0
349,790,Kirzhach,Vladimirskaia oblast',Tcentralny,0,1,1,6.0,56.16,38.88,3153.9456,1511.6544,2183.5008,5028,11596,18137,21600,24100,54755.09492,120475.4507,170634.3527,215847.9547,251953.4822,72.6377375,87.57994048,96.15193546,99.60935413,101.8074365,119.04175320000002,136.87131069999998,145.1369134,150.85561859999999,154.6789629,0,0,0,0,0,0,1,0,0
350,791,Krasnyi Oktiabr',Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.11,38.88,3148.3321,1511.6544,2181.5568,0,0,0,NA,NA,56657.74855,124906.284,177071.0989,223636.1997,260847.2206,0.0,0.0,0.0,NA,NA,119.7882976,137.7177122,146.03046650000002,151.72760319999998,155.54305530000002,0,0,0,0,0,0,1,0,0
351,793,Krasnyi Maiak,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.05,41.38,3141.6025,1712.3044,2319.349,0,0,0,NA,NA,37874.52395,81088.36841,117866.8309,151488.7109,177199.5081,0.0,0.0,0.0,NA,NA,111.1344803,127.76447350000001,136.3595855,142.283539,146.04798730000002,0,0,0,0,0,0,1,0,0
352,794,Krasnyi Oktiabr',Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.11,41.39,3148.3321,1713.1321,2322.3929,0,0,0,NA,NA,38063.52907,81595.4299,118500.7472,152199.2388,177965.6859,0.0,0.0,0.0,NA,NA,111.2394592,127.90543559999999,136.4848845,142.3951936,146.1522875,0,0,0,0,0,0,1,0,0
353,795,Melekhovo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.39,41.31,3179.8321,1706.5161,2329.4709,0,0,0,NA,NA,38014.70744,81281.92966000001,117179.1281,150107.6144,175044.2999,0.0,0.0,0.0,NA,NA,111.2123875,127.8183777,136.22295640000002,142.0651294,145.7523637,0,0,0,0,0,0,1,0,0
354,797,Bavleny,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.4,39.56,3180.96,1564.9936,2231.1839999999997,0,0,0,NA,NA,45971.400610000004,99800.78606,141644.9012,180204.1236,209983.7732,0.0,0.0,0.0,NA,NA,115.25685959999998,132.5015403,140.6851834,146.4546647,150.1797685,0,0,0,0,0,0,1,0,0
355,800,Melenki,Vladimirskaia oblast',Tcentralny,0,1,1,6.0,55.34,41.63,3062.5156,1733.0569,2303.8042,10817,15640,17462,18500,18100,35574.71548,74950.92042000001,110120.3369,142358.2035,167022.8165,86.28318483,93.26898693,95.40957243,96.54096139,96.11189091,109.8176237,125.9913934,134.77652030000002,140.80437,144.6219271,0,0,0,0,0,0,1,0,0
359,806,Vol'ginskii,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.94,39.23,3129.2836,1538.9929,2194.5262,0,0,0,NA,NA,54171.20854,117318.0794,166444.9899,210951.2823,246959.6241,0.0,0.0,0.0,NA,NA,118.80792549999998,136.25062150000002,144.5385861,150.2924592,154.1813957,0,0,0,0,0,0,1,0,0
360,807,Gorodishchi,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.87,39.11,3121.4569,1529.5921,2185.0757,0,0,0,NA,NA,59494.495429999995,127733.9653,178954.5304,225461.1952,262999.3193,0.0,0.0,0.0,NA,NA,120.8601001,138.24362649999998,146.2862923,151.92789309999998,155.74807180000002,0,0,0,0,0,0,1,0,0
361,809,Krasnaia Gorbatka,Vladimirskaia oblast',Tcentralny,0,0,1,6.0,55.87,41.76,3121.4569,1743.8976,2333.1312,0,0,0,NA,NA,36401.10554,77705.91012,113653.4777,146379.1339,171290.8534,0.0,0.0,0.0,NA,NA,110.29944850000001,126.80306259999999,135.5107723,141.46617369999998,145.229452,0,0,0,0,0,0,1,0,0
362,811,Stavrovo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.13,40.01,3150.5769,1600.8001,2245.7613,0,0,0,NA,NA,44791.98093,96331.11727999999,139127.8662,178525.4595,209016.0712,0.0,0.0,0.0,NA,NA,114.699482,131.6881715,140.2601709,146.2282298,150.0665774,0,0,0,0,0,0,1,0,0
364,814,Andreevo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.94,41.14,3129.2836,1692.4996,2301.3716,0,0,0,NA,NA,38567.1267,82332.63928999999,119701.1153,154023.8024,180328.5513,0.0,0.0,0.0,NA,NA,111.51688529999998,128.1089606,136.72047759999998,142.6797385,146.4713716,0,0,0,0,0,0,1,0,0
365,815,rp im.Vorovskogo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,55.72,41.12,3104.7184,1690.8544,2291.2064,0,0,0,NA,NA,38168.738,81275.03327,118238.6413,152210.9755,178267.0313,0.0,0.0,0.0,NA,NA,111.29769099999999,127.8164592,136.43315149999998,142.39703400000002,146.193197,0,0,0,0,0,0,1,0,0
366,816,Krasnyi Bogatyr',Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.02,41.14,3138.2404,1692.4996,2304.6628,0,0,0,NA,NA,38747.497789999994,82834.4291,120394.2686,154846.5816,181245.8086,0.0,0.0,0.0,NA,NA,111.61545249999999,128.246544,136.8555388,142.80704369999998,146.59420649999998,0,0,0,0,0,0,1,0,0
367,818,Bogoliubovo,Vladimirskaia oblast',Tcentralny,0,0,0,6.0,56.2,40.55,3158.44,1644.3025,2278.91,0,0,0,NA,NA,43422.44823,92358.71174,136734.5845,177580.9571,208994.8317,0.0,0.0,0.0,NA,NA,114.0353134,130.7234431,139.8494744,146.0999658,150.0640877,0,0,0,0,0,0,1,0,0
368,820,Iur'ev-Pol'skii,Vladimirskaia oblast',Tcentralny,0,1,1,6.0,56.5,39.67,3192.25,1573.7089,2241.355,8105,15158,16801,22100,21100,43809.5626,95038.01691,135185.3489,172216.6953,201065.8526,81.00425587,92.66533834,94.65720981,100.0666689,99.14241295,114.22495190000001,131.3781837,139.5800963,145.35940490000002,149.117991,0,0,0,0,0,0,1,0,0
369,822,Ivanovo,Ivanovskaia oblast',Tcentralny,1,1,0,6.0,56.99,40.97,3247.8601,1678.5409,2334.8803,111168,285182,335161,425900,464300,38921.23399,81975.45953,115879.8596,147102.0241,171137.19100000002,134.9964635,157.775778,161.8586041,168.01240330000002,170.25777209999998,111.71000190000001,128.0105606,135.96281159999998,141.58338490000003,145.20782130000003,0,0,0,0,0,0,1,0,0
370,827,Vichuga,Ivanovskaia oblast',Tcentralny,0,1,0,18.0,57.21,41.92,3272.9841,1757.2864,2398.2432,24794,46931,51676,52600,52000,36078.14849,78302.70519,110982.5545,141003.8194,163659.8407,102.38114770000001,115.7008663,117.7821551,118.16714840000002,117.9178592,110.1123388,126.9754284,134.95767,140.57759430000002,144.1331206,0,0,0,0,0,0,1,0,0
371,828,Kineshma,Ivanovskaia oblast',Tcentralny,0,1,0,18.0,57.45,42.13,3300.5025,1774.9369,2420.3685,22345,75165,85418,95600,101300,33672.40831,74284.82399,106072.55300000001,134377.9192,155787.0213,100.2873634,126.05543090000002,128.9431136,131.5133749,132.8450267,108.668825,125.79107309999999,133.90837439999999,139.4385798,142.951797,0,0,0,0,0,0,1,0,0
372,829,Teikovo,Ivanovskaia oblast',Tcentralny,0,1,0,6.0,56.85,40.53,3231.9225,1642.6809,2304.1305,17521,27295,28298,41600,34700,41876.20395,91327.47327,127944.912,162916.4088,189338.2755,95.47547864,104.3351689,105.0737017,113.12142109999999,109.296465,113.26223200000001,130.4668112,138.2824318,144.0238214,147.6538611,0,0,0,0,0,0,1,0,0
373,831,Furmanov,Ivanovskaia oblast',Tcentralny,0,1,0,18.0,57.25,41.11,3277.5625,1690.0321,2353.5475,20370,36000,38200,40200,44200,39822.739819999995,86380.6925,120746.0416,153552.6381,177756.7964,98.44248253,110.0668347,111.31496609999998,112.39439490000001,114.4146858,112.19456059999999,129.19776470000002,136.9238102,142.6065563,146.12389219999997,0,0,0,0,0,0,1,0,0
374,832,Shuia,Ivanovskaia oblast',Tcentralny,0,1,0,6.0,56.86,41.4,3233.0596,1713.96,2354.004,35542,57910,64562,68800,72300,39719.69485,86339.09863,121582.5082,155067.6353,179845.7605,109.79834140000001,120.2673105,122.66407050000001,124.0764081,125.1843092,112.1396797,129.1868159,137.085422,142.84114069999998,146.406488,0,0,0,0,0,0,1,0,0
375,834,Kamenka,Ivanovskaia oblast',Tcentralny,0,0,0,18.0,57.38,41.82,3292.4644,1748.9124,2399.6316,0,0,0,NA,NA,37060.05533,80502.7641,113096.3939,142779.0738,165098.0588,0.0,0.0,0.0,NA,NA,110.67660670000001,127.6006733,135.3963977,140.8744375,144.3432813,0,0,0,0,0,0,1,0,0
376,835,Novopistsovo,Ivanovskaia oblast',Tcentralny,0,0,0,18.0,57.33,41.87,3286.7289,1753.0969,2400.4071,0,0,0,NA,NA,37600.86419,81583.98187999999,114358.6684,144158.1346,166541.6533,0.0,0.0,0.0,NA,NA,110.98163840000001,127.9022619,135.654822,141.1027091,144.5525465,0,0,0,0,0,0,1,0,0
377,836,Staraia Vichuga,Ivanovskaia oblast',Tcentralny,0,0,0,18.0,57.27,41.87,3279.8529,1753.0969,2397.8949,0,0,0,NA,NA,39391.50596,84732.25215,117942.8394,147998.0024,170495.2494,0.0,0.0,0.0,NA,NA,111.96402579999999,128.7601186,136.37464169999998,141.7279311,145.11726389999998,0,0,0,0,0,0,1,0,0
378,838,Verkhnii Landekh,Ivanovskaia oblast',Tcentralny,0,0,1,6.0,56.84,42.6,3230.7856,1814.76,2421.384,0,0,0,NA,NA,34083.611410000005,74428.58624,108201.2276,138511.6911,161353.5057,0.0,0.0,0.0,NA,NA,108.92203390000002,125.8344459,134.36862150000002,140.15505480000002,143.792545,0,0,0,0,0,0,1,0,0
380,841,Ivan'kovskii,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,56.58,40.11,3201.2964,1608.8121,2269.4238,0,0,0,NA,NA,43179.691889999995,93515.25073,132157.3249,168444.8705,195957.4587,0.0,0.0,0.0,NA,NA,113.91560940000001,131.0081647,139.0453291,144.82591200000002,148.4901358,0,0,0,0,0,0,1,0,0
381,842,Petrovskii,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,56.64,40.32,3208.0896,1625.7024,2283.7248,0,0,0,NA,NA,42302.52438,90633.55002000001,128337.63,163959.0902,190728.9944,0.0,0.0,0.0,NA,NA,113.47793030000001,130.2926305,138.3545197,144.1769878,147.8317685,0,0,0,0,0,0,1,0,0
382,844,Zavolzhsk,Ivanovskaia oblast',Tcentralny,0,1,1,18.0,57.49,42.14,3305.1001,1775.7796,2422.6286,0,12117,15487,16700,17100,38237.18402,87478.59817000001,120555.3364,150658.8991,173125.2438,0.0,88.40446203,93.07920049,94.53991814,95.00076800000001,111.335497,129.4850422,136.8868211,142.15253069999997,145.4863091,0,0,0,0,0,0,1,0,0
383,845,Dolmatovskii,Ivanovskaia oblast',Tcentralny,0,0,0,18.0,57.5,42.33,3306.25,1791.8289,2433.975,0,0,0,NA,NA,33775.250060000006,75299.34104,106694.3127,135029.7316,156462.62300000002,0.0,0.0,0.0,NA,NA,108.7324135,126.0955314,134.04367299999998,139.55288190000002,143.0552929,0,0,0,0,0,0,1,0,0
384,846,Zarechnyi,Ivanovskaia oblast',Tcentralny,0,0,0,18.0,57.47,42.28,3302.8009,1787.5984,2429.8316,0,0,0,NA,NA,34957.34617,78990.01554,111051.7383,139966.4327,161732.8539,0.0,0.0,0.0,NA,NA,109.45101509999998,127.1724598,134.9721495,140.40254309999997,143.8488686,0,0,0,0,0,0,1,0,0
385,848,Kokhma,Ivanovskaia oblast',Tcentralny,0,1,0,6.0,56.93,41.09,3241.0249,1688.3881,2339.2537,11555,18983,20252,22300,25100,49242.52302,109114.9057,148117.6702,188284.5268,215941.9171,87.51365863,97.04809437,98.32723118,100.24699150000001,102.6295249,116.7374972,134.5636375,141.7471761,147.5182602,150.8663099,0,0,0,0,0,0,1,0,0
386,849,Ozernyi,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,57.16,40.98,3267.2656,1679.3604,2342.4168,0,0,0,NA,NA,44205.78338,96079.30752999999,132014.1819,167340.69,193032.0209,0.0,0.0,0.0,NA,NA,114.41748490000002,131.6281056,139.01977250000002,144.66766189999998,148.123781,0,0,0,0,0,0,1,0,0
387,851,Il'inskoe-Khovanskoe,Ivanovskaia oblast',Tcentralny,0,0,1,6.0,56.97,39.76,3245.5809,1580.8576,2265.1272,0,0,0,NA,NA,42013.721939999996,91301.62968,128203.7517,163173.81900000002,189962.6431,0.0,0.0,0.0,NA,NA,113.33202620000002,130.4603459,138.3299675,144.06171750000001,147.733881,0,0,0,0,0,0,1,0,0
388,853,Navoloki,Ivanovskaia oblast',Tcentralny,0,1,0,18.0,57.47,41.96,3302.8009,1760.6416,2411.4412,6641,10221,13800,13500,12800,35823.24717,80162.12211,112322.6606,141756.0538,163913.8651,77.45791491,85.23351142,90.86710486,90.44856342,89.43864035,109.9635851,127.5048915,135.2366856,140.7037921,144.1703629,0,0,0,0,0,0,1,0,0
390,856,Markovo,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,57.02,40.49,3251.2804,1639.4401,2308.7398,0,0,0,NA,NA,42888.89848,94784.37264,130536.68400000001,166141.5235,191984.02,0.0,0.0,0.0,NA,NA,113.77141259999999,131.3169277,138.75448980000002,144.4947103,147.9912983,0,0,0,0,0,0,1,0,0
391,857,Oktiabr'skii,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,57.14,40.34,3264.9796,1627.3156,2305.0276,0,0,0,NA,NA,41985.530360000004,91906.89937999999,127715.3003,162468.5917,188412.8349,0.0,0.0,0.0,NA,NA,113.31773510000001,130.61132949999998,138.24019009999998,143.9577626,147.5348086,0,0,0,0,0,0,1,0,0
392,858,Pistsovo,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,57.18,40.53,3269.5524,1642.6809,2317.5054,3621,0,0,NA,NA,41535.86155,91022.55711000001,126520.8642,160924.0836,186465.5153,67.14992055,0.0,0.0,NA,NA,113.08860159999999,130.3904239,138.01932230000003,143.72863999999998,147.28253480000004,0,0,0,0,0,0,1,0,0
393,859,Podozerskii,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,57.22,40.33,3274.1284,1626.5089,2307.6826,0,0,0,NA,NA,41842.705910000004,91308.34596,127233.5892,161824.1839,187818.7777,0.0,0.0,0.0,NA,NA,113.2451993,130.4620263,138.1513434,143.8624107,147.4581035,0,0,0,0,0,0,1,0,0
394,861,Lezhnevo,Ivanovskaia oblast',Tcentralny,0,0,1,6.0,56.77,40.89,3222.8329,1671.9921,2321.3253,4073,0,0,NA,NA,43063.953180000004,93448.74942000001,130442.2453,166275.7913,192381.8327,69.09159005,0.0,0.0,NA,NA,113.85832340000002,130.9918804,138.73744019999998,144.5141321,148.04166569999998,0,0,0,0,0,0,1,0,0
395,862,Novye Gorki,Ivanovskaia oblast',Tcentralny,0,0,0,6.0,56.73,41.06,3218.2929,1685.9236,2329.3338,0,0,0,NA,NA,42493.7265,91108.71356,127833.7472,162825.3675,188683.0556,0.0,0.0,0.0,NA,NA,113.57403049999999,130.4120314,138.2619895,144.01040519999998,147.5696263,0,0,0,0,0,0,1,0,0
396,864,Lukh,Ivanovskaia oblast',Tcentralny,0,0,1,18.0,57.0,42.27,3249.0,1786.7529,2409.39,0,0,0,NA,NA,35226.068980000004,76374.60352,109444.9894,139437.5782,162070.9497,0.0,0.0,0.0,NA,NA,109.6113031,126.41416740000001,134.633724,140.31284519999997,143.89896519999996,0,0,0,0,0,0,1,0,0
397,866,Palekh,Ivanovskaia oblast',Tcentralny,0,0,1,6.0,56.8,41.87,3226.24,1753.0969,2378.216,0,0,0,NA,NA,37775.65265,81201.44308,115576.5688,147135.5244,170860.9065,0.0,0.0,0.0,NA,NA,111.07937530000001,127.79597749999999,135.9017017,141.58880390000002,145.16888469999998,0,0,0,0,0,0,1,0,0
398,868,Pestiaki,Ivanovskaia oblast',Tcentralny,0,0,1,6.0,56.71,42.67,3216.0241,1820.7289,2419.8157,0,0,0,NA,NA,34229.92834,75074.43397,109688.2543,140622.6345,163879.5678,0.0,0.0,0.0,NA,NA,109.0114665,126.0283602,134.68525269999998,140.51340969999998,144.16533769999998,0,0,0,0,0,0,1,0,0
