,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,pop2002,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,mp2002,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,spop2002,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,smp2002,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
866,1961,Balakhna,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,56.48,43.54,3189.9904,1895.7316,2459.1392,8020,38747,70837,63000,65100,64528,57338,35792.86889,84156.07859,125796.0514,162659.6376,189766.5871,234081.9267,227738.4968,80.81459284,111.615181,124.72727830000001,122.1221699,122.84795849999999,122.65240259999999,120.04968819999999,109.94579329999999,128.60531699999999,137.8843625,143.9859648,147.70878019999998,152.8543135,152.17574399999998,0,0,0,1,0,0,0,0,0
867,1962,Bogorodsk,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,56.1,43.51,3147.21,1893.1201,2440.911,14931,21431,29950,36500,37400,38401,37095,35290.352960000004,85007.61274,127376.7148,164828.7152,192553.7785,238723.0141,232240.9285,92.37506678,99.45262612,106.24011589999999,110.356444,110.86881149999999,111.42573229999999,110.69643789999999,109.64948329999999,128.8337616,138.1777735,144.3040513,148.0634063,153.34015569999997,152.6591363,0,0,0,1,0,0,0,0,0
868,1964,Vyksa,Gor'kovskaia oblast',Privolzhskii,0,1,0,6.0,55.32,42.17,3060.3024,1778.3089,2332.8444,10910,26548,40275,46300,53700,61149,61657,34887.87205,72535.54719,107169.476,138642.8931,162516.1454,207870.2086,205774.2227,86.44229905,103.76905440000002,112.43391979999998,115.40984109999998,118.6175465,121.4639572,121.646386,109.4093938,125.25710409999999,134.1465866,140.1774729,143.96478530000002,149.931923,149.6838428,0,0,0,1,0,0,0,0,0
869,1965,Gorodets,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,56.65,43.47,3209.2225,1889.6409,2462.5755,11336,16140,27019,34200,35700,34210,32442,33705.07427,77785.08597999999,119431.9947,154308.4469,179988.598,222647.172,217507.5561,87.15601859,93.87780504,104.12764870000001,108.9932017,109.8913175,108.9993061,107.89411409999998,108.68904180000001,126.8259994,136.6678465,142.72385069999999,146.425701,151.61843080000003,151.0438264,0,0,0,1,0,0,0,0,0
870,1967,Dzerzhinsk,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,56.23,43.44,3161.8129,1887.0336,2442.6312,8909,103407,164337,221000,257100,296320,270586,36208.375869999996,81598.99569,121491.335,156244.5871,181925.9914,226057.2208,220671.9575,82.71570137,133.3199981,144.232281,151.43561730000002,155.1823399,158.7397205,156.45870109999998,110.18796950000001,127.9064241,137.0678561,143.0219366,146.6849258,151.9929832,151.39905969999998,0,0,0,1,0,0,0,0,0
871,1975,Kstovo,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,56.15,44.19,3152.8225,1952.7561,2481.2685,0,0,30527,48300,58800,64214,66944,36753.3234,89008.95572,132677.5249,170408.4746,199044.4612,244547.2156,236897.6078,0.0,0.0,106.63385159999999,116.32025520000002,120.60206470000001,122.54438049999999,123.4679152,110.50180619999999,129.8800361,139.1379921,145.1049988,148.8713191,153.9377106,153.1501116,0,0,0,1,0,0,0,0,0
872,1977,Kulebaki,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,55.41,42.52,3070.2681,1807.9504,2356.0332,15142,32837,44720,46300,48100,45727,39072,33699.03237,71116.92082,105634.7235,136988.4268,160865.7365,204936.2359,202986.323,92.64500671,108.14567360000001,114.6650356,115.40984109999998,116.2307686,115.14243300000001,111.7917415,108.68530390000001,124.81538429999999,133.8126646,139.89334530000002,143.719945,149.5840091,149.35024730000004,0,0,0,1,0,0,0,0,0
873,1978,Pavlovo,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,55.96,43.08,3131.5216,1855.8864,2410.7568,15142,32414,47890,63200,68300,71534,64814,34217.82813,75841.19262999999,112440.7276,145368.37699999998,170032.7073,215552.5984,211693.8177,92.64500671,107.87617709999999,116.13644369999999,122.19223319999999,123.91396670000002,124.94607749999999,122.7503768,109.00408359999999,126.2566144,135.2611216,141.30139499999999,145.05182,150.8219843,150.3786245,0,0,0,1,0,0,0,0,0
896,2030,Zavolzh'e,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,56.64,43.39,3208.0896,1882.6921,2457.6096,0,0,20015,34900,41500,44630,43971,36039.4803,80835.45036,120438.8263,153715.8123,178267.8468,220306.2904,215044.268,0.0,0.0,98.09391593,109.416665,113.0702314,114.62189529999999,114.3035879,110.08983429999999,127.6938622,136.8641966,142.6319241,146.1933077,151.3582502,150.7639979,0,0,0,1,0,0,0,0,0
914,2064,Lyskovo,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,56.01,45.02,3137.1201,2026.8004,2521.5702,8572,11160,16167,21400,24300,25029,23901,29062.81375,64129.648839999994,97269.36107,126983.9517,149806.2628,191174.9426,188337.9564,82.0157792,86.86410065,93.91019767,99.42375656,101.97428199999999,102.572139,101.6401825,105.6211432,122.51528020000002,131.91072240000003,138.1051791,142.0172285,147.8885643,147.5251525,0,0,0,1,0,0,0,0,0
916,2067,Navashino,Gor'kovskaia oblast',Privolzhskii,0,1,1,6.0,55.55,42.18,3085.8025,1779.1524,2343.099,0,0,12500,16700,17500,18946,17810,37280.26628,78336.14089,116202.2439,150345.6692,176090.0816,222845.52399999998,219337.97199999998,0.0,0.0,88.99061893,94.53991814,95.45204337,97.00965812,95.79545724,110.80129509999999,126.9850499,136.02760849999999,142.10290690000002,145.896225,151.64036130000002,151.24988180000003,0,0,0,1,0,0,0,0,0
926,2084,Semenov,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,56.79,44.5,3225.1041,1980.25,2527.155,6056,11997,19837,23600,25200,26282,25298,29767.5898,67071.84833,100650.9029,130059.09199999999,152627.5901,192353.7939,188740.4312,75.84328096,88.21740125,97.91704441,101.38480109999999,102.71010240000001,103.56399300000001,102.78878929999999,106.1142165,123.51031979999999,132.6968851,138.668151,142.4622756,148.0381188,147.5770132,0,0,0,1,0,0,0,0,0
928,2087,Sergach,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,55.53,45.46,3083.5809,2066.6116,2524.3938,2335,5300,8200,22500,24400,25231,22887,27747.302839999997,58944.14475,89891.47995,118049.766,139942.911,181212.1502,179476.1754,60.15192439999999,73.53855022,81.21415116,100.42586419999999,102.05724140000001,102.735023,100.7679556,104.67119040000001,120.6558477,130.1050129,136.3958074,140.3985602,146.5897092,146.3567104,0,0,0,1,0,0,0,0,0
943,2115,Shakhun'ia,Gor'kovskaia oblast',Privolzhskii,0,1,1,18.0,57.67,46.6,3325.8289,2171.56,2687.422,10200,10226,21305,20100,21000,22337,21724,23129.5509,50252.0648,76994.34171000001,100338.5627,118740.0134,154886.2811,152946.1973,85.19553979,85.24254203,99.33505040000001,98.17787869,99.04783175,100.2801915,99.72364957,100.9797147,117.17644479999998,126.59596450000001,132.6252895,136.53201830000003,142.8131705,142.5120594,0,0,0,1,0,0,0,0,0
946,2120,Kirov,Kirovskaia oblast',Privolzhskii,1,1,0,10.0,58.6,49.67,3433.96,2467.1089,2910.6620000000003,62097,146969,271817,333000,389500,453197,470599,19342.15257,42347.672569999995,67275.94668,87838.77005,104460.4227,139488.4126,136799.8568,121.8032939,141.56185569999997,156.5722741,161.6940561,165.7043236,169.6267169,170.6096169,97.41773035,113.5006577,123.5778628,129.57856850000002,133.55416110000002,140.32148059999997,139.8607623,0,0,0,1,0,0,0,0,0
947,2125,Viatskie Poliany,Kirovskaia oblast',Privolzhskii,0,1,0,10.0,56.22,51.08,3160.6884,2609.1664,2871.7176,0,10624,25717,32700,37600,44513,40282,21899.407519999997,47662.818680000004,76848.6091,101750.2218,123281.8088,165336.9535,164808.7386,0.0,85.94904672,103.122147,108.0587351,110.9811541,114.5656949,112.4376054,99.8843307,116.0339781,126.5533348,132.94727120000002,137.41063259999999,144.3780273,144.3011394,0,0,0,1,0,0,0,0,0
948,2127,Kirovo-Chepetsk,Kirovskaia oblast',Privolzhskii,0,1,0,10.0,58.55,50.04,3428.1025,2504.0016,2929.842,0,0,28726,51000,71500,95250,90303,22171.22134,49129.68732,78671.47862000001,101029.7252,119341.8339,155707.1759,153899.7448,0.0,0.0,105.3816793,117.49651429999999,124.9354495,131.42926409999998,130.2092313,100.1310507,116.68793020000001,127.08133980000001,132.7834483,136.6501898,142.9395383,142.6604895,0,0,0,1,0,0,0,0,0
949,2129,Kotel'nich,Kirovskaia oblast',Privolzhskii,0,1,0,10.0,58.3,48.32,3398.89,2334.8224,2817.0559999999996,7553,18457,27640,29200,32800,36841,28245,21021.50445,45805.639189999994,71493.31868,92964.48532,110149.9238,144498.4642,142632.37900000002,79.73954413,96.49523823,104.5919233,105.71796090000002,108.12222620000001,110.5519057,105.03527220000001,99.06820506,115.17931170000001,124.93336049999999,130.87297809999998,134.7827578,141.158735,140.8500369,0,0,0,1,0,0,0,0,0
950,2132,Slobodskoi,Kirovskaia oblast',Privolzhskii,0,1,0,10.0,58.73,50.17,3449.2129,2517.0289,2946.4841,10885,22796,30836,34400,36900,43440,37234,20472.48211,45369.89568,73798.96747999999,95809.86145,113868.288,149954.4818,147812.9753,86.39964572,100.6879865,106.841953,109.1149851,110.5855584,114.0439447,110.77515349999999,98.54209139,114.97423810000001,125.6439233,131.56367340000003,135.5547381,142.04079950000002,141.69814680000002,0,0,0,1,0,0,0,0,0
983,2193,Omutninsk,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,58.66,52.19,3440.9956,2723.7961,3061.4654,6403,17383,24789,28800,28500,29248,26065,18235.6526,40785.295060000004,66053.1394,85527.8488,101477.2856,134689.283,132204.8081,76.8168443,95.32101143,102.3770664,105.4345074,105.2195757,105.7517394,103.3953152,96.25834823,112.7010883,123.17037260000001,128.9723027,132.8853373,139.4932439,139.0538011,0,0,0,1,0,0,0,0,0
1003,2221,Sovetsk,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,57.58,48.94,3315.4564,2395.1236,2817.9652,4794,10800,14600,17000,18400,19368,18167,21545.49585,46910.24085,73778.38752,96565.99545,114850.7911,150909.2418,149254.4951,71.82766605,86.25396754,91.94464067,94.88646972,96.43448074,97.44409372,96.18435019,99.55892872,115.6913485,125.63767079999998,131.7440695,135.7548679,142.1921235,141.9292937,0,0,0,1,0,0,0,0,0
1013,2240,Iaransk,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,57.3,47.86,3283.29,2290.5796,2742.3779999999997,6103,9300,11800,15400,17800,20466,19723,22666.54911,49267.83739,76974.85717,101212.9728,120355.3172,157640.3157,156160.6445,75.97799518,83.49883471,87.90665343,92.97053187,95.78446344,98.53580431,97.80301617,100.5737307,116.7486033,126.59026920000001,132.82521509999998,136.84796799999998,143.2347291,143.00908330000001,0,0,0,1,0,0,0,0,0
1014,2243,Belgorod,Belgorodskaia oblast',Tsentralny,1,1,0,20.0,50.6,36.61,2560.36,1340.2921,1852.4660000000001,30565,34359,72278,151000,239800,300408,337030,23725.37087,45175.63262,65739.83789,87054.86715,103803.8252,138090.9938,139733.5501,106.6595457,109.0900717,125.17749909999999,142.2064625,153.45165569999998,159.08516640000002,162.00013149999998,101.49152559999999,114.8822361,123.0648632,129.37456070000002,133.4084622,140.0830399,140.36308269999998,0,0,0,0,0,0,1,0,0
1015,2246,Alekseevka,Belgorodskaia oblast',Tsentralny,0,1,0,9.0,50.64,38.71,2564.4096,1498.4641,1960.2744,11712,16900,20148,25600,31600,36641,39312,25644.37948,49350.57858,72415.24004,96283.42626000001,114747.3424,150284.5353,151372.8685,87.76634215,94.77156651,98.22515202,103.029557,107.3485058,110.43746499999999,111.9212731,103.0647223,116.78486799999999,125.2199506,131.6768064,135.7338699,142.0932106,142.26528969999998,0,0,0,0,0,0,1,0,0
1016,2247,Valuiki,Belgorodskaia oblast',Tsentralny,0,1,0,9.0,50.21,38.11,2521.0441,1452.3721,1913.5031,10226,16744,18068,29100,32100,34863,35790,23646.99657,45781.1309,67075.65364,89056.25571,106279.07699999999,139902.6513,141218.7615,85.24254203,94.59109352,96.07719846,105.6474277,107.67406229999999,109.394475,109.94411229999999,101.4248676,115.1678244,123.51158079999999,129.8921455,133.9533954,140.39174169999998,140.6137166,0,0,0,0,0,0,1,0,0
1017,2248,Gubkin,Belgorodskaia oblast',Tsentralny,0,1,0,20.0,51.27,37.57,2628.6129,1411.5049,1926.2139,0,0,21333,54100,65100,73848,86083,27409.854760000002,51678.742710000006,75768.50922,101375.6098,123475.1131,162754.904,165478.0741,0.0,0.0,99.3612323,118.77925230000001,122.84795849999999,125.65881350000001,129.1192968,104.4209691,117.7833071,126.2350679,132.8622265,137.4473669,144.0000166,144.39853090000003,0,0,0,0,0,0,1,0,0
1018,2250,Staryi Oskol,Belgorodskaia oblast',Tsentralny,0,1,0,20.0,51.3,37.85,2631.69,1432.6225,1941.705,20180,10946,27474,51500,114900,173917,215898,26646.20104,51986.39623,76677.01733,103150.3704,122748.3161,159755.7517,160838.8803,98.25661135,86.50356685,104.46874659999999,117.7081152,135.76485019999998,145.596403,150.8613134,103.8442903,117.9121769,126.5030462,133.26262250000002,137.3089772,143.5539789,143.7159418,0,0,0,0,0,0,1,0,0
1019,2251,Shebekino,Belgorodskaia oblast',Tsentralny,0,1,0,20.0,50.4,36.89,2540.16,1360.8721,1859.256,1300,9400,13900,26000,39500,44552,45119,24168.12718,45480.59783,66955.57332000001,90257.02311000001,109243.1482,143676.9097,146172.1018,51.41061427,83.69441128,91.00480992,103.3445432,112.02224040000002,114.58444320000001,114.8553477,101.86440970000001,115.0265064,123.47175690000002,130.1976091,134.5908901,141.0232815,141.4325073,0,0,0,0,0,0,1,0,0
1033,2277,Novyi Oskol,Belgorodskaia oblast',Tsentralny,0,1,1,20.0,50.76,37.88,2576.5776,1434.8944,1922.7888,8857,5400,12900,15900,17900,20072,20892,25383.37251,48779.8282,71464.20215,95601.63325,114738.2018,150852.41,152587.6749,82.60925543,73.85948697,89.58589544,93.58771527,95.89415285,98.15025569,98.94522792,102.85711359999999,116.53358270000001,124.92425449999999,131.51376670000002,135.73201369999998,142.1831406,142.456032,0,0,0,0,0,0,1,0,0
1044,2297,Voronezh,Voronezhskaia oblast',Tsentralny,1,1,0,9.0,51.65,39.2,2667.7225,1536.64,2024.68,120017,343555,448226,660000,782900,925941,892008,26908.435989999998,52128.38871,77098.63934,102225.7395,121712.8729,160675.9081,162161.918,136.7821163,162.488622,169.33954440000002,179.5598691,184.16553380000002,188.74819019999998,187.7237139,104.0439805,117.9714213,126.62642859999998,133.0548127,137.1105179,143.6916362,143.9124279,0,0,0,0,0,0,1,0,0
1045,2308,Borisoglebsk,Voronezhskaia oblast',Tsentralny,0,1,0,9.0,51.36,42.07,2637.8496,1769.8849,2160.7152,39768,52876,54415,63700,67600,72338,69392,26468.50895,51668.48745,76656.32962,101152.2473,119379.1804,155141.4819,155083.3372,112.1654227,118.28095549999999,118.90583319999999,122.3665131,123.6847208,125.1960675,124.26735520000001,103.70796899999999,117.77899939999999,126.4969763,132.81138190000001,136.65750500000001,142.8525215,142.84356100000002,0,0,0,0,0,0,1,0,0
1046,2310,Georgiu-Dezh,Voronezhskaia oblast',Tsentralny,0,1,0,9.0,50.98,39.52,2598.9604,1561.8304,2014.7296,7016,25490,37638,48700,52400,54039,55893,27394.49782,52653.03155,76973.36009,102648.1013,122198.3931,159786.3116,160377.0903,78.42782444,102.94215809999999,111.0024381,116.49822420000001,118.0843402,118.7546625,119.4910116,104.4095158,118.1890577,126.58983149999999,133.14995009999998,137.2037671,143.5585624,143.6470118,0,0,0,0,0,0,1,0,0
1047,2311,Novovoronezh,Voronezhskaia oblast',Tsentralny,0,1,0,9.0,51.3,39.21,2631.69,1537.4241,2011.473,0,0,3000,12700,25800,35666,36961,29324.690189999998,58858.359879999996,85350.56109,114490.3915,136043.5894,176277.8649,176603.996,0.0,0.0,64.10192163,89.29035286,103.18760040000001,109.8713415,110.62030060000001,105.8056041,120.62385420000001,128.9251767,135.68163909999998,139.72967250000002,145.9219741,145.9666339,0,0,0,0,0,0,1,0,0
1048,2313,Ostrogozhsk,Voronezhskaia oblast',Tsentralny,0,1,0,9.0,50.85,39.07,2585.7225,1526.4649,1986.7095,22990,11707,28403,29900,34000,35698,34585,26276.44917,51820.35136,75479.20223,100700.8746,119957.7307,156667.9931,157668.5877,100.8581254,87.75834167,105.14964409999999,106.205675,108.87077260000001,109.8901429,109.227066,103.5596939,117.8427104,126.14911780000001,132.70832099999998,136.77056240000002,143.08667250000002,143.2390215,0,0,0,0,0,0,1,0,0
1049,2314,Povorino,Voronezhskaia oblast',Tsentralny,0,1,0,9.0,51.21,42.24,2622.4641,1784.2176,2163.1104,10018,10817,19274,20600,19600,19450,18342,27546.845910000004,53005.13826,77403.35659,101928.7525,120112.4091,155753.5299,155688.1619,84.86350042,86.28318483,97.34806529,98.66540989,97.67931933,97.52752176,96.37248357,104.5228828,118.33401979999998,126.71521809999999,132.9877008,136.8007044,142.94665580000003,142.93661819999997,0,0,0,0,0,0,1,0,0
1050,2316,Rossosh',Voronezhskaia oblast',Tsentralny,0,1,0,9.0,50.18,39.54,2518.0324,1563.4116,1984.1172,16270,27789,30184,36400,44000,57029,62923,24180.52505,47022.84586,68918.81296,91264.49901,108322.165,142181.0407,143081.6782,94.03332562,104.7019184,106.40061259999999,110.2988105,114.31768600000001,119.9313044,122.09514159999999,101.87476219999999,115.7429305,124.1148504,130.4510541,134.3945206,140.77481880000002,140.9246991,0,0,0,0,0,0,1,0,0
1051,2318,Anna,Voronezhskaia oblast',Tsentralny,0,0,1,9.0,51.48,40.42,2650.1904,1633.7764,2080.8216,0,0,0,0,0,19080,19416,28006.80926,54946.955389999996,80356.55987000001,106886.0255,126664.4217,164687.8946,164759.8803,0.0,0.0,0.0,0.0,0.0,97.14854102,97.49296808,104.8617564,119.1180929,127.55960890000001,134.0852455,138.0459687,144.28351730000003,144.2940161,0,0,0,0,0,0,1,0,0
1052,2320,Bobrov,Voronezhskaia oblast',Tsentralny,0,1,1,9.0,51.08,40.03,2609.1664,1602.4009,2044.7324,17389,7000,7600,18000,21400,21258,20806,27076.965969999997,53223.59266,77800.46562999999,103393.1192,122646.89300000001,160276.3506,160705.4101,95.32775025,78.38739151,79.85037183,96.00329343,99.42375656,99.29103254,98.86318309,104.1713906,118.4235185,126.8304523,133.316898,137.2896056,143.6319506,143.6960378,0,0,0,0,0,0,1,0,0
1055,2326,Buturlinovka,Voronezhskaia oblast',Tsentralny,0,1,1,9.0,50.83,40.58,2583.6889,1646.7364,2062.6814,27548,11400,13300,21600,23600,29258,28627,25862.95296,50613.43255,74092.5387,98131.94488,116271.2389,152124.4466,152560.5873,104.52373940000001,87.26116796,90.16488705,99.60935413,101.38480109999999,105.7587703,105.3108115,103.2371184,117.3316236,125.73294140000002,132.11360439999999,136.04145459999998,142.38346299999998,142.451794,0,0,0,0,0,0,1,0,0
1061,2340,Kalach,Voronezhskaia oblast',Tsentralny,0,1,1,9.0,50.42,41.02,2542.1764,1682.6404,2068.2284,17572,18600,16906,18500,20200,23183,20950,24750.95397,48115.93181,70771.01555,93626.93265,110803.1206,145001.913,145638.4921,95.53228808,96.64692629999999,94.77847788,96.54096139,98.27625067,101.02610940000001,99.00038913,102.3459863,116.2379094,124.7064633,131.0354886,134.92007759999998,141.2413929,141.34553300000002,0,0,0,0,0,0,1,0,0
1067,2354,Novaia Usman',Voronezhskaia oblast',Tsentralny,0,0,1,9.0,51.61,39.39,2663.5921,1551.5721,2032.9179,0,0,0,0,0,18223,22476,35510.94378,76490.26478,108703.9528,148831.042,176967.7874,224576.1465,223068.3027,0.0,0.0,0.0,0.0,0.0,96.24472929,100.4044752,109.7800222,126.44819779999999,134.47610880000002,141.86160619999998,146.01636159999998,151.8309474,151.6649711,0,0,0,0,0,0,1,0,0
1072,2364,Pavlovsk,Voronezhskaia oblast',Tsentralny,0,1,1,9.0,50.46,40.09,2546.2116,1607.2081,2022.9414,6340,11100,12100,14800,21000,25905,26365,25434.073519999998,49009.61338,71671.63819,94942.34271,112506.5713,147350.3433,148148.5082,76.64361729999999,86.76364331,88.37806268,92.2057489,99.04783175,103.2701316,103.62817840000001,102.897592,116.63506979999998,124.9890547,131.3550956,135.2747389,141.6235263,141.7521332,0,0,0,0,0,0,1,0,0
1079,2381,Semiluki,Voronezhskaia oblast',Tsentralny,0,1,1,9.0,51.69,39.03,2671.8561,1523.3409,2017.4607,0,7300,13300,18200,20200,21650,25559,36554.691080000004,79098.50541,111997.1098,153691.9232,182931.8935,233243.8541,231622.0232,0.0,79.13222646,90.16488705,96.21995093,98.27625067,99.65551186,102.99702070000001,110.387904,127.20341770000002,135.1691855,142.6282118,146.81851909999997,152.7656391,152.5932023,0,0,0,0,0,0,1,0,0
1086,2394,Kursk,Kurskaia oblast',Tsentralny,1,1,0,20.0,51.73,36.19,2675.9929,1309.7161,1872.1087,98780,119977,204712,284000,375000,424239,412442,25422.445519999997,49748.02575,71877.10813,95341.88135,114085.3698,149552.4798,150622.3051,132.2649604,136.77431930000003,149.5572311,157.6714562,164.72904419999998,167.91111819999998,167.18104350000002,102.88831490000001,116.9582997,125.05307250000001,131.451372,135.5990918,141.9768202,142.1467381,0,0,0,0,0,0,1,0,0
1087,2398,Zheleznogorsk,Kurskaia oblast',Tsentralny,0,1,0,20.0,52.33,35.36,2738.4289,1250.3296,1850.3888,0,0,1900,30900,65300,85192,95528,27706.817789999997,53952.28115,77182.69473999999,101693.2121,121122.6621,156779.3076,157184.7618,0.0,0.0,56.99659855,106.8848193,122.915966,128.88295290000002,131.4960951,104.6413157,118.7196617,126.6509528,132.93434720000002,136.9967025,143.10366499999998,143.1654659,0,0,0,0,0,0,1,0,0
1088,2399,Kurchatov,Kurskaia oblast',Tsentralny,0,1,0,20.0,51.66,35.64,2668.7556,1270.2096,1841.1624,0,0,0,0,21800,41085,45556,27260.88165,51366.54728,74992.47809,99583.87797,119400.491,155438.5136,155754.0484,0.0,0.0,0.0,0.0,99.79341178,112.8565929,115.0620418,104.3096186,117.6518209,126.0038375,132.45145459999998,136.6616783,142.898248,142.9467354,0,0,0,0,0,0,1,0,0
1089,2400,L'gov,Kurskaia oblast',Tsentralny,0,1,0,20.0,51.63,35.26,2665.6569,1243.2676,1820.4738,7282,7732,21328,25100,26500,25643,23783,25452.617130000002,48878.358510000005,70485.56483999999,93471.69953,112609.7033,147291.8298,147959.5057,79.08830953,80.15840859,99.35655923,102.6295249,103.73218829999999,103.0636301,101.5404133,102.9123786,116.5771527,124.6162129,130.9975014,135.2960533,141.614073,141.72173700000002,0,0,0,0,0,0,1,0,0
1090,2401,Shchigry,Kurskaia oblast',Tsentralny,0,1,0,20.0,51.88,36.9,2691.5344,1361.61,1914.372,6936,7600,11400,17100,20600,21187,19582,28378.9703,54419.52381,79478.58879,105779.5158,126906.5264,164650.5068,165546.7737,78.22483564,79.85037183,87.26116796,95.00076800000001,98.66540989,99.22437116,97.66115886,105.1322868,118.9076462,127.3115713,133.84435630000002,138.0908444,144.2780629,144.40850659999998,0,0,0,0,0,0,1,0,0
1113,2447,Ryl'sk,Kurskaia oblast',Tsentralny,0,1,1,20.0,51.56,34.68,2658.4336,1202.7024,1788.1008,10737,12400,12700,16400,18300,19472,17603,23767.96251,46270.87244,66758.50941,88178.71353,105392.1215,137319.0686,137895.1055,86.14533265,88.83914072,89.29035286,94.18773568,96.32747905,97.5498511,95.56674702,101.5276671,115.39632040000001,123.4062606,129.6665217,133.7594756,139.9503779,140.0494392,0,0,0,0,0,0,1,0,0
1121,2465,Lipetsk,Lipetskaia oblast',Tsentralny,1,1,0,42.0,52.6,39.57,2766.76,1565.7849,2081.382,21416,66644,156515,289000,395600,482977,506114,31264.523719999997,61797.99054,89411.03809,117384.1971,138247.6993,177886.2225,177575.6113,99.43866167,123.3681213,143.0632994,158.1100521,166.1046393,171.28852769999997,172.5155426,107.1274537,121.696775,129.9827878,136.263775,140.1098882,146.14148930000002,146.0992381,0,0,0,0,0,0,1,0,0
1122,2473,Griazi,Lipetskaia oblast',Tsentralny,0,1,0,42.0,52.5,39.92,2756.25,1593.6064,2095.8,9351,25881,34425,41300,42600,47458,47478,31381.643589999996,62564.33267,93010.94997999999,125485.1659,150084.6903,192787.2497,193198.6938,83.59881152,103.251294,109.1301629,112.9675159,113.6272754,115.94121809999999,115.9502919,107.20486869999999,121.9688455,130.8844112,137.82625769999999,142.06148869999998,148.09289750000002,148.14479,0,0,0,0,0,0,1,0,0
1123,2474,Dankov,Lipetskaia oblast',Tsentralny,0,1,0,35.0,53.25,39.16,2835.5625,1533.5056,2085.27,9160,10930,12700,20000,23200,24659,23249,33225.97665,66987.60441,97899.59817000001,129026.5683,152611.3784,195247.05,195395.6126,83.22185736,86.47635895,89.29035286,98.0790657,101.04084549999999,102.2706903,101.08326590000001,108.3907383,123.4823861,132.0591166,138.4804959,142.4597399,148.4016346,148.42016669999998,0,0,0,0,0,0,1,0,0
1124,2475,Elets,Lipetskaia oblast',Tsentralny,0,1,0,29.0,52.62,38.51,2768.8644,1483.0201,2026.3962,43239,50891,77900,101000,111700,120261,116726,30486.261639999997,61240.315279999995,89365.60682,118738.80300000001,141141.989,181792.5397,182305.1436,113.94491059999999,117.45013540000001,126.85925149999998,132.7766666,135.1074257,136.8296267,136.1325301,106.6062739,121.496851,129.97119909999998,136.5317801,140.6008203,146.6671513,146.7353602,0,0,0,0,0,0,1,0,0
1132,2499,Lebedian',Lipetskaia oblast',Tsentralny,0,1,1,42.0,53.01,39.17,2810.0601,1534.2889,2076.4017,12102,10351,8600,12300,20000,22850,22966,32521.60988,65377.44999,95925.80377,127256.457,150763.8774,192887.7666,193117.5769,88.3811702,85.46703727,82.07485701,88.68656656,98.0790657,100.7354753,100.8371476,107.94503629999998,122.942251,131.5914187,138.15556809999998,142.1691408,148.1055844,148.1345674,0,0,0,0,0,0,1,0,0
1136,2509,Usman',Lipetskaia oblast',Tsentralny,0,1,1,42.0,52.05,39.73,2709.2025,1578.4729,2067.9465,13325,11400,11900,20200,20100,20878,20133,30052.894630000003,60620.59385,88713.78487999999,118719.52699999999,141170.5525,182488.5856,182580.8284,90.20055451,87.26116796,88.06496786,98.27625067,98.17787869,98.93189251,98.21038999,106.31082859999998,121.27273229999999,129.8043356,136.527986,140.60561919999998,146.7597269,146.7719711,0,0,0,0,0,0,1,0,0
1139,2517,Tambov,Tambovskaia oblast',Tsentralny,1,1,0,42.0,52.72,41.42,2779.3984,1715.6164,2183.6624,76399,106221,172171,230000,270000,304600,293658,29773.32335,59351.651920000004,87018.77442,114553.6821,135238.3961,174722.078,173943.342,126.4213493,133.940743,145.3530061,152.41963169999997,156.4044691,159.43493469999999,158.5124084,106.1181844,120.807252,129.3651274,135.6945142,139.5893666,145.7078789,145.60005790000002,0,0,0,0,0,0,1,0,1
1140,2521,Kirsanov,Tambovskaia oblast',Tsentralny,0,1,0,42.0,52.64,42.73,2770.9696,1825.8529,2249.3072,26051,12804,15654,21800,21300,20754,18506,28735.053160000003,56341.13627,83863.89593,110488.7353,130657.1424,169265.1305,168520.0325,103.3843894,89.44455027,93.2862698,99.79341178,99.33037181,98.81342649,96.54733378,105.3881489,119.66566370000001,128.5264461,134.85407790000002,138.7762206,144.94285630000002,144.83664950000002,0,0,0,0,0,0,1,0,1
