,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
1548,3510,Goriachii Kliuch,Krasnodarskii krai,Yuzhny,0,1,0,56.0,44.63,39.14,1991.8369,1531.9396,1746.8182,0,0,9900,19800,22700,26872,21922.30414,39088.50935,58105.79904,77960.44438,92821.85041,124061.2955,0.0,0.0,84.64533675,97.88009996,100.6033113,104.01634,99.9052195,111.8006749,120.34135520000001,126.876724,130.837849,137.55844040000002,0,1,0,0,0,0,0,0,0
1551,3515,Krymsk,Krasnodarskii krai,Yuzhny,0,1,0,56.0,44.94,37.99,2019.6036,1443.2401,1707.2706,14502,23653,32803,41400,48200,50893,21611.90723,38568.264310000006,56123.509079999996,75447.80657999999,89627.52542,120275.6904,91.81552601,101.4299806,108.12412820000002,113.0189298,116.275554,117.4509872,99.62035506,111.51750829999999,119.5810061,126.13977240000001,130.0379365,136.8324843,0,1,0,0,0,0,0,0,0
1552,3517,Labinsk,Krasnodarskii krai,Yuzhny,0,1,0,56.0,44.64,40.73,1992.7296,1658.9329,1818.1872,28831,35388,41944,49900,53900,57958,20896.40048,38168.89604,57141.36567000001,76988.59887999999,91234.74978,121832.8093,105.45660159999998,109.70735859999999,113.2966663,117.02428370000001,118.69853570000001,120.2854835,98.94941784,111.2977784,119.97442109999999,126.59428600000001,130.44360690000002,137.13358449999998,0,1,0,0,0,0,0,0,0
1554,3526,Slaviansk-na-Kubani,Krasnodarskii krai,Yuzhny,0,1,0,56.0,45.26,38.12,2048.4676,1453.1344,1725.3112,18931,28943,38954,51900,54000,57790,20889.292019999997,37799.07797,55454.835320000006,74118.78441000001,88131.70979,119020.1068,96.99405664,105.53624779999998,111.72779070000001,117.87605729999999,118.73892790000001,120.2218179,98.94264911,111.09244299999999,119.31901140000001,125.7408841,129.6543789,136.5870845,0,1,0,0,0,0,0,0,0
1558,3537,Abinsk,Krasnodarskii krai,Yuzhny,0,1,1,56.0,44.86,38.17,2012.4196,1456.9489,1712.3062,0,0,14800,21200,25300,29182,22427.05546,39689.84016,57323.746439999995,76954.87467,91409.39971,124121.3068,0.0,0.0,92.2057489,99.23659178,102.7903923,105.705281,100.36079170000001,112.12375530000001,120.04424009999998,126.58442690000001,130.4872957,137.5697846,0,1,0,0,0,0,0,0,0
1559,3538,Akhtyrskii,Krasnodarskii krai,Yuzhny,0,0,0,56.0,44.85,38.29,2011.5225,1466.1241,1717.3065,0,0,0,0,NA,18568,22305.70466,39177.176269999996,58581.13242,78881.70437,93757.52435,126712.7411,0.0,0.0,0.0,0.0,NA,96.61307332,100.25211350000001,111.84859509999998,120.5201716,127.14151409999998,131.0674012,138.05493130000002,0,1,0,0,0,0,0,0,0
1560,3539,Kholmskii,Krasnodarskii krai,Yuzhny,0,0,0,56.0,44.85,38.4,2011.5225,1474.56,1722.24,0,0,0,0,NA,15547,22759.60795,39262.5333,58309.563070000004,78543.38982000001,93397.75554,128361.1722,0.0,0.0,0.0,0.0,NA,93.15382601,100.6559253,111.89463390000002,120.41817169999999,127.04460420000001,130.9793863,138.3588347,0,1,0,0,0,0,0,0,0
1561,3542,Apsheronsk,Krasnodarskii krai,Yuzhny,0,1,1,56.0,44.47,39.72,1977.5809,1577.6784,1766.3484,0,22525,29837,32900,33300,34505,21177.18818,38268.938160000005,57357.9895,76596.9135,90852.10899,120887.2976,0.0,100.44812259999999,106.16220530000001,108.18554259999999,108.43708090000001,109.17866529999999,99.21514312,111.35301559999999,120.05732649999999,126.47953500000001,130.3476216,136.9511736,0,1,0,0,0,0,0,0,0
1562,3543,Khadyzhensk,Krasnodarskii krai,Yuzhny,0,1,0,56.0,44.44,39.52,1974.9136,1561.8304,1756.2688,2224,8466,20164,17900,17800,18998,20462.49796,38401.55508,56915.96234,76301.3467,90431.18387000001,119871.5087,59.39881477,81.79056120000001,98.2408873,95.89415285,95.78446344,97.06365746,98.5324069,111.4260375,119.88785179999999,126.39258909999998,130.24160559999999,136.753745,0,1,0,0,0,0,0,0,0
1563,3544,Neftegorsk,Krasnodarskii krai,Yuzhny,0,0,0,56.0,44.36,39.71,1967.8096,1576.8841,1761.5356,0,0,0,0,NA,5683,20318.58235,39038.53725,58173.10024,77295.86084,91265.45664,120136.036,0.0,0.0,0.0,0.0,NA,74.74008027,98.39233658,111.773624,120.366754,126.68393209999999,130.45129369999998,136.8053054,0,1,0,0,0,0,0,0,0
1564,3546,Belaia Glina,Krasnodarskii krai,Yuzhny,0,0,1,58.0,46.08,40.86,2123.3664,1669.5396,1882.8288,0,0,0,0,NA,17881,21568.57566,41039.96195,60232.551620000006,80085.38527,94729.80012999999,127268.5866,0.0,0.0,0.0,0.0,NA,95.87335427,99.58029538,112.83329029999999,121.13133619999999,127.4832635,131.3037287,138.15780859999998,0,1,0,0,0,0,0,0,0
1565,3550,Briukhovetskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,45.81,39.0,2098.5561,1521.0,1786.59,0,0,0,0,NA,21518,21827.81342,40257.145939999995,59738.3181,79600.97207,94397.4086,126316.442,0.0,0.0,0.0,0.0,NA,99.53344692,99.81888769,112.42451670000001,120.95004180000001,127.34629540000002,131.2231856,137.98133080000002,0,1,0,0,0,0,0,0,0
1566,3553,Vyselki,Krasnodarskii krai,Yuzhny,0,0,1,56.0,35.58,39.66,1265.9364,1572.9156,1411.1028,0,0,0,0,NA,17683,7531.1778540000005,15457.60699,23253.050909999998,30660.093760000003,36351.72965,47921.30818,0.0,0.0,0.0,0.0,NA,95.65542227,79.68787840000002,93.04254806,101.0867692,106.72371809999999,110.2709394,116.1505301,0,1,0,0,0,0,0,0,0
1567,3556,Gul'kevichi,Krasnodarskii krai,Yuzhny,0,1,1,56.0,45.35,40.69,2056.6225,1655.6761,1845.2915,6242,13261,20280,22100,27300,31668,24002.40699,42852.7921,62938.4227,84267.64892,98971.26534,132874.7406,76.37109842,90.10912585,98.35463349,100.0666689,104.33891080000001,107.3930537,101.72556829999999,113.7534466,122.10055759999999,128.6353681,132.309458,139.1730351,0,1,0,0,0,0,0,0,0
1568,3557,Girei,Krasnodarskii krai,Yuzhny,0,0,0,56.0,45.41,40.65,2062.0681,1652.4225,1845.9165,0,0,0,0,NA,5769,26973.975619999997,47642.17366,69554.97875,92012.13749,107517.9622,143595.1377,0.0,0.0,0.0,0.0,NA,74.99999994,104.0936143,116.0246446,124.31966299999999,130.6374884,134.2217991,141.0097606,0,1,0,0,0,0,0,0,0
1569,3558,Krasnosel'skii,Krasnodarskii krai,Yuzhny,0,0,0,56.0,45.4,40.59,2061.16,1647.5481,1842.786,0,0,0,0,NA,6563,30522.42751,52236.55531,75426.08002000001,99511.12241,115071.6497,150671.1283,0.0,0.0,0.0,0.0,NA,77.25009104,106.63075800000001,118.01645400000001,126.13330309999999,132.4346325,135.7996399,142.15446619999997,0,1,0,0,0,0,0,0,0
1570,3560,Dinskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,45.21,39.23,2043.9441,1538.9929,1773.5883,0,0,0,0,NA,30873,25794.92647,43706.0722,65667.61865,88684.72107999999,105668.7028,140201.335,0.0,0.0,0.0,0.0,NA,106.86674479999999,103.1836049,114.1744035,123.0404774,129.7968693,133.82010549999998,140.4422849,0,1,0,0,0,0,0,0,0
1571,3564,Kavkazskaia,Krasnodarskii krai,Yuzhny,0,0,1,58.0,45.45,40.68,2065.7025,1654.8624,1848.906,0,0,0,0,NA,10755,25438.3642,45439.09881,66548.53914,88337.6097,103525.0473,137569.6919,0.0,0.0,0.0,0.0,NA,86.17642911,102.90101429999999,115.00692609999999,123.3362809,129.7075267,133.3463467,139.99352439999998,0,1,0,0,0,0,0,0,0
1572,3567,Kalininskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,45.49,38.66,2069.3401,1494.5956,1758.6434,0,0,0,0,NA,11263,22290.27417,39983.60378,59462.66736,79616.32102,94550.74096,126386.097,0.0,0.0,0.0,0.0,NA,87.03543353,100.2382563,112.2799788,120.84833459999999,127.350647,131.2603723,137.9942824,0,1,0,0,0,0,0,0,0
1573,3570,Kanevskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,46.08,38.98,2123.3664,1519.4404,1796.1984,0,0,0,0,NA,37245,21922.497369999997,40993.31974,59832.455579999994,79345.8568,93822.48887999999,125183.6472,0.0,0.0,0.0,0.0,NA,110.78137140000001,99.9053957,112.80913319999999,120.9846781,127.2738557,131.0832615,137.7697775,0,1,0,0,0,0,0,0,0
1574,3573,Korenovsk,Krasnodarskii krai,Yuzhny,0,1,1,56.0,45.46,39.45,2066.6116,1556.3025,1793.3970000000002,0,0,18200,26300,35000,35768,22887.52581,41119.48928,60636.811720000005,80995.00434,95964.56082,128939.8701,0.0,0.0,96.21995093,103.5779282,109.4765315,109.93121799999999,100.7684168,112.874422,121.2786239,127.73843090000001,131.6006866,138.4646766,0,1,0,0,0,0,0,0,0
1575,3574,Krasnoarmeiskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,45.36,38.23,2057.5296,1461.5329,1734.1128,0,0,0,0,NA,23788,22306.4734,40034.92819,58637.10055,78341.49584,92578.9967,122369.3891,0.0,0.0,0.0,0.0,NA,101.5446498,100.2528036,112.30716640000001,120.5411394,126.98659040000001,130.7779237,137.236528,0,1,0,0,0,0,0,0,0
1576,3576,Krylovskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,36.32,39.97,1319.1424,1597.6009,1451.7104,0,0,0,0,NA,11995,7884.357217,16147.004340000001,24276.350430000002,32038.858630000002,37990.23785,50156.91845,0.0,0.0,0.0,0.0,NA,88.21426943,80.50819636,93.886213,101.9546175,107.63449920000001,111.19880729999998,117.1354185,0,1,0,0,0,0,0,0,0
1577,3579,Nizhnebakanskii,Krasnodarskii krai,Yuzhny,0,0,0,56.0,44.87,37.88,2013.3169,1434.8944,1699.6756,0,0,0,0,NA,6359,24066.122059999998,42321.56038,59954.868129999995,80539.20002999999,95672.94601,125978.439,0.0,0.0,0.0,0.0,NA,76.69602036,101.77905109999999,113.4875156,121.0296437,127.61089650000001,131.5308696,137.9183899,0,1,0,0,0,0,0,0,0
1578,3581,Kurganinsk,Krasnodarskii krai,Yuzhny,0,1,1,56.0,44.89,40.59,2015.1121,1647.5481,1822.0851,0,0,24300,34800,37500,40763,22975.7107,40911.335810000004,59837.4187,80192.10007999999,94834.8943,126800.2875,0.0,0.0,101.97428199999999,109.35664309999999,110.9250506,112.689479,100.8456378,112.7666114,120.9865028,127.51333559999999,131.3291408,138.07116200000002,0,1,0,0,0,0,0,0,0
1579,3583,Kushchevskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,46.55,39.63,2166.9025,1570.5369,1844.7765,0,0,0,0,NA,26300,24386.263580000003,46272.227419999996,66312.82294,87636.14824,103349.5773,136362.4044,0.0,0.0,0.0,0.0,NA,103.5779282,102.04586390000001,115.3969496,123.2574807,129.5259966,133.3071712,139.78501640000002,0,1,0,0,0,0,0,0,0
1580,3587,Leningradskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,46.32,39.4,2145.5424,1552.36,1825.0079999999998,0,0,0,0,NA,34554,22916.481490000002,43273.718160000004,62595.294689999995,82838.73952,97798.04254,130569.9086,0.0,0.0,0.0,0.0,NA,109.2083227,100.793802,113.9620463,121.979774,128.2477225,132.0352636,138.7604854,0,1,0,0,0,0,0,0,0
1581,3590,Mostovskoi,Krasnodarskii krai,Yuzhny,0,0,1,56.0,44.41,40.8,1972.2481,1664.64,1811.9279999999999,0,0,0,0,NA,19348,20710.067880000002,37826.61615,56039.08435,75307.61149,89220.5021,118413.2743,0.0,0.0,0.0,0.0,NA,97.42369727,98.77130225,111.1077956,119.54808440000001,126.097998,129.9341492,136.4676312,0,1,0,0,0,0,0,0,0
1582,3591,Psebai,Krasnodarskii krai,Yuzhny,0,0,0,56.0,44.11,40.79,1945.6921,1663.8241,1799.2469,0,0,0,0,NA,11207,18724.283919999998,35204.129389999995,52362.12429,70556.08669,83810.91558,112134.0349,0.0,0.0,0.0,0.0,NA,86.94245603,96.77791269,109.5982581,118.06862579999999,124.6385406,128.5121179,135.1975976,0,1,0,0,0,0,0,0,0
1583,3593,Novokubansk,Krasnodarskii krai,Yuzhny,0,1,1,56.0,45.1,41.04,2034.01,1684.2816,1850.904,12303,8645,0,23900,27100,30201,26121.88545,44906.8958,66235.66891000001,88230.9258,103969.3715,135458.2536,88.69115989,82.16944597,0.0,101.63933879999999,104.18874890000001,106.4122288,103.4396554,114.7543706,123.2316327,129.6800031,133.4452761,139.62775280000002,0,1,0,0,0,0,0,0,0
1584,3595,Novopokrovskaia,Krasnodarskii krai,Yuzhny,0,0,1,58.0,45.95,40.7,2111.4025,1656.49,1870.165,0,0,0,0,NA,18643,21833.81886,41219.89708,60528.168639999996,80488.25968999999,95122.05812999999,127426.2985,0.0,0.0,0.0,0.0,NA,96.69233395,99.82438458,112.9262504,121.239129,127.59660249999999,131.3984471,138.1869235,0,1,0,0,0,0,0,0,0
1585,3598,Otradnaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,49.4,41.53,2440.36,1724.7409,2051.5820000000003,0,0,0,0,NA,20653,22737.25725,44979.49502,66395.42572999999,87602.33677000001,103562.1921,135868.9817,0.0,0.0,0.0,0.0,NA,98.71646264,100.6362116,114.78898170000001,123.2851239,129.5172131,133.35463190000002,139.6993116,0,1,0,0,0,0,0,0,0
1586,3601,Pavlovskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,46.14,39.79,2128.8996,1583.2441,1835.9106,0,0,0,0,NA,28744,22569.53865,42535.92465,61956.976720000006,82112.56513999999,96962.73528,129259.7397,0.0,0.0,0.0,0.0,NA,105.39454070000001,100.4877218,113.5951869,121.7534703,128.0483782,131.8382073,138.52299319999997,0,1,0,0,0,0,0,0,0
1587,3604,Primorsko-Akhtarsk,Krasnodarskii krai,Yuzhny,0,1,1,56.0,46.05,38.19,2120.6025,1458.4761,1758.6495,11252,16629,22006,26000,28000,30047,20492.46384,38470.57834,56032.12855,74268.5266,87881.27961,116721.7169,87.01720271,94.45708404,99.98140931,103.3445432,104.8567765,106.3067835,98.56146064,111.463953,119.5453699,125.7861514,129.5895839,136.13167380000002,0,1,0,0,0,0,0,0,0
1588,3606,Afipskii,Krasnodarskii krai,Yuzhny,0,0,0,56.0,44.9,38.83,2016.01,1507.7689,1743.467,0,0,0,0,NA,15995,28104.40576,45307.85884,68270.79081,93078.07311,111254.3906,150939.2751,0.0,0.0,0.0,0.0,NA,93.70300892,104.93301340000001,114.9448967,123.90444369999999,130.9009182,135.01451540000002,142.19686940000003,0,1,0,0,0,0,0,0,0
1589,3607,Il'skii,Krasnodarskii krai,Yuzhny,0,0,0,56.0,44.85,38.57,2011.5225,1487.6449,1729.8645,9476,0,0,0,NA,19077,22916.06684,40132.65915,59731.27621,80645.11997,96006.5797,133014.8807,83.84181392,0.0,0.0,0.0,NA,97.14544131,100.7934387,112.3588494,120.94744879999999,127.6405915,131.61073059999998,139.19790749999999,0,1,0,0,0,0,0,0,0
1590,3608,Chernomorskii,Krasnodarskii krai,Yuzhny,0,0,0,56.0,44.85,38.51,2011.5225,1483.0201,1727.1735,0,0,0,0,NA,8398,24529.78492,39723.693660000004,59039.698039999996,79630.57951,94754.43697000001,133460.4184,0.0,0.0,0.0,0.0,NA,81.64475748,102.1644545,112.1418119,120.6914346,127.35468870000001,131.3096882,139.2768237,0,1,0,0,0,0,0,0,0
1591,3609,Severskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,44.86,38.68,2012.4196,1496.1424,1735.1848,0,0,0,0,NA,19707,25141.6284,41372.96506,61809.86987,83672.6178,99725.24867999999,136725.303,0.0,0.0,0.0,0.0,NA,97.78696483,102.6631031,113.00504120000001,121.70101580000001,128.4746773,132.4841094,139.84786880000001,0,1,0,0,0,0,0,0,0
1592,3612,Achuevo,Krasnodarskii krai,Yuzhny,0,0,0,56.0,45.71,37.78,2089.4041,1427.3284,1726.9238,0,0,0,0,NA,495,19903.243619999997,37071.35571,53991.75607999999,71639.66892000001,84839.04379,112291.9949,0.0,0.0,0.0,0.0,NA,38.49653703,97.98303412,110.6830216,118.73560060000001,124.979079,128.788705,135.230335,0,1,0,0,0,0,0,0,0
1593,3614,Starominskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,46.54,39.06,2165.9716,1525.6836,1817.8524,0,0,0,0,NA,30743,23659.59254,44771.238260000006,64137.7748,84656.73333999999,99800.91043999999,131823.965,0.0,0.0,0.0,0.0,NA,106.77951940000001,101.435594,114.6895608,122.51808510000001,128.73988359999998,132.501569,138.98577219999999,0,1,0,0,0,0,0,0,0
1594,3617,Tbilisskaia,Krasnodarskii krai,Yuzhny,0,0,1,58.0,45.36,40.19,2057.5296,1615.2361,1823.0184,0,0,0,0,NA,21880,22844.48675,41463.313839999995,61240.5384,81641.66792,96397.59605,127994.6335,0.0,0.0,0.0,0.0,NA,99.86660964,100.73063140000001,113.0514238,121.49693130000001,127.91825,131.7040052,138.2915699,0,1,0,0,0,0,0,0,0
1595,3620,Temriuk,Krasnodarskii krai,Yuzhny,0,1,1,56.0,45.28,37.38,2050.2784,1397.2644,1692.5664,15861,23226,22182,23200,31900,33163,18804.502480000003,35010.8813,51008.60479,68011.03463,80620.7255,106690.0295,93.54020528,101.06336429999999,100.14077809999999,101.04084549999999,107.5443933,108.351238,96.86204318,109.4830364,117.50017179999999,123.8195926,127.63375559999999,134.0427434,0,1,0,0,0,0,0,0,0
1596,3622,Timashevsk,Krasnodarskii krai,Yuzhny,0,1,1,56.0,45.62,38.94,2081.1844,1516.3236,1776.4428,0,0,19000,29100,39100,45556,22156.05592,40203.795360000004,59097.8806,78831.28802,93402.06433,126057.3239,0.0,0.0,97.0657317,105.6474277,111.8068906,115.0620418,100.1173573,112.3963966,120.7130778,127.12709650000001,130.9804422,137.93309309999998,0,1,0,0,0,0,0,0,0
1597,3628,Uspenskoe,Krasnodarskii krai,Yuzhny,0,0,1,58.0,44.84,41.4,2010.6256,1713.96,1856.376,0,0,0,0,NA,9945,22807.227919999998,40836.655739999995,60412.37784,81856.93735,97163.7869,128517.9982,0.0,0.0,0.0,0.0,NA,84.7288068,100.6978689,112.7278106,121.1969646,127.97782240000002,131.8857784,138.3875607,0,1,0,0,0,0,0,0,0
1598,3631,Ust'-Labinsk,Krasnodarskii krai,Yuzhny,0,1,1,58.0,45.21,39.69,2043.9441,1575.2961,1794.3849,19856,25034,30212,35600,39200,41759,22379.92484,40282.6419,60230.85046,80713.97289,95834.82832999999,129026.4791,97.93599182,102.57618509999999,106.419742,109.8325152,111.86091440000001,113.20258359999998,100.3186459,112.4379433,121.1307145,127.6598756,131.56965060000002,138.4804796,0,1,0,0,0,0,0,0,0
1599,3633,Staroshcherbinovskaia,Krasnodarskii krai,Yuzhny,0,0,1,56.0,46.63,38.68,2174.3569,1496.1424,1803.6484,0,0,0,0,NA,17041,23658.05471,44538.06555,63589.836610000006,83698.66951,98551.29385,129438.6667,0.0,0.0,0.0,0.0,NA,94.93340479999999,101.4342847,114.5777463,122.3282217,128.4817344,132.2116489,138.5555566,0,1,0,0,0,0,0,0,0
1602,3640,Giaginskaia,Adygeiskaia avtonomnaia oblast',Yuzhny,0,0,1,56.0,44.87,40.07,2013.3169,1605.6049,1797.9409,0,0,0,0,NA,14522,23255.05046,41422.480189999995,61574.9069,81989.24448,97015.1372,128384.4036,0.0,0.0,0.0,0.0,NA,91.84193928,101.0884983,113.0304723,121.61699820000001,128.0143655,131.8506149,138.363092,0,1,0,0,0,0,0,0,0
1603,3643,Koshekhabl',Adygeiskaia avtonomnaia oblast',Yuzhny,0,0,1,56.0,44.9,40.51,2016.01,1641.0601,1818.899,0,0,0,0,NA,6935,22842.25189,40777.76237,63522.19454,85403.68388,100450.2668,131949.6173,0.0,0.0,0.0,0.0,NA,78.22228517,100.7286676,112.6971666,122.3046803,128.939307,132.650918,139.00823689999999,0,1,0,0,0,0,0,0,0
1604,3646,Krasnogvardeiskoe,Adygeiskaia avtonomnaia oblast',Yuzhny,0,0,1,56.0,45.13,39.59,2036.7169,1567.3681,1786.6967,0,0,0,0,NA,8798,24449.96722,42677.21648,63268.07942,84506.90215,100189.4289,133298.6411,0.0,0.0,0.0,0.0,NA,82.48780458,102.0985791,113.6658868,122.2160365,128.6996881,132.5910327,139.2481967,0,1,0,0,0,0,0,0,0
1605,3649,Tul'skii,Adygeiskaia avtonomnaia oblast',Yuzhny,0,0,1,56.0,44.52,40.18,1982.0304,1614.4324,1788.8136,0,0,0,0,NA,9538,24604.13444,42396.29435,62961.016939999994,84166.53586,99488.02527,130715.4043,0.0,0.0,0.0,0.0,NA,83.96128553,102.2256433,113.5251091,122.10848999999999,128.6081352,132.4292898,138.7867244,0,1,0,0,0,0,0,0,0
1606,3650,Kamennomostskii,Adygeiskaia avtonomnaia oblast',Yuzhny,0,0,0,56.0,44.3,40.18,1962.49,1614.4324,1779.974,0,0,0,0,NA,8292,20240.31096,37402.52198,55633.637370000004,74635.96424,88480.00235,117389.4041,0.0,0.0,0.0,0.0,NA,81.41536766,98.31578157,110.87023159999998,119.3893482,125.8968772,129.7442157,136.2648106,0,1,0,0,0,0,0,0,0
1607,3653,Iablonovskii,Adygeiskaia avtonomnaia oblast',Yuzhny,0,0,0,56.0,44.99,38.95,2024.1001,1517.1025,1752.3605,0,0,0,0,NA,47994,49944.24864,68948.57985,106652.6539,149309.11800000002,179811.2243,230696.2556,0.0,0.0,0.0,0.0,NA,116.1832038,117.0434612,124.12447209999999,134.0346303,141.9380122,146.4018405,152.49427450000002,0,1,0,0,0,0,0,0,0
1608,3657,Tliustenkhabl',Adygeiskaia avtonomnaia oblast',Yuzhny,0,0,0,56.0,44.98,39.1,2023.2004,1528.81,1758.7179999999998,0,0,0,0,NA,3869,33572.39469,51626.21148,78555.88046,107947.0532,129705.5136,173225.63100000002,0.0,0.0,0.0,0.0,NA,68.24001294,108.60681650000001,117.76123329999999,127.0481889,134.31410280000003,138.60404419999998,145.5002935,0,1,0,0,0,0,0,0,0
1609,3659,Shovgenovskii,Adygeiskaia avtonomnaia oblast',Yuzhny,0,0,1,56.0,45.02,30.24,2026.8004,914.4576,1361.4048,0,0,0,0,NA,4101,11403.423929999999,22919.39024,33578.01925,44097.40437,52248.104810000004,68005.17276,0.0,0.0,0.0,0.0,NA,69.20553015,87.26677847,100.7963505,108.6103081,114.3649769,118.0212574,123.8176744,0,1,0,0,0,0,0,0,0
1611,3667,Budennovsk,Stavropol'skii krai,Yuzhny,0,1,0,59.0,44.78,44.15,2005.2484,1949.2225,1977.037,15776,23150,27895,35800,45500,55350,17313.71394,34326.97012,50957.14967,69003.97508999999,82040.6012,109487.2235,93.43629389,100.99747629999999,104.77984649999999,109.94997099999999,115.0356553,119.27767560000001,95.24304214,109.07059029999999,117.47829250000001,124.14236770000001,128.02853570000002,134.64267759999998,0,1,0,0,0,0,0,1,0
1612,3669,Georgievsk,Stavropol'skii krai,Yuzhny,0,1,0,59.0,44.14,43.47,1948.3396,1889.6409,1918.7658,22597,31578,35135,44200,53600,62926,19269.96575,37279.0523,55360.019779999995,75053.9261,89935.96089,119925.4921,100.51210259999999,107.33407460000001,109.5571064,114.4146858,118.57694920000002,122.09619520000001,97.34393457,110.8006095,119.2816294,126.0222262,130.11629879999998,136.76427560000002,0,1,0,0,0,0,0,1,0
1614,3673,Zheleznovodsk,Stavropol'skii krai,Yuzhny,0,1,0,59.0,44.14,43.01,1948.3396,1849.8601,1898.4614,2200,7400,11900,18800,23500,28460,25807.55342,44520.1171,68325.39812,92322.74595,110418.1237,147028.3846,59.23168899,79.37447326,88.06496786,96.85732969,101.2993073,105.19076399999999,103.19354759999999,114.56911740000001,123.92224420000001,130.7145368,134.83923059999998,141.571469,0,1,0,0,0,0,0,1,0
1616,3678,Lermontov,Stavropol'skii krai,Yuzhny,0,1,0,59.0,44.12,42.98,1946.5744,1847.2804,1896.2776,0,0,10900,15100,18800,20772,26978.00026,47008.29864,69354.7189,94374.76791000001,112901.8215,151074.8473,0.0,0.0,86.42524819,92.59154444,96.85732969,98.83066261,104.0966587,115.73627309999999,124.2553742,131.21769,135.35632880000003,142.21828180000003,0,1,0,0,0,0,0,1,0
1620,3688,Aleksandrovskoe,Stavropol'skii krai,Yuzhny,0,0,1,58.0,44.72,43.02,1999.8784,1850.7204,1923.8544,0,0,0,0,NA,26509,19322.847859999998,37014.23883,54887.115979999995,74193.94542999999,88413.95300000001,117778.1256,0.0,0.0,0.0,0.0,NA,103.7391052,97.39801964,110.65058020000001,119.09430929999999,125.76361580000001,129.7272041,136.342003,0,1,0,0,0,0,0,1,0
1621,3691,Kursavka,Stavropol'skii krai,Yuzhny,0,0,1,58.0,44.46,42.51,1976.6916,1807.1001,1889.9946,0,0,0,0,NA,9625,20082.61534,37746.25535,56309.158039999995,76465.04815,91281.82162,122163.8169,0.0,0.0,0.0,0.0,NA,84.12776987,98.16073217,111.0629658,119.65324270000002,126.4407824,130.4553894,137.1971376,0,1,0,0,0,0,0,1,0
1622,3694,Divnoe,Stavropol'skii krai,Yuzhny,0,0,1,58.0,45.91,43.35,2107.7281,1879.2225,1990.1985,0,0,0,0,NA,14526,18436.12806,36650.54351,54275.87384,72778.96936,86519.29774,115282.66,0.0,0.0,0.0,0.0,NA,91.84721802,96.47300997,110.44293859999999,118.85000840000001,125.33210700000001,129.2342152,135.8423421,0,1,0,0,0,0,0,1,0
1623,3697,Arzgir,Stavropol'skii krai,Yuzhny,0,0,1,58.0,45.38,44.23,2059.3444,1956.2929,2007.1574,0,0,0,0,NA,15307,17541.02084,34731.34974,51535.15137,69364.95421,82473.40874,109652.5567,0.0,0.0,0.0,0.0,NA,92.85375869,95.49779774,109.31534750000002,117.7229211,124.25866409999998,128.1476345,134.6776978,0,1,0,0,0,0,0,1,0
1624,3700,Blagodarnyi,Stavropol'skii krai,Yuzhny,0,1,1,58.0,45.1,43.42,2034.01,1885.2964,1958.2420000000002,14156,16100,14900,20200,22700,27828,18201.14664,35833.9051,53217.06925,71696.98457,85321.19197999999,114189.1241,91.35333468,93.82972653,92.33511976,98.27625067,100.6033113,104.7306212,96.2211869,109.96982390000001,118.4208507,124.9969608,128.91736129999998,135.6202634,0,1,0,0,0,0,0,1,0
1625,3704,Grachevka,Stavropol'skii krai,Yuzhny,0,0,1,58.0,45.21,42.42,2043.9441,1799.4564,1917.8082,0,0,0,0,NA,5347,20286.94498,38815.23884,57718.78635,77907.56112,92920.85531,124659.1634,0.0,0.0,0.0,0.0,NA,73.69005086,98.36142496,111.6523636,120.19477979999999,126.8614378,130.8622378,137.67123469999999,0,1,0,0,0,0,0,1,0
1626,3707,Izobil'nyi,Stavropol'skii krai,Yuzhny,0,1,1,58.0,45.37,41.71,2058.4369,1739.7241,1892.3827,0,6700,11100,23200,29200,32905,21372.914090000002,39763.83165,59117.87889,79476.84161,94519.95078,127685.77900000001,0.0,77.61368265,86.76364331,101.04084549999999,105.71796090000002,108.1887038,99.39850128,112.1632024,120.7205125,127.3110752,131.2529093,138.234754,0,1,0,0,0,0,0,1,0
