,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
502,1069,Khvastovichi,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,53.47,35.11,2859.0409,1232.7121,1877.3317,0,0,0,0,NA,4485,30859.05572,63401.34194,89142.31267,117269.8307,139067.55,177517.0578,0.0,0.0,0.0,0.0,NA,70.70276756,106.85740459999998,122.2625632,129.9141621,136.2410186,140.2499001,146.09126569999998,0,0,0,0,0,0,1,0,0
505,1081,Bui,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.48,41.53,3419.9104,1724.7409,2428.6744,9667,20352,27221,29200,28300,35809,28157.2164,60296.5146,86748.72355,111128.7136,130231.08099999999,164604.9127,84.20766227,98.42494068,104.27971579999999,105.71796090000002,105.0751506,109.95524259999999,104.9714783,121.15470020000001,129.2944328,134.9882501,138.6992765,144.2714097,0,0,0,0,0,0,1,0,0
506,1083,Galich,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.38,42.34,3408.2244,1792.6756,2471.8092,8856,13695,16119,19400,21300,21652,27251.35751,58706.89543,85144.84501,109118.8594,127783.31300000001,162106.4661,82.60720295,90.72154990000001,93.85257717,97.4766887,99.33037181,99.65735617,104.3024811,120.56726189999999,128.870382,134.5644781,138.2527096,143.90422230000001,0,0,0,0,0,0,1,0,0
507,1084,Manturovo,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.34,44.75,3403.5556,2002.5625,2610.715,0,8371,16345,21500,22600,22452,23858.30843,51667.91802,77147.17427,99519.51669,117034.0611,150516.3725,0.0,81.58657346,94.12254281,99.51674952,100.5147645,100.3830657,101.604138,117.7787602,126.6405922,132.4365739,136.19404169999999,142.1299625,0,0,0,0,0,0,1,0,0
508,1085,Nerekhta,Kostromskaia oblast',Tcentralny,0,1,0,18.0,57.45,40.58,3300.5025,1646.7364,2331.321,7381,16325,22310,25700,26700,29295,38940.97641,84076.91653,117929.5958,150146.8432,174591.4112,216144.9331,79.32867091,94.09878752,100.2559693,103.1087173,103.8854019,105.7847658,111.72072179999999,128.5839729,136.372019,142.0713585,145.6898181,150.889395,0,0,0,0,0,0,1,0,0
510,1088,Shar'ia,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.36,45.51,3405.8896,2071.1601,2655.9636,4222,14333,22268,25800,26000,42091,22875.54693,49591.50825,74802.14675,96769.09956,114051.9465,147184.6159,69.69017636,91.59102203,100.2182379,103.18760040000001,103.3445432,113.37115619999999,100.7579066,116.8901517,125.9467926,131.7923058,135.5922678,141.596743,0,0,0,0,0,0,1,0,0
511,1091,Antropovo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.4,43.01,3410.56,1849.8601,2511.784,0,0,0,0,NA,4207,26220.7695,56476.52995,82504.80786,105919.0832,124141.2533,157842.3607,0.0,0.0,0.0,0.0,NA,69.63076509,103.5165251,119.71818229999998,128.1562526,133.8748669,137.5735541,143.2653896,0,0,0,0,0,0,1,0,0
512,1094,Vokhma,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.93,46.77,3472.7449,2187.4329,2756.1561,0,0,0,0,NA,4953,20724.36322,45054.8448,68796.09718,89058.62994,105164.2145,136997.7801,0.0,0.0,0.0,0.0,NA,72.3817885,98.78501813,114.8248506,124.07514429999999,129.89275320000002,133.7094063,139.8949604,0,0,0,0,0,0,1,0,0
513,1097,Kadyi,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.78,43.19,3338.5284,1865.3761,2495.5182,0,0,0,0,NA,4147,28325.452419999998,61505.45567,89867.57169,115281.2738,134857.5077,170690.1403,0.0,0.0,0.0,0.0,NA,69.39124009,105.0935815,121.5921081,130.0989448,135.8420619,139.5227298,145.1447898,0,0,0,0,0,0,1,0,0
515,1101,Karavaevo,Kostromskaia oblast',Tcentralny,0,0,0,18.0,57.75,41.08,3335.0625,1687.5664,2372.37,0,0,0,0,NA,8365,40611.883010000005,84203.93559,119333.5354,152405.9631,177078.1423,219068.6589,0.0,0.0,0.0,0.0,NA,81.57362102,112.61063859999999,128.6182116,136.648564,142.42758930000002,146.03142780000002,151.2196638,0,0,0,0,0,0,1,0,0
516,1103,Krasnoe-na-Volge,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.51,41.25,3307.4001,1701.5625,2372.2875,4455,0,0,0,NA,8598,37369.12576,80360.84865,113157.7044,143693.1897,166727.1889,206819.0225,70.58994649,0.0,0.0,0.0,NA,82.07064285,110.85142069999999,127.5608145,135.4090106,141.0259726,144.57932119999998,149.8077935,0,0,0,0,0,0,1,0,0
518,1110,Georgievskoe,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.07,43.07,3372.1249,1855.0249,2501.0749,0,0,0,0,NA,2948,27354.83399,59178.37319,86406.21483,110872.2955,129809.2593,164725.4013,0.0,0.0,0.0,0.0,NA,63.82223966,104.3799073,120.7429882,129.20448059999998,134.9345767,138.6228707,144.288988,0,0,0,0,0,0,1,0,0
519,1114,Kosmynino,Kostromskaia oblast',Tcentralny,0,0,0,18.0,57.58,40.76,3315.4564,1661.3776,2346.9608,0,0,0,0,NA,2237,38585.77568,82338.26964,115979.3368,147646.6761,171576.889,212760.0322,0.0,0.0,0.0,0.0,NA,59.48868698,111.52709569999999,128.1105086,135.9828233,141.67134819999998,145.2696691,150.50186599999998,0,0,0,0,0,0,1,0,0
520,1116,Bogovarovo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.98,47.03,3478.6404,2211.8209,2773.8294,0,0,0,0,NA,2640,20477.32362,44552.7482,68222.03331,88327.66823,104336.9833,136189.8266,0.0,0.0,0.0,0.0,NA,62.07130108,98.54678605,114.58480279999999,123.8885392,129.7049632,133.5268338,139.75507290000002,0,0,0,0,0,0,1,0,0
521,1119,Ostrovskoe,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.8,42.24,3340.84,1784.2176,2441.472,0,0,0,0,NA,5388,30998.587460000002,67197.4553,96476.71616,123099.4432,143509.8984,180382.2755,0.0,0.0,0.0,0.0,NA,73.82125318,106.95069509999999,123.5519095,131.7228368,137.37592869999997,140.99565880000003,146.47858190000002,0,0,0,0,0,0,1,0,0
522,1121,Pavino,Kostromskaia oblast',Tcentralny,0,0,1,18.0,59.11,46.15,3493.9921,2129.8225,2727.9265,0,0,0,0,NA,3405,20808.64162,45171.26234,68453.55529,88513.20765,104418.2234,135584.3731,0.0,0.0,0.0,0.0,NA,66.14569256,98.86570775,114.8801623,123.96396899999999,129.75276359999998,133.5448222,139.649747,0,0,0,0,0,0,1,0,0
523,1124,Parfen'evo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.48,43.41,3419.9104,1884.4281,2538.6168,1301,0,0,0,NA,3032,25203.6203,54551.3576,80151.61697999999,103013.3868,120815.5954,154059.1011,51.42164157,0.0,0.0,0.0,NA,64.27193219,102.7130142,118.9604213,127.5019318,133.2319432,136.9372875,142.68521289999998,0,0,0,0,0,0,1,0,0
524,1127,Ponazyrevo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.35,46.31,3404.7225,2144.6161,2702.1885,0,0,0,0,NA,5621,22251.67584,48287.81078,73516.92039,95212.18719,112341.2354,146016.3646,0.0,0.0,0.0,0.0,NA,74.55052972,100.2035556,116.31481090000001,125.55809520000001,131.4201601,135.2405316,141.4071534,0,0,0,0,0,0,1,0,0
525,1131,Pyshchug,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.88,45.71,3466.8544,2089.4041,2691.4048,0,0,0,0,NA,3242,21614.47484,46910.69126,70796.48173,91498.3192,107838.7389,139643.9207,0.0,0.0,0.0,0.0,NA,65.35017812,99.62272652,115.6915551,124.71449879999999,130.5095098,134.2908345,140.3478795,0,0,0,0,0,0,1,0,0
527,1136,Sudislavl',Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.88,41.71,3350.0944,1739.7241,2414.1748,976,0,0,0,NA,5783,32129.31431,69042.86833,98664.09037,125890.9,146761.0767,184172.583,47.38205718,0.0,0.0,0.0,NA,75.04198767,107.6930067,124.1549245,132.2379559,137.90206369999999,141.52816869999998,146.9823692,0,0,0,0,0,0,1,0,0
528,1138,Susanino,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.15,41.59,3381.4225,1729.7281,2418.4585,0,0,0,0,NA,5289,30475.6683,65245.34971,93515.3436,119478.0269,139537.7619,175624.0316,0.0,0.0,0.0,0.0,NA,73.50292129,106.5990973,122.8974017,131.0081874,136.67685659999998,140.32986100000002,145.8322107,0,0,0,0,0,0,1,0,0
531,1186,Volokolamsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.05,35.94,3141.6025,1291.6836,2014.4370000000001,4412,5400,8600,15500,18400,18226,44490.390589999995,96786.72983,135864.96300000002,173220.7896,203253.5405,251274.0167,70.42706346,73.85948697,82.07485701,93.09539132,96.43448074,96.24795918,114.55481909999999,131.7964885,139.6986124,145.4996193,149.38240380000002,154.6117996,0,0,0,0,0,0,1,0,0
534,1193,Dubna,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.76,37.14,3221.6976,1379.3796,2108.0664,0,9904,32626,43700,54900,65805,45629.248380000005,99705.64745,139270.8281,177389.3322,207604.8966,255007.7392,0.0,84.65276999,108.0116387,114.17143429999999,119.0994321,123.0868453,115.096511,132.4795843,140.2844985,146.0738667,149.90064809999998,154.9788253,0,0,0,0,0,0,1,0,0
537,1200,Zaraisk,Moskovskaia oblast',Tcentralny,0,1,0,35.0,54.76,38.88,2998.6576,1511.6544,2129.0688,11766,17156,20699,23700,26700,26958,44629.25913,96322.4956,139566.929,180091.2756,211304.3741,261720.3044,87.85255341,95.06451329999999,98.76067716,101.46996920000001,103.8854019,104.0815259,114.62153980000001,131.6861173,140.3348129,146.4395034,150.33346740000002,155.62641519999997,0,0,0,0,0,0,1,0,0
539,1210,Kashira,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.84,38.16,3007.4256,1456.1856,2092.6944,7435,17419,22121,39500,43800,44110,49238.61997,109460.3686,158341.2175,203448.8261,238288.7748,292120.0904,79.4585734,95.36141305,100.08567159999998,112.02224040000002,114.2202857,114.37108529999999,116.7357844,134.63698469999997,143.3409379,149.4058796,153.29506819999997,158.38021809999998,0,0,0,0,0,0,1,0,0
542,1220,Mozhaisk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.51,36.03,3081.3601,1298.1609,2000.0253,2625,11752,15697,20300,27100,30735,46139.064360000004,99904.6502,141228.2821,180723.8521,212137.8159,262245.1295,61.98154944,87.83023634,93.33926638,98.37418575,104.18874890000001,106.77414080000001,115.33503999999999,132.52548810000002,140.6153155,146.52437859999998,150.4300145,155.6764013,0,0,0,0,0,0,1,0,0
545,1225,Ozery,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.85,38.53,3008.5225,1484.5609,2113.3705,14050,22629,24786,26100,26700,28215,47781.792839999995,104582.9757,150671.2062,193779.8706,226970.8559,279283.4523,91.20971373,100.5404793,102.3746172,103.4226068,103.8854019,105.0134908,116.0876941,133.58126289999998,142.15447849999998,148.2179172,152.092453,157.25116119999998,0,0,0,0,0,0,1,0,0
548,1231,Pushchino,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.84,37.64,3007.4256,1416.7696,2064.1776,0,0,0,10100,16500,19479,51923.55942,112141.5551,159654.2557,204537.3143,239402.6122,294052.2622,0.0,0.0,0.0,85.01376064,94.30576736,97.55695114,117.88591219999999,135.1991571,143.5387505,149.5363517,153.4105679,158.54619440000002,0,0,0,0,0,0,1,0,0
551,1235,Solnechnogorsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.19,36.98,3157.3161,1367.5204,2077.9062,0,13548,24214,33500,47900,55554,60519.07864,135172.0956,189741.4094,239870.9087,280579.4851,339303.5619,0.0,90.51608590000001,101.9026906,108.5618274,116.1409439,119.358046,121.23582150000001,139.57777969999998,147.705555,153.45898069999998,157.3672986,162.171322,0,0,0,0,0,0,1,0,0
553,1241,Chekhov,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.14,37.46,3040.4196,1403.2516,2065.5444,0,0,18800,37600,52500,59206,60292.315010000006,132973.3935,187865.2819,238950.6679,279676.057,340463.4214,0.0,0.0,96.85732969,110.9811541,118.1257801,120.7532456,121.1531669,139.19054680000002,147.46411619999998,153.3637631,157.2863947,162.2582483,0,0,0,0,0,0,1,0,0
554,1242,Shatura,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.57,39.55,3088.0249,1564.2025,2197.7935,2558,15122,19629,24500,29400,31635,47727.3846,103368.1505,147693.2848,188332.5549,220177.1348,272542.6213,61.57511053,92.61956508,97.70854636,102.1398949,105.8583756,107.3714457,116.06314420000001,133.31132069999998,141.6788618,147.52445580000003,151.34382119999998,156.638999,0,0,0,0,0,0,1,0,0
556,1249,Privokzal'nyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.99,35.92,3134.8801,1290.2464,2011.1608,0,0,0,0,NA,5801,45186.41285,97659.14407000001,137327.9221,175802.8194,206338.87300000002,253595.5658,0.0,0.0,0.0,0.0,NA,75.09583999,114.887351,132.002603,139.9519033,145.8567865,149.7509021,154.84059309999998,0,0,0,0,0,0,1,0,0
557,1250,Sychevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.06,38.72,3031.6036,1499.2384,2131.9232,0,0,0,0,NA,3007,55737.63658,125409.8732,178683.3702,226235.6722,262725.8561,319241.0172,0.0,0.0,0.0,0.0,NA,64.13924659,119.4301648,137.8121656,146.24961340000002,152.01244069999998,155.7221065,160.6227132,0,0,0,0,0,0,1,0,0
558,1252,Beloozerskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.46,38.45,3075.8116,1478.4025,2132.437,0,0,0,0,NA,12529,66265.59935,148617.1536,210775.9976,266758.5225,311746.5216,376663.6616,0.0,0.0,0.0,0.0,NA,89.03434497,123.2416632,141.82734969999998,150.27207819999998,156.1025128,160.02112639999999,164.8426923,0,0,0,0,0,0,1,0,0
559,1253,Lopatinskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.34,38.73,3062.5156,1500.0129,2143.3182,0,0,0,0,NA,14231,58411.29358,134142.5358,191259.18899999998,245451.4201,286187.0738,345850.6854,0.0,0.0,0.0,0.0,NA,91.45437275,120.45643159999999,139.39717819999998,147.8992802,154.0293051,157.864172,162.6584558,0,0,0,0,0,0,1,0,0
560,1254,Fosforitnyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.33,38.89,3061.4089,1512.4321,2151.7837,0,0,0,0,NA,4495,56104.775579999994,124025.2249,175450.646,223124.4709,260245.9692,318251.1154,0.0,0.0,0.0,0.0,NA,70.74022685,119.5737048,137.55161940000002,145.8083555,151.67117230000002,155.4854999,160.5440035,0,0,0,0,0,0,1,0,0
561,1255,Khorlovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.33,38.82,3061.4089,1506.9924,2147.9106,0,0,0,0,NA,4468,56553.2371,126273.3171,179230.8529,228433.4431,266511.9378,326499.8748,0.0,0.0,0.0,0.0,NA,70.63891755,119.74788600000001,137.9733089,146.32361719999997,152.25092519999998,156.07940449999998,161.19310959999999,0,0,0,0,0,0,1,0,0
562,1256,rp im. Tsiurupy,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.49,38.64,3079.1401,1493.0496,2144.1336,0,0,0,0,NA,4644,62430.92966,139391.1221,197540.8873,250158.8497,292081.947,354683.4988,0.0,0.0,0.0,0.0,NA,71.28984416,121.92170279999999,140.304951,148.6863408,154.50120569999999,158.3769313,163.3023584,0,0,0,0,0,0,1,0,0
563,1258,Iakhroma,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.29,37.49,3168.5641,1405.5001,2110.3121,8345,14896,16263,17200,16700,17499,63071.23075,142957.5771,201485.0517,254602.2786,298495.9224,360021.9468,81.53038646,92.32995988,94.02497987,95.11446803,94.53991814,95.45092677,122.14714640000001,140.9040981,149.16886100000002,154.9392085,158.92413349999998,163.6843959,0,0,0,0,0,0,1,0,0
564,1259,Dedenevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.27,36.71,3054.7729,1347.6241,2028.9617,0,0,0,0,NA,7626,55266.46467,120832.1028,171916.1464,220876.625,259580.8871,318960.5237,0.0,0.0,0.0,0.0,NA,79.91141954,119.2446873,136.940485,145.31728969999998,151.4218741,155.4216916,160.60043330000002,0,0,0,0,0,0,1,0,0
565,1270,Krasnozavodsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.44,38.23,3185.4736,1461.5329,2157.7012,0,13382,19523,25400,27400,29786,54788.99371,120797.9594,171460.0851,216912.1449,253538.532,308571.988,0.0,90.28165296,97.60152751,102.87039659999999,104.41362,106.1269547,119.05525890000001,136.93387080000002,145.2532537,150.97645580000002,154.83499540000003,159.7622801,0,0,0,0,0,0,1,0,0
566,1271,Khot'kovo,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.25,38.0,3164.0625,1444.0,2137.5,0,0,14300,18200,22100,23343,65670.80851,147621.134,208704.4718,263153.3504,307454.7069,370145.781,0.0,0.0,91.54690752,96.21995093,100.0666689,101.1644187,123.041555,141.66722969999998,150.0300275,155.7626861,159.67059509999999,164.3947654,0,0,0,0,0,0,1,0,0
567,1273,Bogorodskoe,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.43,36.25,3072.4849,1314.0625,2009.3375,0,0,0,0,NA,8872,49313.02798,107476.0555,152180.6136,194689.47199999998,228627.2535,281446.8821,0.0,0.0,0.0,0.0,NA,82.64001795,116.76841670000002,134.2127663,142.3922729,148.3319655,152.27185459999998,157.4447505,0,0,0,0,0,0,1,0,0
568,1274,Mukhanovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.51,38.32,3193.3801,1468.4224,2165.4632,0,0,0,0,NA,837,51856.716089999994,115183.6055,163261.6302,206829.7872,241499.15,294142.5054,0.0,0.0,0.0,0.0,NA,45.29053202,117.8579412,135.8223053,144.0746325,149.8090676,153.6266355,158.5539219,0,0,0,0,0,0,1,0,0
569,1276,Skoropuskovskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.37,38.18,3177.5769,1457.7124,2152.2066,0,0,0,0,NA,6184,59156.671579999995,132457.2994,189004.6783,238882.9753,278913.6892,336245.8475,0.0,0.0,0.0,0.0,NA,76.20802158,120.7349277,139.0988041,147.6110075,153.3567456,157.2179358,161.9408409,0,0,0,0,0,0,1,0,0
572,1286,Reshetnikovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.45,36.57,3186.6025,1337.3649,2064.3765,0,0,0,0,NA,4151,47657.85204,104531.4974,146382.519,186330.2491,218402.7366,268030.7823,0.0,0.0,0.0,0.0,NA,69.40730299,116.031733,133.5698823,141.4667238,147.26492140000002,151.14479780000002,156.2214291,0,0,0,0,0,0,1,0,0
573,1288,Peski,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.62,38.8,2983.3444,1505.44,2119.256,0,0,0,0,NA,4074,43816.548989999996,93609.41503999999,135517.9913,175081.055,205369.5672,254814.7487,0.0,0.0,0.0,0.0,NA,69.09567119,114.2283604,131.0312047,139.6381729,145.75743319999998,149.63568080000002,154.95997580000002,0,0,0,0,0,0,1,0,0
574,1297,Lotoshino,Moskovskaia oblast',Tcentralny,0,0,1,24.0,56.23,35.64,3161.8129,1270.2096,2004.0372,0,0,0,0,NA,8752,40964.92694,88071.41648,123202.7115,157460.8384,184827.3615,228459.0903,0.0,0.0,0.0,0.0,NA,82.39261022,112.79441570000002,129.6387943,137.39558630000002,143.207463,147.0684338,152.25369569999998,0,0,0,0,0,0,1,0,0
575,1299,Lukhovitsy,Moskovskaia oblast',Tcentralny,0,1,1,24.0,54.96,39.03,3020.6016,1523.3409,2145.0888,0,0,12700,18100,27700,32501,47233.93708,102550.375,147280.1069,189000.5561,221104.6124,272607.0344,0.0,0.0,89.29035286,96.11189091,104.6362808,107.93186409999998,115.8393258,133.127969,141.6121787,147.6104775,151.447265,156.6449143,0,0,0,0,0,0,1,0,0
576,1300,Beloomut,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.94,39.34,3018.4036,1547.6356,2161.3396,0,0,0,0,NA,8305,44309.12029,95197.9376,138548.4611,179027.5286,210391.7398,260026.0824,0.0,0.0,0.0,0.0,NA,81.4436402,114.4674415,131.4167285,140.1613395,146.29615790000003,150.22734450000002,155.46442050000002,0,0,0,0,0,0,1,0,0
577,1306,Oktiabr'skii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.39,36.7,3068.0521,1346.89,2032.8129999999999,0,0,0,0,NA,8634,60855.778229999996,133691.7997,187647.1586,240328.8762,281634.3392,342522.6245,0.0,0.0,0.0,0.0,NA,82.14636474,121.35802959999998,139.3177121,147.4359025,153.5062416,157.4614601,162.4119062,0,0,0,0,0,0,1,0,0
578,1309,Uvarovka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.53,35.6,3083.5809,1267.36,1976.868,0,0,0,0,NA,3675,41280.0647,88486.58664,124835.405,160109.7633,188213.8804,233246.9858,0.0,0.0,0.0,0.0,NA,67.3927446,112.95725290000001,129.7459109,137.70439019999998,143.60702560000001,147.50914419999998,152.765971,0,0,0,0,0,0,1,0,0
579,1313,Aprelevka,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.54,37.08,3084.6916,1374.9264,2059.4232,400,5700,14900,18000,21000,21178,79309.02182000001,179367.27,252271.0879,318626.0202,372754.2706,448700.5338,35.89764742,74.79173431,92.33511976,96.00329343,99.04783175,99.21590678,127.263379,146.3420245,154.71030019999998,160.57383969999998,164.5748943,169.3670846,0,0,0,0,0,0,1,0,0
581,1316,Kievskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.43,36.91,3072.4849,1362.3481,2045.9213,0,0,0,0,NA,7728,65586.53588,146373.8142,206719.3717,262930.8745,307977.6367,373253.7261,0.0,0.0,0.0,0.0,NA,80.14914302,123.0130695,141.4653092,149.7959962,155.7415753,159.71354530000002,164.6092515,0,0,0,0,0,0,1,0,0
582,1319,Elektrougli,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.73,38.2,3105.8329,1459.24,2128.886,0,8500,14000,17200,19400,18645,90127.64444,207098.4343,292408.8566,366992.7714,428323.9078,511245.5397,0.0,81.86307285,91.14163098,95.11446803,97.4766887,96.69444364,130.1648752,149.84084430000001,158.4050876,164.1754658,168.159557,172.78064750000001,0,0,0,0,0,0,1,0,0
583,1321,rp im. Vorovskogo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.73,38.32,3105.8329,1468.4224,2135.5736,0,0,0,0,NA,5272,81445.36685,188695.5548,268324.6253,337127.554,393114.4414,469349.835,0.0,0.0,0.0,0.0,NA,73.44772943,127.86380179999999,147.5712357,156.24882040000003,162.00749869999999,165.94221519999996,170.5401891,0,0,0,0,0,0,1,0,0
584,1322,Obukhovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.62,38.38,3093.5844,1473.0244,2134.6956,3906,0,0,0,NA,11359,75127.62912,171166.0086,242676.9796,305801.4506,357224.4091,428394.674,68.39735118,0.0,0.0,0.0,NA,87.19386753,126.04426409999998,145.2118793,153.7472664,159.5343631,163.4848509,168.16384159999998,0,0,0,0,0,0,1,0,0
585,1324,Chernogolovka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.01,38.39,3137.1201,1473.7921,2150.2239,0,0,0,0,NA,18488,70220.31648,159226.4123,225077.4918,283097.7511,330316.3749,396819.685,0.0,0.0,0.0,0.0,NA,96.52821105,124.53205120000001,143.4744591,151.8859064,157.5915555,161.4883381,166.1839982,0,0,0,0,0,0,1,0,0
586,1326,Golitsyno,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.61,36.99,3092.4721,1368.2601,2057.0139,1500,0,0,0,NA,23315,77605.85234,176407.0381,249050.2951,314752.6665,368163.1366,440441.0917,53.48319243,0.0,0.0,0.0,NA,101.1402764,126.774046,145.9396719,154.3908172,160.2640144,164.2570696,168.88385159999999,0,0,0,0,0,0,1,0,0
587,1329,Kubinka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.57,36.7,3088.0249,1346.89,2039.4189999999999,0,0,0,0,NA,8019,62678.95374,140354.4288,199275.8256,254268.0035,297623.3327,360995.461,0.0,0.0,0.0,0.0,NA,80.81235089,122.00927800000001,140.4681532,148.8996689,154.90650349999999,158.85032919999998,163.7535004,0,0,0,0,0,0,1,0,0
589,1335,Kurovskoe,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.59,38.93,3090.2481,1515.5449,2164.1187,3388,11422,16350,17500,19300,21139,59081.09616,129414.8226,182691.3271,231055.8011,269570.6311,327832.104,66.06430363,87.29719134,94.12847755,95.45204337,97.37466838,99.17919036,120.7068362,138.5512195,146.786631,152.5327389,156.36466399999998,161.29652480000001,0,0,0,0,0,0,1,0,0
590,1336,Likino-Dulevo,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.69,38.97,3101.3761,1518.6609,2170.2393,11341,18490,24612,27500,31800,34203,60638.38389,132238.1253,185633.4373,233990.3857,272544.4286,330851.7448,87.16425245,96.53033662,102.2321068,104.4880836,107.4792831,108.9950332,121.279195,139.0597439,147.1740017,152.844642,156.639165,161.5295004,0,0,0,0,0,0,1,0,0
591,1337,Vereia,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.77,39.1,3110.2929,1528.81,2180.607,0,0,0,0,NA,4582,61614.07034,131497.6886,183382.3144,230457.2452,268341.5125,325126.4258,0.0,0.0,0.0,0.0,NA,71.06305996,121.63102240000002,138.92734719999999,146.8781209,152.46867450000002,156.2503937,161.0860869,0,0,0,0,0,0,1,0,0
592,1339,Elektrogorsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.88,38.78,3122.5744,1503.8884,2167.0264,4073,12400,11500,13000,15900,18391,64685.03439,142587.1933,200654.7988,252396.7181,293871.9451,355096.7475,69.09159005,88.83914072,87.42441329,89.73213313,93.58771527,96.42487201,122.70624620000001,140.84251630000003,149.06801480000001,154.7226858,158.53074750000002,163.3321205,0,0,0,0,0,0,1,0,0
593,1340,Bol'shie Dvory,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.81,38.65,3114.7561,1493.8225,2157.0565,0,0,0,0,NA,5283,73612.31159,164979.3759,231564.4666,290326.6982,336493.0777,401289.8154,0.0,0.0,0.0,0.0,NA,73.48345973,125.58715659999999,144.3260023,152.5870624,158.2252563,161.959548,166.4729367,0,0,0,0,0,0,1,0,0
594,1345,Krasnoarmeisk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.11,38.14,3148.3321,1454.6596,2140.0354,4444,8923,18213,22400,26000,27460,71374.3267,161641.052,228434.3713,287517.695,335786.2867,403780.8146,70.54841101,82.7442654,96.23395954,100.3366075,103.3445432,104.4583275,124.89612549999998,143.83524939999998,152.2510255,157.9807586,161.90603380000002,166.6326632,0,0,0,0,0,0,1,0,0
597,1364,Dorokhovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.54,36.37,3084.6916,1322.7769,2019.9898,0,0,0,0,NA,5286,52513.89275,115501.6365,163364.87900000002,208590.1578,244753.7846,301408.8838,0.0,0.0,0.0,0.0,NA,73.49319295,118.13153159999999,135.886581,144.08981,150.0166061,153.9586631,159.1690838,0,0,0,0,0,0,1,0,0
