,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1897,pop1926,mp1897,mp1926,spop1897,spop1926,smp1897,smp1926,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
750,1695,Chekalin,Tul'skaia oblast',Tcentralny,0,1,0,44.0,54.1,36.26,2926.81,1314.7876,1961.6660000000002,1612,1834,22868.85512,36845.57533,54.54163579,56.46402299,100.75203309999999,110.5545172,0,0,0,0,0,0,1,0,1
756,1704,Chern',Tul'skaia oblast',Tcentralny,0,0,1,44.0,53.45,36.93,2856.9025,1363.8249,1973.9085,3660,3323,21374.55344,33903.20953,67.32560942,65.74977131,99.40003066,108.8112888,0,0,0,0,0,0,1,0,1
774,1741,Liubim,Iaroslavskaia oblast',Tcentralny,0,1,1,50.0,58.36,40.7,3405.8896,1656.49,2375.252,3000,3693,17045.427519999997,30341.0176,64.10192163,67.47298988,94.93846717,106.50767959999999,0,0,0,0,0,0,1,0,0
775,1743,Myshkin,Iaroslavskaia oblast',Tcentralny,0,0,1,50.0,57.79,38.44,3339.6841,1477.6336,2221.4476,2232,2498,20070.53265,35430.37277,59.45417468,61.20317314,98.14880713,109.732428,0,0,0,0,0,0,1,0,0
784,1762,Petrovskoe,Iaroslavskaia oblast',Tcentralny,0,0,0,50.0,57.01,39.27,3250.1401,1542.1329,2238.7827,1505,NA,23320.47341,42011.94393,53.53187723,NA,101.1449977,113.3311251,0,0,0,0,0,0,1,0,0
791,1777,Ioshkar-Ola,Mariiskaia ASSR,Privolzhskii,1,1,0,14.0,56.64,47.89,3208.0896,2293.4521,2712.4896,1658,4374,13832.163730000002,23921.68812,54.95801525,70.28195224,90.91149312,101.6576286,0,0,0,1,0,0,0,0,0
814,1829,Ardatov,Mordovskaia ASSR,Privolzhskii,0,1,1,39.0,54.85,46.25,3008.5225,2139.0625,2536.8125,3546,5885,15784.01036,27188.17038,66.80733624,75.34521269,93.44610784,104.2550708,0,0,0,1,0,0,0,0,1
859,1933,Tsivil'sk,Chuvashskaia ASSR,Privolzhskii,0,1,1,14.0,55.89,47.49,3123.6921,2255.3001,2654.2161,2336,2654,14886.80999,25695.53668,60.15856621,62.15466848,92.31810034,103.1051901,0,0,0,1,0,0,0,0,0
861,1941,Iadrin,Chuvashskaia ASSR,Privolzhskii,0,1,1,14.0,55.93,46.21,3128.1649,2135.3641,2584.5253,2454,3510,15393.00932,26722.27678,60.92543413,66.64063125,92.96177619,103.90240329999999,0,0,0,1,0,0,0,0,0
868,1964,Vyksa,Gor'kovskaia oblast',Privolzhskii,0,1,0,6.0,55.32,42.17,3060.3024,1778.3089,2332.8444,2664,10910,20026.53225,34887.87205,62.21398186,86.44229905,98.10532623,109.4093938,0,0,0,1,0,0,0,0,0
883,2008,Varnavino,Gor'kovskaia oblast',Privolzhskii,0,0,1,18.0,57.4,45.08,3294.76,2032.2064,2587.592,1444,1598,14639.36602,25927.77952,52.92813228,54.41287214,91.99628682,103.28799670000001,0,0,0,1,0,0,0,0,0
904,2047,Kniaginino,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.82,45.03,3115.8724,2027.7009,2513.5746,2737,NA,16923.72277,29178.057610000003,62.64117348,NA,94.79887982,105.70250290000001,0,0,0,1,0,0,0,0,0
912,2061,Lukoianov,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,55.04,44.5,3029.4016,1980.25,2449.28,2117,6430,16941.2359,28910.848280000002,58.64121579,76.89062261,94.81902159999999,105.5134124,0,0,0,1,0,0,0,0,0
915,2065,Makar'evo,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,56.08,45.07,3144.9664,2031.3049,2527.5256,1560,NA,17565.23354,29982.373069999998,54.05839013,NA,95.52475937,106.26238740000001,0,0,0,1,0,0,0,0,0
923,2077,Perevoz,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.6,44.54,3091.36,1983.8116,2476.424,770,NA,17283.0906,29870.10755,44.17450688,NA,95.20849168,106.18505959999999,0,0,0,1,0,0,0,0,0
973,2177,Lal'sk,Kirovskaia oblast',Privolzhskii,0,0,0,7.0,60.74,47.59,3689.3476,2264.8081,2890.6166,1124,1784,9921.257529999999,17452.9636,49.345694,56.0493789,84.68480918,95.39946064,0,0,0,1,0,0,0,0,0
975,2180,Malmyzh,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,56.52,50.67,3194.5104,2567.4489,2863.8684,3165,5363,12515.10961,21682.3261,64.96212236,73.74135717,89.01341242,99.68530282,0,0,0,1,0,0,0,0,0
1000,2215,Sanchursk,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,56.94,47.24,3242.1636,2231.6176,2689.8456,1266,NA,13716.616269999999,23972.36805,51.03127245,NA,90.75159664,101.70030909999998,0,0,0,1,0,0,0,0,0
1009,2233,Khalturin,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,58.54,48.89,3426.9316,2390.2321,2862.0206,3300,4653,11778.29493,21008.73229,65.63718232,71.32254233,87.87213292,99.05610698,0,0,0,1,0,0,0,0,0
1033,2277,Novyi Oskol,Belgorodskaia oblast',Tsentralny,0,1,1,20.0,50.76,37.88,2576.5776,1434.8944,1922.7888,2996,8857,16036.26346,25383.37251,64.08055885,82.60925543,93.7528958,102.85711359999999,0,0,0,0,0,0,1,0,0
1046,2310,Georgiu-Dezh,Voronezhskaia oblast',Tsentralny,0,1,0,9.0,50.98,39.52,2598.9604,1561.8304,2014.7296,3108,7016,16924.30804,27394.49782,64.66949717,78.42782444,94.79955324,104.4095158,0,0,0,0,0,0,1,0,0
1066,2351,Nizhnedevitsk,Voronezhskaia oblast',Tsentralny,0,0,1,9.0,51.55,38.38,2657.4025,1473.0244,1978.489,2409,2247,18014.08702,28615.773230000003,60.6368551,59.55751066,96.01862432,105.302761,0,0,0,0,0,0,1,0,0
1198,2659,Arsk,Tatarskaia ASSR,Privolzhskii,0,0,1,14.0,56.09,49.86,3146.0881,2486.0196,2796.6474,1228,2627,14278.05154,24269.69148,50.59679066,61.99354215,91.51751624,101.9490775,0,0,0,1,0,0,0,0,0
1211,2688,Kuibyshev,Tatarskaia ASSR,Privolzhskii,0,1,1,14.0,54.97,49.03,3021.7009,2403.9409,2695.1791,2800,3500,14753.99624,25135.33156,63.00191707,66.59405807,92.14597026,102.6580272,0,0,0,1,0,0,0,0,0
1239,2748,Enotaevka,Astrakhanskaia oblast',Yuzhny,0,0,1,2.0,47.24,47.04,2231.6176,2212.7616,2222.1696,2826,3753,10022.7202,17508.97486,63.1487307,67.73801585,84.87217959,95.46206209,0,1,0,0,0,0,0,0,0
1322,2971,Sergievsk,Kuibyshevskaia oblast',Privolzhskii,0,0,1,36.0,53.94,51.17,2909.5236,2618.3689,2760.1098,3057,3598,12470.95693,22045.40669,64.40366365,67.04552881,88.94673697,100.0171917,0,0,0,1,0,0,0,0,0
1464,3274,Akhty,Dagestanskaia ASSR,Yuzhny,0,0,1,53.0,41.46,47.76,1718.9316,2281.0176,1980.1296,3190,NA,6435.820936,11403.593159999999,65.08901275,NA,76.90649252,87.26705573,0,1,0,0,0,0,0,1,0
1466,3280,Botlikh,Dagestanskaia ASSR,Yuzhny,0,0,1,53.0,42.67,46.23,1820.7289,2137.2129,1972.6341,1225,NA,7739.315664,14135.43734,50.56199935,NA,80.17534355,91.32554949,0,1,0,0,0,0,0,1,0
1469,3290,Gunib,Dagestanskaia ASSR,Yuzhny,0,0,1,53.0,42.39,46.97,1796.9121,2206.1809,1991.0583,685,NA,7426.889601999999,13193.18631,42.63331037,NA,79.43911657,90.01181729999999,0,1,0,0,0,0,0,1,0
1475,3303,Madzhalis,Dagestanskaia ASSR,Yuzhny,0,0,1,53.0,42.13,47.84,1774.9369,2288.6656,2015.4992,1327,NA,7092.4676549999995,12534.21372,51.70582183,NA,78.61994019,89.04219659,0,1,0,0,0,0,0,1,0
1481,3321,Levashi,Dagestanskaia ASSR,Yuzhny,0,0,1,53.0,42.44,47.34,1801.1536,2241.0756,2009.1096,1343,NA,7381.452819,13188.06903,51.87832831,NA,79.32976371,90.00445618,0,1,0,0,0,0,0,1,0
1490,3346,Kasumkent,Dagestanskaia ASSR,Yuzhny,0,0,1,53.0,41.68,48.15,1737.2224,2318.4225,2006.892,1013,NA,6688.553311,11715.017109999999,47.89569407,NA,77.58355722,87.77116834,0,1,0,0,0,0,0,1,0
