,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,pop2002,pop2010,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,mp2002,mp2010,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,spop2002,spop2010,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,smp2002,smp2010,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
899,2035,Volodarsk,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,56.24,43.19,3162.9376,1865.3761,2429.0056,0,0,0,12700,12400,11034,10989,9924,35753.02647,84114.26488999999,125410.234,161400.1439,188193.8142,235360.8159,229010.7486,210361.229,0.0,0.0,0.0,89.29035286,88.83914072,86.65257884,86.57651258,84.68989609999998,109.92243789999999,128.5940453,137.81223310000001,143.7994761,147.5065544,152.9890688,152.31322,150.22378930000002,0,0,0,1,0,0,0,0,0
900,2036,Il'inogorsk,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,56.23,42.96,3161.8129,1845.5616,2415.6408,0,0,0,0,0,8065,8433,7968,35245.39668,79274.1714,117414.0655,151919.9524,177054.53100000002,221925.6094,216617.5903,198949.7379,0.0,0.0,0.0,0.0,0.0,80.91522402,81.71993411,80.697681,109.62278899999998,127.25346259999999,136.2697148,142.35136269999998,146.028205,151.5385008,150.9430641,148.8597036,0,0,0,1,0,0,0,0,0
901,2038,Reshetikha,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,56.22,43.29,3160.6884,1874.0241,2433.7638,0,0,0,0,0,8165,7482,6771,36458.83432,89726.93347,134384.7452,175226.11399999997,203880.5617,251021.9197,243563.5362,223792.2891,0.0,0.0,0.0,0.0,0.0,81.13707404,79.57095667,77.79952788,110.3327361,130.0632193,139.4397795,145.7774312,149.4577063,154.5868381,153.8377111,151.74479230000003,0,0,0,1,0,0,0,0,0
902,2039,Smolino,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,56.27,43.03,3166.3129,1851.5809,2421.2981,0,0,0,0,0,8098,2911,2749,35201.41798,80098.17034,118852.9784,154018.2833,179426.2832,224427.8481,219723.0819,201806.6259,0.0,0.0,0.0,0.0,0.0,80.98870353,63.62059507,62.71044203,109.59664540000001,127.4868682,136.55424140000002,142.6788824,146.3499835,151.81466890000002,151.2930335,149.2078183,0,0,0,1,0,0,0,0,0
903,2044,Diveevo,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.05,43.24,3030.5025,1869.6976,2380.362,0,0,0,0,0,5511,6500,NA,31326.958089999996,65248.60201,97411.79707,126969.839,149668.3744,191803.2097,190199.7345,174798.6633,0.0,0.0,0.0,0.0,0.0,74.20963392,77.08062912,NA,107.16875470000001,122.89850690000002,131.9443367,138.1025669,141.9952812,147.9683741,147.76420380000002,145.71845880000004,0,0,0,1,0,0,0,0,0
904,2047,Kniaginino,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.82,45.03,3115.8724,2027.7009,2513.5746,0,0,0,0,0,6374,6838,6708,29178.057610000003,63236.23293,95908.42056,125564.1875,148248.9931,189669.3832,187135.1463,171969.2167,0.0,0.0,0.0,0.0,0.0,76.73729331,77.97332513,77.63471,105.70250290000001,122.20490459999999,131.5872608,137.8410394,141.7682791,147.6963265,147.36955659999998,145.3247312,0,0,0,1,0,0,0,0,0
905,2049,Kovernino,Gor'kovskaia oblast',Privolzhskii,0,0,1,18.0,57.13,43.81,3263.8369,1919.3161,2502.8653,0,0,0,0,0,7212,6875,6894,29766.38307,65663.38889,97386.81219,125337.0346,146674.1976,184771.3094,181681.3833,167005.3586,0.0,0.0,0.0,0.0,0.0,78.91660040000001,78.06865654,78.11743383,106.11338130000001,123.03904840000001,131.9384436,137.7985254,141.51408,147.0610772,146.6523371,144.6194129,0,0,0,1,0,0,0,0,0
906,2051,Krasnye Baki,Gor'kovskaia oblast',Privolzhskii,0,0,1,18.0,57.12,45.16,3262.6944,2039.4256,2579.5392,3048,0,0,0,0,8456,7944,7295,26558.21507,58180.317039999994,87889.73069,114020.6603,134321.1732,172805.367,170407.1583,157012.3733,64.35634933,0.0,0.0,0.0,0.0,81.76918494,80.64349284,79.12003696,103.7768923,120.36947590000001,129.5917732,135.58587849999998,139.42860480000002,145.4416992,145.1048127,143.1392077,0,0,0,1,0,0,0,0,0
907,2052,Vetluzhskii,Gor'kovskaia oblast',Privolzhskii,0,0,0,18.0,57.17,45.11,3268.4089,2034.9121,2578.9387,0,0,0,0,0,6309,5674,5250,26999.71555,58042.086489999994,87603.88728,113587.773,133775.5304,172429.538,170050.5492,156665.8145,0.0,0.0,0.0,0.0,0.0,76.5578182,74.71267867,73.37607085,104.1130777,120.3172862,129.517616,135.4973092,139.3324926,145.38918930000003,145.0543474,143.0863398,0,0,0,1,0,0,0,0,0
911,2059,Gremiachevo,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,55.39,43.04,3068.0521,1852.4416,2383.9856,0,0,0,0,0,5335,5303,5260,32756.5703,69233.16434,103165.4735,133829.7631,157279.0947,200536.4737,198365.8498,182180.6095,0.0,0.0,0.0,0.0,0.0,73.65148203,73.54825586,73.40867575,108.0946738,124.21626950000001,133.2660028,139.3420615,143.1798235,149.0536113,148.78799180000001,146.7188054,0,0,0,1,0,0,0,0,0
912,2061,Lukoianov,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,55.04,44.5,3029.4016,1980.25,2449.28,6430,5500,7000,10200,11400,12276,12856,14949,28910.848280000002,60455.357079999994,91351.36476,120078.4809,142189.5832,183899.9182,182274.3069,167160.6162,76.89062261,74.17521432,78.38739151,85.19553979,87.26116796,88.64978382,89.52122942,92.39822774,105.5134124,121.2126237,130.4727867,136.7940959,140.77624450000002,146.9464471,146.7312619,144.6417631,0,0,0,1,0,0,0,0,0
918,2070,Vorsma,Gor'kovskaia oblast',Privolzhskii,0,1,0,25.0,55.98,43.28,3133.7604,1873.1584,2422.8144,5435,9400,10900,13000,14000,13648,12629,11622,35248.82348,79383.68157,118282.1163,153156.009,178705.9687,223639.23899999997,218839.08800000002,201103.2512,73.97057493,83.69441128,86.42524819,89.73213313,91.14163098,90.65607287,89.18443362,87.62186451,109.62482479999998,127.28460940000001,136.4417396,142.5447915,146.25267209999998,151.727938,151.193878,149.12253330000001,0,0,0,1,0,0,0,0,0
920,2072,Tumbotino,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,55.99,43.02,3134.8801,1850.7204,2408.6898,0,0,0,0,0,8000,7676,7300,37299.55498,82433.4151,122118.6875,158117.6404,183776.2457,228313.7928,223166.6904,205182.71,0.0,0.0,0.0,0.0,0.0,80.76970669,80.02830123,79.13222646,110.81218500000001,128.1366531,137.1884821,143.30710580000002,146.9301378,152.23799609999998,151.67583249999998,149.61341169999997,0,0,0,1,0,0,0,0,0
923,2077,Perevoz,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.6,44.54,3091.36,1983.8116,2476.424,0,0,0,0,0,8313,9386,9201,29870.10755,64478.95005,97354.52106,127322.6307,150275.9106,192377.7255,189922.4323,174306.9389,0.0,0.0,0.0,0.0,0.0,81.46101913,83.66714244,83.30336029,106.18505959999999,122.63556000000001,131.93082520000002,138.1677893,142.09184240000002,148.0411461,147.7287348,145.65045519999998,0,0,0,1,0,0,0,0,0
924,2079,Pil'na,Gor'kovskaia oblast',Privolzhskii,0,0,1,39.0,55.55,45.92,3085.8025,2108.6464,2550.856,0,0,0,0,0,7478,7866,7337,27328.661669999998,57682.190910000005,88573.44987000001,117017.7393,138931.9792,179980.3461,178318.0843,163652.1046,0.0,0.0,0.0,0.0,0.0,79.56141657,80.46637095,79.22219914,104.3603489,120.1808736,129.76826409999998,136.1907863,140.2267999,146.4245914,146.2001215,144.13198559999998,0,0,0,1,0,0,0,0,0
925,2081,Pochinki,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,54.7,44.87,2992.09,2013.3169,2454.389,10620,0,0,0,0,11148,11925,NA,28023.425769999998,58242.013170000006,88507.74648999999,117239.0663,139295.3313,180654.4395,179257.3806,164690.5236,85.94206447,0.0,0.0,0.0,0.0,86.84404781,88.10436071,NA,104.87390420000001,120.39273329999999,129.751358,136.2348937,140.2886659,146.51507859999998,146.3271977,144.28390080000003,0,0,0,1,0,0,0,0,0
927,2085,Sukhobezvodnoe,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,57.04,44.87,3253.5616,2013.3169,2559.3848,0,0,0,0,0,4546,6748,6374,27665.86497,60656.942670000004,91309.88732000001,118259.9722,139088.1972,177502.051,174752.092,160898.8242,0.0,0.0,0.0,0.0,0.0,70.93013461,77.73951446,76.73729331,104.61105570000001,121.2859351,130.4624119,136.4373656,140.25341640000002,146.089222,145.7120257,143.7248761,0,0,0,1,0,0,0,0,0
929,2089,Sechenovo,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.23,45.9,3050.3529,2106.81,2535.0570000000002,0,0,0,0,0,4085,5239,NA,27228.569180000002,56955.31364,87367.38509,115471.8949,137157.0081,178319.0549,176822.1388,162216.1383,0.0,0.0,0.0,0.0,0.0,69.14050564,73.34014204,NA,104.2853941,119.90298770000001,129.45609240000002,135.880577,139.92243969999998,146.2002531,145.9964637,143.9204489,0,0,0,1,0,0,0,0,0
930,2092,Sosnovskoe,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.8,43.17,3113.64,1863.6489,2408.886,0,0,0,0,0,9187,9207,8746,34089.650910000004,74620.17971,110887.1462,143625.367,168080.6621,211675.66,208116.2819,191215.1197,0.0,0.0,0.0,0.0,0.0,83.27556644,83.31526041,82.38016076,108.92573229999999,125.89213079999999,134.93768830000002,141.01475980000004,144.7738194,150.3765208,149.96089730000003,147.8936752,0,0,0,1,0,0,0,0,0
931,2097,Tonkino,Gor'kovskaia oblast',Privolzhskii,0,0,1,18.0,57.37,46.46,3291.3169,2158.5316,2665.4102,0,0,0,0,0,5637,5499,5103,24134.371909999998,52085.20432,80062.00336,104355.4915,123513.2067,160379.7455,158534.0229,146460.9506,0.0,0.0,0.0,0.0,0.0,74.59962231,74.17208225,72.89033853,101.836199,117.95341869999999,127.4766696,133.5309331,137.4545997,143.64740869999997,143.3700785,141.4794662,0,0,0,1,0,0,0,0,0
932,2099,Tonshaevo,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,57.74,47.02,3333.9076,2210.8804,2714.9348,0,0,0,0,0,4394,4432,4573,22987.158330000002,49520.08607,76388.90279,99356.10227999999,117576.2209,153653.8198,151670.2196,140086.2608,0.0,0.0,0.0,0.0,0.0,70.35846436,70.50299616,71.02991515,100.8556426,116.85898940000001,126.4183771,132.39875220000002,136.30193789999998,142.6222894,142.3121074,140.4228238,0,0,0,1,0,0,0,0,0
933,2100,Pizhma,Gor'kovskaia oblast',Privolzhskii,0,0,0,25.0,57.86,47.08,3347.7796,2216.5264,2724.0488,0,0,0,0,0,5253,4339,4300,22627.13445,48879.28473,75337.78364,97964.42822999999,115921.3558,151539.8027,149600.3332,138136.467,0.0,0.0,0.0,0.0,0.0,73.38585807,70.14731152,69.99615202,100.538826,116.57756189999999,126.10699450000001,132.0743318,135.97116119999998,142.2915837,141.9844444,140.0908337,0,0,0,1,0,0,0,0,0
935,2103,Uren',Gor'kovskaia oblast',Privolzhskii,0,1,1,18.0,57.46,45.79,3301.6516,2096.7241,2631.0934,0,0,10800,10600,13100,13560,12558,12306,24765.58502,53580.60135,81256.78189,105594.1242,124629.5323,161435.6057,159387.0525,147032.6787,0.0,0.0,86.25396754,85.90711799,89.87736811,90.53293307,89.07798062,88.69575222,102.3579436,118.5690659,127.81138100000001,133.8037713,137.6656561,143.804745,143.4986168,141.572164,0,0,0,1,0,0,0,0,0
936,2104,Ar'ia,Gor'kovskaia oblast',Privolzhskii,0,0,0,18.0,57.48,45.97,3303.9504,2113.2409,2642.3556,0,0,0,0,0,5481,5016,5015,24511.490319999997,52966.37418,81507.26718,105653.4914,124817.2275,161139.3624,159084.8008,146830.5469,0.0,0.0,0.0,0.0,0.0,74.11561871,72.59701307,72.59361549,102.14937259999999,118.31810359999999,127.88098400000001,133.8167747,137.7009725,143.7606965,143.4531444,141.53942890000002,0,0,0,1,0,0,0,0,0
937,2106,Chkalovsk,Gor'kovskaia oblast',Privolzhskii,0,1,1,25.0,56.76,43.24,3221.6976,1869.6976,2454.3024,5550,7400,11600,13800,12600,15059,13856,12371,33256.734110000005,74336.82903,110772.3032,142466.3226,166172.6393,207240.44199999998,203077.2831,186522.0506,74.3311797,79.37447326,87.5863958,90.86710486,89.14101762,92.5392264,90.94432931,88.79500778,108.4100054,125.80677179999999,134.91361559999999,140.8223881,144.4992125,149.8576263,149.3611976,147.2898929,0,0,0,1,0,0,0,0,0
940,2110,Sharanga,Gor'kovskaia oblast',Privolzhskii,0,0,1,18.0,57.17,46.54,3268.4089,2165.9716,2660.6918,0,0,0,0,0,6053,6381,6562,24308.441430000003,52588.95968,80948.31487999999,105934.9515,125582.7413,163095.7022,161345.0406,149108.6462,0.0,0.0,0.0,0.0,0.0,75.83465079,76.75652459,77.24741244,101.9812969,118.16258470000001,127.7253973,133.8783336,137.84450880000003,144.0502229,143.79128669999997,141.9060001,0,0,0,1,0,0,0,0,0
941,2112,Shatki,Gor'kovskaia oblast',Privolzhskii,0,0,1,25.0,55.19,44.13,3045.9361,1947.4569,2435.5347,0,0,0,0,0,9469,9879,9654,30178.15663,63261.36196,95183.71074,124826.2061,147663.457,189755.4368,187919.9519,172633.8287,0.0,0.0,0.0,0.0,0.0,83.82828148,84.60626827,84.18296677,106.39661840000001,122.2136889,131.41330190000002,137.7026607,141.67405359999998,147.70735190000002,147.4711829,145.4177453,0,0,0,1,0,0,0,0,0
944,2116,Vakhtan,Gor'kovskaia oblast',Privolzhskii,0,0,0,18.0,57.97,46.68,3360.5209,2179.0224,2706.0396,0,0,0,0,0,8321,6641,5770,22801.41115,49222.70832,75483.36613,97939.55961,115729.9916,150821.8478,148816.5226,137327.5579,0.0,0.0,0.0,0.0,0.0,81.47838319,77.45791491,75.00300205,100.6927497,116.7288004,126.150357,132.06849640000002,135.9326331,142.17830859999998,141.8592821,139.9518406,0,0,0,1,0,0,0,0,0
945,2117,Siava,Gor'kovskaia oblast',Privolzhskii,0,0,0,18.0,58.02,46.32,3366.3204,2145.5424,2687.4864,0,0,0,0,0,7228,5431,4728,23035.40165,49774.90015,75951.9113,98426.87894,116179.0468,151009.283,148983.1659,137411.8113,0.0,0.0,0.0,0.0,0.0,78.95597819,73.95791121,71.59287948,100.8977562,116.96998130000001,126.2894001,132.1826003,136.02295149999998,142.20792869999997,141.8859429,139.9663526,0,0,0,1,0,0,0,0,0
951,2135,Arbazh,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.68,48.3,3326.9824,2332.89,2785.9440000000004,0,0,0,0,0,4927,4067,3564,21971.9022,47757.79142,74553.91085,97411.19033,115643.2342,151477.7294,149731.2687,138499.479,0.0,0.0,0.0,0.0,0.0,72.29226074,69.06708469,66.89013243,99.95040101,116.07686740000001,125.8721939,131.9441936,135.9151466,142.2818095,142.00529419999998,140.15296709999998,0,0,0,1,0,0,0,0,0
952,2137,Afanas'evo,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.85,53.26,3463.3225,2836.6276,3134.3509999999997,0,0,0,0,0,4982,3474,3434,17618.31726,39852.05749,64916.02964,83813.5506,99183.02924,130653.8889,127972.7648,117764.7044,0.0,0.0,0.0,0.0,0.0,72.48115843,66.47241911,66.28371355,95.58375326,112.2101514,122.7852337,128.5128308,132.358633,138.7756339,138.2875512,136.33934169999998,0,0,0,1,0,0,0,0,0
953,2139,Belaia Kholunitsa,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,58.84,50.83,3462.1456,2583.6889,2990.8372,3021,6800,10400,12300,13000,13367,11975,11232,19162.27937,42504.36604,68054.76707999999,88082.58698,104393.5796,137237.4069,134896.5838,124755.6484,64.21366894,77.87493988,85.55438027,88.68656656,89.73213313,90.26034127,88.18292554,86.98401497,97.23338495,113.5793665,123.83389869999999,129.6416824,133.5393669,139.93630380000002,139.5295741,137.6893912,0,0,0,1,0,0,0,0,0
956,2144,Kirs,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,59.33,52.24,3520.0489,2729.0176,3099.3992,0,6600,10900,14200,14400,14200,11786,10420,17334.54476,38707.11079,62174.38692999999,80362.83353999999,95141.32613,126068.4587,123500.9158,113716.6338,0.0,77.34894551,86.42524819,91.41266829,91.68030875,91.41266829,87.88439384,85.58992503,95.26651297,111.59341840000002,121.83078619999999,127.56137240000001,131.4030905,137.9351679,137.45226630000002,135.5237065,0,0,0,1,0,0,0,0,0
957,2146,Lesnoi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.78,52.14,3573.6484,2718.5796,3116.9292,0,0,0,0,0,7495,7132,5413,16723.66791,37402.35615,59824.106629999995,77331.28328999999,91492.0893,120911.6263,118297.2529,108798.2998,0.0,0.0,0.0,0.0,0.0,79.60193073,78.71854092,73.90082229,94.56746076,110.8701382,120.98160829999999,126.6942459,130.507954,136.9558835,136.4447291,134.4962305,0,0,0,1,0,0,0,0,0
958,2148,Rudnichnyi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.61,52.49,3553.3521,2755.2001,3128.9289,0,0,0,0,0,7746,5729,5084,16819.58442,37785.13514,60685.399979999995,78402.03929,92724.39246,122350.4047,119789.2158,110248.2978,0.0,0.0,0.0,0.0,0.0,80.19080462,74.87953641,72.82665782,94.67872303,111.0846659,121.29626640000001,127.0040018,130.813818,137.2328929,136.7376836,134.8034863,0,0,0,1,0,0,0,0,0
959,2149,Svetlopoliansk,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.41,52.36,3529.5481,2741.5696,3110.7076,0,0,0,0,0,3967,3275,2926,17160.098009999998,38931.04486,62579.416229999995,80879.33505,95527.88822000001,125861.3869,123110.3093,113318.9247,0.0,0.0,0.0,0.0,0.0,68.6539086,65.51402013,63.70261158,95.06917076,111.7153297,121.9741701,127.70612859999999,131.4960682,137.8965571,137.3779979,135.4421471,0,0,0,1,0,0,0,0,0
961,2153,Verkhoshizhem'e,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.01,49.11,3365.1601,2411.7921,2848.8711,0,0,0,0,0,5037,4519,4357,21236.77703,46429.45328,73195.39037000001,95252.33376000001,113055.1837,148191.1384,146276.2363,135457.5084,0.0,0.0,0.0,0.0,0.0,72.66822456,70.82983043,70.21667429,99.27112747,115.46983870000001,125.4598858,131.4298258,135.38791640000002,141.7589842,141.44944650000002,139.6276228,0,0,0,1,0,0,0,0,0
962,2155,Sosnovka,Kirovskaia oblast',Privolzhskii,0,1,0,10.0,56.26,51.26,3165.1876,2627.5876,2883.8876,0,6000,14100,16700,15700,15179,12840,11960,21593.488019999997,47719.39976,77386.93105,102511.2203,124638.1421,166181.65099999998,165435.0608,152531.3009,0.0,75.68155685,91.2775799,94.53991814,93.34295896,92.69199444,89.49766542,88.15938691,99.60333549,116.0595392,126.71044009999999,133.1191567,137.6672772,144.50051619999996,144.39228319999998,142.44721130000002,0,0,0,1,0,0,0,0,0
963,2156,Krasnaia Poliana,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,56.25,51.13,3164.0625,2614.2769,2876.0625,0,0,0,0,0,8532,8073,6785,21775.097569999998,50111.1129,82880.70446000001,109337.0231,131860.8255,173244.4509,171718.5353,158373.0167,0.0,0.0,0.0,0.0,0.0,81.93108383,80.93306174,77.83596935,99.77057739,117.11564240000001,128.2591937,134.6108208,138.99236430000002,145.5029144,145.2895621,143.34574630000003,0,0,0,1,0,0,0,0,0
964,2158,Darovskoe,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.77,47.96,3453.9129,2300.1616,2818.6092,0,0,0,0,0,7224,7488,7125,20495.2733,44724.20355,69339.22924,89822.44996,106237.5791,138744.3049,136655.0249,126154.4611,0.0,0.0,0.0,0.0,0.0,78.946141,79.58525832,78.70111705,98.56418262,114.6670485,124.25039459999999,130.0874883,133.9443555,140.19478759999998,139.83570890000001,137.95118689999998,0,0,0,1,0,0,0,0,0
967,2164,Kiknur,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.31,47.2,3284.4361,2227.84,2705.032,0,0,0,0,0,6654,5410,4972,23416.53694,50642.81718,78474.56603999999,102891.1778,122136.3047,159223.2323,157634.6316,145824.6991,0.0,0.0,0.0,0.0,0.0,77.49234168,73.89129116,72.44695073,101.22770030000001,117.3441977,127.02484309999998,133.2045414,137.1918613,143.47398059999998,143.23386599999998,141.37591640000002,0,0,0,1,0,0,0,0,0
968,2166,Kil'mez',Kirovskaia oblast',Privolzhskii,0,0,1,10.0,56.94,51.08,3242.1636,2609.1664,2908.4952,0,0,0,0,0,6151,6064,5954,20899.70081,45905.93434,73645.71535,96884.41539,116318.0268,153532.5838,152205.3971,140705.839,0.0,0.0,0.0,0.0,0.0,76.11463101,75.86627625,75.54770956,98.95255974,115.22626299999999,125.59732520000001,131.8196516,136.0508399,142.6034369,142.39615930000002,140.5274334,0,0,0,1,0,0,0,0,0
969,2168,Raduzhnyi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.51,49.65,3423.4201,2465.1225,2905.0215,0,0,0,0,0,8493,9812,NA,25596.07735,57115.26881,94519.04526,121276.7272,143605.0688,184111.822,183108.298,174845.1722,0.0,0.0,0.0,0.0,0.0,81.84816509999999,84.48112448,NA,103.02644620000001,119.96441409999998,131.2526898,137.026461,141.0114031,146.9743685,146.84187780000002,145.72488180000002,0,0,0,1,0,0,0,0,0
970,2171,Kumeny,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.11,49.92,3376.7721,2492.0064,2900.8512,0,0,0,0,0,5588,5249,4827,20810.95462,45745.087660000005,73014.24155,94951.75757,112813.246,147976.2198,146036.1611,135377.9266,0.0,0.0,0.0,0.0,0.0,74.44888483,73.37280734,71.94399211,98.86791812,115.15092050000001,125.4043818,131.3573685,135.33806719999998,141.7244264,141.41037769999997,139.61373469999998,0,0,0,1,0,0,0,0,0
972,2176,Luza,Kirovskaia oblast',Privolzhskii,0,1,1,7.0,60.63,47.24,3675.9969,2231.6176,2864.1612,0,6700,13200,14000,14000,13706,12311,11262,17931.83067,38922.26103,59454.695999999996,76929.52259,90805.66642000001,118959.2758,116737.5884,107396.5026,0.0,77.61368265,90.02161473,91.14163098,91.14163098,90.73684527,88.70340388,87.03377684,95.92895231,111.7105597,120.84538700000002,126.57701270000001,130.3359464,136.5751352,136.1348467,134.1956102,0,0,0,1,0,0,0,0,0
973,2177,Lal'sk,Kirovskaia oblast',Privolzhskii,0,0,0,7.0,60.74,47.59,3689.3476,2264.8081,2890.6166,1784,0,0,0,0,5471,4551,3709,17452.9636,38413.97681,59065.79877,76410.95919,90151.99923,117734.7894,115499.8568,106286.2708,56.0493789,0.0,0.0,0.0,0.0,74.08417922,70.94865182,67.54403117,95.39946064,111.4328655,120.70114609999999,126.4248692,130.1710404,136.33340890000002,135.88622180000002,133.9549622,0,0,0,1,0,0,0,0,0
975,2180,Malmyzh,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,56.52,50.67,3194.5104,2567.4489,2863.8684,5363,6500,9100,11200,11500,10699,9318,8265,21682.3261,47473.54982,76144.40048,100568.7851,121028.491,159796.7525,158946.3375,147091.2689,73.74135717,77.08062912,83.10199735,86.93080469,87.42441329,86.07953155,83.53417627,81.35652163,99.68530282,115.9482732,126.3462959,132.6780815,136.97849580000002,143.56012819999998,143.4322868,141.58164490000001,0,0,0,1,0,0,0,0,0
976,2182,Murashi,Kirovskaia oblast',Privolzhskii,0,1,1,7.0,59.4,48.96,3528.36,2397.0816,2908.224,1734,7500,14200,12700,11400,10059,7650,6752,18899.17899,41420.746289999995,64719.16099999999,83843.24335,99235.21144,130604.7599,128342.5911,118219.0683,55.62454076,79.61383113,91.41266829,89.29035286,87.26116796,84.93876703,79.96760743,77.74996459,96.96092285,113.0295822,122.71793170000001,128.5208618,132.3707358,138.766773,138.35542900000002,136.4292841,0,0,0,1,0,0,0,0,0
978,2185,Nagorsk,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,59.31,50.79,3517.6761,2579.6241,3012.3549,0,0,0,0,0,5824,5138,4903,18206.113119999998,40364.70445,64188.38099,83055.17181,98324.54457,129158.3428,126842.582,117077.7468,0.0,0.0,0.0,0.0,0.0,75.16443657,73.00709908,72.20924896,96.22653946,112.4811064,122.53554579999998,128.3068279,132.158682,138.5045215,138.0789995,136.2027525,0,0,0,1,0,0,0,0,0
979,2187,Nema,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,57.5,50.47,3306.25,2547.2209,2902.025,0,0,0,0,0,4141,3916,3650,20737.287,45414.35736,72327.11954,94579.58533999999,112776.5787,148447.2339,146752.4195,135621.8093,0.0,0.0,0.0,0.0,0.0,69.36712015,68.43965009,67.28071829,98.79741072,114.99524469999999,125.19270139999999,131.2673615,135.33050369999998,141.8001031,141.52676519999997,139.6562719,0,0,0,1,0,0,0,0,0
980,2189,Nolinsk,Kirovskaia oblast',Privolzhskii,0,1,1,10.0,57.56,49.94,3313.1536,2494.0036,2874.5464,5575,8500,10300,11400,11600,10902,10463,9556,20893.972569999998,45748.59932,72615.43482000001,94981.98006,113158.487,149129.9968,147413.6848,136291.4339,74.40869713,81.86307285,85.37573675,87.26116796,87.5863958,86.42865948,85.66614068,83.99584125,98.94710621,115.1525679,125.2817442,131.3646635,135.4091715,141.9094114,141.63375569999997,139.7727067,0,0,0,1,0,0,0,0,0
985,2195,Vostochnyi,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,58.78,52.24,3455.0884,2729.0176,3070.6672,0,0,0,0,0,8226,7861,7233,18503.522390000002,41640.09218,67105.14172,86624.03856,102311.7607,134975.4617,132184.9491,121344.1044,0.0,0.0,0.0,0.0,0.0,81.27121934,80.45496383,78.96826788,96.54470262,113.1419128,123.52135049999998,129.2617246,133.0742181,139.5433844,139.0502582,137.0394644,0,0,0,1,0,0,0,0,0
987,2197,Peskovka,Kirovskaia oblast',Privolzhskii,0,0,0,10.0,59.05,52.36,3486.9025,2741.5696,3091.8579999999997,0,0,0,0,0,7888,6957,4724,17731.41546,39882.939889999994,64288.629389999995,83091.60747999999,98293.50164,129886.5392,127176.2189,116930.7812,0.0,0.0,0.0,0.0,0.0,80.51648586,78.27832041,71.57855729,95.70891315,112.2265632,122.57009790000001,128.3167642,132.1514219,138.6368856,138.1407415,136.17343590000002,0,0,0,1,0,0,0,0,0
989,2200,Oparino,Kirovskaia oblast',Privolzhskii,0,0,1,7.0,59.85,48.28,3582.0225,2330.9584,2889.558,872,0,0,0,0,5862,5142,4442,18367.118140000002,40243.32243,62269.2228,80558.60368,95204.57796000001,124660.3987,122521.9671,112787.9637,45.84358942,0.0,0.0,0.0,0.0,75.27724676,73.0203984,70.54084937,96.39935436,112.41723390000001,121.86443490000002,127.616339,131.4183277,137.67146719999997,137.2657249,135.3328524,0,0,0,1,0,0,0,0,0
992,2204,Orichi,Kirovskaia oblast',Privolzhskii,0,0,1,10.0,58.4,49.06,3410.56,2406.8836,2865.1040000000003,0,0,0,0,0,9915,8050,7962,21497.415090000002,47095.06198,74554.93569,96538.12167000001,114347.2566,149705.4603,147619.0322,137003.37300000002,0.0,0.0,0.0,0.0,0.0,84.67319761,80.88173587,80.68414758,99.51435064,115.7759523,125.87250230000001,131.73744240000002,135.65249740000002,142.0011858,141.66689069999998,139.8959261,0,0,0,1,0,0,0,0,0
