,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,pop2002,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,mp2002,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,spop2002,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,smp2002,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
572,1286,Reshetnikovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.45,36.57,3186.6025,1337.3649,2064.3765,0,0,0,0,0,4151,3219,47657.85204,104531.4974,146382.519,186330.2491,218402.7366,268030.7823,275328.9364,0.0,0.0,0.0,0.0,0.0,69.40730299,65.23511874,116.031733,133.5698823,141.4667238,147.26492140000002,151.14479780000002,156.2214291,156.8937065,0,0,0,0,0,0,1,0,0
573,1288,Peski,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.62,38.8,2983.3444,1505.44,2119.256,0,0,0,0,0,4074,3736,43816.548989999996,93609.41503999999,135517.9913,175081.055,205369.5672,254814.7487,257840.7541,0.0,0.0,0.0,0.0,0.0,69.09567119,67.66330524,114.2283604,131.0312047,139.6381729,145.75743319999998,149.63568080000002,154.95997580000002,155.2540282,0,0,0,0,0,0,1,0,0
578,1309,Uvarovka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.53,35.6,3083.5809,1267.36,1976.868,0,0,0,0,0,3675,3162,41280.0647,88486.58664,124835.405,160109.7633,188213.8804,233246.9858,239246.5489,0.0,0.0,0.0,0.0,0.0,67.3927446,64.94683657,112.95725290000001,129.7459109,137.70439019999998,143.60702560000001,147.50914419999998,152.765971,153.3944147,0,0,0,0,0,0,1,0,0
598,1365,Koliubakino,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.67,36.54,3099.1489,1335.1716,2034.1818,0,0,0,0,0,3141,2747,58050.37294,129204.6645,182839.1494,232954.2937,272916.653,333178.6493,348572.45399999997,0.0,0.0,0.0,0.0,0.0,64.83947892,62.69891564,120.3204179,138.51296169999998,146.8062301,152.73493340000002,156.6733295,161.7076965,162.85846999999998,0,0,0,0,0,0,1,0,0
603,1377,Zhilevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.98,38.02,3022.8004,1445.5204,2090.3396,0,0,0,0,0,2733,2468,53501.94043,118868.5571,170503.6088,219073.6589,256523.5766,312984.5547,321289.9326,0.0,0.0,0.0,0.0,0.0,62.618025,61.01427343,118.5370727,136.55730459999998,145.1184451,151.2202251,155.1264236,160.12141609999998,160.78491599999998,0,0,0,0,0,0,1,0,0
604,1378,Malino,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.11,38.19,3037.1121,1458.4761,2104.6509,0,0,0,0,0,3172,4363,56367.05956,125072.3286,178337.8486,227623.7508,266333.5256,324717.5774,335427.7669,0.0,0.0,0.0,0.0,0.0,64.99773992,70.23973914,119.6757281,137.748894,146.2028017,152.16331019999998,156.0626726,161.054148,161.878849,0,0,0,0,0,0,1,0,0
609,1384,Severnyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.73,37.62,3218.2929,1415.2644,2134.1826,0,0,0,0,0,4074,3828,48084.17978,105173.2734,147656.9099,187369.8584,219134.0062,268413.141,273889.3197,0.0,0.0,0.0,0.0,0.0,69.09567119,68.06411293,116.2236757,133.7113984,141.6729981,147.3999909,151.2269991,156.25706619999997,156.7624034,0,0,0,0,0,0,1,0,0
610,1385,Tempy,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.64,37.29,3208.0896,1390.5441,2112.1056,0,0,0,0,0,673,462,48448.70039,107140.5954,151215.8892,192248.0884,225238.4274,276350.0408,282957.3501,0.0,0.0,0.0,0.0,0.0,42.40282724,37.64515653,116.38657090000001,134.1403434,142.24053940000002,148.0247429,151.9035248,156.9864559,157.57910090000001,0,0,0,0,0,0,1,0,0
612,1395,Baksheevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.72,39.87,3104.7184,1589.6169,2221.5564,0,0,0,0,0,3034,2315,45904.96367,100160.7116,143148.7542,182638.2501,213092.6372,263210.7544,265074.1875,0.0,0.0,0.0,0.0,0.0,64.28250563,60.01856502,115.22580900000001,132.5844309,140.935827,146.77959030000002,150.54019509999998,155.76813049999998,155.9442752,0,0,0,0,0,0,1,0,0
613,1396,Kerva,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.61,39.58,3092.4721,1566.5764,2201.0438,0,0,0,0,0,3318,2807,48149.10969,106271.3995,151455.0395,192982.6998,225737.1567,277731.8709,281088.6498,0.0,0.0,0.0,0.0,0.0,65.72535368,63.04156065,116.25277309999998,133.9517232,142.2782358,148.11756090000003,151.9580497,157.11147,157.4127898,0,0,0,0,0,0,1,0,0
614,1397,Misheronskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.72,39.74,3104.7184,1579.2676,2214.3128,0,0,0,0,0,4249,3821,46703.23537,101739.9994,145504.5278,185544.3393,216753.7214,267493.5797,269999.4172,0.0,0.0,0.0,0.0,0.0,69.79665,68.03391588,115.59623,132.9449543,141.323652,147.16235369999998,150.95850149999998,156.171281,156.4044151,0,0,0,0,0,0,1,0,0
615,1398,Radovitskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.13,39.8,3039.3169,1584.04,2194.174,0,0,0,0,0,2354,1903,42411.012,90844.99298,131616.755,169719.7533,199261.6796,247628.27800000002,250199.677,0.0,0.0,0.0,0.0,0.0,60.27769737,57.0204231,113.5325055,130.345833,138.9486833,145.00744819999997,148.8979364,154.24855119999998,154.50526259999998,0,0,0,0,0,0,1,0,0
616,1400,Tugolesskii Bor,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.56,39.79,3086.9136,1583.2441,2210.7324,0,0,0,0,0,2705,2235,45419.01655,98789.44736,141471.1061,180804.9537,211450.0157,261723.6687,264280.3237,0.0,0.0,0.0,0.0,0.0,62.45515179,59.47489012,114.9974449,132.2671602,140.6560605,146.5352406,150.3503639,155.62673590000003,155.86937340000003,0,0,0,0,0,0,1,0,0
617,1401,Cherusti,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.54,40.01,3084.6916,1600.8001,2222.1554,0,0,0,0,0,3779,2891,43409.61562,93586.41287,134583.0526,172438.1758,201817.0567,250815.9374,252623.6459,0.0,0.0,0.0,0.0,0.0,67.85170607,63.51066282,114.02900079999999,131.0255785,139.47460669999998,145.39039730000002,149.209081,154.56642549999998,154.74504380000002,0,0,0,0,0,0,1,0,0
618,1402,Shaturtorf,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.57,39.42,3088.0249,1553.9364,2190.5694,0,0,0,0,0,3908,3340,49805.63136,109201.98599999999,155398.1738,197762.3959,231214.4602,283898.8832,288282.4699,0.0,0.0,0.0,0.0,0.0,68.40581857,65.832551,116.98333229999999,134.582146,142.8920426,148.7136731,152.5496949,157.6625132,158.04754219999998,0,0,0,0,0,0,1,0,0
630,1427,Dolgoe,Orlovskaia oblast',Tcentralny,0,0,1,29.0,52.06,37.53,2710.2436,1408.5009,1953.8118,0,0,0,0,0,4330,5020,29030.04022,56401.5561,82282.49482,109509.2154,130761.6268,169555.9013,170349.5308,0.0,0.0,0.0,0.0,0.0,70.11253506,72.61059743,105.59795259999999,119.68911440000001,128.09516969999999,134.64733859999998,138.79505480000003,144.9841868,145.09666409999997,0,0,0,0,0,0,1,0,1
632,1431,Znamenskoe,Orlovskaia oblast',Tcentralny,0,0,1,29.0,52.59,36.04,2765.7081,1298.8816,1895.3436,0,0,0,0,0,1549,1976,30106.602769999998,58429.79605,83798.85947000001,111352.9529,133293.7534,171779.9579,172506.5406,0.0,0.0,0.0,0.0,0.0,53.95438464,57.59033892,106.3476519,120.46338370000001,128.50885630000002,135.03509509999998,139.2473313,145.2981836,145.3999565,0,0,0,0,0,0,1,0,1
634,1436,Krasnaia Zaria,Orlovskaia oblast',Tcentralny,0,0,1,29.0,52.74,37.73,2781.5076,1423.5529,1989.8802,0,0,0,0,0,1821,1826,31455.40674,62199.10822,90378.29552,119559.2897,141804.1239,182093.0365,182588.1932,0.0,0.0,0.0,0.0,0.0,56.35716719,56.39834359,107.2534916,121.83956200000002,130.2282531,136.69275469999997,140.7118357,146.70715780000003,146.77294840000002,0,0,0,0,0,0,1,0,1
636,1442,Maloarkhangel'sk,Orlovskaia oblast',Tcentralny,0,1,1,29.0,52.4,36.53,2745.76,1334.4409,1914.172,3091,3500,2500,3000,3600,4294,3962,29347.56623,57179.52545,82697.90457,109714.3993,131125.6353,169596.962,170300.9538,64.58131313,66.59405807,61.21569598,64.10192163,67.05462958,69.97278966,68.63301029,105.82164679999998,119.9890462,128.2091864,134.6907846,138.8605629,144.9900179,145.08979330000003,0,0,0,0,0,0,1,0,1
638,1448,Novosil',Orlovskaia oblast',Tcentralny,0,1,1,29.0,52.97,37.07,2805.8209,1374.1849,1963.5979,2728,3300,2400,3000,3200,4198,4017,31675.84616,63224.449420000004,91279.20352000001,120441.289,142993.9366,183519.9781,184175.2653,62.58904773,65.63718232,60.57857609,64.10192163,65.13952509,69.59502877,68.86162745,107.39818829999999,122.2007844,130.4547342,136.864675,140.9101355,146.8963104,146.98272230000003,0,0,0,0,0,0,1,0,1
640,1452,Pokrovskoe,Orlovskaia oblast',Tcentralny,0,0,1,29.0,56.61,36.88,3204.6921,1360.1344,2087.7768,0,0,0,0,0,4301,4628,46785.86536,103630.57,145601.2671,185992.7491,218175.953,267492.2831,273852.4408,0.0,0.0,0.0,0.0,0.0,70.00004296,71.23157591,115.634244,133.3698765,141.33945469999998,147.2209236,151.11925380000002,156.17115990000002,156.7590315,0,0,0,0,0,0,1,0,1
642,1456,Soskovo,Orlovskaia oblast',Tcentralny,0,0,1,29.0,52.74,35.4,2781.5076,1253.16,1866.996,0,0,0,0,0,1759,2122,29328.22478,57725.970310000004,82083.99177000001,108894.1209,130186.1097,167975.4988,168667.1109,0.0,0.0,0.0,0.0,0.0,55.83826738,58.67735138,105.80808359999999,120.1975087,128.04050159999997,134.5166501,138.69114150000001,144.7587587,144.8576483,0,0,0,0,0,0,1,0,1
643,1459,Trosna,Orlovskaia oblast',Tcentralny,0,0,1,29.0,52.44,35.78,2749.9536,1280.2084,1876.3032,0,0,0,0,0,2346,2662,28850.67318,56039.27625,80439.2985,107119.1835,128599.1839,166113.2603,166962.4817,0.0,0.0,0.0,0.0,0.0,60.22484851,62.20213475,105.47061200000002,119.5481593,127.5828561,134.1357137,138.40241899999998,144.4906202,144.6132372,0,0,0,0,0,0,1,0,1
646,1466,Shablykino,Orlovskaia oblast',Tcentralny,0,0,1,29.0,52.86,35.21,2794.1796,1239.7441,1861.2006,0,0,0,0,0,4143,3900,29239.403789999997,58268.223979999995,82438.3859,109138.5428,130194.1125,167828.0997,168448.9802,0.0,0.0,0.0,0.0,0.0,69.37516354,68.37192611,105.74569380000001,120.4026071,128.1380182,134.5686628,138.6925893,144.73763469999997,144.82649919999997,0,0,0,0,0,0,1,0,1
652,1484,Zakharovo,Riazanskaia oblast',Tcentralny,0,0,1,35.0,55.16,40.32,3042.6256,1625.7024,2224.0512,0,0,0,0,0,3174,2956,39660.20882,84156.62771,122247.21,157823.0391,185328.6568,232122.3852,233247.9382,0.0,0.0,0.0,0.0,0.0,65.00790372,63.86554720000001,112.1079393,128.60546499999998,137.2131241,143.2624591,147.13413559999998,152.64652,152.766072,0,0,0,0,0,0,1,0,0
654,1489,Gus'-Zheleznyi,Riazanskaia oblast',Tcentralny,0,0,0,35.0,55.05,41.17,3030.5025,1694.9689,2266.4085,0,0,0,0,0,2809,2442,36289.20598,75772.85345,110611.2488,143116.0499,167953.9679,212366.7905,212103.4759,0.0,0.0,0.0,0.0,0.0,63.05287152,60.84893374,110.23478850000001,126.23635630000001,134.8798178,140.93040190000002,144.7556741,150.4564782,150.42604340000003,0,0,0,0,0,0,1,0,0
656,1491,Lashma,Riazanskaia oblast',Tcentralny,0,0,0,35.0,54.93,41.14,3017.3049,1692.4996,2259.8202,0,0,0,0,0,1998,1780,36036.63547,74982.19838999999,109514.0104,141882.9288,166590.8534,210815.2234,210643.313,0.0,0.0,0.0,0.0,0.0,57.75850979,56.01577399,110.0881778,126.00075990000002,134.64835469999997,140.7250167,144.5596492,150.27664040000002,150.25664,0,0,0,0,0,0,1,0,0
657,1492,Syntul,Riazanskaia oblast',Tcentralny,0,0,0,35.0,54.99,41.3,3023.9001,1705.69,2271.087,0,0,0,0,0,2204,1889,36555.21384,75732.34445,110412.3347,142791.449,167337.2655,211662.6074,211165.34399999998,0.0,0.0,0.0,0.0,0.0,59.25965311,56.908961700000006,110.38820449999999,126.22434009999998,134.838013,140.8764949,144.6671696,150.3750084,150.3173279,0,0,0,0,0,0,1,0,0
662,1501,Tsentral'nyi,Riazanskaia oblast',Tcentralny,0,0,0,35.0,53.67,39.63,2880.4689,1570.5369,2126.9421,0,0,0,0,0,2588,1960,34976.244269999996,70489.79422000001,102945.4113,135408.8268,159647.2919,204212.94600000003,203545.7599,0.0,0.0,0.0,0.0,0.0,61.75823295,57.46700873,109.4623238,124.61755259999998,133.2167054,139.61912809999998,143.5377053,149.497538,149.4175245,0,0,0,0,0,0,1,0,0
665,1508,Pitelino,Riazanskaia oblast',Tcentralny,0,0,1,42.0,54.58,41.82,2978.9764,1748.9124,2282.5356,0,0,0,0,0,2742,2415,33219.781460000006,67937.48548999999,99821.36534,129980.8421,152986.767,195319.6544,194645.8859,0.0,0.0,0.0,0.0,0.0,62.67006756,60.67560244,108.38685559999999,123.79551370000001,132.50628700000001,138.6539774,142.5183917,148.41069309999997,148.3265117,0,0,0,0,0,0,1,0,0
668,1513,Putiatino,Riazanskaia oblast',Tcentralny,0,0,1,35.0,54.16,41.12,2933.3056,1690.8544,2227.0592,0,0,0,0,0,2389,3122,33534.64533,67805.74927999999,99402.63816,129897.4151,153113.2189,195916.9816,195685.0319,0.0,0.0,0.0,0.0,0.0,60.50708697,64.74180275,108.58336840000001,123.7523258,132.4095285,138.6388574,142.53811930000003,148.48510119999997,148.4562323,0,0,0,0,0,0,1,0,0
675,1529,Poplevinskii,Riazanskaia oblast',Tcentralny,0,0,0,35.0,53.68,39.55,2881.5424,1564.2025,2123.044,0,0,0,0,0,3641,684,35104.62791,70934.51598,103634.3069,136185.8398,160536.7365,205208.9358,204951.6254,0.0,0.0,0.0,0.0,0.0,67.24022383,42.61423457,109.5390033,124.75800770000001,133.3707094,139.75438069999998,143.6708623,149.6165383,149.5858459,0,0,0,0,0,0,1,0,0
679,1537,Chuchkovo,Riazanskaia oblast',Tcentralny,0,0,1,35.0,54.27,41.45,2945.2329,1718.1025,2249.4915,0,0,0,0,0,3795,4517,33265.11427,67369.13665,98759.69502,128922.4095,151879.5635,194076.4479,193658.3123,0.0,0.0,0.0,0.0,0.0,67.92132816,70.82237950000001,108.41525220000001,123.6086405,132.2602319,138.4614895,142.34501799999998,148.2551567,148.2026386,0,0,0,0,0,0,1,0,0
690,1558,Glinka,Smolenskaia oblast',Tcentralny,0,0,1,40.0,54.65,32.88,2986.6225,1081.0944,1796.892,0,0,0,0,0,2283,2017,28514.7006,58393.363260000006,80375.06764,104763.7478,123842.4193,157141.1466,157398.395,0.0,0.0,0.0,0.0,0.0,59.80308823,57.90245911,105.23015520000001,120.44969259999999,127.564811,133.6211865,137.5170226,143.1588249,143.1979699,0,0,0,0,0,0,1,0,1
697,1573,Ershichi,Smolenskaia oblast',Tcentralny,0,0,1,40.0,53.68,32.76,2881.5424,1073.2176,1758.5568,0,0,0,0,0,3808,3326,26180.26585,53061.2974,73454.29603,95972.72276,113531.3065,145511.969,145686.3335,0.0,0.0,0.0,0.0,0.0,67.97770646,65.76440643,103.4850703,118.35705959999999,125.5389977,131.6026379,135.48573340000002,141.3248679,141.35334269999998,0,0,0,0,0,0,1,0,1
701,1581,Novodugino,Smolenskaia oblast',Tcentralny,0,0,1,40.0,55.63,34.31,3094.6969,1177.1761,1908.6653,0,0,0,0,0,4153,3999,33629.161980000004,69983.0655,97653.92667999999,125673.0037,147820.7803,184964.3615,187004.5647,0.0,0.0,0.0,0.0,0.0,69.41532934,68.78711195,108.6420327,124.45652720000001,132.0013753,137.8613805,141.69940390000002,147.08640580000002,147.3526093,0,0,0,0,0,0,1,0,1
704,1586,Ekimovichi,Smolenskaia oblast',Tcentralny,0,0,0,40.0,54.11,33.3,2927.8921,1108.89,1801.8629999999998,0,0,0,0,0,2169,1575,28129.84807,57604.236529999995,79874.71758,104226.6621,123170.1555,166012.394,166415.9277,0.0,0.0,0.0,0.0,0.0,59.01345449,54.19919936,104.95155259999999,120.15122439999999,127.42379009999999,133.5023858,137.38939069999998,144.47601819999997,144.5343874,0,0,0,0,0,0,1,0,1
705,1587,Oster,Smolenskaia oblast',Tcentralny,0,0,0,40.0,54.02,32.81,2918.1604,1076.4961,1772.3962,0,0,0,0,0,2228,1945,29162.20543,58374.09146,78973.48741,103019.2358,121712.9985,154945.52599999998,154906.2888,0.0,0.0,0.0,0.0,0.0,59.42651635,57.35059036,105.6913288,120.4424473,127.16774,133.23325390000002,137.11054199999998,142.8223111,142.81625780000002,0,0,0,0,0,0,1,0,1
708,1592,Izdeshkovo,Smolenskaia oblast',Tcentralny,0,0,0,40.0,55.13,33.62,3039.3169,1130.3044,1853.4706,707,0,0,0,0,2728,1944,30564.97322,63226.419429999994,88590.42768,114812.2926,135278.8704,170808.1408,171587.8153,43.0471234,0.0,0.0,0.0,0.0,62.58904773,57.34280146,106.65952759999999,122.2014733,129.77263090000002,135.7470555,139.5964376,145.1614419,145.2712041,0,0,0,0,0,0,1,0,1
710,1597,Temkino,Smolenskaia oblast',Tcentralny,0,0,1,40.0,55.07,35.02,3032.7049,1226.4004,1928.5514,0,0,0,0,0,2764,2452,35674.86085,74971.15333,105607.4927,136333.7225,160491.4181,200837.164,204208.8198,0.0,0.0,0.0,0.0,0.0,62.79665715,60.91270674,109.87654920000001,125.99745279999999,133.8067,139.78004219999997,143.6640941,149.0901985,149.4970439,0,0,0,0,0,0,1,0,1
713,1604,Kholm-Zhirkovskii,Smolenskaia oblast',Tcentralny,0,0,1,40.0,55.51,33.5,3081.3601,1122.25,1859.585,0,0,0,0,0,3666,3826,30398.605180000002,62911.804639999995,87575.72262999999,113026.0614,133086.1447,167478.7476,168344.4957,0.0,0.0,0.0,0.0,0.0,67.35249244,68.05549016,106.54682199999999,122.09120929999999,129.5102972,135.3819212,139.21054640000003,144.6875004,144.8115657,0,0,0,0,0,0,1,0,1
729,1659,Volovo,Tul'skaia oblast',Tcentralny,0,0,1,44.0,53.55,38.02,2867.6025,1445.5204,2035.971,0,0,0,0,0,4331,4208,35156.11577,73223.48324,107101.4393,139853.7072,164280.1424,208626.9466,208529.393,0.0,0.0,0.0,0.0,0.0,70.11640226,69.63473164,109.5696841,125.46848229999999,134.1318764,140.38345,144.2239695,150.0209262,150.0094691,0,0,0,0,0,0,1,0,1
732,1666,Arkhangel'skoe,Tul'skaia oblast',Tcentralny,0,0,1,44.0,53.27,37.7,2837.6929,1421.29,2008.279,0,0,0,0,0,2956,2768,33346.00581,68095.01689,98724.58447,129679.5646,153029.874,194819.0006,195125.9863,0.0,0.0,0.0,0.0,0.0,63.86554720000001,62.819578799999995,108.4658361,123.84705819999999,132.2520534,138.5993331,142.52511850000002,148.3481664,148.3865233,0,0,0,0,0,0,1,0,1
733,1669,Epifan',Tul'skaia oblast',Tcentralny,0,0,0,44.0,53.82,38.56,2896.5924,1486.8736,2075.2992,2566,0,0,0,0,2457,2377,36626.42567,77991.54794,116337.9103,151076.4557,176580.7853,223784.7255,223189.6295,61.62412567,0.0,0.0,0.0,0.0,60.94450825,60.42877094,110.4291034,126.88571019999999,136.0548273,142.2185357,145.9634579,151.74395959999998,151.6783642,0,0,0,0,0,0,1,0,1
734,1670,Kazanovka,Tul'skaia oblast',Tcentralny,0,0,0,44.0,53.75,38.58,2889.0625,1488.4164,2073.675,0,0,0,0,0,1143,804,36374.42386,76054.65007999999,112513.2462,146473.2934,171606.6591,217943.6962,217621.5419,0.0,0.0,0.0,0.0,0.0,49.58147822,44.75073838,110.2840471,126.31978390000002,135.276119,141.4814709,145.2738513,151.09306819999998,151.0567046,0,0,0,0,0,0,1,0,1
735,1671,Novol'vovsk,Tul'skaia oblast',Tcentralny,0,0,0,44.0,53.92,38.79,2907.3664,1504.6641,2091.5568,0,0,0,0,0,3021,2030,37086.57254,78086.21114,115915.4832,150682.0101,176416.5894,222861.8337,222807.9579,0.0,0.0,0.0,0.0,0.0,64.21366894,58.00027365,110.6916568,126.91303959999999,135.9699798,142.15618830000003,145.94098,151.6421637,151.6362092,0,0,0,0,0,0,1,0,1
750,1695,Chekalin,Tul'skaia oblast',Tcentralny,0,1,0,44.0,54.1,36.26,2926.81,1314.7876,1961.6660000000002,1834,2400,2200,2100,1700,1319,1151,36845.57533,76195.68766,109529.5907,142591.5273,168092.9591,212756.6558,215018.9229,56.46402299,60.57857609,59.23168899,58.51779724,55.32954954,51.61889606,49.67975097,110.5545172,126.3614332,134.6516562,140.84323769999997,144.77557990000003,150.5014767,150.7611034,0,0,0,0,0,0,1,0,1
752,1697,Pesochenskii,Tul'skaia oblast',Tcentralny,0,0,0,44.0,54.17,36.11,2934.3889,1303.9321,1956.0787,0,0,0,0,0,814,563,37056.23733,76521.79503,109447.5798,142511.0655,168058.9219,212376.8252,214975.0977,0.0,0.0,0.0,0.0,0.0,44.91627275,40.11043085,110.67443899999999,126.4574666,134.6342732,140.8298408,144.77070659999998,150.4576374,150.75609780000002,0,0,0,0,0,0,1,0,1
753,1698,Khanino,Tul'skaia oblast',Tcentralny,0,0,0,44.0,54.2,36.64,2937.64,1342.4896,1985.888,0,0,0,0,0,1597,1292,39014.88592,81511.17524,117749.7091,153082.9241,180028.5347,226501.8366,229027.3351,0.0,0.0,0.0,0.0,0.0,54.40363746,51.3221321,111.7608101,127.88206840000001,136.336368,142.53339440000002,146.43107030000002,152.0414357,152.3150077,0,0,0,0,0,0,1,0,1
754,1699,Cherepet',Tul'skaia oblast',Tcentralny,0,0,0,44.0,54.11,36.38,2927.8921,1323.5044,1968.5218,0,0,0,0,0,2519,2130,37521.023689999995,77585.16577,112393.8736,146118.1036,172008.0484,217186.0759,219461.9355,0.0,0.0,0.0,0.0,0.0,61.33422916,58.73501464,110.93685690000001,126.76804270000001,135.2514272,141.42371930000002,145.3301749,151.0074721,151.2637795,0,0,0,0,0,0,1,0,1
758,1707,Kaznacheevskii,Tul'skaia oblast',Tcentralny,0,0,0,44.0,54.04,37.56,2920.3216,1410.7536,2029.7424,0,0,0,0,0,893,478,44930.69257,96936.62732,144432.7738,187229.3395,217615.2919,270021.4458,266900.4815,0.0,0.0,0.0,0.0,0.0,46.16640681,38.06409659,114.7657211,131.8320233,141.1479303,147.3817745,151.0559986,156.40645569999998,156.1158073,0,0,0,0,0,0,1,0,1
759,1708,Lomintsevskii,Tul'skaia oblast',Tcentralny,0,0,0,44.0,53.99,37.68,2914.9201,1419.7824,2034.3432,0,0,0,0,0,4154,4802,42448.03793,91657.82742,137789.7644,177067.7777,205455.8168,255826.4687,253594.19,0.0,0.0,0.0,0.0,0.0,69.41934123,71.85593101,113.55110259999998,130.5493091,140.031352,146.03001319999998,149.6459535,155.0586455,154.8404581,0,0,0,0,0,0,1,0,1
760,1709,Ogarevka,Tul'skaia oblast',Tcentralny,0,0,0,44.0,53.92,37.56,2907.3664,1410.7536,2025.2352,0,0,0,0,0,4158,3926,40093.07721,85967.98917,129632.8063,167327.9501,194799.6781,243516.64800000002,242091.1412,0.0,0.0,0.0,0.0,0.0,69.43538032,68.48185415,112.33793100000001,129.08891509999998,138.5908419,144.6658304,148.3457502,153.8329353,153.6873334,0,0,0,0,0,0,1,0,1
762,1712,Reviakino,Tul'skaia oblast',Tcentralny,0,0,0,44.0,54.36,37.67,2955.0096,1419.0289,2047.7412,0,0,0,0,0,3159,3313,47326.920360000004,100931.1213,144146.0999,186657.5097,217604.4546,269776.192,270066.8256,0.0,0.0,0.0,0.0,0.0,64.93153807,65.70090378,115.88166299999999,132.7609453,141.1007257,147.3075146,151.05477439999999,156.383728,156.410659,0,0,0,0,0,0,1,0,1
769,1729,Bol'shoe Selo,Iaroslavskaia oblast',Tcentralny,0,0,1,50.0,57.72,38.96,3331.5984,1517.8816,2248.7712,0,0,0,0,0,3996,3721,36492.22557,78731.00895,110667.636,140788.6974,164404.1822,203967.0271,203226.4406,0.0,0.0,0.0,0.0,0.0,68.77466403,67.59713571,110.35196850000001,127.09839440000002,134.891656,140.54139119999996,144.2420985,149.4680737,149.3791444,0,0,0,0,0,0,1,0,0
771,1734,Breitovo,Iaroslavskaia oblast',Tcentralny,0,0,1,50.0,58.3,37.85,3398.89,1432.6225,2206.655,0,0,0,0,0,4015,3710,31097.31122,66221.52849,93349.90627,119369.5897,140115.9248,175381.0754,174709.0353,0.0,0.0,0.0,0.0,0.0,68.85336247,67.54846231,107.0164727,123.22689240000001,130.967657,136.6556267,140.4278419,145.7987776,145.7060767,0,0,0,0,0,0,1,0,0
776,1745,Novyi Nekouz,Iaroslavskaia oblast',Tcentralny,0,0,1,50.0,57.9,38.07,3352.41,1449.3249,2204.2529999999997,0,0,0,0,0,3796,3707,34091.11853,72766.3659,102464.8765,130604.6462,152876.4743,190598.8226,190279.9649,0.0,0.0,0.0,0.0,0.0,67.92567097,67.53516575,108.9266309,125.32822920000001,133.1087225,138.7667525,142.501173,147.8151669,147.774457,0,0,0,0,0,0,1,0,0
778,1747,Oktiabr',Iaroslavskaia oblast',Tcentralny,0,0,0,50.0,57.83,37.4,3344.3089,1398.76,2162.842,0,0,0,0,0,3174,6489,33730.505260000005,71756.10487000001,100835.2994,128543.18,150613.2529,188119.4206,188151.5203,0.0,0.0,0.0,0.0,0.0,65.00790372,77.05089139,108.70476869999999,125.01539199999999,132.7390579,138.39217030000003,142.145305,147.4969505,147.5010949,0,0,0,0,0,0,1,0,0
780,1750,Burmakino,Iaroslavskaia oblast',Tcentralny,0,0,0,50.0,57.43,40.31,3298.2049,1624.8961,2315.0033,0,0,0,0,0,3800,1499,40720.80178,88901.96537,124325.602,158085.6013,183699.1178,225705.7666,223441.5822,0.0,0.0,0.0,0.0,0.0,67.94303217,53.47343866,112.66749009999998,129.85262340000003,137.6083659,143.302254,146.9199614,151.9546211,151.70615569999998,0,0,0,0,0,0,1,0,0
783,1761,Ishnia,Iaroslavskaia oblast',Tcentralny,0,0,0,50.0,57.19,39.35,3270.6961,1548.4225,2250.4265,0,0,0,0,0,3889,3368,43941.7921,93631.84951,129713.8044,164128.23,190761.576,235209.272,234922.1199,0.0,0.0,0.0,0.0,0.0,68.32522406,65.96809216,114.2893801,131.0366908,138.60554919999998,144.2017496,147.83592219999997,152.973136,152.9429199,0,0,0,0,0,0,1,0,0
785,1763,Porech'e-Rybnoe,Iaroslavskaia oblast',Tcentralny,0,0,0,50.0,57.1,39.4,3260.41,1552.36,2249.74,0,0,0,0,0,2505,1875,42692.49808,91997.19977,128501.4515,163097.8231,189885.9195,234482.1316,234552.5852,0.0,0.0,0.0,0.0,0.0,61.246964899999995,56.79678141,113.6735207,130.633777,138.38453130000002,144.050535,147.724061,152.89655530000002,152.9039849,0,0,0,0,0,0,1,0,0
