,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1897,pop1926,pop1939,mp1897,mp1926,mp1939,spop1897,spop1926,spop1939,smp1897,smp1926,smp1939,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
453,958,Lesnoe,Kalininskaia oblast',Tcentralny,0,0,1,43.0,58.29,35.53,3397.7241,1262.3809,2071.0437,0,NA,NA,17539.86555,29547.52488,62144.80444,0.0,NA,NA,95.49651046,105.9613973,121.8202804,0,0,0,0,0,0,1,0,0
457,966,Molokovo,Kalininskaia oblast',Tcentralny,0,0,1,43.0,58.17,36.77,3383.7489,1352.0329,2138.9109,0,NA,NA,18102.80547,31074.90805,65707.17418,0.0,NA,NA,96.1149298,107.0015625,123.0538369,0,0,0,0,0,0,1,0,0
460,974,Rameshki,Kalininskaia oblast',Tcentralny,0,0,1,43.0,57.34,36.05,3287.8756,1299.6025,2067.107,0,NA,NA,20518.24273,35706.719280000005,75972.88506,0.0,NA,NA,98.58642429,109.8952633,126.29560590000001,0,0,0,0,0,0,1,0,0
461,977,Sandovo,Kalininskaia oblast',Tcentralny,0,0,1,43.0,58.46,36.41,3417.5716,1325.6881,2128.5286,0,NA,NA,17269.28208,29327.5951,61913.30127,0.0,NA,NA,95.19289438,105.8076419,121.73790859999998,0,0,0,0,0,0,1,0,0
466,989,Toropets,Kalininskaia oblast',Tcentralny,0,1,1,34.0,56.5,31.64,3192.25,1001.0896,1787.66,7368,9726,12924,15857.983919999999,26046.463330000002,53639.64062,79.29727211,84.31937126,89.62108471,93.53652671,103.3808477,118.5930504,0,0,0,0,0,0,1,0,0
467,992,Firovo,Kalininskaia oblast',Tcentralny,0,0,1,43.0,57.49,33.71,3305.1001,1136.3641,1937.9879,0,NA,NA,18159.34989,30170.010089999996,62512.15626,0.0,NA,NA,96.17608888,106.3910488,121.950418,0,0,0,0,0,0,1,0,0
468,993,Velikooktiabr'skii,Kalininskaia oblast',Tcentralny,0,0,0,43.0,57.43,33.81,3298.2049,1143.1161,1941.7083,0,NA,NA,18272.04036,30454.480460000002,63197.80542999999,0.0,NA,NA,96.29746783,106.58473659999999,122.1914655,0,0,0,0,0,0,1,0,0
471,1002,Liudinovo,Kaluzhskaia oblast',Tcentralny,0,1,0,15.0,53.88,34.43,2903.0544,1185.4249,1855.0884,7784,9934,20858,18671.01287,30280.76257,62793.58964,80.27847521,84.70843415,98.91282796,96.72186473,106.4666523,122.0496485,0,0,0,0,0,0,1,0,0
472,1003,Obninsk,Kaluzhskaia oblast',Tcentralny,0,1,0,15.0,55.1,36.62,3036.01,1341.0244,2017.7620000000002,0,NA,NA,28528.12025,49854.050639999994,107654.4264,0.0,NA,NA,105.23980859999999,117.0043527,134.251191,0,0,0,0,0,0,1,0,0
473,1005,Babynino,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.38,35.76,2957.1844,1278.7776,1944.6288,0,NA,NA,22629.34937,36742.847839999995,76438.80574,0.0,NA,NA,100.54078890000001,110.4958131,126.43306299999999,0,0,0,0,0,0,1,0,0
474,1008,Bariatino,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.31,34.53,2949.5761,1192.3209,1875.3243,0,NA,NA,19232.39371,31420.176139999996,65314.37123,0.0,NA,NA,97.30542674,107.2302813,122.92084550000001,0,0,0,0,0,0,1,0,0
475,1011,Borovsk,Kaluzhskaia oblast',Tcentralny,0,1,1,15.0,55.2,36.48,3047.04,1330.7904,2013.6960000000001,8414,5822,NA,27757.18309,49307.67931,107532.1818,81.67915845,75.15848118,NA,104.6784753,116.7660725,134.2248633,0,0,0,0,0,0,1,0,0
476,1012,Balabanovo,Kaluzhskaia oblast',Tcentralny,0,1,0,15.0,55.17,36.64,3043.7289,1342.4896,2021.4288,0,NA,NA,29364.85137,51583.66215,111574.7325,0.0,NA,NA,105.83376129999999,117.7433389,135.0813415,0,0,0,0,0,0,1,0,0
477,1013,Ermolino,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,55.2,36.61,3047.04,1340.2921,2020.872,0,NA,NA,29644.393519999998,51951.62439,112116.8873,0.0,NA,NA,106.02879180000001,117.89764640000001,135.1940412,0,0,0,0,0,0,1,0,0
479,1016,Kurovskoi,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.53,36.04,2973.5209,1298.8816,1965.2612,0,NA,NA,25458.33929,40703.55086,84923.31092999999,0.0,NA,NA,102.9169395,112.658495,128.8112389,0,0,0,0,0,0,1,0,0
480,1017,Polotnianyi Zavod,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.74,35.99,2996.4676,1295.2801,1970.0926,0,NA,NA,24280.74059,40591.94722,85790.21772999999,0.0,NA,NA,101.9582692,112.6002179,129.0418814,0,0,0,0,0,0,1,0,0
481,1018,Piatovskii,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.69,36.08,2990.9961,1301.7664,1973.2152,0,NA,NA,24879.190459999998,41034.04489,86501.82416,0.0,NA,NA,102.45057220000001,112.8302271,129.2296229,0,0,0,0,0,0,1,0,0
482,1019,Tovarkovo,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.69,35.96,2990.9961,1293.1216,1966.6524,0,NA,NA,24178.798730000002,40052.30824,84395.85757000001,0.0,NA,NA,101.87332099999999,112.3163658,128.66985590000002,0,0,0,0,0,0,1,0,0
483,1021,Duminichi,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,53.92,35.12,2907.3664,1233.4144,1893.6704,0,NA,NA,20097.33566,32294.2449,66441.22766,0.0,NA,NA,98.17525172,107.79930300000001,123.30043810000001,0,0,0,0,0,0,1,0,0
484,1023,Zhizdra,Kaluzhskaia oblast',Tcentralny,0,1,1,15.0,53.74,34.74,2887.9876,1206.8676,1866.9276,6004,6605,8100,19110.94199,30774.52192,64037.59952,75.69315279,77.36226654,80.99314828,97.18048595,106.80070009999999,122.48348429999999,0,0,0,0,0,0,1,0,0
485,1025,Belousovo,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,55.09,36.68,3034.9081,1345.4224,2020.7012,0,NA,NA,28738.73326,50427.38723,109142.1582,0.0,NA,NA,105.39077820000001,117.25185790000002,134.56943130000002,0,0,0,0,0,0,1,0,0
486,1031,Iznoski,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.99,35.33,3023.9001,1248.2089,1942.7967,0,NA,NA,22015.38584,37087.32584,78216.38382,0.0,NA,NA,99.98993714,110.6920842,126.95057140000002,0,0,0,0,0,0,1,0,0
487,1035,Kozel'sk,Kaluzhskaia oblast',Tcentralny,0,1,1,15.0,54.03,35.79,2919.2409,1280.9241,1933.7337,5619,5336,8718,21480.06409,34655.09065,71313.83988,74.54438447,73.65469902,82.32196259999999,99.49824163,109.26938840000001,124.8771763,0,0,0,0,0,0,1,0,0
488,1036,Sosenskii,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.04,35.97,2920.3216,1293.8409,1943.8188,0,NA,NA,22416.08085,35828.85165,73572.27837,0.0,NA,NA,100.3509849,109.966866,125.57496450000001,0,0,0,0,0,0,1,0,0
489,1038,Betlitsa,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.02,33.96,2918.1604,1153.2816,1834.5192,0,NA,NA,18073.410490000002,29469.251539999997,61006.931410000005,0.0,NA,NA,96.08306806,105.9067943,121.41269209999999,0,0,0,0,0,0,1,0,0
490,1042,Maloiaroslavets,Kaluzhskaia oblast',Tcentralny,0,1,1,15.0,55.01,36.74,3026.1001,1349.8276,2021.0674,2497,5455,11729,28019.909289999996,48853.5278,105623.3604,61.19690844,74.03377024,87.79352096,104.871334,116.5661801,133.8101758,0,0,0,0,0,0,1,0,0
491,1044,Medyn',Kaluzhskaia oblast',Tcentralny,0,1,1,15.0,54.97,35.87,3021.7009,1286.6569,1971.7739,4387,5110,5705,23807.2435,40562.95195,86453.2489,70.33172008,72.91374708,74.80690075,101.5609475,112.58505339999999,129.2168523,0,0,0,0,0,0,1,0,0
496,1055,Sukhinichi,Kaluzhskaia oblast',Tcentralny,0,1,1,15.0,54.1,35.35,2926.81,1249.6225,1912.435,5447,7342,7100,20621.27399,33316.08015,69004.88626,74.00851672,79.23432671,78.63876474,98.68591644,108.4471356,124.14266200000002,0,0,0,0,0,0,1,0,0
497,1056,Seredeiskii,Kaluzhskaia oblast',Tcentralny,0,0,0,15.0,54.05,35.23,2921.4025,1241.1529,1904.1815,0,NA,NA,20816.7638,33475.36323,68473.28222000001,0.0,NA,NA,98.87346854,108.5464971,123.97038529999999,0,0,0,0,0,0,1,0,0
499,1061,Ul'ianovo,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,53.72,35.54,2885.8384,1263.0916,1909.2088,0,NA,NA,20573.78223,32695.556989999997,66684.14033,0.0,NA,NA,98.64011168,108.0559102,123.38149750000001,0,0,0,0,0,0,1,0,0
501,1065,Ferzikovo,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,54.51,36.78,2971.3401,1352.7684,2004.8778,0,NA,NA,25804.55796,42746.846860000005,90840.01359,0.0,NA,NA,103.19118929999999,113.7006505,130.3445814,0,0,0,0,0,0,1,0,0
502,1069,Khvastovichi,Kaluzhskaia oblast',Tcentralny,0,0,1,15.0,53.47,35.11,2859.0409,1232.7121,1877.3317,0,NA,NA,19541.37515,30859.05572,63401.34194,0.0,NA,NA,97.62011664,106.85740459999998,122.2625632,0,0,0,0,0,0,1,0,0
505,1081,Bui,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.48,41.53,3419.9104,1724.7409,2428.6744,2624,9667,20352,15916.80614,28157.2164,60296.5146,61.97555009,84.20766227,98.42494068,93.60815638,104.9714783,121.15470020000001,0,0,0,0,0,0,1,0,0
506,1083,Galich,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.38,42.34,3408.2244,1792.6756,2471.8092,6237,8856,13695,15283.48907,27251.35751,58706.89543,76.35709304,82.60720295,90.72154990000001,92.82413708,104.3024811,120.56726189999999,0,0,0,0,0,0,1,0,0
507,1084,Manturovo,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.34,44.75,3403.5556,2002.5625,2610.715,0,NA,8371,13490.348680000001,23858.30843,51667.91802,0.0,NA,81.58657346,90.43496079,101.604138,117.7787602,0,0,0,0,0,0,1,0,0
508,1085,Nerekhta,Kostromskaia oblast',Tcentralny,0,1,0,18.0,57.45,40.58,3300.5025,1646.7364,2331.321,3092,7381,16325,21242.26219,38940.97641,84076.91653,64.58651217,79.32867091,94.09878752,99.27627373,111.72072179999999,128.5839729,0,0,0,0,0,0,1,0,0
510,1088,Shar'ia,Kostromskaia oblast',Tcentralny,0,1,0,18.0,58.36,45.51,3405.8896,2071.1601,2655.9636,0,4222,14333,13011.19816,22875.54693,49591.50825,0.0,69.69017636,91.59102203,89.74844636,100.7579066,116.8901517,0,0,0,0,0,0,1,0,0
511,1091,Antropovo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.4,43.01,3410.56,1849.8601,2511.784,0,NA,NA,14773.59879,26220.7695,56476.52995,0.0,NA,NA,92.17146279,103.5165251,119.71818229999998,0,0,0,0,0,0,1,0,0
512,1094,Vokhma,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.93,46.77,3472.7449,2187.4329,2756.1561,0,NA,NA,11769.87295,20724.36322,45054.8448,0.0,NA,NA,87.858723,98.78501813,114.8248506,0,0,0,0,0,0,1,0,0
513,1097,Kadyi,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.78,43.19,3338.5284,1865.3761,2495.5182,1095,NA,NA,15787.03109,28325.452419999998,61505.45567,48.97913721,NA,NA,93.44980755,105.0935815,121.5921081,0,0,0,0,0,0,1,0,0
515,1101,Karavaevo,Kostromskaia oblast',Tcentralny,0,0,0,18.0,57.75,41.08,3335.0625,1687.5664,2372.37,0,NA,NA,22384.86266,40611.883010000005,84203.93559,0.0,NA,NA,100.3230652,112.61063859999999,128.6182116,0,0,0,0,0,0,1,0,0
516,1103,Krasnoe-na-Volge,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.51,41.25,3307.4001,1701.5625,2372.2875,0,4455,NA,20008.3304,37369.12576,80360.84865,0.0,70.58994649,NA,98.08731416,110.85142069999999,127.5608145,0,0,0,0,0,0,1,0,0
517,1105,Makar'ev,Kostromskaia oblast',Tcentralny,0,1,1,18.0,57.88,34.8,3350.0944,1211.04,2014.224,6046,6516,8500,18330.87834,30889.3013,64795.8944,75.814499,77.12380449,81.86307285,96.36057533,106.87765900000001,122.74418610000001,0,0,0,0,0,0,1,0,0
518,1110,Georgievskoe,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.07,43.07,3372.1249,1855.0249,2501.0749,0,NA,NA,15345.002080000002,27354.83399,59178.37319,0.0,NA,NA,92.9015517,104.3799073,120.7429882,0,0,0,0,0,0,1,0,0
519,1114,Kosmynino,Kostromskaia oblast',Tcentralny,0,0,0,18.0,57.58,40.76,3315.4564,1661.3776,2346.9608,0,NA,NA,21044.41484,38585.77568,82338.26964,0.0,NA,NA,99.08988974,111.52709569999999,128.1105086,0,0,0,0,0,0,1,0,0
520,1116,Bogovarovo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.98,47.03,3478.6404,2211.8209,2773.8294,0,NA,NA,11627.04637,20477.32362,44552.7482,0.0,NA,NA,87.62999189,98.54678605,114.58480279999999,0,0,0,0,0,0,1,0,0
521,1119,Ostrovskoe,Kostromskaia oblast',Tcentralny,0,0,1,18.0,57.8,42.24,3340.84,1784.2176,2441.472,0,NA,NA,17043.39113,30998.587460000002,67197.4553,0.0,NA,NA,94.93613893,106.95069509999999,123.5519095,0,0,0,0,0,0,1,0,0
522,1121,Pavino,Kostromskaia oblast',Tcentralny,0,0,1,18.0,59.11,46.15,3493.9921,2129.8225,2727.9265,0,NA,NA,11837.1131,20808.64162,45171.26234,0.0,NA,NA,87.96554819,98.86570775,114.8801623,0,0,0,0,0,0,1,0,0
524,1127,Ponazyrevo,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.35,46.31,3404.7225,2144.6161,2702.1885,0,NA,NA,12598.59309,22251.67584,48287.81078,0.0,NA,NA,89.13890907,100.2035556,116.31481090000001,0,0,0,0,0,0,1,0,0
525,1131,Pyshchug,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.88,45.71,3466.8544,2089.4041,2691.4048,0,NA,NA,12277.35719,21614.47484,46910.69126,0.0,NA,NA,88.65186559,99.62272652,115.6915551,0,0,0,0,0,0,1,0,0
528,1138,Susanino,Kostromskaia oblast',Tcentralny,0,0,1,18.0,58.15,41.59,3381.4225,1729.7281,2418.4585,0,NA,NA,16988.74953,30475.6683,65245.34971,0.0,NA,NA,94.87357289,106.5990973,122.8974017,0,0,0,0,0,0,1,0,0
531,1186,Volokolamsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.05,35.94,3141.6025,1291.6836,2014.4370000000001,3091,4412,5400,25092.33998,44490.390589999995,96786.72983,64.58131313,70.42706346,73.85948697,102.6233407,114.55481909999999,131.7964885,0,0,0,0,0,0,1,0,0
532,1187,Voskresensk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.32,38.69,3060.3024,1496.9161,2140.3308,2289,4663,28987,31349.238760000004,57039.39457999999,125719.1057,59.84368961,71.35880829999999,105.56746129999999,107.18347560000001,119.93529620000001,137.8699935,0,0,0,0,0,0,1,0,0
533,1188,Dmitrov,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.36,37.54,3176.4496,1409.2516,2115.7544,4480,6390,25029,31647.1908,59558.403770000004,132749.8757,70.68401031,76.78122307,102.572139,107.3794304,120.883707,139.15085349999998,0,0,0,0,0,0,1,0,0
534,1193,Dubna,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.76,37.14,3221.6976,1379.3796,2108.0664,0,NA,9904,25151.83348,45629.248380000005,99705.64745,0.0,NA,84.65276999,102.6713271,115.096511,132.4795843,0,0,0,0,0,0,1,0,0
537,1200,Zaraisk,Moskovskaia oblast',Tcentralny,0,1,0,35.0,54.76,38.88,2998.6576,1511.6544,2129.0688,8054,11766,17156,26103.687469999997,44629.25913,96322.4956,80.89067146,87.85255341,95.06451329999999,103.4254802,114.62153980000001,131.6861173,0,0,0,0,0,0,1,0,0
539,1210,Kashira,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.84,38.16,3007.4256,1456.1856,2092.6944,4038,7435,17419,28321.178069999998,49238.61997,109460.3686,68.94819194,79.4585734,95.36141305,105.09048729999999,116.7357844,134.63698469999997,0,0,0,0,0,0,1,0,0
540,1212,Klin,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.64,36.75,3095.8096,1350.5625,2044.77,4655,8722,27691,35134.21079,64797.77601,144759.9697,71.32980102,82.3302868,104.6296327,109.5566362,122.7448295,141.20170269999997,0,0,0,0,0,0,1,0,0
545,1225,Ozery,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.85,38.53,3008.5225,1484.5609,2113.3705,11166,14050,22629,27467.85012,47781.792839999995,104582.9757,86.87411985,91.20971373,100.5404793,104.46417029999999,116.0876941,133.58126289999998,0,0,0,0,0,0,1,0,0
548,1231,Pushchino,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.84,37.64,3007.4256,1416.7696,2064.1776,0,NA,NA,29718.857989999997,51923.55942,112141.5551,0.0,NA,NA,106.0804639,117.88591219999999,135.1991571,0,0,0,0,0,0,1,0,0
549,1232,Ramenskoe,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.57,38.24,3088.0249,1462.2976,2124.9968,6865,13645,28405,41586.632410000006,78999.5285,179485.4893,78.04293625,90.65188664,105.1510882,113.11458470000001,127.17517590000001,146.357966,0,0,0,0,0,0,1,0,0
551,1235,Solnechnogorsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.19,36.98,3157.3161,1367.5204,2077.9062,0,NA,13548,32712.241739999998,60519.07864,135172.0956,0.0,NA,90.51608590000001,108.06651699999999,121.23582150000001,139.57777969999998,0,0,0,0,0,0,1,0,0
552,1236,Stupino,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.9,38.09,3014.01,1450.8481,2091.141,0,NA,18980,29469.05453,51682.16756,112654.4661,0.0,NA,97.04498042,105.9066567,117.7847456,135.3052989,0,0,0,0,0,0,1,0,0
553,1241,Chekhov,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.14,37.46,3040.4196,1403.2516,2065.5444,0,NA,NA,33374.330910000004,60292.315010000006,132973.3935,0.0,NA,NA,108.48352240000001,121.1531669,139.19054680000002,0,0,0,0,0,0,1,0,0
555,1244,Elektrostal',Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.79,38.44,3112.5241,1477.6336,2144.5676,0,NA,42607,39591.11696,77791.40767,174881.9573,0.0,NA,113.6307783,112.07101920000001,126.82782979999999,145.7299607,0,0,0,0,0,0,1,0,0
556,1249,Privokzal'nyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.99,35.92,3134.8801,1290.2464,2011.1608,0,NA,NA,25600.50291,45186.41285,97659.14407000001,0.0,NA,NA,103.0299558,114.887351,132.002603,0,0,0,0,0,0,1,0,0
557,1250,Sychevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.06,38.72,3031.6036,1499.2384,2131.9232,0,NA,NA,32091.87089,55737.63658,125409.8732,0.0,NA,NA,107.668806,119.4301648,137.8121656,0,0,0,0,0,0,1,0,0
558,1252,Beloozerskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.46,38.45,3075.8116,1478.4025,2132.437,0,NA,NA,35558.7144,66265.59935,148617.1536,0.0,NA,NA,109.80819479999998,123.2416632,141.82734969999998,0,0,0,0,0,0,1,0,0
559,1253,Lopatinskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.34,38.73,3062.5156,1500.0129,2143.3182,0,NA,NA,31964.70392,58411.29358,134142.5358,0.0,NA,NA,107.5864239,120.45643159999999,139.39717819999998,0,0,0,0,0,0,1,0,0
560,1254,Fosforitnyi,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.33,38.89,3061.4089,1512.4321,2151.7837,0,NA,NA,31001.78523,56104.775579999994,124025.2249,0.0,NA,NA,106.9528287,119.5737048,137.55161940000002,0,0,0,0,0,0,1,0,0
561,1255,Khorlovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.33,38.82,3061.4089,1506.9924,2147.9106,0,NA,NA,31131.78175,56553.2371,126273.3171,0.0,NA,NA,107.0393952,119.74788600000001,137.9733089,0,0,0,0,0,0,1,0,0
562,1256,rp im. Tsiurupy,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.49,38.64,3079.1401,1493.0496,2144.1336,0,NA,NA,33356.773180000004,62430.92966,139391.1221,0.0,NA,NA,108.47256090000002,121.92170279999999,140.304951,0,0,0,0,0,0,1,0,0
563,1258,Iakhroma,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.29,37.49,3168.5641,1405.5001,2110.3121,0,8345,14896,34061.75502,63071.23075,142957.5771,0.0,81.53038646,92.32995988,108.90864499999999,122.14714640000001,140.9040981,0,0,0,0,0,0,1,0,0
564,1259,Dedenevo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.27,36.71,3054.7729,1347.6241,2028.9617,0,NA,NA,30598.36676,55266.46467,120832.1028,0.0,NA,NA,106.6820832,119.2446873,136.940485,0,0,0,0,0,0,1,0,0
565,1270,Krasnozavodsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.44,38.23,3185.4736,1461.5329,2157.7012,0,NA,13382,29576.26253,54788.99371,120797.9594,0.0,NA,90.28165296,105.9814118,119.05525890000001,136.93387080000002,0,0,0,0,0,0,1,0,0
566,1271,Khot'kovo,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.25,38.0,3164.0625,1444.0,2137.5,0,NA,NA,35091.5988,65670.80851,147621.134,0.0,NA,NA,109.53123300000001,123.041555,141.66722969999998,0,0,0,0,0,0,1,0,0
567,1273,Bogorodskoe,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.43,36.25,3072.4849,1314.0625,2009.3375,0,NA,NA,28004.015460000002,49313.02798,107476.0555,0.0,NA,NA,104.8597133,116.76841670000002,134.2127663,0,0,0,0,0,0,1,0,0
568,1274,Mukhanovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.51,38.32,3193.3801,1468.4224,2165.4632,0,NA,NA,28018.64381,51856.716089999994,115183.6055,0.0,NA,NA,104.87040900000001,117.8579412,135.8223053,0,0,0,0,0,0,1,0,0
569,1276,Skoropuskovskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.37,38.18,3177.5769,1457.7124,2152.2066,0,NA,NA,32069.94933,59156.671579999995,132457.2994,0.0,NA,NA,107.6546257,120.7349277,139.0988041,0,0,0,0,0,0,1,0,0
570,1282,Ozherel'e,Moskovskaia oblast',Tcentralny,0,1,0,24.0,54.8,38.28,3003.04,1465.3584,2097.744,0,NA,5500,28401.74148,49080.7133,107085.4229,0.0,NA,74.17521432,105.1487354,116.6663844,134.12841229999998,0,0,0,0,0,0,1,0,0
571,1284,Vysokovsk,Moskovskaia oblast',Tcentralny,0,1,0,24.0,56.32,36.56,3171.9424,1336.6336,2059.0592,3700,8100,11500,27239.6415,49242.852510000004,108843.76800000001,67.50410364,80.99314828,87.42441329,104.2936979,116.7376418,134.5059219,0,0,0,0,0,0,1,0,0
572,1286,Reshetnikovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.45,36.57,3186.6025,1337.3649,2064.3765,0,NA,NA,26398.79362,47657.85204,104531.4974,0.0,NA,NA,103.6542595,116.031733,133.5698823,0,0,0,0,0,0,1,0,0
573,1288,Peski,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.62,38.8,2983.3444,1505.44,2119.256,0,NA,NA,25914.765480000002,43816.548989999996,93609.41503999999,0.0,NA,NA,103.277792,114.2283604,131.0312047,0,0,0,0,0,0,1,0,0
574,1297,Lotoshino,Moskovskaia oblast',Tcentralny,0,0,1,24.0,56.23,35.64,3161.8129,1270.2096,2004.0372,0,NA,NA,23391.6667,40964.92694,88071.41648,0.0,NA,NA,101.20631850000001,112.79441570000002,129.6387943,0,0,0,0,0,0,1,0,0
575,1299,Lukhovitsy,Moskovskaia oblast',Tcentralny,0,1,1,24.0,54.96,39.03,3020.6016,1523.3409,2145.0888,1700,NA,NA,27182.46012,47233.93708,102550.375,55.32954954,NA,NA,104.25078140000001,115.8393258,133.127969,0,0,0,0,0,0,1,0,0
576,1300,Beloomut,Moskovskaia oblast',Tcentralny,0,0,0,24.0,54.94,39.34,3018.4036,1547.6356,2161.3396,0,NA,NA,25748.044159999998,44309.12029,95197.9376,0.0,NA,NA,103.1466505,114.4674415,131.4167285,0,0,0,0,0,0,1,0,0
577,1306,Oktiabr'skii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.39,36.7,3068.0521,1346.89,2032.8129999999999,0,NA,NA,31783.477189999998,60855.778229999996,133691.7997,0.0,NA,NA,107.46850719999999,121.35802959999998,139.3177121,0,0,0,0,0,0,1,0,0
578,1309,Uvarovka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.53,35.6,3083.5809,1267.36,1976.868,0,NA,NA,23844.48247,41280.0647,88486.58664,0.0,NA,NA,101.59245229999999,112.95725290000001,129.7459109,0,0,0,0,0,0,1,0,0
581,1316,Kievskii,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.43,36.91,3072.4849,1362.3481,2045.9213,0,NA,NA,35230.960289999995,65586.53588,146373.8142,0.0,NA,NA,109.6142104,123.0130695,141.4653092,0,0,0,0,0,0,1,0,0
582,1319,Elektrougli,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.73,38.2,3105.8329,1459.24,2128.886,0,NA,8500,46740.45467,90127.64444,207098.4343,0.0,NA,81.86307285,115.61336029999998,130.1648752,149.84084430000001,0,0,0,0,0,0,1,0,0
583,1321,rp im. Vorovskogo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.73,38.32,3105.8329,1468.4224,2135.5736,0,NA,NA,42162.32137,81445.36685,188695.5548,0.0,NA,NA,113.40721229999998,127.86380179999999,147.5712357,0,0,0,0,0,0,1,0,0
584,1322,Obukhovo,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.62,38.38,3093.5844,1473.0244,2134.6956,0,3906,NA,39532.39745,75127.62912,171166.0086,0.0,68.39735118,NA,112.03959579999999,126.04426409999998,145.2118793,0,0,0,0,0,0,1,0,0
585,1324,Chernogolovka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,56.01,38.39,3137.1201,1473.7921,2150.2239,0,NA,NA,36498.65546,70220.31648,159226.4123,0.0,NA,NA,110.35567009999998,124.53205120000001,143.4744591,0,0,0,0,0,0,1,0,0
587,1329,Kubinka,Moskovskaia oblast',Tcentralny,0,0,0,24.0,55.57,36.7,3088.0249,1346.89,2039.4189999999999,0,NA,NA,34100.91972,62678.95374,140354.4288,0.0,NA,NA,108.93263130000001,122.00927800000001,140.4681532,0,0,0,0,0,0,1,0,0
588,1334,Drezna,Moskovskaia oblast',Tcentralny,0,1,0,24.0,55.74,38.85,3106.9476,1509.3225,2165.499,0,7897,11300,32510.05672,65038.72119,142301.8324,0.0,80.53695162,87.09663891,107.9376534,122.8270834,140.79497080000002,0,0,0,0,0,0,1,0,0
