"Country or Area","Year","Area","Sex","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Albania","2017","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","2876591",""
"Albania","2017","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","2873458",""
"Albania","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2016","2886026",""
"Albania","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","2876101",""
"Albania","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2016","2892303",""
"Albania","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","2880703",""
"Albania","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","2895947",""
"Albania","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","2889104",""
"Albania","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","2895092",""
"Albania","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","2900401",""
"Albania","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","2800138",""
"Albania","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","2904780",""
"Albania","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","2913021",""
"Albania","2009","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","2927519",""
"Albania","2008","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","2947314",""
"Albania","2007","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","2970017",""
"Albania","2006","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","2992547",""
"Albania","2005","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","3011487",""
"Albania","2004","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","3026939",""
"Albania","2003","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","3039616",""
"Albania","2002","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","3051010",""
"Albania","2001","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2009","3069275",""
"Albania","2001","Total","Both Sexes","Estimate - de facto","Final figure, complete","2014","3060173",""
"Albania","2000","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3060907.5",""
"Albania","1999","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3053830.752",""
"Albania","1998","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3055331.182",""
"Albania","1997","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3074831.916",""
"Albania","1996","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3075545.172",""
"Albania","1995","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3050011.687",""
"Albania","1994","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3035180.5",""
"Albania","1993","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3064201.5",""
"Albania","1992","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3102736",""
"Albania","1991","Total","Both Sexes","Estimate - de facto","Final figure, complete","2005","3125522",""
"Albania","1990","Total","Both Sexes","Estimate - de facto","Final figure, complete","1992","3255891",""
"Albania","1989","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","1988","3182400",""
"Albania","1989","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","3199233",""
"Albania","1988","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","3138100",""
"Albania","1987","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","3076100",""
"Albania","1986","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","3016200",""
"Albania","1985","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","2957400",""
"Albania","1984","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","2896700",""
"Albania","1983","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","2838100",""
"Albania","1982","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","2780300",""
"Albania","1981","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","2723700",""
"Albania","1980","Total","Both Sexes","Estimate - de facto","Final figure, complete","1989","2670500",""
"Albania","1979","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","1990","2590600",""
"Albania","1979","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2617200",""
"Albania","1978","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2563000",""
"Albania","1977","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2508000",""
"Albania","1976","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2453800",""
"Albania","1975","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2400800",""
"Albania","1974","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2346900",""
"Albania","1973","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2294400",""
"Albania","1972","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2241500",""
"Albania","1971","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2187200",""
"Albania","1970","Total","Both Sexes","Estimate - de facto","Final figure, complete","1984","2135600",""
"Albania","1969","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","1988","2068100",""
"Albania","1969","Total","Both Sexes","Estimate - de facto","Final figure, complete","1972","2079800",""
"Albania","1968","Total","Both Sexes","Estimate - de facto","Final figure, complete","1972","2018800",""
"Albania","1967","Total","Both Sexes","Estimate - de facto","Final figure, complete","1972","1964730",""
"Albania","1966","Total","Both Sexes","Estimate - de facto","Final figure, complete","1992","1923000",""
"Albania","1965","Total","Both Sexes","Estimate - de facto","Final figure, complete","1992","1870000",""
"Albania","1964","Total","Both Sexes","Estimate - de facto","Final figure, complete","1992","1817000",""
"Albania","1963","Total","Both Sexes","Estimate - de facto","Final figure, complete","1992","1764000",""
"Albania","1962","Total","Both Sexes","Estimate - de facto","Final figure, complete","1992","1712000",""
"Albania","1961","Total","Both Sexes","Estimate - de facto","Final figure, complete","1992","1660000",""
"Albania","1960","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","1996","1626315",""
"Albania","1960","Total","Both Sexes","Estimate - de facto","Final figure, complete","1992","1611000",""
"Albania","1959","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1556020",""
"Albania","1958","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1506594",""
"Albania","1957","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1462120",""
"Albania","1956","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1420500",""
"Albania","1955","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","1964","1391499",""
"Albania","1955","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1379000",""
"Albania","1954","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1340000",""
"Albania","1953","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1302000",""
"Albania","1952","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1270000",""
"Albania","1951","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1242000",""
"Albania","1950","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","1962","1218943",""
"Albania","1950","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1215000",""
"Albania","1949","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1183000",""
"Albania","1948","Total","Both Sexes","Estimate - de facto","Final figure, complete","1966","1164000",""
"Austria","2017","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","8772865",""
"Austria","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","8690076",""
"Austria","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","8739806",""
"Austria","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2016","8576261",""
"Austria","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2016","8629496.375",""
"Austria","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","8507786",""
"Austria","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2016","8543974.75",""
"Austria","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","8451860",""
"Austria","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","8477230",""
"Austria","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","8408121",""
"Austria","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","8426311",""
"Austria","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","8401940",""
"Austria","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","8404252",""
"Austria","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","8388534",""
"Austria","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2010","8375290",""
"Austria","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","8361069",""
"Austria","2009","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","8355260",""
"Austria","2009","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","8341483",""
"Austria","2008","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","8331930",""
"Austria","2008","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","8321541",""
"Austria","2007","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","8298923",""
"Austria","2007","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","8295189",""
"Austria","2006","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","8267948",""
"Austria","2005","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","8225278",""
"Austria","2004","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","8169441",""
"Austria","2003","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","8118245",""
"Austria","2002","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","8082121",""
"Austria","2001","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2003","8032926",""
"Austria","2001","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","8042293",""
"Austria","2000","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","8011566",""
"Austria","1999","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7992323",""
"Austria","1998","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7976789",""
"Austria","1997","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7968041",""
"Austria","1996","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7959016",""
"Austria","1995","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7948278",""
"Austria","1994","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7936118",""
"Austria","1993","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7905632",""
"Austria","1992","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7840709",""
"Austria","1991","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1994","7795786",""
"Austria","1991","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7754891",""
"Austria","1990","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7677850",""
"Austria","1989","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7619566",""
"Austria","1988","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7585317",""
"Austria","1987","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7574586",""
"Austria","1986","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7569794",""
"Austria","1985","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7564984",""
"Austria","1984","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7561434",""
"Austria","1983","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7561910",""
"Austria","1982","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","7574140",""
"Austria","1981","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1985","7555338",""
"Austria","1981","Total","Both Sexes","Estimate - de jure","Final figure, complete","1989","7568710",""
"Austria","1980","Total","Both Sexes","Estimate - de facto","Final figure, complete","1991","7505151",""
"Austria","1980","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7549433",""
"Austria","1979","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7549425",""
"Austria","1978","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7562305",""
"Austria","1977","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7568430",""
"Austria","1976","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7565525",""
"Austria","1975","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7578903",""
"Austria","1974","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7599038",""
"Austria","1973","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7586115",""
"Austria","1972","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7544201",""
"Austria","1971","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1973","7456403",""
"Austria","1971","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","7500482",""
"Austria","1970","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","7467086",""
"Austria","1969","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","7441055",""
"Austria","1968","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","7415403",""
"Austria","1967","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","7376998",""
"Austria","1966","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","7322066",""
"Austria","1965","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","7270889",""
"Austria","1964","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","7223801",""
"Austria","1963","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","7175811",""
"Austria","1962","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","7129864",""
"Austria","1961","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1966","7073807",""
"Austria","1961","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","7086299",""
"Austria","1960","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","7047437",""
"Austria","1959","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","7014331",""
"Austria","1958","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","6987358",""
"Austria","1957","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","6965860",""
"Austria","1956","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","6952359",""
"Austria","1955","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","6946885",""
"Austria","1954","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","6940209",""
"Austria","1953","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","6932483",""
"Austria","1952","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","6927772",""
"Austria","1951","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1964","6933905",""
"Austria","1951","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","6935451",""
"Austria","1950","Total","Both Sexes","Estimate - de jure","Final figure, complete","1977","6935100",""
"Austria","1950","Total","Both Sexes","Estimate - de jure","Final figure, complete","1960","6931500",""
"Austria","1949","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","6942470",""
"Austria","1948","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","6953000",""
"Belgium","2017","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","11351727",""
"Belgium","2017","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","11382393",""
"Belgium","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","11311117",""
"Belgium","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","11331422","1"
"Belgium","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2016","11258434",""
"Belgium","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","11284775.5","1"
"Belgium","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","11203992",""
"Belgium","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","11231213",""
"Belgium","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","11161642",""
"Belgium","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","11182817",""
"Belgium","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","11094850",""
"Belgium","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","11128246",""
"Belgium","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2015","11000638",""
"Belgium","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","11043788",""
"Belgium","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10895638",""
"Belgium","2009","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","10796493",""
"Belgium","2008","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10666866",""
"Belgium","2008","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","10709973",""
"Belgium","2007","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10622604",""
"Belgium","2006","Total","Both Sexes","Estimate - de jure","Final figure, complete","2006","10511382",""
"Belgium","2006","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10541893",""
"Belgium","2005","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10472842",""
"Belgium","2004","Total","Both Sexes","Estimate - de jure","Final figure, complete","2005","10396421",""
"Belgium","2004","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10417122",""
"Belgium","2003","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10372469",""
"Belgium","2002","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10332785",""
"Belgium","2001","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2009","10296350",""
"Belgium","2001","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10286570",""
"Belgium","2000","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10251249.5",""
"Belgium","1999","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10226418.5",""
"Belgium","1998","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10203008",""
"Belgium","1997","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","10181245",""
"Belgium","1996","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","10156637",""
"Belgium","1995","Total","Both Sexes","Estimate - de jure","Final figure, complete","1996","10136811",""
"Belgium","1995","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","10143047",""
"Belgium","1994","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","10115603",""
"Belgium","1994","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","10130574",""
"Belgium","1993","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","10084475",""
"Belgium","1993","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","10100631",""
"Belgium","1992","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","10045158",""
"Belgium","1992","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","10068319",""
"Belgium","1991","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1995","9978681",""
"Belgium","1991","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","10021997",""
"Belgium","1991","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","10004486",""
"Belgium","1990","Total","Both Sexes","Estimate - de jure","Final figure, complete","1993","9967379",""
"Belgium","1990","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","9986975",""
"Belgium","1989","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9937697",""
"Belgium","1989","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","9947782",""
"Belgium","1988","Total","Both Sexes","Estimate - de jure","Final figure, complete","1989","9901664",""
"Belgium","1988","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","9927612",""
"Belgium","1987","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9870234",""
"Belgium","1987","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","9875716",""
"Belgium","1986","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9861823",""
"Belgium","1986","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","9864751",""
"Belgium","1985","Total","Both Sexes","Estimate - de jure","Final figure, complete","1986","9858308",""
"Belgium","1985","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","9858895",""
"Belgium","1984","Total","Both Sexes","Estimate - de jure","Final figure, complete","1993","9855372",""
"Belgium","1983","Total","Both Sexes","Estimate - de jure","Final figure, complete","1993","9855520",""
"Belgium","1982","Total","Both Sexes","Estimate - de jure","Final figure, complete","1992","9856303",""
"Belgium","1981","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1986","9848647",""
"Belgium","1981","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9858982",""
"Belgium","1980","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9859242",""
"Belgium","1980","Total","Both Sexes","Estimate - de jure","Final figure, complete","1981","9855110",""
"Belgium","1979","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9848382",""
"Belgium","1979","Total","Both Sexes","Estimate - de jure","Final figure, complete","1980","9855110",""
"Belgium","1978","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9839534",""
"Belgium","1977","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9830358",""
"Belgium","1977","Total","Both Sexes","Estimate - de jure","Final figure, complete","1978","9823302",""
"Belgium","1976","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9818227",""
"Belgium","1975","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9800700",""
"Belgium","1974","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9772419",""
"Belgium","1973","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9741720",""
"Belgium","1973","Total","Both Sexes","Estimate - de jure","Final figure, complete","1975","9756590",""
"Belgium","1972","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9711115",""
"Belgium","1972","Total","Both Sexes","Estimate - de jure","Final figure, complete","1978","9726850",""
"Belgium","1971","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9673162",""
"Belgium","1971","Total","Both Sexes","Estimate - de jure","Final figure, complete","1973","9695379",""
"Belgium","1970","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1973","9650944",""
"Belgium","1970","Total","Both Sexes","Estimate - de jure","Final figure, complete","1972","9655549",""
"Belgium","1969","Total","Both Sexes","Estimate - de jure","Final figure, complete","1972","9646032",""
"Belgium","1968","Total","Both Sexes","Estimate - de jure","Final figure, complete","1971","9618756",""
"Belgium","1967","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9580991",""
"Belgium","1967","Total","Both Sexes","Estimate - de jure","Final figure, complete","1969","9605601",""
"Belgium","1966","Total","Both Sexes","Estimate - de jure","Final figure, complete","1971","9527807",""
"Belgium","1966","Total","Both Sexes","Estimate - de jure","Final figure, complete","1968","9556380",""
"Belgium","1965","Total","Both Sexes","Estimate - de jure","Final figure, complete","1971","9463667",""
"Belgium","1964","Total","Both Sexes","Estimate - de jure","Final figure, complete","1971","9378113",""
"Belgium","1963","Total","Both Sexes","Estimate - de jure","Final figure, complete","1971","9289770",""
"Belgium","1962","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9220578",""
"Belgium","1961","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1967","9189741",""
"Belgium","1961","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","9183948",""
"Belgium","1960","Total","Both Sexes","Estimate - de jure","Final figure, complete","1953","9153489",""
"Belgium","1959","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","9104000",""
"Belgium","1958","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","9053000",""
"Belgium","1957","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8989000",""
"Belgium","1956","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8924000",""
"Belgium","1955","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8868000",""
"Belgium","1954","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8819000",""
"Belgium","1953","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8778000",""
"Belgium","1952","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8730000",""
"Belgium","1951","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8678000",""
"Belgium","1950","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8639000",""
"Belgium","1949","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8614000",""
"Belgium","1948","Total","Both Sexes","Estimate - de jure","Final figure, complete","1966","8557000",""
"Bosnia and Herzegovina","2017","Total","Both Sexes","Estimate - de jure","Provisional figure","2017","3509728",""
"Bosnia and Herzegovina","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","3511000",""
"Bosnia and Herzegovina","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","3518000",""
"Bosnia and Herzegovina","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","3526000",""
"Bosnia and Herzegovina","2013","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2015","3531159",""
"Bosnia and Herzegovina","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","3531000",""
"Bosnia and Herzegovina","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","3837455",""
"Bosnia and Herzegovina","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","3841224",""
"Bosnia and Herzegovina","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2011","3843126",""
"Bosnia and Herzegovina","2009","Total","Both Sexes","Estimate - de facto","Final figure, complete","2010","3842566",""
"Bosnia and Herzegovina","2008","Total","Both Sexes","Estimate - de facto","Final figure, complete","2009","3842265",""
"Bosnia and Herzegovina","2007","Total","Both Sexes","Estimate - de facto","Final figure, complete","2009","3842562",""
"Bosnia and Herzegovina","2006","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3842762",""
"Bosnia and Herzegovina","2005","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3842537",""
"Bosnia and Herzegovina","2004","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3842527",""
"Bosnia and Herzegovina","2003","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3832301",""
"Bosnia and Herzegovina","2002","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3828397",""
"Bosnia and Herzegovina","2001","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3797937",""
"Bosnia and Herzegovina","2000","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3781497",""
"Bosnia and Herzegovina","1999","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3724672",""
"Bosnia and Herzegovina","1998","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3653364",""
"Bosnia and Herzegovina","1997","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3737865",""
"Bosnia and Herzegovina","1996","Total","Both Sexes","Estimate - de facto","Final figure, complete","2007","3645328",""
"Bosnia and Herzegovina","1995","Total","Both Sexes","Estimate - de jure","Final figure, complete","1999","4180000",""
"Bosnia and Herzegovina","1994","Total","Both Sexes","Estimate - de jure","Final figure, complete","1996","4459187",""
"Bosnia and Herzegovina","1993","Total","Both Sexes","Estimate - de jure","Final figure, complete","1993","4433909",""
"Bosnia and Herzegovina","1992","Total","Both Sexes","Estimate - de jure","Final figure, complete","1993","4408631",""
"Bosnia and Herzegovina","1991","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1996","4377033",""
"Bosnia and Herzegovina","1991","Total","Both Sexes","Estimate - de jure","Final figure, complete","1996","4385373",""
"Bosnia and Herzegovina","1990","Total","Both Sexes","Estimate - de jure","Final figure, complete","1994","4474045",""
