"Country or Area","Year","Area","Sex","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Croatia","1960","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","4140000",""
"Croatia","1959","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","4115000",""
"Croatia","1953","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","1996","3936022",""
"Croatia","1948","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","1996","3779858",""
"Cyprus","2017","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","854802","2"
"Cyprus","2016","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","848319","2"
"Cyprus","2016","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","851600","1,2"
"Cyprus","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","847008","2"
"Cyprus","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","847700","1,2"
"Cyprus","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2016","852504","1,2"
"Cyprus","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","861930","1,2"
"Cyprus","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","863945","1,2"
"Cyprus","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","840407","2"
"Cyprus","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","850881","1,2"
"Cyprus","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","829446","1,2"
"Cyprus","2009","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","808035","1,2"
"Cyprus","2008","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","786632","1,2"
"Cyprus","2007","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","767125","1,2"
"Cyprus","2007","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2009","873900","3"
"Cyprus","2006","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","750965","1,2"
"Cyprus","2006","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2009","859300","3"
"Cyprus","2005","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","738540","1,2"
"Cyprus","2005","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2006","846000","3"
"Cyprus","2004","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","727980","1,2"
"Cyprus","2004","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2006","825100","3"
"Cyprus","2003","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","718307","1,2"
"Cyprus","2003","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2004","808200","3"
"Cyprus","2002","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","709630","1,2"
"Cyprus","2002","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2004","797100","3,4"
"Cyprus","2001","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2002","689565","2,5"
"Cyprus","2001","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","701544","1,2"
"Cyprus","2001","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2004","789000","3"
"Cyprus","2000","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2001","759100","6"
"Cyprus","2000","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","694000","1,2"
"Cyprus","2000","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","781500","3"
"Cyprus","1999","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","686700","1,2"
"Cyprus","1999","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","774500","3"
"Cyprus","1998","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","679050","1,2"
"Cyprus","1998","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","767100","3,4"
"Cyprus","1997","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1998","746100","2"
"Cyprus","1997","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","670750","1,2"
"Cyprus","1997","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","759100","3,4"
"Cyprus","1996","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","661300","1,2"
"Cyprus","1996","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","750800","3,4"
"Cyprus","1995","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","650850","1,2"
"Cyprus","1995","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","741700","3,4"
"Cyprus","1994","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","639150","1,2"
"Cyprus","1994","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","731300","3,4"
"Cyprus","1993","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","626050","1,2"
"Cyprus","1993","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","719600","3,4"
"Cyprus","1992","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1994","602025","2"
"Cyprus","1992","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","611150","1,2"
"Cyprus","1992","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1996","706200","3"
"Cyprus","1991","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","595100","1,2"
"Cyprus","1991","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","2003","693300","3"
"Cyprus","1990","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","579900","1,2"
"Cyprus","1990","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","680600","3"
"Cyprus","1989","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","567700","1,2"
"Cyprus","1989","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","670800","3"
"Cyprus","1988","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","559650","1,2"
"Cyprus","1988","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","664200","3"
"Cyprus","1987","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","553750","1,2"
"Cyprus","1987","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","659400","3"
"Cyprus","1986","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","547750","1,2"
"Cyprus","1986","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","654000","3"
"Cyprus","1985","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","541500","1,2"
"Cyprus","1985","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","647300","3"
"Cyprus","1984","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","534950","1,2"
"Cyprus","1984","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","639900","3"
"Cyprus","1983","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","528050","1,2"
"Cyprus","1983","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","631800","3"
"Cyprus","1982","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1990","512098","2"
"Cyprus","1982","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","521400","1,2"
"Cyprus","1982","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","624300","3"
"Cyprus","1981","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","515250","1,2"
"Cyprus","1981","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","617900","3"
"Cyprus","1980","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","509050","1,2"
"Cyprus","1980","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","611000","3"
"Cyprus","1979","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","503550","1,2"
"Cyprus","1979","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","605100","3"
"Cyprus","1978","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1978","618300","2"
"Cyprus","1978","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","499650","1,2"
"Cyprus","1978","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","601000","3"
"Cyprus","1977","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1978","613800","2"
"Cyprus","1977","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","497800","1,2"
"Cyprus","1977","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","598400","3"
"Cyprus","1976","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1982","612851","2"
"Cyprus","1976","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","497950","1,2"
"Cyprus","1976","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","598600","3"
"Cyprus","1975","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","502000","1,2"
"Cyprus","1975","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","610500","3"
"Cyprus","1974","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2004","520500","2"
"Cyprus","1974","Total","Both Sexes","Record type not defined/applicable","Final figure, incomplete/questionable reliability","1994","640700","3"
"Cyprus","1973","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1975","631778",""
"Cyprus","1973","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","633900",""
"Cyprus","1972","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","626300",""
"Cyprus","1971","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","619800",""
"Cyprus","1970","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","614600",""
"Cyprus","1969","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","609400",""
"Cyprus","1968","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","604300",""
"Cyprus","1967","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","599400",""
"Cyprus","1966","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","595000",""
"Cyprus","1965","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2003","590800",""
"Cyprus","1964","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2003","586500",""
"Cyprus","1963","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2003","582300",""
"Cyprus","1962","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1976","576000",""
"Cyprus","1961","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2003","578700",""
"Cyprus","1960","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1966","577615",""
"Cyprus","1960","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","573180",""
"Cyprus","1959","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","567000",""
"Cyprus","1958","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","558000",""
"Cyprus","1957","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","546000",""
"Cyprus","1956","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","536000",""
"Cyprus","1955","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","530000",""
"Cyprus","1954","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","523000",""
"Cyprus","1953","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","515000",""
"Cyprus","1952","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","508000",""
"Cyprus","1951","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","502000",""
"Cyprus","1950","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1971","494000",""
"Cyprus","1949","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1966","485000",""
"Cyprus","1948","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","1966","477000",""
"Czechia","2017","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","10578820",""
"Czechia","2017","Total","Both Sexes","Estimate - de jure","Final figure, complete","2018","10594438",""
"Czechia","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","10553843",""
"Czechia","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","10565284",""
"Czechia","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2016","10542942",""
"Czechia","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","10512419",""
"Czechia","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","10524783",""
"Czechia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10516125",""
"Czechia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10510719",""
"Czechia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","10505445",""
"Czechia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10510785.5",""
"Czechia","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","10436560",""
"Czechia","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","10496088",""
"Czechia","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10474410",""
"Czechia","2009","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10443936",""
"Czechia","2008","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10384603",""
"Czechia","2007","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10298828",""
"Czechia","2006","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10238905",""
"Czechia","2005","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10211216",""
"Czechia","2004","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10197101",""
"Czechia","2003","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10193998",""
"Czechia","2002","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10196916",""
"Czechia","2001","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2003","10230060",""
"Czechia","2001","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10216605",""
"Czechia","2000","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","10266546",""
"Czechia","2000","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","10255063",""
"Czechia","1999","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10282784",""
"Czechia","1999","Total","Both Sexes","Estimate - de jure","Final figure, complete","2001","10278098",""
"Czechia","1998","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10294943",""
"Czechia","1998","Total","Both Sexes","Estimate - de jure","Final figure, complete","1999","10289621",""
"Czechia","1997","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10303642",""
"Czechia","1997","Total","Both Sexes","Estimate - de jure","Final figure, complete","1998","10299125",""
"Czechia","1996","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10315353",""
"Czechia","1996","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","10309137",""
"Czechia","1995","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10330759",""
"Czechia","1995","Total","Both Sexes","Estimate - de jure","Final figure, complete","1996","10321344",""
"Czechia","1994","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10336162",""
"Czechia","1994","Total","Both Sexes","Estimate - de jure","Final figure, complete","1995","10333161",""
"Czechia","1993","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10330607",""
"Czechia","1992","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10317807",""
"Czechia","1991","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1993","10302215",""
"Czechia","1991","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10308682",""
"Czechia","1990","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10362740",""
"Czechia","1989","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10362257",""
"Czechia","1988","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10356359",""
"Czechia","1987","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10348834",""
"Czechia","1986","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10340737",""
"Czechia","1985","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10336742",""
"Czechia","1984","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10330481",""
"Czechia","1983","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10322823",""
"Czechia","1982","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10314321",""
"Czechia","1981","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10303208",""
"Czechia","1980","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1993","10291927",""
"Czechia","1980","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10326792",""
"Czechia","1979","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","10296489",""
"Czechia","1979","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10296489",""
"Czechia","1978","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","10245686",""
"Czechia","1978","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10245686",""
"Czechia","1977","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","10189312",""
"Czechia","1977","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10189312",""
"Czechia","1976","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","10128220",""
"Czechia","1976","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10128220",""
"Czechia","1975","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","10062365",""
"Czechia","1975","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","10062366",""
"Czechia","1974","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9994761",""
"Czechia","1974","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9994761",""
"Czechia","1973","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9919519",""
"Czechia","1973","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9919519",""
"Czechia","1972","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9868379",""
"Czechia","1972","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9868379",""
"Czechia","1971","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9830602",""
"Czechia","1971","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9830602",""
"Czechia","1970","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1993","9807697",""
"Czechia","1970","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9805157",""
"Czechia","1970","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9805157",""
"Czechia","1969","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9896695",""
"Czechia","1969","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9896695",""
"Czechia","1968","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9877632",""
"Czechia","1968","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9877632",""
"Czechia","1967","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9854241",""
"Czechia","1967","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9854241",""
"Czechia","1966","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9826188",""
"Czechia","1966","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9826188",""
"Czechia","1965","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9785102",""
"Czechia","1965","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9785102",""
"Czechia","1964","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9730019",""
"Czechia","1964","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9730019",""
"Czechia","1963","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9668741",""
"Czechia","1963","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9668741",""
"Czechia","1962","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9621808",""
"Czechia","1962","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9621808",""
"Czechia","1961","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1993","9571531",""
"Czechia","1961","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9588016",""
"Czechia","1961","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9588016",""
"Czechia","1960","Total","Both Sexes","Estimate - de jure","Final figure, complete","2002","9659818",""
"Czechia","1960","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","9659818",""
"Czechia","1950","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1990","8896133",""
"Denmark","2017","Total","Both Sexes","Estimate - de jure","Final figure, complete","2017","5760694","7,8"
"Denmark","2016","Total","Both Sexes","Estimate - de jure","Final figure, complete","2016","5724456","7,8"
"Denmark","2015","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5678348","7,8"
"Denmark","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","5639719","7,8"
"Denmark","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","5608784","7,8"
"Denmark","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","5602628","7,8"
"Denmark","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","5580516","7,8"
"Denmark","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","5587085","7,8"
"Denmark","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2015","5560628","7,8"
"Denmark","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","5566856","7,8"
"Denmark","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","5545039","7,8"
"Denmark","2009","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","5519441","7,8"
"Denmark","2008","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","5489022","7,8"
"Denmark","2008","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","5475791","7,8"
"Denmark","2007","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","5457415","7,8"
"Denmark","2007","Total","Both Sexes","Estimate - de jure","Final figure, complete","2008","5447084","7,8"
"Denmark","2006","Total","Both Sexes","Estimate - de jure","Final figure, complete","2007","5434567","7,8"
"Denmark","2005","Total","Both Sexes","Estimate - de jure","Final figure, complete","2006","5415978","7,8"
"Denmark","2004","Total","Both Sexes","Estimate - de jure","Final figure, complete","2005","5401177","7,8"
"Denmark","2003","Total","Both Sexes","Estimate - de jure","Final figure, complete","2005","5387174","7,8"
"Denmark","2002","Total","Both Sexes","Estimate - de jure","Final figure, complete","2005","5374255","7,8"
"Denmark","2001","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2005","5349212","7,8"
"Denmark","2001","Total","Both Sexes","Estimate - de jure","Final figure, complete","2004","5358783","7,8"
"Denmark","2000","Total","Both Sexes","Estimate - de jure","Final figure, complete","2003","5337344","7,8"
"Denmark","1999","Total","Both Sexes","Estimate - de jure","Final figure, complete","1999","5327358","7,8"
"Denmark","1998","Total","Both Sexes","Estimate - de jure","Final figure, complete","1998","5301304","7,8"
"Denmark","1997","Total","Both Sexes","Estimate - de jure","Final figure, complete","1998","5284220","7,8"
"Denmark","1996","Total","Both Sexes","Estimate - de jure","Final figure, complete","1997","5261503","7,8"
"Denmark","1995","Total","Both Sexes","Estimate - de jure","Final figure, complete","1995","5227862","7,8"
"Denmark","1994","Total","Both Sexes","Estimate - de jure","Final figure, complete","1994","5204994","7,8"
"Denmark","1993","Total","Both Sexes","Estimate - de jure","Final figure, complete","1993","5189378","7,8"
"Denmark","1992","Total","Both Sexes","Estimate - de jure","Final figure, complete","1993","5170270","7,8"
"Denmark","1991","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1993","5146469","7,8"
"Denmark","1991","Total","Both Sexes","Estimate - de jure","Final figure, complete","1993","5154046","7,8"
"Denmark","1990","Total","Both Sexes","Estimate - de jure","Final figure, complete","1990","5139943","7,8"
"Denmark","1989","Total","Both Sexes","Estimate - de jure","Final figure, complete","1990","5132594","7,8"
"Denmark","1988","Total","Both Sexes","Estimate - de jure","Final figure, complete","1990","5129516","7,8"
"Denmark","1987","Total","Both Sexes","Estimate - de jure","Final figure, complete","1988","5127024","7,8"
"Denmark","1986","Total","Both Sexes","Estimate - de jure","Final figure, complete","1987","5120534","7,8"
"Denmark","1985","Total","Both Sexes","Estimate - de jure","Final figure, complete","1985","5113691","7,8"
"Denmark","1984","Total","Both Sexes","Estimate - de jure","Final figure, complete","1985","5111619","7,8"
"Denmark","1983","Total","Both Sexes","Estimate - de jure","Final figure, complete","1982","5114297","7,8"
"Denmark","1982","Total","Both Sexes","Estimate - de jure","Final figure, complete","1982","5117810","7,8"
"Denmark","1981","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1984","5123989","7,8"
"Denmark","1981","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","5121572","7,8"
"Denmark","1980","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","5123027","7,8"
"Denmark","1979","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","5116800","7,8"
"Denmark","1978","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","5104247","7,8"
"Denmark","1977","Total","Both Sexes","Estimate - de jure","Final figure, complete","1978","5088419","7,8"
"Denmark","1977","Total","Both Sexes","Estimate - de jure","Final figure, complete","1981","5079879","8"
"Denmark","1976","Total","Both Sexes","Estimate - de jure","Final figure, complete","1978","5072516","7,8"
"Denmark","1975","Total","Both Sexes","Estimate - de jure","Final figure, complete","1979","5059861","7,8"
"Denmark","1974","Total","Both Sexes","Estimate - de jure","Final figure, complete","1976","5045297","7,8"
"Denmark","1973","Total","Both Sexes","Estimate - de jure","Final figure, complete","1975","5021861","7,8"
"Denmark","1972","Total","Both Sexes","Estimate - de jure","Final figure, complete","1974","4991596","7,8"
"Denmark","1971","Total","Both Sexes","Estimate - de jure","Final figure, complete","1973","4963126","7,8"
"Denmark","1971","Total","Both Sexes","Estimate - de jure","Final figure, complete","1971","4950598","8"
"Denmark","1970","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","1972","4937579","8"
