,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1897,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,pop2002,pop2010,mp1897,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,mp2002,mp2010,spop1897,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,spop2002,spop2010,smp1897,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,smp2002,smp2010,log_pop1897,log_pop1926,log_pop1939,log_pop1959,log_pop1970,log_pop1979,log_pop1989,log_pop2002,log_pop2010,lag_log_pop1897,lag_log_pop1926,lag_log_pop1939,lag_log_pop1959,lag_log_pop1970,lag_log_pop1979,lag_log_pop1989,lag_log_pop2002,lag_log_pop2010,log_mp1897,log_mp1926,log_mp1939,log_mp1959,log_mp1970,log_mp1979,log_mp1989,log_mp2002,log_mp2010
616,1400,Tugolesskii Bor,Moskovskaia oblast',Tcentralny,,,,24.0,55.56,39.79,"3086,9136","1583,2441","2210,7324",,,,,,,2705,2235,,24800.0097,45419.01655,98789.44736,141471.1061,180804.9537,211450.0157,261723.6687,264280.3237,242735.9301,,,,,,,62.45515179,59.47489012,,102.3860523,114.9974449,132.2671602,140.6560605,146.5352406,150.3503639,155.6267359,155.8693734,153.7532898,,,,,,,7.902857191,7.711996507,,,,,,,,7.763871288,7.551186867,,24232.40605,42411.012,90844.99298,131616.755,169719.7533,199261.6796,247628.278,250199.677,230239.6798
617,1401,Cherusti,Moskovskaia oblast',Tcentralny,,,,24.0,55.54,40.01,"3084,6916","1600,8001","2222,1554",,,,,,,3779,2891,2862,23981.87844,43409.61562,93586.41287,134583.0526,172438.1758,201817.0567,250815.9374,252623.6459,231669.7242,,,,,,,67.85170607,63.51066282,63.35007381,101.7083093,114.0290008,131.0255785,139.4746067,145.3903973,149.209081,154.5664255,154.7450438,152.5982898,,,,,,,8.237214703,7.969357742,7.95927596,,,,,,,7.902857191,7.711996507,,24800.0097,45419.01655,98789.44736,141471.1061,180804.9537,211450.0157,261723.6687,264280.3237,242735.9301
618,1402,Shaturtorf,Moskovskaia oblast',Tcentralny,,,,24.0,55.57,39.42,"3088,0249","1553,9364","2190,5694",,,,,,,3908,3340,,26776.78972,49805.63136,109201.986,155398.1738,197762.3959,231214.4602,283898.8832,288282.4699,265347.431,,,,,,,68.40581857,65.832551,,103.9439532,116.9833323,134.582146,142.8920426,148.7136731,152.5496949,157.6625132,158.0475422,155.9700082,,,,,,,8.270781013,8.113726086,,,,,,,,8.237214703,7.969357742,7.95927596,23981.87844,43409.61562,93586.41287,134583.0526,172438.1758,201817.0567,250815.9374,252623.6459,231669.7242
619,1404,Shakhovskaia,Moskovskaia oblast',Tcentralny,,,1,24.0,56.04,35.51,"3140,4816","1260,9601","1989,9804",,,,,,,10393,10439,10728,23214.02326,40465.71215,86775.12907,121620.5912,155591.7859,182699.9552,226079.0008,230892.4916,212369.7002,,,,,,,85.5419252,85.62363624,86.12976698,101.052994,112.5341254,129.3013541,137.0927558,142.9218122,146.7877754,151.9953588,152.5152748,150.4568143,,,,,,,9.248887782,9.253304071,9.280612425,,,,,,,8.270781013,8.113726086,,26776.78972,49805.63136,109201.986,155398.1738,197762.3959,231214.4602,283898.8832,288282.4699,265347.431
620,1406,Losino-Petrovskii,Moskovskaia oblast',Tcentralny,,1,,24.0,55.86,38.21,"3120,3396","1460,0041","2134,4106",,2621,8454,16688,22000,22000,22906,22324,22550,44849.91018,86634.37571,200366.3556,282695.4209,354502.6259,413851.1228,500704.6548,529291.4209,484291.3202,,61.95754006,81.76490699,94.52594022,99.97595609,99.97595609,100.7846163,100.2685323,100.4703587,114.7271676,129.264438,149.0328895,157.5558507,163.2893219,167.2692551,172.2333835,173.6938022,171.3596693,,7.871311203,9.042394981,9.722445177,9.998797732,9.998797732,10.03915416,10.01341761,10.02349034,,,,,,,9.248887782,9.253304071,9.280612425,23214.02326,40465.71215,86775.12907,121620.5912,155591.7859,182699.9552,226079.0008,230892.4916,212369.7002
621,1408,Monino,Moskovskaia oblast',Tcentralny,,,,24.0,55.84,38.21,"3118,1056","1460,0041","2133,6464",,,,,,,18582,20017,22809,45322.37236,88731.97957,206482.1493,293545.3337,368566.948,428585.7017,508148.8957,536394.7124,489768.441,,,,,,,96.62789045,98.0958952,100.6994282,114.9517644,129.8090085,149.7678912,158.5027459,164.2851699,168.1754043,172.6209649,174.0453695,171.6542282,,,,,,,9.829948649,9.904337191,10.03491047,,7.871311203,9.042394981,9.722445177,9.998797732,9.998797732,10.03915416,10.01341761,10.02349034,44849.91018,86634.37571,200366.3556,282695.4209,354502.6259,413851.1228,500704.6548,529291.4209,484291.3202
622,1410,Frianovo,Moskovskaia oblast',Tcentralny,,,,24.0,56.13,38.44,"3150,5769","1477,6336","2157,6372",,,,,,,13199,11180,11254,33351.78933,63365.8339,141952.3031,201076.0443,253523.217,295941.9953,357701.7738,371039.1239,339411.3294,,,,,,,90.02017711,86.8974793,87.02051859,108.4694484,122.2501748,140.7366148,149.1192289,154.8334921,158.7075569,163.5190024,164.4565865,162.1794103,,,,,,,9.487896348,9.321881747,9.3284789,,,,,,,9.829948649,9.904337191,10.03491047,45322.37236,88731.97957,206482.1493,293545.3337,368566.948,428585.7017,508148.8957,536394.7124,489768.441
623,1412,Orel,Orlovskaia oblast',Tcentralny,1,1,,29.0,52.97,36.07,"2805,8209","1301,0449","1910,6279",69735,77985,110564,149905,232000,304900,336862,333310,317854,18551.62889,29440.81438,59083.22774,84572.08033,111081.9528,131728.5417,170995.0623,171843.7037,158469.1781,124.377311,126.8838187,134.869894,142.0329328,152.6334887,159.4597956,161.9874395,161.7177212,160.5123645,96.59573396,105.8869243,120.7076289,128.7171815,134.9784705,138.9686988,145.1877984,145.3071283,143.3602815,11.15245762,11.26427178,11.61334982,11.91775704,12.35449265,12.62773913,12.72742863,12.71682827,12.66934744,,,,,,,9.487896348,9.321881747,9.3284789,33351.78933,63365.8339,141952.3031,201076.0443,253523.217,295941.9953,357701.7738,371039.1239,339411.3294
624,1416,Livny,Orlovskaia oblast',Tcentralny,,1,,29.0,52.43,37.62,"2748,9049","1415,2644","1972,4166",20448,19873,11982,23900,37300,44900,51696,52841,50430,18831.80344,29669.24337,58899.91924,85528.98277,113281.2508,134739.5737,173901.5889,174514.112,161121.913,98.5183365,97.95293096,88.19390122,101.6393388,110.8124362,114.7510804,117.7905543,118.2665534,117.25298,96.89060198,106.0460485,120.6393591,128.9726038,135.4344076,139.5020622,145.5942645,145.6791279,143.7580996,9.925640357,9.897117306,9.391160803,10.08163374,10.52674861,10.71219307,10.85313569,10.87504268,10.82834152,11.15245762,11.26427178,11.61334982,11.91775704,12.35449265,12.62773913,12.72742863,12.71682827,12.66934744,18551.62889,29440.81438,59083.22774,84572.08033,111081.9528,131728.5417,170995.0623,171843.7037,158469.1781
625,1417,Mtsensk,Orlovskaia oblast',Tcentralny,,1,,29.0,53.29,36.59,"2839,8241","1338,8281","1949,8811",9823,10045,12173,14300,27800,41800,48400,47807,43216,21005.56443,32929.81643,66056.66123,94753.75111,124454.0673,147413.9863,187743.8179,188621.745,173870.6099,84.50172263,84.91309704,88.49119113,91.54690752,104.7100178,113.2234669,116.3648724,116.0990594,113.9335518,99.05310529,108.2043876,123.1715561,131.3095224,137.6325969,141.6338044,147.4484089,147.5617305,145.5899651,9.192481854,9.214830277,9.406975663,9.568014816,10.2327913,10.64065162,10.78725509,10.77492735,10.67396608,9.925640357,9.897117306,9.391160803,10.08163374,10.52674861,10.71219307,10.85313569,10.87504268,10.82834152,18831.80344,29669.24337,58899.91924,85528.98277,113281.2508,134739.5737,173901.5889,174514.112,161121.913
626,1419,Bolkhov,Orlovskaia oblast',Tcentralny,,1,1,29.0,53.44,36.01,"2855,8336","1296,7201","1924,3744",21446,17532,12700,11300,13300,13000,13071,12148,11421,20480.53137,32492.85838,65858.99374,93907.68102,123441.274,146495.8953,186356.2009,187384.4925,172651.1169,99.46658178,95.4877442,89.29035286,87.09663891,90.16488705,89.73213313,89.83535235,88.45251694,87.29555526,98.54989596,107.9266585,123.1050447,131.1040449,137.4409401,141.4851415,147.2683016,147.4018873,145.4201605,9.973293427,9.771783062,9.449357272,9.332558005,9.495519314,9.472704636,9.478151315,9.404919826,9.343209045,9.192481854,9.214830277,9.406975663,9.568014816,10.2327913,10.64065162,10.78725509,10.77492735,10.67396608,21005.56443,32929.81643,66056.66123,94753.75111,124454.0673,147413.9863,187743.8179,188621.745,173870.6099
627,1421,Verkhov'e,Orlovskaia oblast',Tcentralny,,,1,29.0,52.81,37.25,"2788,8961","1387,5625","1967,1725",,,,,,,8983,8071,7172,20003.59343,31244.59176,61944.04223,89573.33097,118336.3137,140515.2277,180342.694,180985.7261,166934.176,,,,,,,82.86623264,80.92860379,78.81781571,98.08262417,107.1142528,121.7488628,130.0241422,136.4524418,140.4952955,146.4732699,146.5594355,144.6091595,,,,,,,9.103089181,8.996032669,8.877939835,9.973293427,9.771783062,9.449357272,9.332558005,9.495519314,9.472704636,9.478151315,9.404919826,9.343209045,20480.53137,32492.85838,65858.99374,93907.68102,123441.274,146495.8953,186356.2009,187384.4925,172651.1169
628,1423,Glazunovka,Orlovskaia oblast',Tcentralny,,,1,29.0,52.5,36.34,"2756,25","1320,5956","1907,85",,,,,,,7025,6756,5939,19480.14753,29817.22539,58007.14029,83471.7139,110753.9027,132410.7956,170532.7774,171253.2783,158354.3346,,,,,,,78.45053203,77.76040923,75.50386581,97.55811485,106.1485438,120.3040741,128.4201869,134.9097565,139.0905213,145.1225665,145.2241643,143.3429215,,,,,,,8.857230494,8.818186278,8.689296048,,,,,,,9.103089181,8.996032669,8.877939835,20003.59343,31244.59176,61944.04223,89573.33097,118336.3137,140515.2277,180342.694,180985.7261,166934.176
629,1425,Dmitrovsk-Orlovskii,Orlovskaia oblast',Tcentralny,,1,1,29.0,52.51,35.15,"2757,3001","1235,5225","1845,7265",5291,4999,5400,5600,6300,6800,6974,6492,5651,17595.71317,27584.47811,54408.40712,77610.09883,103393.7782,124156.6136,160934.6504,161770.2523,149574.9123,73.50940414,72.53917268,73.85948697,74.48590786,76.53283884,77.87493988,78.32151283,77.05900611,74.64247735,95.55865204,104.550799,118.9031907,126.7752782,133.3170452,137.5764565,143.7302144,143.8544147,141.9803945,8.573762543,8.516993171,8.594154233,8.630521877,8.748304912,8.824677891,8.849944227,8.778325929,8.6395878,,,,,,,8.857230494,8.818186278,8.689296048,19480.14753,29817.22539,58007.14029,83471.7139,110753.9027,132410.7956,170532.7774,171253.2783,158354.3346
630,1427,Dolgoe,Orlovskaia oblast',Tcentralny,,,1,29.0,52.06,37.53,"2710,2436","1408,5009","1953,8118",,,,,,,4330,5020,4441,18603.11966,29030.04022,56401.5561,82282.49482,109509.2154,130761.6268,169555.9013,170349.5308,157698.8058,,,,,,,70.11253506,72.61059743,70.53706743,96.65022381,105.5979526,119.6891144,128.0951697,134.6473386,138.7950548,144.9841868,145.0966641,143.2436087,,,,,,,8.373322821,8.521185213,8.398634855,8.573762543,8.516993171,8.594154233,8.630521877,8.748304912,8.824677891,8.849944227,8.778325929,8.6395878,17595.71317,27584.47811,54408.40712,77610.09883,103393.7782,124156.6136,160934.6504,161770.2523,149574.9123
631,1429,Zalegoshch',Orlovskaia oblast',Tcentralny,,,1,29.0,52.91,36.91,"2799,4681","1362,3481","1952,9081",,,,,,,5744,6005,5338,20378.73508,31687.447,62760.65769,90308.34211,119306.401,141829.1827,181617.3167,182270.3706,168163.6643,,,,,,,74.92479716,75.6960507,73.66113142,98.45099025,107.4057779,122.038058,130.2105813,136.6432474,140.7160278,146.643795,146.7307387,144.7857003,,,,,,,8.655911111,8.700347735,8.58260633,,,,,,,8.373322821,8.521185213,8.398634855,18603.11966,29030.04022,56401.5561,82282.49482,109509.2154,130761.6268,169555.9013,170349.5308,157698.8058
632,1431,Znamenskoe,Orlovskaia oblast',Tcentralny,,,1,29.0,52.59,36.04,"2765,7081","1298,8816","1895,3436",,,,,,,1549,1976,,19612.46891,30106.60277,58429.79605,83798.85947,111352.9529,133293.7534,171779.9579,172506.5406,159546.5178,,,,,,,53.95438464,57.59033892,,97.69189061,106.3476519,120.4633837,128.5088563,135.0350951,139.2473313,145.2981836,145.3999565,143.5225757,,,,,,,7.34536484,7.588829878,,,,,,,,8.655911111,8.700347735,8.58260633,20378.73508,31687.447,62760.65769,90308.34211,119306.401,141829.1827,181617.3167,182270.3706,168163.6643
633,1434,Kolpny,Orlovskaia oblast',Tcentralny,,,1,29.0,52.22,37.04,"2726,9284","1371,9616","1934,2288",,,,,,,7635,7177,,18856.89889,29258.85719,56732.3686,82466.5356,109516.1605,130796.1908,168852.3023,169606.8178,157144.4415,,,,,,,79.93250838,78.83019049,,96.91682086,105.7593729,119.8171096,128.1457476,134.6488104,138.8012822,144.8840646,144.9914174,143.1593267,,,,,,,8.940498218,8.878636747,,,,,,,,7.34536484,7.588829878,,19612.46891,30106.60277,58429.79605,83798.85947,111352.9529,133293.7534,171779.9579,172506.5406,159546.5178
