ID89,name,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1897,pop26,pop39,pop59,pop70,pop79,pop89,pop02,pop10
101,г. Инта,Inta,Komi ASSR,Severno-Zapadny,0,1,0,1,66.03,60.17,"4359,9609","3620,4289","3973,0251",,,,45136.0,50200.0,50800.0,66356.0,43350.0,35124.0
105,г. Печора,Pechora,Komi ASSR,Severno-Zapadny,0,1,0,1,65.14,57.23,"4243,2196","3275,2729","3727,9622",,,,30586.0,41000.0,56400.0,64746.0,48700.0,57728.0
106,г. Усинск,Usinsk,Komi ASSR,Severno-Zapadny,0,1,0,1,66.01,57.55,"4357,3201","3312,0025","3798,8755",,,,,700.0,19500.0,47219.0,45358.0,47465.0
108,г. Ухта,Ukhta,Komi ASSR,Severno-Zapadny,0,1,0,7,63.57,53.67,"4041,1449","2880,4689","3411,8019",,,2669.0,36154.0,62900.0,87500.0,136931.0,124027.0,121596.0
114, г. Вуктыл,Vuktyl,Komi ASSR,Severno-Zapadny,0,1,1,7,63.87,57.32,"4079,3769","3285,5824","3661,0284",,,,100.0,7800.0,16800.0,19330.0,14472.0,14875.0
116,п. Щельяюр,Shchel'iaiur,Komi ASSR,Severno-Zapadny,0,0,0,1,65.33,53.43,"4268,0089","2854,7649","3490,5819",,,,,,,4122.0,3551.0,
117,с. Ижма,Izhma,Komi ASSR,Severno-Zapadny,0,0,1,1,65.01,53.93,"4226,3001","2908,4449","3505,9893",,,,,,,3595.0,3786.0,
120,г. Емва,Emva,Komi ASSR,Severno-Zapadny,0,1,1,7,62.56,50.83,"3913,7536","2583,6889","3179,9248",,,,13700.0,13500.0,15900.0,18782.0,16739.0,14574.0
122,пгт Синдор,Sindor,Komi ASSR,Severno-Zapadny,0,0,0,7,62.86,51.88,"3951,3796","2691,5344","3261,1768",,,,,,,2724.0,3030.0,2473.0
126,с. Койгородок,Koigorodok,Komi ASSR,Severno-Zapadny,0,0,1,7,60.46,51.02,"3655,4116","2603,0404","3084,6692",,,,,,,2923.0,3076.0,
129,с. Корткерос,Kortkeros,Komi ASSR,Severno-Zapadny,0,0,1,7,61.8,51.6,"3819,24","2662,56","3188,88",,,,,,,4373.0,4659.0,
133,пгт Изъяю,"Iz""iaiu",Komi ASSR,Severno-Zapadny,0,0,0,1,65.11,56.98,"4239,3121","3246,7204","3709,9678",,,,,,,2588.0,1716.0,1314.0
135,пгт Кожва,Kozhva,Komi ASSR,Severno-Zapadny,0,0,0,1,65.11,57.05,"4239,3121","3254,7025","3714,5255",,,,,,,5818.0,3549.0,3045.0
137,пгт Путеец,Puteets,Komi ASSR,Severno-Zapadny,0,0,0,1,65.17,57.1,"4247,1289","3260,41","3721,207",,,,,,,1485.0,1286.0,1115.0
140,с. Объячево,Ob'iachevo,Komi ASSR,Severno-Zapadny,0,0,1,7,60.43,49.61,"3651,7849","2461,1521","2997,9323",,,,,,,5273.0,5835.0,
143,г. Сосногорск,Sosnogorsk,Komi ASSR,Severno-Zapadny,0,1,1,7,63.58,53.92,"4042,4164","2907,3664","3428,2336",2166.0,6710.0,11255.0,15799.0,24700.0,27000.0,30439.0,29587.0,46828.0
144,пгт Войвож,Voivozh,Komi ASSR,Severno-Zapadny,0,0,0,7,62.9,54.96,"3956,41","3020,6016","3456,984",,,,,,,5517.0,3920.0,3389.0
146,пгт Нижний Одес,Nizhnii Odes,Komi ASSR,Severno-Zapadny,0,0,0,7,63.65,54.85,"4051,3225","3008,5225","3491,2025",,,,,,,12594.0,11745.0,9681.0
149,с. Выльгорт,Vyl'gort,Komi ASSR,Severno-Zapadny,0,0,1,7,62.21,54.17,"3870,0841","2934,3889","3369,9157",,,,,,,8965.0,10211.0,
152,с. Визинга,Vizinga,Komi ASSR,Severno-Zapadny,0,0,1,7,61.08,50.1,"3730,7664","2510,01","3060,108",,,,,,,7014.0,7140.0,
155, пгт Троицко-Печорск,Troitsko-Pechorsk,Komi ASSR,Severno-Zapadny,0,0,1,7,62.7,56.2,"3931,29","3158,44","3523,74",,,,,,,10704.0,8851.0,7276.0
158,пгт Благоево,Blagoevo,Komi ASSR,Severno-Zapadny,0,0,0,7,63.42,47.97,"4022,0964","2301,1209","3042,2574",,,,,,,4695.0,2640.0,2221.0
160,пгт Усогорск,Usogorsk,Komi ASSR,Severno-Zapadny,0,0,0,7,63.44,48.67,"4024,6336","2368,7689","3087,6248",,,,,,,11259.0,5583.0,5340.0
161,с. Кослан,Koslan,Komi ASSR,Severno-Zapadny,0,0,1,7,63.46,48.89,"4027,1716","2390,2321","3102,5594",,,,,,,3812.0,2679.0,
165,пгт Парма,Parma,Komi ASSR,Severno-Zapadny,0,0,0,1,65.94,57.46,"4348,0836","3301,6516","3788,9124",,,,,,,8791.0,1387.0,1211.0
167,г. Микунь,Mikun',Komi ASSR,Severno-Zapadny,0,1,0,1,62.36,50.06,"3888,7696","2506,0036","3121,7416",,,,11300.0,10400.0,11300.0,12507.0,11680.0,10732.0
168,пгт Жешарт,Zheshart,Komi ASSR,Severno-Zapadny,0,0,0,1,62.06,49.55,"3851,4436","2455,2025","3075,073",,,,,,,12674.0,10029.0,8560.0
169,с. Айкино,Aikino,Komi ASSR,Severno-Zapadny,0,0,1,1,62.22,49.99,"3871,3284","2499,0001","3110,3778",,,,,,,3895.0,3532.0,
173,с. Усть-Кулом,Ust'-Kulom,Komi ASSR,Severno-Zapadny,0,0,1,7,61.69,53.69,"3805,6561","2882,6161","3312,1361",,,,,,,5888.0,5475.0,
176,с. Усть-Цильма,Ust'-Tsil'ma,Komi ASSR,Severno-Zapadny,0,0,1,1,65.44,52.16,"4282,3936","2720,6656","3413,3504",,3247.0,,,,,5344.0,5081.0,
180, г. Архангельск,Arkhangel'sk,Arkhangel'skaia oblast',Severno-Zapadny,1,1,0,1,64.53,40.56,"4164,1209","1645,1136","2617,3368",20882.0,71091.0,251000.0,256309.0,342600.0,385000.0,415921.0,356051.0,355714.0
185,г. Коряжма,Koriazhma,Arkhangel'skaia oblast',Severno-Zapadny,0,1,0,7,61.32,47.14,"3760,1424","2222,1796","2890,6248",,,,11200.0,33200.0,42800.0,41795.0,42811.0,39629.0
187,г. Котлас,Kotlas,Arkhangel'skaia oblast',Severno-Zapadny,0,1,0,7,61.26,46.7,"3752,7876","2180,89","2860,842",,4280.0,17265.0,39162.0,55700.0,61400.0,82512.0,74082.0,73516.0
189,г. Новодвинск,Novodvinsk,Arkhangel'skaia oblast',Severno-Zapadny,0,1,0,1,64.42,40.81,"4149,9364","1665,4561","2628,9802",,,,16300.0,34200.0,47800.0,50183.0,43383.0,40612.0
191, г. Онега,Onega,Arkhangel'skaia oblast',Severno-Zapadny,0,1,0,1,63.91,38.1,"4084,4881","1451,61","2434,971",2541.0,5254.0,15783.0,21306.0,25000.0,25000.0,26070.0,23430.0,21359.0
193, г. Северодвинск,Severodvinsk,Arkhangel'skaia oblast',Severno-Zapadny,0,1,0,1,64.57,39.85,"4169,2849","1588,0225","2573,1145",,,21304.0,78657.0,144700.0,197200.0,248670.0,201551.0,193519.0
195,г. Вельск,Vel'sk,Arkhangel'skaia oblast',Severno-Zapadny,0,1,1,7,61.07,42.09,"3729,5449","1771,5681","2570,4363",1989.0,3486.0,6712.0,16938.0,21900.0,24600.0,25967.0,26241.0,23885.0
196,пгт Кулой,Kuloi,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.03,42.5,"3724,6609","1806,25","2593,775",,,,,,,8934.0,6817.0,5945.0
197,пгт Солгинский,Solginskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.05,41.35,"3727,1025","1709,8225","2524,4175",,,,,,,2583.0,1873.0,
200, пгт Двинской,Dvinskoi,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,62.16,45.12,"3863,8656","2035,8144","2804,6592",,,,,,,3263.0,2958.0,
201,с. Верхняя Тойма,Verkhniaia Toima,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7,62.25,45.02,"3875,0625","2026,8004","2802,495",,,,,,,4430.0,3940.0,
204,с. Ильинско-Подомское,Il'insko-Podomskoe,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7,61.12,47.98,"3735,6544","2302,0804","2932,5376",,,,,,,3365.0,2973.0,
207,пгт Березник,Bereznik,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,1,62.85,42.74,"3950,1225","1826,7076","2686,209",,,,,,,7006.0,6464.0,6017.0
210, г. Каргополь,Kargopol',Arkhangel'skaia oblast',Severno-Zapadny,0,1,1,27,61.5,38.93,"3782,25","1515,5449","2394,195",3057.0,3449.0,6300.0,8700.0,11400.0,10700.0,12495.0,11192.0,10148.0
212,пгт Коноша,Konosha,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7,60.98,40.24,"3718,5604","1619,2576","2453,8352",,,,,,,17143.0,12873.0,12432.0
213,пгт Волошка,Voloshka,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.33,40.1,"3761,3689","1608,01","2459,333",,,,,,,2448.0,1624.0,
214,пгт Ерцево,Ertsevo,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,60.8,40.09,"3696,64","1607,2081","2437,472",,,,,,,4683.0,4013.0,
215,пгт Подюга,Podiuga,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.09,40.86,"3731,9881","1669,5396","2496,1374",,,,,,,3569.0,3095.0,
217,г. Сольвычегодск,Sol'vychegodsk,Arkhangel'skaia oblast',Severno-Zapadny,0,1,0,7,61.33,46.92,"3761,3689","2201,4864","2877,6036",1788.0,2129.0,3000.0,3500.0,3900.0,4100.0,4004.0,2843.0,2460.0
218,пгт Приводино,Privodino,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.07,46.49,"3729,5449","2161,3201","2839,1443",,,,,,,3154.0,3264.0,3161.0
219,пгт Удимский,Udimskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.14,46.92,"3738,0996","2201,4864","2868,6888",,,,,,,3473.0,2697.0,
220,пгт Харитоново,Kharitonovo,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.41,47.5,"3771,1881","2256,25","2916,975",,,,,,,2152.0,1457.0,
221,пгт Черемушский,Cheremushskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.27,47.27,"3754,0129","2234,4529","2896,2329",,,,,,,1667.0,1136.0,
222,пгт Шипицыно,Shipitsyno,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.28,46.53,"3755,2384","2165,0409","2851,3584",,,,,,,4795.0,3930.0,3452.0
224,с. Красноборск,Krasnoborsk,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7,61.56,45.94,"3789,6336","2110,4836","2828,0664",671.0,989.0,,,,,5110.0,5030.0,
227, пгт Урдома,Urdoma,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.76,48.55,"3814,2976","2357,1025","2998,448",,,,,,,4998.0,4637.0,4576.0
228,с. Яренск,Iarensk,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7,62.17,49.11,"3865,1089","2411,7921","3053,1687",993.0,949.0,,,,,4246.0,4085.0,
231,с. Лешуконское,Leshukonskoe,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,1,64.9,45.77,"4212,01","2094,8929","2970,473",,,,,,,6199.0,5003.0,
234,г. Мезень,Mezen',Arkhangel'skaia oblast',Severno-Zapadny,0,1,1,1,65.83,44.26,"4333,5889","1958,9476","2913,6358",1847.0,2947.0,3900.0,4100.0,4200.0,4800.0,4968.0,3863.0,3599.0
235,пгт Каменка,Kamenka,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,65.89,44.11,"4341,4921","1945,6921","2906,4079",,,,,,,5083.0,3387.0,2582.0
237,г. Няндома,Niandoma,Arkhangel'skaia oblast',Severno-Zapadny,0,1,1,27,61.67,40.21,"3803,1889","1616,8441","2479,7507",,4373.0,14906.0,21668.0,23400.0,22000.0,24826.0,22619.0,22354.0
238,пгт Шалакуша,Shalakusha,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,27,62.22,40.27,"3871,3284","1621,6729","2505,5994",,,,,,,3343.0,2790.0,
241, пгт Малошуйка,Maloshuika,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,63.71,43.76,"4058,9641","1914,9376","2787,9496",,,,,,,3972.0,3164.0,2886.0
244,п. Пинега,Pinega,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,64.7,44.4,"4186,09","1971,36","2872,68",994.0,1371.0,,,,,4401.0,3763.0,
245,с. Карпогоры,Karpogory,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,1,64,44.45,4096,"1975,8025","2844,8",,,,,,,5335.0,4617.0,
248,пгт Плесецк,Plesetsk,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,1,62.71,40.3,"3932,5441","1624,09","2527,213",,1513.0,,,,,14027.0,11300.0,11030.0
249,пгт Емца,Emtsa,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,63.07,40.34,"3977,8249","1627,3156","2544,2438",,710.0,,,,,2266.0,1498.0,1067.0
250,пгт Обозерский,Obozerskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,63.46,40.32,"4027,1716","1625,7024","2558,7072",,517.0,,,,,5837.0,3725.0,3619.0
251,пгт Оксовский,Oksovskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,62.6,39.93,"3918,76","1594,4049","2499,618",,,,,,,2887.0,2207.0,2051.0
252,пгт Пуксоозеро,Puksoozero,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,62.58,40.61,"3916,2564","1649,1721","2541,3738",,,,,,,4255.0,2169.0,1210.0
253,пгт Савинский,Savinskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,62.39,40.15,"3892,5121","1612,0225","2504,9585",,,,,,,11544.0,7887.0,7660.0
254,пгт Самодед,Samoded,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,63.62,40.52,"4047,5044","1641,8704","2577,8824",,,,,,,3072.0,2004.0,1518.0
255,пгт Североонежск,Severoonezhsk,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,62.57,39.86,"3915,0049","1588,8196","2494,0402",,,,,,,6223.0,5624.0,5291.0
257, пгт Уемский,Uemskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,64.48,40.86,"4157,6704","1669,5396","2634,6528",,,,,,,4211.0,3735.0,
262,пгт Октябрьский,Oktiabr'skii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,7,61.08,43.17,"3730,7664","1863,6489","2636,8236",,,,,,,10169.0,10081.0,
263,пгт Илеза,Ileza,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.04,43.88,"3725,8816","1925,4544","2678,4352",,,,,,,2171.0,1487.0,
264,пгт Кизема,Kizema,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.12,44.82,"3735,6544","2008,8324","2739,3984",,,,,,,5181.0,3788.0,
265,пгт Лойга,Loiga,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,7,61.08,44.61,"3730,7664","1990,0521","2724,7788",,,,,,,2274.0,1682.0,
267, пгт Луковецкий,Lukovetskii,Arkhangel'skaia oblast',Severno-Zapadny,0,0,0,1,64.3,41.92,"4134,49","1757,2864","2695,456",,,,,,,3002.0,2808.0,
268,с. Холмогоры,Kholmogory,Arkhangel'skaia oblast',Severno-Zapadny,0,0,1,1,64.22,41.65,"4124,2084","1734,7225","2674,763",1112.0,965.0,,,,,5205.0,4592.0,
271, г. Шенкурск,Shenkursk,Arkhangel'skaia oblast',Severno-Zapadny,0,1,1,1,62.11,42.91,"3857,6521","1841,2681","2665,1401",1492.0,2557.0,4900.0,5400.0,6400.0,7600.0,7424.0,6151.0,5702.0
274,г. Нарьян-Мар,Nar'ian-Mar,Nenetskii avtonomnyi okrug,Severno-Zapadny,1,1,1,1,67.67,53.08,"4579,2289","2817,4864","3591,9236",,14000.0,13700.0,13200.0,16900.0,23400.0,28854.0,25592.0,21296.0
276,пгт Амдерма,Amderma,Nenetskii avtonomnyi okrug,Severno-Zapadny,0,0,0,1,69.76,61.68,"4866,4576","3804,4224","4302,7968",,,,,,,5495.0,650.0,
279,г. Вологда,Vologda,Vologodskaia oblast',Severno-Zapadny,1,1,0,7,59.22,39.88,"3507,0084","1590,4144","2361,6936",27705.0,57081.0,95314.0,139137.0,178000.0,237000.0,290832.0,301633.0,309167.0
284,г. Великий Устюг,Velikii Ustiug,Vologodskaia oblast',Severno-Zapadny,0,1,0,7,60.76,46.18,"3691,7776","2132,5924","2805,8968",11137.0,19092.0,32141.0,37026.0,36700.0,37900.0,36202.0,33419.0,31664.0
285,г. Красавино,Krasavino,Vologodskaia oblast',Severno-Zapadny,0,1,0,7,60.69,46.48,"3683,2761","2160,3904","2820,8712",,2966.0,9100.0,11200.0,10900.0,10300.0,11577.0,9662.0,7003.0
287,г. Сокол,Sokol,Vologodskaia oblast',Severno-Zapadny,0,1,0,7,59.46,40.14,"3535,4916","1611,2196","2386,7244",,5926.0,29039.0,41709.0,48300.0,45300.0,46604.0,43042.0,38454.0
288,г. Череповец,Cherepovets,Vologodskaia oblast',Severno-Zapadny,0,1,0,26,59.12,38,"3495,1744",1444,"2246,56",6948.0,21189.0,32353.0,92356.0,188000.0,265700.0,310463.0,311869.0,312311.0
290, г. Бабаево,Babaevo,Vologodskaia oblast',Severno-Zapadny,0,1,1,26,59.38,35.95,"3525,9844","1292,4025","2134,711",,3209.0,8300.0,12000.0,12300.0,12900.0,14211.0,12604.0,12074.0
292,с. им. Бабушкина,s. im. Babushkina,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,59.76,43.15,"3571,2576","1861,9225","2578,644",,,,,,,4487.0,4105.0,
295, г. Белозерск,Belozersk,Vologodskaia oblast',Severno-Zapadny,0,1,1,26,60.03,37.79,"3603,6009","1428,0841","2268,5337",5015.0,6973.0,10300.0,10400.0,12100.0,12300.0,12352.0,10975.0,9614.0
297,с. Липин Бор,Lipin Bor,Vologodskaia oblast',Severno-Zapadny,0,0,1,26,60.26,37.98,"3631,2676","1442,4804","2288,6748",,,,,,,4083.0,3845.0,
301,с. Верховажье,Verkhovazh'e,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,60.74,42.06,"3689,3476","1769,0436","2554,7244",,918.0,,,,,4684.0,5206.0,
304, пгт Вожега,Vozhega,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,60.47,40.22,"3656,6209","1617,6484","2432,1034",,831.0,,,,,7370.0,6835.0,6713.0
307, г. Вытегра,Vytegra,Vologodskaia oblast',Severno-Zapadny,0,1,1,27,61.02,36.45,"3723,4404","1328,6025","2224,179",4502.0,5089.0,7400.0,11300.0,11700.0,12000.0,12905.0,11400.0,10490.0
309,г. Грязовец,Griazovets,Vologodskaia oblast',Severno-Zapadny,0,1,1,7,58.88,40.25,"3466,8544","1620,0625","2369,92",3205.0,4769.0,8100.0,9200.0,11600.0,13800.0,16424.0,16172.0,15528.0
310,пгт Вохтога,Vokhtoga,Vologodskaia oblast',Severno-Zapadny,0,0,0,7,58.82,41.06,"3459,7924","1685,9236","2415,1492",,,,,,,7623.0,7247.0,6376.0
312,пгт Кадуй,Kadui,Vologodskaia oblast',Severno-Zapadny,0,0,1,26,59.2,37.17,"3504,64","1381,6089","2200,464",,,,,,,11153.0,11798.0,11291.0
313,пгт Хохлово,Khokhlovo,Vologodskaia oblast',Severno-Zapadny,0,0,0,26,59.14,37.4,"3497,5396","1398,76","2211,836",,,,,,,2807.0,2527.0,2509.0
315, г. Кириллов ,Kirillov,Vologodskaia oblast',Severno-Zapadny,0,1,1,26,59.85,38.39,"3582,0225","1473,7921","2297,6415",4306.0,4251.0,5300.0,6100.0,6300.0,7300.0,8817.0,8229.0,7735.0
317,с. Кичменгский Городок,Kichmengskii Gorodok,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,59.99,45.82,"3598,8001","2099,4724","2748,7418",,,,,,,6766.0,6754.0,
319,с. Шуйское,Shuiskoe,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,59.38,41.04,"3525,9844","1684,2816","2436,9552",,,,,,,2531.0,2436.0,
322, г. Никольск,Nikol'sk,Vologodskaia oblast',Severno-Zapadny,0,1,1,7,59.53,45.46,"3543,8209","2066,6116","2706,2338",2553.0,3084.0,5100.0,5600.0,6500.0,7300.0,8574.0,8649.0,8515.0
324,с. Нюксеница,Niuksenitsa,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,60.42,44.26,"3650,5764","1958,9476","2674,1892",,,,,,,4164.0,4407.0,
327, г. Кадников,Kadnikov,Vologodskaia oblast',Severno-Zapadny,0,1,0,7,59.51,40.35,"3541,4401","1628,1225","2401,2285",2406.0,2304.0,3200.0,3200.0,3500.0,5300.0,5312.0,5362.0,4797.0
329,с. Сямжа,Siamzha,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,60.02,41.06,"3602,4004","1685,9236","2464,4212",,,,,,,3928.0,3932.0,
332,с. Тарногский Городок,Tarnogskii Gorodok,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,60.5,43.58,"3660,25","1899,2164","2636,59",,,,,,,5570.0,5539.0,
335, г. Тотьма,Tot'ma,Vologodskaia oblast',Severno-Zapadny,0,1,1,7,59.97,42.76,"3596,4009","1828,4176","2564,3172",4947.0,5434.0,6900.0,7900.0,8500.0,9300.0,10622.0,10531.0,9784.0
337, пгт Устье,Ust'e,Vologodskaia oblast',Severno-Zapadny,0,0,1,7,59.63,39.74,"3555,7369","1579,2676","2369,6962",,,,,,,4534.0,4148.0,
339, г. Устюжна,Ustiuzhna,Vologodskaia oblast',Severno-Zapadny,0,1,1,26,58.84,36.44,"3462,1456","1327,8736","2144,1296",5111.0,5179.0,7200.0,8800.0,8900.0,9200.0,10035.0,10507.0,9478.0
