ID89,name,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1897,pop26,pop39,pop59,pop70,pop79,pop89,pop02,pop10
1657,пгт Грицовский,Gritsovskii,Tul'skaia oblast',Tcentralny,0,0,0,44,54.14,38.17,"2931,1396","1456,9489","2066,5238",,,,,,,7720.0,6759.0,6190.0
1659,пгт Волово,Volovo,Tul'skaia oblast',Tcentralny,0,0,1,44,53.55,38.02,"2867,6025","1445,5204","2035,971",,,,,,,4331.0,4208.0,3855.0
1661, пгт Дубна,Dubna,Tul'skaia oblast',Tcentralny,0,0,1,44,54.15,36.96,"2932,2225","1366,0416","2001,384",,,,,,,6199.0,6194.0,5982.0
1664, пгт Заокский,Zaokskii,Tul'skaia oblast',Tcentralny,0,0,1,44,54.74,37.41,"2996,4676","1399,5081","2047,8234",,,,,,,6516.0,6668.0,7119.0
1666,с. Архангельское,Arkhangel'skoe,Tul'skaia oblast',Tcentralny,0,0,1,44,53.27,37.7,"2837,6929","1421,29","2008,279",,,,,,,2956.0,2768.0,
1669,пгт Епифань,Epifan',Tul'skaia oblast',Tcentralny,0,0,0,44,53.82,38.56,"2896,5924","1486,8736","2075,2992",4174.0,2566.0,,,,,2457.0,2377.0,2237.0
1670,пгт Казановка,Kazanovka,Tul'skaia oblast',Tcentralny,0,0,0,44,53.75,38.58,"2889,0625","1488,4164","2073,675",,,,,,,1143.0,804.0,
1671,пгт Новольвовск,Novol'vovsk,Tul'skaia oblast',Tcentralny,0,0,0,44,53.92,38.79,"2907,3664","1504,6641","2091,5568",,,,,,,3021.0,2030.0,1729.0
1673,г. Киреевск,Kireevsk,Tul'skaia oblast',Tcentralny,0,1,1,44,53.94,37.92,"2909,5236","1437,9264","2045,4048",,,7205.0,17860.0,21300.0,27100.0,30503.0,26284.0,25585.0
1674,г. Болохово,Bolokhovo,Tul'skaia oblast',Tcentralny,0,1,0,44,54.07,37.84,"2923,5649","1431,8656","2046,0088",,,12700.0,8300.0,11000.0,11100.0,11787.0,10364.0,9619.0
1675,г. Липки,Lipki,Tul'skaia oblast',Tcentralny,0,1,0,44,53.94,37.71,"2909,5236","1422,0441","2034,0774",,,,19435.0,14500.0,11900.0,10355.0,9843.0,8741.0
1677,пгт Октябрьский,Oktiabr'skii,Tul'skaia oblast',Tcentralny,0,0,0,44,53.96,37.99,"2911,6816","1443,2401","2049,9404",,,,,,,4368.0,3358.0,
1678,пгт Приупский,Priupskii,Tul'skaia oblast',Tcentralny,0,0,0,44,53.9,37.75,"2905,21","1425,0625","2034,725",,,,,,,4738.0,3421.0,
1680,пгт Шварцевский,Shvartsevskii,Tul'skaia oblast',Tcentralny,0,0,0,44,54.09,38.01,"2925,7281","1444,7601","2055,9609",,,,,,,5939.0,5231.0,4936.0
1682, пгт Куркино,Kurkino,Tul'skaia oblast',Tcentralny,0,0,1,44,53.44,38.68,"2855,8336","1496,1424","2067,0592",,,,,,,6991.0,6117.0,5408.0
1684,пгт Ленинский,Leninskii,Tul'skaia oblast',Tcentralny,0,0,1,44,54.29,37.46,"2947,4041","1403,2516","2033,7034",,,,,,,10761.0,10120.0,7058.0
1685,пгт Барсуки,Barsuki,Tul'skaia oblast',Tcentralny,0,0,0,44,54.27,37.5,"2945,2329","1406,25","2035,125",,,,,,,4461.0,3602.0,
1686,пгт Плеханово,Plekhanovo,Tul'skaia oblast',Tcentralny,0,0,0,44,54.25,37.58,"2943,0625","1412,2564","2038,715",,,,,,,8274.0,9098.0,9174.0
1688, г. Сокольники,Sokol'niki,Tul'skaia oblast',Tcentralny,0,1,0,44,54.07,38.47,"2923,5649","1479,9409","2080,0729",,,,,,,12219.0,11142.0,
1690, пгт Одоев,Odoev,Tul'skaia oblast',Tcentralny,0,0,1,44,53.94,36.71,"2909,5236","1347,6241","1980,1374",4317.0,3585.0,,,,,6958.0,6571.0,6146.0
1692, г. Плавск,Plavsk,Tul'skaia oblast',Tcentralny,0,1,1,44,53.71,37.29,"2884,7641","1390,5441","2002,8459",,,10000.0,12400.0,13000.0,14500.0,16559.0,16750.0,16248.0
1694,г. Суворов,Suvorov,Tul'skaia oblast',Tcentralny,0,1,1,44,54.12,36.5,"2928,9744","1332,25","1975,38",,,,14100.0,16990.0,19300.0,21885.0,21213.0,18975.0
1695,г. Чекалин,Chekalin,Tul'skaia oblast',Tcentralny,0,1,0,44,54.1,36.26,"2926,81","1314,7876","1961,666",1612.0,1834.0,2400.0,2200.0,2100.0,1700.0,1319.0,1151.0,994.0
1696,пгт Агеево,Ageevo,Tul'skaia oblast',Tcentralny,0,0,0,44,54.16,36.47,"2933,3056","1330,0609","1975,2152",,,,,,,6064.0,6106.0,547.0
1697,пгт Песоченский,Pesochenskii,Tul'skaia oblast',Tcentralny,0,0,0,44,54.17,36.11,"2934,3889","1303,9321","1956,0787",,,,,,,814.0,563.0,
1698,пгт Ханино,Khanino,Tul'skaia oblast',Tcentralny,0,0,0,44,54.2,36.64,"2937,64","1342,4896","1985,888",,,,,,,1597.0,1292.0,
1699,пгт Черепеть,Cherepet',Tul'skaia oblast',Tcentralny,0,0,0,44,54.11,36.38,"2927,8921","1323,5044","1968,5218",,,,,,,2519.0,2130.0,
1701, пгт Теплое,Teploe,Tul'skaia oblast',Tcentralny,0,0,1,44,53.61,37.6,"2874,0321","1413,76","2015,736",,,,,,,5740.0,5457.0,5115.0
1704,пгт Чернь,Chern',Tul'skaia oblast',Tcentralny,0,0,1,44,53.45,36.93,"2856,9025","1363,8249","1973,9085",3660.0,3323.0,,,,,6184.0,6883.0,6408.0
1706,г. Советск,Sovetsk,Tul'skaia oblast',Tcentralny,0,1,0,44,53.93,37.64,"2908,4449","1416,7696","2029,9252",,,,10100.0,11000.0,10400.0,10077.0,8770.0,7537.0
1707,пгт Казначеевский,Kaznacheevskii,Tul'skaia oblast',Tcentralny,0,0,0,44,54.04,37.56,"2920,3216","1410,7536","2029,7424",,,,,,,893.0,478.0,
1708,пгт Ломинцевский,Lomintsevskii,Tul'skaia oblast',Tcentralny,0,0,0,44,53.99,37.68,"2914,9201","1419,7824","2034,3432",,,,,,,4154.0,4802.0,
1709,пгт Огаревка,Ogarevka,Tul'skaia oblast',Tcentralny,0,0,0,44,53.92,37.56,"2907,3664","1410,7536","2025,2352",,,,,,,4158.0,3926.0,2770.0
1711,г. Ясногорск,Iasnogorsk,Tul'skaia oblast',Tcentralny,0,1,1,44,54.48,37.7,"2968,0704","1421,29","2053,896",,,4700.0,12500.0,18500.0,21000.0,21292.0,18588.0,16804.0
1712,пгт Ревякино,Reviakino,Tul'skaia oblast',Tcentralny,0,0,0,44,54.36,37.67,"2955,0096","1419,0289","2047,7412",,,,,,,3159.0,3313.0,2970.0
1714,г. Ярославль,Iaroslavl',Iaroslavskaia oblast',Tcentralny,1,1,0,50,57.36,39.86,"3290,1696","1588,8196","2286,3696",71616.0,114282.0,308834.0,407071.0,517000.0,596900.0,632991.0,613088.0,591486.0
1721,г. Переславль-Залесский,Pereslavl'-Zalesskii,Iaroslavskaia oblast',Tcentralny,0,1,0,6,56.74,38.86,"3219,4276","1510,0996","2204,9164",10639.0,13373.0,19874.0,23137.0,30100.0,37500.0,42331.0,43379.0,41923.0
1722,г. Ростов,Rostov,Iaroslavskaia oblast',Tcentralny,0,1,0,50,57.2,39.45,"3271,84","1556,3025","2256,54",13715.0,20864.0,29808.0,29230.0,30800.0,31500.0,35707.0,34141.0,31791.0
1723,г. Рыбинск,Rybinsk,Iaroslavskaia oblast',Tcentralny,0,1,0,50,58.05,38.85,"3369,8025","1509,3225","2255,2425",25290.0,55494.0,143750.0,181685.0,218000.0,238100.0,251442.0,222653.0,200771.0
1726,г. Тутаев,Tutaev,Iaroslavskaia oblast',Tcentralny,0,1,0,50,57.87,39.55,"3348,9369","1564,2025","2288,7585",6682.0,11776.0,18506.0,17210.0,16800.0,23500.0,39822.0,42644.0,41001.0
1727,г. Углич,Uglich,Iaroslavskaia oblast',Tcentralny,0,1,0,50,57.53,38.33,"3309,7009","1469,1889","2205,1249",9608.0,8021.0,12282.0,28890.0,35500.0,39100.0,39975.0,38260.0,34505.0
1729,с. Большое Село,Bol'shoe Selo,Iaroslavskaia oblast',Tcentralny,0,0,1,50,57.72,38.96,"3331,5984","1517,8816","2248,7712",,,,,,,3996.0,3721.0,
1732, пгт Борисоглебский,Borisoglebskii,Iaroslavskaia oblast',Tcentralny,0,0,1,50,57.27,39.16,"3279,8529","1533,5056","2242,6932",,,,,,,6327.0,5957.0,5646.0
1734,с. Брейтово,Breitovo,Iaroslavskaia oblast',Tcentralny,0,0,1,50,58.3,37.85,"3398,89","1432,6225","2206,655",,,,,,,4015.0,3710.0,
1736, г. Гаврилов-Ям,Gavrilov-Iam,Iaroslavskaia oblast',Tcentralny,0,1,1,50,57.3,39.85,"3283,29","1588,0225","2283,405",,9654.0,18567.0,21314.0,20800.0,20700.0,21353.0,19105.0,17792.0
1739, г. Данилов,Danilov,Iaroslavskaia oblast',Tcentralny,0,1,1,50,58.19,40.19,"3386,0761","1615,2361","2338,6561",4286.0,8031.0,15486.0,16902.0,17500.0,17500.0,18857.0,17245.0,15861.0
1741, г. Любим,Liubim,Iaroslavskaia oblast',Tcentralny,0,1,1,50,58.36,40.7,"3405,8896","1656,49","2375,252",3000.0,3693.0,7100.0,7600.0,7700.0,7400.0,7074.0,6254.0,5553.0
1743, г. Мышкин,Myshkin,Iaroslavskaia oblast',Tcentralny,0,0,1,50,57.79,38.44,"3339,6841","1477,6336","2221,4476",2232.0,2498.0,,,,,6340.0,6076.0,5932.0
1745,с. Новый Некоуз,Novyi Nekouz,Iaroslavskaia oblast',Tcentralny,0,0,1,50,57.9,38.07,"3352,41","1449,3249","2204,253",,,,,,,3796.0,3707.0,
1746,п. Волга,Volga,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.95,38.4,"3358,2025","1474,56","2225,28",,2743.0,,,,,4513.0,3543.0,
1747,пгт Некрасовское,Oktiabr',Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.83,37.4,"3344,3089","1398,76","2162,842",,,,,,,3174.0,6489.0,6164.0
1749,пгт Бурмакино,Nekrasovskoe,Iaroslavskaia oblast',Tcentralny,0,0,1,50,57.68,40.37,"3326,9824","1629,7369","2328,5416",,,,,,,6950.0,3389.0,2933.0
1750,пгт Красный Профинтерн,Burmakino,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.43,40.31,"3298,2049","1624,8961","2315,0033",,,,,,,3800.0,1499.0,1256.0
1753, пгт Пречистое,Prechistoe,Iaroslavskaia oblast',Tcentralny,0,0,1,50,58.42,40.32,"3412,8964","1625,7024","2355,4944",,,,,,,5235.0,5092.0,4846.0
1759, г. Пошехонье,Poshekhon'e-Volodarsk,Iaroslavskaia oblast',Tcentralny,0,1,1,50,58.5,39.14,"3422,25","1531,9396","2289,69",4033.0,4289.0,6900.0,7900.0,8000.0,7800.0,8042.0,6973.0,6085.0
1761,пгт Ишня,Ishnia,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.19,39.35,"3270,6961","1548,4225","2250,4265",,,,,,,3889.0,3368.0,3127.0
1762,пгт Петровское,Petrovskoe,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.01,39.27,"3250,1401","1542,1329","2238,7827",1505.0,,,,,,5635.0,5438.0,4875.0
1763,пгт Поречье-Рыбное,Porech'e-Rybnoe,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.1,39.4,"3260,41","1552,36","2249,74",,,,,,,2505.0,1875.0,1727.0
1764,пгт Семибратово,Semibratovo,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.29,39.54,"3282,1441","1563,4116","2265,2466",,,,,,,8485.0,7672.0,7097.0
1766, пгт Песочное,Pesochnoe,Iaroslavskaia oblast',Tcentralny,0,0,0,50,58.01,39.18,"3365,1601","1535,0724","2272,8318",,,,,,,3684.0,3069.0,2615.0
1769, пгт Константиновский,Konstantinovskii,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.82,39.59,"3343,1524","1567,3681","2289,0938",,,,,,,6505.0,5840.0,5611.0
1772,пгт Красные Ткачи,Krasnye Tkachi,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.49,39.75,"3305,1001","1580,0625","2285,2275",,,,,,,4458.0,4141.0,3943.0
1773,пгт Лесная Поляна,Lesnaia Poliana,Iaroslavskaia oblast',Tcentralny,0,0,0,50,57.68,39.89,"3326,9824","1591,2121","2300,8552",,,,,,,3312.0,3158.0,2974.0
1777, г. Йошкар-Ола,Ioshkar-Ola,Mariiskaia ASSR,Privolzhskii,1,1,0,14,56.64,47.89,"3208,0896","2293,4521","2712,4896",1658.0,4374.0,27179.0,88744.0,166000.0,201400.0,241601.0,256719.0,259162.0
1779,г. Волжск,Volzhsk,Mariiskaia ASSR,Privolzhskii,0,1,0,14,55.87,38.36,"3121,4569","1471,4896","2143,1732",,,19486.0,33412.0,43000.0,52000.0,60919.0,58967.0,55671.0
1780,г. Козьмодемьянск,Koz'modem'iansk,Mariiskaia ASSR,Privolzhskii,0,1,0,14,56.34,46.55,"3174,1956","2166,9025","2622,627",5284.0,7655.0,10700.0,12600.0,15300.0,18800.0,24746.0,22771.0,21262.0
1782, пгт Приволжский,Privolzhskii,Mariiskaia ASSR,Privolzhskii,0,0,0,14,55.96,48.43,"3131,5216","2345,4649","2710,1428",,,,,,,3795.0,4161.0,4159.0
1785,г. Звенигово,Zvenigovo,Mariiskaia ASSR,Privolzhskii,0,1,1,14,55.98,48.02,"3133,7604","2305,9204","2688,1596",,2176.0,5200.0,7200.0,8600.0,12000.0,14239.0,12722.0,11945.0
1786,пгт Красногорский,Krasnogorskii,Mariiskaia ASSR,Privolzhskii,0,0,0,14,56.17,48.33,"3155,0689","2335,7889","2714,6961",,,,,,,8660.0,7152.0,6698.0
1787,пгт Мочалище,Mochalishche,Mariiskaia ASSR,Privolzhskii,0,0,0,14,56.33,48.36,"3173,0689","2338,6896","2724,1188",,,,,,,2522.0,2253.0,
1788,пгт Суслонгер,Suslonger,Mariiskaia ASSR,Privolzhskii,0,0,0,14,56.31,48.25,"3170,8161","2328,0625","2716,9575",,,,,,,4137.0,3642.0,3159.0
1790, пгт Килемары,Kilemary,Mariiskaia ASSR,Privolzhskii,0,0,1,14,56.79,46.87,"3225,1041","2196,7969","2661,7473",,,,,,,4112.0,3951.0,4059.0
1793, пгт Куженер,Kuzhener,Mariiskaia ASSR,Privolzhskii,0,0,1,10,56.81,48.92,"3227,3761","2393,1664","2779,1452",,,,,,,6200.0,5869.0,5384.0
1795, пгт Мари-Турек,Mari-Turek,Mariiskaia ASSR,Privolzhskii,0,0,1,10,56.79,49.63,"3225,1041","2463,1369","2818,4877",,,,,,,6098.0,5973.0,5163.0
1798,пгт Медведево,Medvedevo,Mariiskaia ASSR,Privolzhskii,0,0,1,14,56.64,47.81,"3208,0896","2285,7961","2707,9584",,,,,,,13591.0,16610.0,16840.0
1799,пгт Краснооктябрьский,Krasnooktiabr'skii,Mariiskaia ASSR,Privolzhskii,0,0,0,14,56.68,46.67,"3212,6224","2178,0889","2645,2556",,,,,,,4479.0,4307.0,4558.0
1801, пгт Морки,Morki,Mariiskaia ASSR,Privolzhskii,0,0,1,14,56.43,48.99,"3184,3449","2400,0201","2764,5057",,,,,,,9612.0,9686.0,9920.0
1804, пгт Новый Торъял,"Novyi Tor""ial",Mariiskaia ASSR,Privolzhskii,0,0,1,10,57,48.75,3249,"2376,5625","2778,75",,,,,,,8057.0,7266.0,6633.0
1806, пгт Оршанка,Orshanka,Mariiskaia ASSR,Privolzhskii,0,0,1,10,56.91,47.89,"3238,7481","2293,4521","2725,4199",,,,,,,6951.0,6834.0,6590.0
1808, пгт Параньга,Paran'ga,Mariiskaia ASSR,Privolzhskii,0,0,1,10,56.7,49.41,"3214,89","2441,3481","2801,547",,,,,,,6863.0,6716.0,5984.0
1810, пгт Сернур,Sernur,Mariiskaia ASSR,Privolzhskii,0,0,1,10,56.93,49.15,"3241,0249","2415,7225","2798,1095",,,,,,,10196.0,9031.0,8683.0
1812, пгт Советский,Sovetskii,Mariiskaia ASSR,Privolzhskii,0,0,1,10,56.76,48.47,"3221,6976","2349,3409","2751,1572",,,,,,,11380.0,10806.0,10667.0
1814, пгт Юрино,Iurino,Mariiskaia ASSR,Privolzhskii,0,0,1,14,56.29,46.3,"3168,5641","2143,69","2606,227",,4298.0,,,,,5177.0,4251.0,3462.0
1817,г. Саранск,Saransk,Mordovskaia ASSR,Privolzhskii,1,1,0,30,54.18,45.17,"2935,4724","2040,3289","2447,3106",14584.0,15431.0,40894.0,91034.0,191000.0,263000.0,332747.0,325336.0,324981.0
1826, г. Ковылкино,Kovylkino,Mordovskaia ASSR,Privolzhskii,0,1,0,30,54.04,43.93,"2920,3216","1929,8449","2373,9772",,,5100.0,10500.0,17300.0,20000.0,21615.0,21873.0,21347.0
1827,Рузаевка,Ruzaevka,Mordovskaia ASSR,Privolzhskii,0,1,0,30,54.06,44.96,"2922,4836","2021,4016","2430,5376",,6789.0,17134.0,24909.0,41100.0,48800.0,51034.0,49790.0,47529.0
1829,г. Ардатов,Ardatov,Mordovskaia ASSR,Privolzhskii,0,1,1,39,54.85,46.25,"3008,5225","2139,0625","2536,8125",3546.0,5885.0,7400.0,9900.0,9500.0,9200.0,10027.0,9587.0,9400.0
1830,пгт Тургенево,Turgenevo,Mordovskaia ASSR,Privolzhskii,0,0,0,39,54.84,46.33,"3007,4256","2146,4689","2540,7372",,,,,,,5614.0,5288.0,5260.0
1832,с. Атюрьево,Atiur'evo,Mordovskaia ASSR,Privolzhskii,0,0,1,42,54.33,43.35,"2951,7489","1879,2225","2355,2055",,,,,,,4990.0,4736.0,
1835, пгт Атяшево,Atiashevo,Mordovskaia ASSR,Privolzhskii,0,0,1,39,54.59,46.13,"2980,0681","2127,9769","2518,2367",,,,,,,6298.0,6073.0,6246.0
1837,с. Большие Березники,Bol'shie Berezniki,Mordovskaia ASSR,Privolzhskii,0,0,1,39,54.18,45.98,"2935,4724","2114,1604","2491,1964",,,,,,,6675.0,6398.0,
1839,с. Большое Игнатово,Bol'shoe Ignatovo,Mordovskaia ASSR,Privolzhskii,0,0,1,39,55.02,45.59,"3027,2004","2078,4481","2508,3618",,,,,,,2451.0,2799.0,
1841,с. Дубенки,Dubenki,Mordovskaia ASSR,Privolzhskii,0,0,1,39,54.43,46.31,"2962,6249","2144,6161","2520,6533",,,,,,,3837.0,3581.0,
1844,с. Ельники,El'niki,Mordovskaia ASSR,Privolzhskii,0,0,1,30,54.62,43.87,"2983,3444","1924,5769","2396,1794",,,,,,,5457.0,5678.0,
1847,пгт Зубова Поляна,Zubova Poliana,Mordovskaia ASSR,Privolzhskii,0,0,1,42,54.08,42.85,"2924,6464","1836,1225","2317,328",,,,,,,10715.0,10355.0,10310.0
1849,пгт Потьма,Pot'ma,Mordovskaia ASSR,Privolzhskii,0,0,0,42,54.11,42.92,"2927,8921","1842,1264","2322,4012",,,,,,,3636.0,4396.0,4160.0
1850,пгт Умет,Umet,Mordovskaia ASSR,Privolzhskii,0,0,0,42,54.12,42.7,"2928,9744","1823,29","2310,924",,,,,,,3383.0,3005.0,2821.0
1851,пгт Ширингуши,Shiringushi,Mordovskaia ASSR,Privolzhskii,0,0,0,42,53.85,42.77,"2899,8225","1829,2729","2303,1645",,,,,,,3145.0,2424.0,
1852,пгт Явас,Iavas,Mordovskaia ASSR,Privolzhskii,0,0,0,42,54.42,42.84,"2961,5364","1835,2656","2331,3528",,,,,,,8345.0,7964.0,7917.0
1854, г. Инсар,Insar,Mordovskaia ASSR,Privolzhskii,0,1,1,30,53.87,44.38,"2901,9769","1969,5844","2390,7506",4244.0,4611.0,5600.0,5800.0,8200.0,9000.0,9275.0,8951.0,8687.0
1855, пгт Кадошкино,Kadoshkino,Mordovskaia ASSR,Privolzhskii,0,0,0,30,54.03,44.41,"2919,2409","1972,2481","2399,4723",,,,,,,5141.0,4874.0,4704.0
1857, пгт Кемля,Kemlia,Mordovskaia ASSR,Privolzhskii,0,0,1,30,54.69,45.23,"2990,9961","2045,7529","2473,6287",,,,,,,4953.0,4872.0,
1860,с. Кочкурово,Kochkurovo,Mordovskaia ASSR,Privolzhskii,0,0,1,30,54.43,46.13,"2962,6249","2127,9769","2510,8559",,,,,,,3476.0,3259.0,
1863, г. Краснослободск,Krasnoslobodsk,Mordovskaia ASSR,Privolzhskii,0,1,1,30,54.43,43.79,"2962,6249","1917,5641","2383,4897",7381.0,7182.0,6000.0,6500.0,8600.0,10100.0,11261.0,10843.0,10151.0
1866,с. Лямбирь,Liambir',Mordovskaia ASSR,Privolzhskii,0,0,1,30,54.28,45.13,"2946,3184","2036,7169","2449,6564",,,,,,,8389.0,8467.0,
1869, пгт Ромоданово,Romodanovo,Mordovskaia ASSR,Privolzhskii,0,0,1,30,54.41,45.36,"2960,4481","2057,5296","2468,0376",,,,,,,10083.0,9871.0,9410.0
1872,с. Старое Шайгово,Staroe Shaigovo,Mordovskaia ASSR,Privolzhskii,0,0,1,30,54.31,44.47,"2949,5761","1977,5809","2415,1657",,,,,,,5258.0,5205.0,
1875, г. Темников,Temnikov,Mordovskaia ASSR,Privolzhskii,0,1,1,42,54.63,43.21,"2984,4369","1867,1041","2360,5623",5399.0,4502.0,5500.0,6200.0,6600.0,7400.0,9172.0,8375.0,7247.0
1877,с. Теньгушево,Ten'gushevo,Mordovskaia ASSR,Privolzhskii,0,0,1,42,54.77,42.73,"2999,7529","1825,8529","2340,3221",,,,,,,4063.0,4103.0,
1880, пгт Торбеево,Torbeevo,Mordovskaia ASSR,Privolzhskii,0,0,1,42,54.08,43.26,"2924,6464","1871,4276","2339,5008",,1886.0,,,,,8924.0,9351.0,9370.0
1882,пгт Чамзинка,Chamzinka,Mordovskaia ASSR,Privolzhskii,0,0,1,39,54.41,45.8,"2960,4481","2097,64","2491,978",,,,,,,9845.0,9906.0,9465.0
1883,пгт Комсомольский,Komsomol'skii,Mordovskaia ASSR,Privolzhskii,0,0,0,39,54.44,45.82,"2963,7136","2099,4724","2494,4408",,,,,,,14740.0,14230.0,13513.0
1886,г. Чебоксары,Cheboksary,Chuvashskaia ASSR,Privolzhskii,1,1,0,14,56.14,47.25,"3151,6996","2232,5625","2652,615",4738.0,8831.0,30996.0,104034.0,209000.0,307500.0,430159.0,451329.0,464133.0
1892,г. Алатырь,Alatyr',Chuvashskaia ASSR,Privolzhskii,0,1,0,39,54.84,46.57,"3007,4256","2168,7649","2553,8988",12209.0,22437.0,29782.0,36933.0,43500.0,45300.0,46593.0,43161.0,38202.0
1893,г. Канаш,Kanash,Chuvashskaia ASSR,Privolzhskii,0,1,0,14,55.5,47.5,"3080,25","2256,25","2636,25",,2323.0,18756.0,32897.0,40700.0,46900.0,54585.0,50593.0,45608.0
1895, г. Новочебоксарск,Novocheboksarsk,Chuvashskaia ASSR,Privolzhskii,0,1,0,14,56.11,47.49,"3148,3321","2255,3001","2664,6639",,,,,38900.0,86700.0,114760.0,125857.0,124408.0
1896,г. Шумерля,Shumerlia,Chuvashskaia ASSR,Privolzhskii,0,1,0,39,55.49,46.42,"3079,1401","2154,8164","2575,8458",,15200.0,15220.0,30213.0,33800.0,37300.0,41986.0,36239.0,31724.0
1898, пгт Киря,Kiria,Chuvashskaia ASSR,Privolzhskii,0,0,0,39,55.08,46.85,"3033,8064","2194,9225","2580,498",,,,,,,3030.0,2425.0,
1900,с. Аликово,Alikovo,Chuvashskaia ASSR,Privolzhskii,0,0,1,39,55.75,46.21,"3108,0625","2135,3641","2576,2075",,,,,,,2689.0,2914.0,
1903,с. Батырево,Batyrevo,Chuvashskaia ASSR,Privolzhskii,0,0,1,39,55.06,47.62,"3031,6036","2267,6644","2621,9572",,,,,,,5664.0,5702.0,
1906, пгт Вурнары,Vurnary,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.49,46.96,"3079,1401","2205,2416","2605,8104",,,,,,,12492.0,10929.0,
1908,пгт Ибреси,Ibresi,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.3,47.04,"3058,09","2212,7616","2601,312",,,,,,,8682.0,9201.0,
1909,пгт Буинск,Buinsk,Chuvashskaia ASSR,Privolzhskii,0,0,0,14,55.19,47.04,"3045,9361","2212,7616","2596,1376",,,,,,,2006.0,1621.0,
1912, г. Козловка,Kozlovka,Chuvashskaia ASSR,Privolzhskii,0,1,1,14,55.84,48.27,"3118,1056","2329,9929","2695,3968",,,5700.0,9400.0,11700.0,11900.0,12708.0,13054.0,10355.0
1914,с. Комсомольское,Komsomol'skoe,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.26,47.55,"3053,6676","2261,0025","2627,613",,,,,,,4673.0,4839.0,
1917,с. Красноармейское,Krasnoarmeiskoe,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.77,47.18,"3110,2929","2225,9524","2631,2286",,,,,,,4345.0,4337.0,
1920,с. Красные Четаи,Krasnye Chetai,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.69,46.15,"3101,3761","2129,8225","2570,0935",,,,,,,2975.0,2982.0,
1923, г. Мариинский Посад,Mariinskii Posad,Chuvashskaia ASSR,Privolzhskii,0,1,1,14,56.11,47.72,"3148,3321","2277,1984","2677,5692",5000.0,4584.0,7200.0,8800.0,10200.0,10000.0,10443.0,10273.0,9089.0
1925,с. Моргауши,Morgaushi,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.96,46.77,"3131,5216","2187,4329","2617,2492",,,,,,,2893.0,2950.0,
1928,с. Порецкое,Poretskoe,Chuvashskaia ASSR,Privolzhskii,0,0,1,39,55.2,46.33,"3047,04","2146,4689","2557,416",,,,,,,6502.0,6482.0,
1931, пгт Урмары,Urmary,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.68,47.94,"3100,2624","2298,2436","2669,2992",,,,,,,6016.0,6316.0,
1933, г. Цивильск,Tsivil'sk,Chuvashskaia ASSR,Privolzhskii,0,1,1,14,55.89,47.49,"3123,6921","2255,3001","2654,2161",2336.0,2654.0,5100.0,5900.0,7400.0,8000.0,10053.0,12967.0,13478.0
1937,с. Шемурша,Shemursha,Chuvashskaia ASSR,Privolzhskii,0,0,1,39,54.88,47.5,"3011,8144","2256,25","2606,8",,,,,,,3700.0,3726.0,
1941, г. Ядрин,Iadrin,Chuvashskaia ASSR,Privolzhskii,0,1,1,14,55.93,46.21,"3128,1649","2135,3641","2584,5253",2454.0,3510.0,5400.0,6300.0,6800.0,7300.0,10149.0,10573.0,9614.0
1943,с. Яльчики,Ial'chiki,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.17,48.03,"3043,7289","2306,8809","2649,8151",,,,,,,2961.0,2732.0,
1946,с. Янтиково,Iantikovo,Chuvashskaia ASSR,Privolzhskii,0,0,1,14,55.09,47.86,"3034,9081","2290,5796","2636,6074",,,,,,,3573.0,3363.0,
1950,г. Нижний Новгород,Gor'kii,Gor'kovskaia oblast',Privolzhskii,1,1,0,25,56.33,44.01,"3173,0689","1936,8801","2479,0833",91822.0,193407.0,668809.0,984828.0,1225400.0,1406700.0,1543290.0,1403029.0,1259730.0
1960,г. Арзамас,Arzamas,Gor'kovskaia oblast',Privolzhskii,0,1,0,25,55.4,43.84,"3069,16","1921,9456","2428,736",10592.0,19203.0,25784.0,41518.0,67000.0,93200.0,108951.0,109432.0,106367.0
1961,г. Балахна,Balakhna,Gor'kovskaia oblast',Privolzhskii,0,1,0,25,56.48,43.54,"3189,9904","1895,7316","2459,1392",5120.0,8020.0,38747.0,70837.0,63000.0,65100.0,64528.0,57338.0,51526.0
